date,daily_volume,bin_num,bin_volume,quote_imbalance,volatility
2020-09-01,728634685,0,12088700,-0.36922330110030077,
2020-09-01,728634685,1,105230987,-0.43298980996977526,
2020-09-01,728634685,2,52650593,-0.5703597147763996,
2020-09-01,728634685,3,69485067,0.4799168290416435,
2020-09-01,728634685,4,43440941,-0.5312050844666646,
2020-09-01,728634685,5,29912820,0.4521443409631011,5.570355382644839e-05
2020-09-01,728634685,6,24130300,-0.5520704718244722,4.098471300116454e-05
2020-09-01,728634685,7,48414136,-0.39452130240155814,4.131641494521974e-05
2020-09-01,728634685,8,20923052,-0.6256323390614442,4.131641494521974e-05
2020-09-01,728634685,9,25619005,-0.6524106288363735,4.131641494521974e-05
2020-09-01,728634685,10,24361803,-0.3684400543422982,2.5683611726060307e-05
2020-09-01,728634685,11,8817251,-0.2847339148113522,1.0189998418945755e-05
2020-09-01,728634685,12,19512960,-0.5728845674558798,1.0189998418945755e-05
2020-09-01,728634685,13,23463200,-0.4152896794593782,2.03069667108561e-05
2020-09-01,728634685,14,12133437,0.7953625903225755,2.0252116231138702e-05
2020-09-01,728634685,15,16978700,-0.7122864632791308,2.0252116231138702e-05
2020-09-01,728634685,16,15301734,0.13147086341848171,2.0252116231138702e-05
2020-09-01,728634685,17,18211580,-0.7276698395863246,4.076044021286216e-05
2020-09-01,728634685,18,18362900,0.2699775521079907,4.60349291895597e-05
2020-09-01,728634685,19,14277604,0.37039984209447824,5.118076055069965e-05
2020-09-01,728634685,20,15865440,0.12315944248984852,5.632659191183959e-05
2020-09-01,728634685,21,19457500,0.6305464465273162,3.084713099934573e-05
2020-09-01,728634685,22,18515981,-0.11903421486446852,1.5437494083419833e-05
2020-09-01,728634685,23,23982773,0.5224496217999974,1.029166272227989e-05
2020-09-01,728634685,24,47496221,-0.5532448097414187,2.5636522227082663e-05
2020-09-02,1407714025,0,4960630,0.35232096866034573,0.0001216629782430777
2020-09-02,1407714025,1,95024153,-0.2509140594859532,0.00014661870767663664
2020-09-02,1407714025,2,137262768,-0.21321016522275907,0.00017622175032644597
2020-09-02,1407714025,3,106233073,-0.06816948372060687,0.00021436389153573095
2020-09-02,1407714025,4,60507617,-0.014140170901133203,0.0001229550289290705
2020-09-02,1407714025,5,53390021,0.8491821374892908,0.00010289393407621516
2020-09-02,1407714025,6,127143483,-0.37616692298146087,0.00010731352404327311
2020-09-02,1407714025,7,64616433,-0.4380855048095563,0.00011572012085287953
2020-09-02,1407714025,8,61711386,-0.2910082841852571,0.0001440310306925485
2020-09-02,1407714025,9,69232536,0.6711916806986854,0.000273921777423757
2020-09-02,1407714025,10,37250980,0.5380945457531687,0.0003423263424094036
2020-09-02,1407714025,11,28837850,0.16801794588768088,0.0003045257717130211
2020-09-02,1407714025,12,27127303,-0.04274149935433757,0.0002761463617207912
2020-09-02,1407714025,13,37379046,-0.10907054690618562,0.00016068297335947732
2020-09-02,1407714025,14,34346059,-0.3166068247939498,7.744300321304491e-05
2020-09-02,1407714025,15,20563278,0.14911903836137239,5.298002333729675e-05
2020-09-02,1407714025,16,23296584,0.760350608322973,4.8069319181850495e-05
2020-09-02,1407714025,17,16341731,0.43069914789162017,3.353990341493147e-05
2020-09-02,1407714025,18,25836869,-0.20433602886704125,1.4352675958850025e-05
2020-09-02,1407714025,19,27271631,-0.6509950989457061,9.576797646146558e-06
2020-09-02,1407714025,20,46124943,-0.11141844167859602,9.560142388069192e-06
2020-09-02,1407714025,21,161992878,-0.027010212885277978,1.899586072263654e-05
2020-09-02,1407714025,22,51612908,0.7157908387783153,6.153274966059545e-05
2020-09-02,1407714025,23,47915777,-0.07220629909965612,6.153274966059545e-05
2020-09-02,1407714025,24,41734088,-0.30682628842291493,5.676518445620548e-05
2020-09-03,1129520561,0,12604600,-0.22297066946412714,4.253688893795891e-05
2020-09-03,1129520561,1,133187738,-0.2804289570610464,4.780239438823872e-05
2020-09-03,1129520561,2,112479483,0.19487926523441942,0.0002919057798891599
2020-09-03,1129520561,3,50412302,0.13629547078276608,0.0005137345532755456
2020-09-03,1129520561,4,51038446,-0.06915658696204131,0.000601607890614427
2020-09-03,1129520561,5,38308353,0.4361872585477256,0.0005538054962261883
2020-09-03,1129520561,6,29672077,-0.22571167992417068,0.0003097021107252671
2020-09-03,1129520561,7,32537808,-0.08892742417137006,0.00010237750696102717
2020-09-03,1129520561,8,28575887,0.4263560884635315,2.418210049845214e-05
2020-09-03,1129520561,9,30324441,-0.5194834009069423,4.358900326042432e-05
2020-09-03,1129520561,10,21817200,0.14072823381878283,4.358900326042432e-05
2020-09-03,1129520561,11,46623004,0.2304454653308857,2.9084833638278608e-05
2020-09-03,1129520561,12,26700637,-0.26576431417871904,5.8426314225146567e-05
2020-09-03,1129520561,13,40624626,-0.7659250572923051,6.820683731960084e-05
2020-09-03,1129520561,14,38216143,-0.03811098795908723,8.271100694174655e-05
2020-09-03,1129520561,15,108554690,0.4909947245614328,0.00011154235414548157
2020-09-03,1129520561,16,25941318,-0.21104524792103213,7.252294268230718e-05
2020-09-03,1129520561,17,27788444,0.24422728496198828,4.333551682588072e-05
2020-09-03,1129520561,18,21919108,0.603894186996785,2.8831347203735017e-05
2020-09-03,1129520561,19,54650090,0.4010661202357877,0.0
2020-09-03,1129520561,20,46656235,-0.6005598947218153,1.4228295717308764e-05
2020-09-03,1129520561,21,40539402,-0.03398907604383776,1.895459774930019e-05
2020-09-03,1129520561,22,23861554,0.13619050183636838,2.3689112299811804e-05
2020-09-03,1129520561,23,50976900,0.20359767001246945,4.274292059488673e-05
