,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['中国重汽盘中最高26.64元，股价创近一年新高' '中国重汽在河南2个月销量已超去年全年潇湘晨报05-1120:46疫情给一些行业按'
 '中国重汽05月12日获深股通加仓40.39万股']",[],['系好安全带，飞呀！！！'],['这周整到三十去！！！！[鼓掌]'],[],[],[],[],[],[],[],['辣鸡'],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-14,['早上10点45，看到重汽差一分翻红，我就10.22进了一汽，结果重汽收盘红4分，' '中国重汽05月13日获深股通加仓8.18万股'],[],[],[],['麻烦了，2个点，跌幅扩大了。。。散了'],['别介，哥，真准备24呐'],['天天跌我擦' '而立呢'],[],[],[],['再调整10来天'],[],[],[],[],[],[],[],[],[],[],[],[],[],['吉时已到']
2020-05-15,"['中国重汽:摩根士丹利华鑫证券有限责任公司关于山东重工集团有限公司豁免要约收购公司股份的2020年第一季度持续督导意见'
 '中国重汽05月14日获深股通减仓9.73万股']",[],[],['再跌出近期低点，我就看不起你了哦[兴奋][兴奋][兴奋]' '不会吧，这种跌。'],[],[],['坏人，别下干了，否则俺要交货了，呵呵呵！' '[滴汗]为啥都没人讨论了呢'],[],['涨一点，心累。'],['起来，大哥。呜呜呜，起来，我一个周没有吃肉了。'],['好像没人愿意拉一把' '没有主力来拉升一下吗？'],[],[],[],[],[],['没戏了天天跌卖不卖啊' '重汽让人失望了！之前的雄风哪里去了！' '过气股，股份转让，要倒条子了，难受'],[],[],[],[],[],[],[],[]
2020-05-18,['[图片]' '卖了又高买，这手残操作之后，就没缓过来过'],[],"['一汽解放重卡销量第一 为啥盈利能力不如排行老三的中国重汽？' '大盘翻红，希望能促进资金回流，就有希望上冲'
 '中国重汽，国之大器，还会继续涨！']",['主力太小气了，10个点都不调整，你呵呵呵！' '你控盘太死了，没有多少跟风盘地，难道你惜筹？要走超远？呵呵呵！大家系好安全带，起'],[],[],['我用了穿头破脚，射击之星，没把你们收拾，太强了，555，只有拉升了，没辙！！！！'],[],['重汽17年净利润8.98亿18年9.05亿，19年12.2亿你的30.23亿元、'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-19,['中国重汽05月18日获深股通加仓35.36万股' '20均价不破就拿好'],[],['怎么跟港股差这么多'],['把我套牢了，唉。'],[],[],['主力已经转战卡车龙头股一汽解放了（000800）'],['这走势顶住啊24.4[困顿][困顿][困顿][困顿]买买买' '前几天那根带量阴线明显就是出货下调了'],[],['主力已经转战卡车龙头股一汽解放了（000800）'],[],[],['坐等主力放量下跌，在跌，最后跌！买进'],[],[],[],['重汽，加油。'],[],[],[],[],[],['拔腚'],['25.11，瑟瑟发抖中。啊呜啊呜。'],['装嫩呢？咋跟不上大哥步伐？']
2020-05-20,"['济南海关推行“企财保”通关新模式 自贸区首批企业“试水”' '国六排放升级，千亿市场可期！受益公司梳理！'
 '中国重汽05月19日获深股通加仓82.10万股']",['你是真的让我伤透了心。[哭]'],['最近咋就几把这么弱，纳闷' '太费了，港股老大哥都看不下去了'],['哎！还是跑路吧！泉峰赚了点，赔给你了。算你狠'],['振荡下行洗盘，头天铁买，明天拉高出货'],['别破24！破就坏了，破鼓万人捶了'],[],[],[],[],['加油！'],[],[],[],['汽车行业进入“两会时间”，对汽车行业带来哪些机会？'],[],['跌得太慢了，麻烦快点。我还等着亏呢'],[],[],[],[],[],[],[],['重汽你能不能走得妖一点骚一点']
2020-05-21,['跌到20大量进' '汽车整车持续亮眼，近期车企大佬们都在讨论啥' '中国重汽05月20日获深股通加仓43.72万股'],['重汽，加油，涨涨一波行情。'],['这个重汽走势好差'],[],['空头你真是优秀，子弹真这么多？[滴汗][滴汗][滴汗]'],['歹毒'],['不地道'],[],[],[],['没动力！'],['中国重汽，高位死叉，股价滞涨抛售中，危险'],[],[],[],[],['进来快两周了，真是一进来就跌，我也是哎，就不能好好的涨一下吗？'],[],[],['快砸跌停板' '这种下去，我都真的想走了。唉。' '我，给我哭了'],['没有最低，只有更低啊，这是，唉。'],[],[],['这是要死的节奏吗？'],[]
2020-05-22,['下周五连板，坚持' '已经走坏' '今天卖掉了，也不知道对不对' '中国重汽05月21日获深股通减仓4.07万股'],[],['重汽这个线太丑了'],[],['转战真正的卡车龙头一汽解放'],['24入的，该反弹啦！目标25'],['每天阴跌不是好事，该清仓时就清仓。温水煮青蛙式的走势很不好'],[],[],[],[],['中国重汽破位下跌中，下午最少跌2%以上，高位死叉' '重卡这个娱乐圈，现在的绝对龙头是一汽解放，代号000800'],[],[],['每天都阴跌啊。唉。一个周都不涨了。这是怎么了' '一个字：干'],[],['中国重汽，跌破20日均线，60日均线还远吗？空头向下，抛了等下跌后才买'],[],[],['翻红了妖娆啊骚气啊今天又买了点[胜利][胜利][胜利]'],['哈哈靓仔，25还会远吗'],['中国重汽，小明不想给你聊天了，红盘打一汽解放的脸'],['你才是大爷' '中国重汽，顶背离了，想红盘，大家快乐的丢绿青蛙给它。跳水'],[],['割在地板上了' '气吐血了']
2020-05-25,[],['重汽这是什么鬼啊？一个周跌几次，唉。'],['我去，涨一点点，跌起来这么猛吗？' '中国重汽周五诱多，关注小明推荐的广信股份603599' '已骗走出局'],['大哥，涨一点我真的不想在跌了。' '哥哥，大盘红了，你还不起来了吗？'],"['中国重汽是红盘，小明不快乐！跌4%都能咸鱼变活鱼？小明推荐广信股份603599'
 '中国重汽，下跌趋势没有改变。给一汽解放一样的。先关注603599广信股份']",[],['现在是要开始发红包了么？' '我都满仓了，就等你兑现早晨那条消息了' '大哥，你不要一天的阴跌啊，涨上去一点点就可以了'],[],[],[],['一汽解放上市，龙头开启新时代' '啊啊啊，重汽大哥，涨一点点而已。'],[],[],[],[],[],[],['本小散看涨'],[],['天天跌跌不休！'],['要退市吗？为啥天天跌' '涨的时候，你涨一毛，跌的时候，就是4/5毛的跌，你这种不对啊。'],['真不要脸，退市吧' '每天都在自选股倒数第一'],['来一万股，明天顺利出局，卫视拉起'],['必须涨~~不涨咋出货[胜利]' '起立`~~大妹纸' '一天百分之三也行了，呵呵' '一天百分之三也行了，呵呵'],['妥妥滴了，明天赚钱' '看今天这趋势再坚持一下？[大笑][大笑][大笑][大笑]']
2020-05-26,"['今天23、50，下午补仓，可能快转身了，拿好了朋友们！相信这里的黑暗不久了，过一'
 '一个没有派发约票，我不晓得都在怕啥，我靠，无非就是花点时间呗！' '这个票绝对是好票，等你回20已经等很久了，' '今天再来个板就牛B 了'
 '今天可以做T了，多涨点哈，都捞回来']",[],['跌起来你是要命，涨是涨不起来，唉。'],['百分之四了，再涨点就给你'],['涨的真稳，等着你，不着急，反正赚钱了，随时可以出'],[],[],['大盘七个点啊'],['真是不要脸到家了'],[],['天天拉锯' '***' '问题股不能碰，可怕' '早上丅对了，又早早入坑了，真好玩'],['主力强大，散户被折磨精惫不！'],[],[],['预计两点半开始拉升，坐稳扶好'],[],[],['这行情还能亏钱，秀啊！接着再买点，还能说啥[兴奋][兴奋][兴奋][兴奋]。'],[],['你是真的。无语啊。' '刚刚抄了个底，一会儿做个T吧，老弟~'],['下准备好T了么，这次可是大T了'],['百分之二了快，今天真不错'],['中国重汽双针探底。关注广信股份，天山股份。一汽解放顶背离不要跟风' '再拉起来点，就可以T了，真像样~~。老弟'],['踢出去了，谢谢'],[]
2020-05-27,"['中国重汽双针探底。关注广信股份，天山股份。一汽解放顶背离不要跟风' '受到摧残的报个名，免费心理医生在线治疗，'
 '磨叽呀！昨天上午进早了，对不起下午这下跌的一波，不过挣钱就好！系好安全带弟兄们！']",[],['In-depth Analysis: Resolute Reforms to Revitalize Leading Player of Heavy Truck'],[],[],['厉害了重汽，调整目标价30！'],[],['为什么每次都是冲高回落'],[],['中国重汽之前有一个吉林国资的过来拉人头，原来是一汽解放前10大股东清仓式减持'],[],['早上把昨天进的出了，准备进场！！好玩！' '一进一出搞个八九毛也不错，加油中国！加油重汽！'],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-28,['垃圾股'],[],[],[],[],['T飞了，mad' '重汽加油！[献花][献花][献花]昨天突破24.6增仓，今天25位置助攻哈哈！下'],['破25了，目标达到，我先离场啦！'],['而立真姿儿' '基本没有过千的单子，这样真刺激'],"['涨得真健康，继续拿着。' '这股新高概念，只要新高了我还来！'
 '中国重汽集团董事长参加两会，代表团发言表示，将带领中国重汽品牌，叫响黄河品牌，振']",['拿了你一个月，我走了。重汽，加油。'],['重汽价值34，可长期持有，老牌国企了'],['起步就不错目测最少上40' '主力好，我已上车且坐稳扶好，请求启动第二波主升浪' '好玩！'],['暴跌模式开启了，空仓好久了' '暴跌模式开启了，空仓好久了'],[],[],['抓了那么久，从来没涨停过。' '比潍柴动力强很多'],[],[],[],[],[],[],[],[],[]
2020-05-29,"['盆友们，是不是很好玩，没法主力只有硬拉，千万不要给洗出来了！' '请教！明天的压力为和支撑位！'
 '上午24.7清了，少赚不少。没办法，习惯性先跑力敬' '厉害了重汽，调整目标价30！' '十二路谭腿，果然厉害啊'
 '明天逢低介入，大胆大胆，贪婪贪婪！' '重汽上35应该没有问题的！']",[],[],[],[],[],['你就不能翻个红吗'],[],[],[],['猥琐发育，不要浪' 'h股叠创新高，A股续创新低，哈哈，两边的投资人思维差异这么大吗？'],['重汽你让一汽解放情以何堪[傲][傲][傲]'],[],[],[],[],[],[],['山东重工与中国铁建签署战略合作框架协议'],[],[],['本小散认为周一还能涨[傲][傲]'],[],[],['唱多太多先撤了']
2020-06-01,['[图片]' '多股获机构看好，目标涨幅最大30.64%(5-31)'],['主力威武收下我膝盖[鼓掌][鼓掌][鼓掌]'],['重汽龙头，俩年内看好'],['冲冲冲[跌停板]' '呵呵，杀入123034*123014*123031，有惊喜！' '重汽，挺好。第一轮到35' '新高概念就是强！'],['重汽买不到，就买一汽解放。' '给力啊'],['从不涨停的股票'],[],[],[],['新的一月 大盘一路前进 下半年是机会'],['今天必须给我涨停' '一带一路综合最受益股'],[],[],[],[],[],[],['27家汽车上市企业成长能力排行：吉利汽车第一 比亚迪第八'],['马上就要涨停板'],[],['为啥不封板[想一下][想一下]大单净流出' '重汽涨停也不要换解放'],[],['很有喜感的涨停'],[],[]
2020-06-02,"['中国重汽盘中最高27.98元，股价创近一年新高' '持有重汽4年了，在散户里有多少，时间久了，自会看出主力的门道，散户被主力一拉二吓'
 '中国重汽：新重汽、新产品、新机遇' '中国重汽（000951）近10日来该行业走势明显向上，明显跑赢大盘。最近120个'
 '5月重卡超17万辆！东风涨64%！重汽涨73%！']",[],[],[],[],[],[],[],[],[],['收网' '中国重汽A+H两市总市值700亿，销量不及解放销量的一半，解放市值500亿不到。'],[],[],[],[],[],['我在30等着你'],[],['不该进'],['收盘红还是绿是一种态度[傲][傲][傲][傲][傲][OK][OK][OK]'],[],[],[],[],[]
2020-06-03,"['今天卖了就不该买' '中国重汽盘中最高28.71元，股价连续两日创近一年新高' '中国重汽:关于更换会计师事务所的公告'
 '中国重汽:第八届董事会2020年第一次临时会议决议公告' '中国重汽:独立董事对相关事项的事前认可意见'
 '中国重汽:关于召开公司2020年第三次临时股东大会的通知' '中国重汽:独立董事对相关事项发表的独立意见'
 '今天主力有意造了一个上影线骗散户割肉。' '回头看一眼' '五月份常加班，六月份得天天加班。工资也不高真累人，现在刚材又涨价！' '高位十字星'
 '好玩！' '一个铁公鸡主力，不知盆友们怕啥，抓紧哦！！！人家抬着你，你不舒服吗？'
 '一个票好，丅都舍不得丅了，坐等第一目标！还有第二、第三个，谁叫你那么小气，调整太']",[],['让利润奔跑[胜利][胜利][胜利][胜利][胜利][胜利]《大作手操盘术》杰西['],[],[],[],['交投太清淡做多意愿不够'],[],[],[],[],[],[],[],['涨不上去了'],[],[],[],[],[],[],[],[],[],['重汽h股太强势了，重汽a股只能趋势跟随，跟两个市场认知有关，但是a股风偏起来后会' '牛逼啊牛逼']
