,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['这股应该是在洗盘时候，小心应付。' '反弹乏力，跌破5日线。止损看空' '603359:东珠生态2019年年度股东大会的法律意见'
 '603359:东珠生态2019年年度股东大会决议公告']",['耐心等待庄家吸足筹码拉升'],[],[],[],[],[],[],[],[],['今天是不是左手倒右手来着呢。' '静观其变吧。' '散户们卖掉吧，把筹码都给机构去玩吧。'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-14,['603359:东珠生态关于2018年第一期员工持股计划存续期即将届满的提示性公告' '603359:东珠生态关于收到中标通知书的公告'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['顶不住，又泻了？[亏大了]'],[],[],[],[],[],[],[]
2020-05-15,[],[],[],[],[],[],[],[],[],[],['真后悔不选坚朗五金选你这货竟然拿了3年，辣鸡中的战斗机'],['连跌之后，元气大伤' '腰斩之后，股价未稳'],[],[],['害人啊，垃圾企业！' '全股都红，唯有你绿。'],[],[],[],[],[],[],[],[],['天天演戏，也够累的！'],['2018年第一期员工持股计划到期了？不是24个月吗？怎么就减持了']
2020-05-18,"['老鼠掉进米缸[爱心]点赞的今年发财[爱心]' '东珠生态17.660-1.451%业绩疲软，走势平淡'
 '中性评分53东珠生态(603359)-1.45%[大笑]打败了47%的股票[爱心' '还要跌']",[],[],[],[],['真想割肉啊……'],['，我割肉了你可以涨了'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['太令我失望，不玩了'],[],[],[]
2020-05-19,"['我问一句这股是什么情况，怎么我观察好多天了，总是拉完砸' '这股感觉短期适合做T很完美' '路过看了一下，还不错明天要涨'
 '无量就是耍流氓！！！']",[],[],['天天套，吃套长大的'],['你涨一点怎么怎么难啊！'],[],[],[],[],[],[],['你什么时候放量啊'],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-20,['我就问一句：你们要把非公开发行股票拖到9月一亿多的解禁股出来嘛？' '定增是为了1。6亿的解禁嘛？' '分红日期有没有过？'],[],[],[],['这个股又出什么蛾子了'],[],"['请问董秘，贵公司自年报公布起，股价连续大幅度下跌，远超同期指数跌幅，请问是否有未'
 '董秘，您好！驻马店中华大道16亿元工程，年报披露已完工2.3%，请问该工程什么时' '请问贵公司昨天股东大会结束，可以认为非公开认购结束吗？']",['5周线压的死死的，下跌趋势无法改变！' '源源不断的减持'],[],['，再不碰此股'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-21,['定增20天时间快到了，算算可能周末发布定增公告。' '去年的盈利大部分留到今年，加上大股东的定增5个亿多，完全可以按次新股重组股来打了'],[],[],[],[],[],[],['自已准备作死的一家公司'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-22,"['按趋势，明天大概是16.9' '这股没什么人气了' '603359:东珠生态2019年年度权益分派实施公告' '小试牛刀，开始建仓，同路跟上'
 '现在订单拿的不多啊，走势比绿茵生态差一些' '小试牛刀，开始建仓，同路跟上' '东珠生态2019年度10派2元']",['东猪东猪东猪猪猪猪猪！！！'],[],[],['冒头儿就打[成交]。这是有阳谋啊！[毛估估]'],[],[],[],[],[],['企业' '什么破玩意[亏大了]' '什么破玩意[亏大了]'],[],[],[],[],[],[],[],[],['卧槽卧槽卧槽'],[],['盘它'],[],[],['这个就像亏损企业，一点血性都没有。']
2020-05-25,['大股东9月1日，1.6亿股解放出来，二股东，三股东全部有卖出的欲望！几元钱的成本'],[],[],[],[],[],['侨银环保，玉禾田上天了，买你了[大笑]'],[],['已经走了，bye'],['已经走了，bye'],['本色' '正亲上涨缩量，下跌放量。' '5分钟级别下跌，居然能创新底。厉害！！' '会跌破16元'],[],[],[],[],[],[],[],['没有买盘，跌这么多，公司是不是出问题了'],[],['为了增发成功，在证监会批文下来之前，股价应该会打压到15.2元左右，然后横盘等待'],[],['截止5月25号，股东人数有多少户？董秘'],[],[]
2020-05-26,"['603359:东珠生态关于签订工程项目合同的公告' '致所有散户！就地卧倒！我们别买别卖！看机构表演！不停的下单撤单诱多出货！'
 '东珠生态：尊敬的投资者，您好！公司本次非公开发行股票的定价基准日为本次非公开发行'
 '我到今天才搞明白，定增价早已经确定，定价基准日3月10日东珠生态：尊敬的投资者，' '打压股价对增发有什么好处？' '涨停算你厉害']",[],[],['根本没有主动性买单'],[],[],[],[],['我真的怀疑你是业绩是真的还是造假的，股价与业绩不配啊！'],['跟不上绿茵生态了' '东珠生态签合同催生股价下跌' '上半年订单太少'],['好恶心啊' '不是热点的股票永远不要买' '要想顺利增发，增发价14.69元，在等待证监会审批过程中，如果股价比增发价过高，'],['蒋琳华、王轩等人为什么不认购东珠增发股份了？'],[],[],[],[],[],['就问大家恶不恶心？'],['不上17不抛，不破15不抛' '不上17不抛，不破15不抛'],[],['板块都在涨，为什么它在跌？业绩也可以啊'],['收个吉利数字，16.88'],['微微一涨，不成敬意'],['炒股看风口，工程施工算弱风口吧'],[]
