,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['这股大家别买了，跌起来象狗，涨起来象熊' '进口替代靶材龙头，理论估值在20元左右！目前价位闭眼买入就是，如果进军芯片靶材估'
 '贵公司截止4月30日的股东数？' '四五八五' '哈哈。天天吹各种利好，就是不涨！庄家还不想动还是另有隐情' '国产替代势不可挡'
 '有法外之地吗？' '个人观点仅供参考！感觉此股爆发力欠缺，主要是缺乏重大利好，业绩增长但又不算太突出'
 '四家靶材上市公司：阿石创，江丰电子，有研新材，隆华科技，从第一季度业绩比较隆华科' '成功被洗' '今天半导体行业有利好！腾飞吧！'
 '双针探底来个' '跌就进，等了几天了。' '昨天7.8进来的要埋我吗']",[],['江丰、强力等公司是正规企业，而隆华科技就是个小作坊，烂公司。' '天天跌，辣鸡。进来就套住我了。。'],['江丰、强力等公司是正规企业公司，隆华就是个小作坊，是个烂公司。'],['京东方今年向苹果和华为供货，今年靶材将大发展' '下跌正是为了上涨！' '7.71进半仓'],['压盘不让涨是何意' '今天情况很差' '我就静静看着你玩哈哈'],['五连阴666' '五连阴，见7.3'],['已经走坏了，拜拜了' '断头铡刀！快跑呀！跌下去，不到五元停不了'],['庄太黑，就这量还再洗盘。' '任股价如何被压，二十日线处坚决吸纳！'],[],"['有是脱单真废[加油][加油][加油]' '以后选股不选河南板块的了，被套几次了。'
 '友情提示:上证深圳60分个指标调整，下跌中继的模式，创业板60分双头的模式！温水']","['隆华科技不跌停不消停' '五根阴线必有大阳！' '大杀四方，够狠的，下来吧' '哈哈，不服不行呀，每天那么多抛盘！持有这么久，又回到成本价了！'
 '走了，不玩这股' '每天看这只垃圾股都会影响当天的心情，没有办法因为已上了贼船' '价值回归！' '今天下午不涨就开始大跌了！所以反而会涨！']",[],[],[],['是在诱多吗？' '还差一个脚' '小心！'],[],['还得小心！' '走了，耗不过'],['是否与中船重工有人被cha有关'],[],['拿住就完了！'],[],['急需一阳穿三线。'],[],['五连阴真废' '以后永不买河南股超弱']
2020-05-14,"['连跌五天，吸饱了吗，别饿着好上路' '主力压低股价吸减持股票' '见头了，还是双头。完了' '见头了，还是双头。完了'
 '我看不是吸筹，是商业竞争，是对孙建科团队工作的否定！' '隆华选择方向就在这两天了，是上是下，大家要做好准备，跌破7.3我就清仓(我的成本'
 '新基建国产材料替代股，类似还有603938三孚股份，趋势不错' '实操再近一步！创业板发行上市审核系统上线试用'
 '“我会顺势而为”成天装神弄鬼的胡说八道，滚远点。' '“我会顺势而为”就是个托儿，看破了还是滚远点吧' 'Rubbish']",['唉居然割肉了[为什么]'],['拉升就是机会锁定利润！'],['大股东和企业高管都在减持，这样的公司没问题吗？' '今天能否一阳包五阴[大笑][大笑][大笑]'],['有烟拉板，乃是有稀土概念！小心被带节奏！' '有研新才都涨停了，你比它好多了，居然这个价。垃圾' '一阳盖五阴？'],['有研新材涨停了加油隆发'],"['江风阿石创，10点10左右分时有当日高点平台的节奏，两市3个点以上涨幅的目前15' '继续持有！' '谁在压盘，上面大单压不完，'
 '有研新材去去几百万利润都涨停了，隆华加油啊[大笑][大笑][大笑][鼓掌]']","['好股还是要坚守！长线持有才有厚报！' '8元上面压力区，抛盘不断' '量能不够' '反包一下，不枉我节前重仓'
 '不要抱有多大的希望，半导体今天拉升，资金是边拉边跑的，oled板块也是如此']",['别人带起的。'],['五小阴线调整，今日20日线企稳，并温和放量，底部呈逐步抬高趋势，日线型态比较看好'],['今天玩得是个什么?' '又被股东减持了'],"['去他妈的，垃圾玩意' '隆华今天跟涨有研，但感觉有研涨是因为稀土，7.9卖出，留下100股，等待调整。仓'
 '今天若涨5个点以上，尾盘再加3成仓。' '快跑，明天回调再回补高抛低吸']",['这也太垃圾了'],[],['怂包，早知道早上全卖了' '北上资金这几日也结束了果断买入的趋势！再次提醒不可恋战！随时一个急跌猝不及防跑不'],['没出息的样' '看好隆华的出来遛遛' '看好隆华的出来遛遛' '是金子总会发光的'],['是金子总会发光的' '允许扫货？' '阿斗'],['这个庄好可怜呀，大斗进小斗出，割韭菜专业户。'],['最弱的半导体'],[],"['今天真是小丑的样子,恶心' '这垃圾今天收市定翻绿' '半导体和新材升跌与它无关可能它不是这类提材属垃圾类']",[],['踏空比下跌更可怕！'],['what?你居然变绿了…大佬给点力啊' '不把韭菜洗干净。坚决不拉升。' '挺住别绿了哈[大笑]哈哈哈' '耐不住寂寞的可以卖了。'],['六连阴太牛了[赞][赞][赞]' '牛逼大了庄家！6连阴！' '深深的叹口气！又追高了！']
2020-05-15,"['缺德了庄稼七连阴' '烂股一只' '多说几句：一支股票凭啥让人欣然长持？' '海威复材' '这股票完了，有几个大神卖力分析就gg了'
 '请问贵公司的全资子公司四丰电子、晶联光电在靶材方面的销售情况如何，目前在国内处于' '请问公司靶材目前满产满销吗？'
 '请问董秘，隆华科技提供MiniLed屏幕生产的材料吗？' '台湾省和国外有哪几家公司用我们的靶材' '问董秘']",['这垃圾股今天又会继续跌' '跌跌不休在路上'],[],['不死不活l' '这庄真有耐心。拉吧！没有筹码给你了。'],[],[],[],['进口替代材料三剑客，603938三孚股份，603688石英股份，300263隆华'],[],['坚持就是胜利！'],"['可能这是全球最垃圾的半导体' '垃圾' '烂装真有耐心,难道还是昨天的玩法?' '这是盘整出货信号' '大哥进了5月就不举来点杜仲吧']","['不死不活，要命呀，下来好接盘' '天天都是高开低走，炒股炒股，没有资金进入，怎么炒，在好的题材都是浮云。垃圾，不用'
 '该股与大盘波动基本重合，不要指望他有多大惊喜。' '买了一个假高科技股，香菇难受' '买了一个假高科技股，香菇难受']",[],['速度再拉一毛保本' '一直等大跌买，这个票希望多砸点'],['我去磨磨唧唧还想来个上影吗，尼玛天线宝宝' '昨天冲高回调时开启买买买，看来是买对了，呵呵呵'],['我就静静看着你装B！'],['尾盘又收绿' '这个LJ每天都是走一下就下来'],[],['为什么就不能高潮一次，没用。'],[],[],['盘它'],['只识弯弓射大雕，欲与苍穹比天高' '8块多进的你要套我多久?' '感觉追高加仓错了。' '真当都是瓜的'],['隆华科技、轴研科技都是军公合半导体为什么差别这么大呢' '买与卖就等你选择方向。'],"['不选择方向不好动手呀。快点给出方向吧。庄！' '你就一次跌到位算了,天天这样垃圾看着太难受了' '不选择方向不好动手呀。快点给出方向吧。庄！'
 '你在浪费大家的时间。时间就是金钱呀！[鼓掌][鼓掌]']"
2020-05-18,"['明天国产芯片加国产替代集体高潮了，你再不表现真对不起大家了' '明天开始是替代品的天下！' '主力只炒亏损股，都撒了吧。'
 '中芯国际供应商有隆华科技' '中芯国际靶材供应商' '中芯国际供应商隆华kj' '关注说实话，周一不是一字板也是开盘秒板' '我喝醉了，乱说的'
 '让那1700手成交，缺德玩意。' '要部大开发，节能环保！']",[],"['这股票跌下去都是有资金虎视眈眈的。长线持有。日后的分拆上市也是不可限量' '马上又要绿了,今天痿的更快']",['中芯国际供应商，是不是和轴研科技一样啊' '怎么个意思？'],['，天天高开低走，艹' '这是为什么呐？'],['哪路搅屎棍在里面'],['快涨啊，别枉我节前满仓你这么久[哭][哭][哭]'],['磨叽'],['不灭了小散，姓孙的怎赚钱抛它的减持股'],[],['芯片、半导体不少是绿的，在减持利空之下，隆华还是上涨的，跌不下去，说明资金认同其' '好久都没有雄起过了，主力大佬！加点油啊'],"['姓孙的这下高兴了吧，故意打压，诱多封杀' '大股东减持，不看好公司，还炒个毛线！撤！！' '孙老板减持了，大家怎么看！乖乖'
 '军工不跟半导体不跟新材料不跟一把好手啊T的都能赚']",[],[],['有个533手反复压盘反复撤单，意欲何为'],['吐净了' '能不能多杀点，一直想补，有木有机会呢？干脆点。空仓真不好过。就你物美价廉'],['没戏了都散了吧' '成交低迷，总经理年年減持，此股要大跌了'],['垃圾股！遇到减持赶紧跑啊，即将暴跌'],['乖乖，有点过分啊'],[],['河南高创不走完还真没戏'],[],['呵，你比ST股爆雷股垃圾股都行。佩服' '跳水了' '明天股东大会，预感不妙。'],"['别人暴涨回调，你有什么理由回调？[看空][看空][看空][空仓][空仓][空仓]' '跳水了，快跑啊'
 '双头成立，这次要跌到4元附近，小散们好自为之吧']",['每天资金净流出，不跌才怪' '他喵的，你总的给自己找个下跌的理由吧？']
2020-05-19,"['高管精准减持' '快有一群乌鸦的节奏！还是继续提醒，没有放量有效突破，都不能当死多头！经营分析里，'
 '且听我解：1.坚持跌破60日线离场.2.芯片股短期有大利空但中期看好，短期不排除' '国家队进场，游资大户毋扰！' '上涨前的最后一次踩一脚。'
 '您好董秘，公司所在湖北子公司复工情况如何？' '最新的股东人数是多少？'
 '近期国务院、财政部及湖北省地方政府陆续出台了一些针对湖北企业的扶持政策，请问针对' '隆华科技今天将又是高开低走。'
 '请问#公司旗下四丰电子是否涉生产超高纯金属溅射靶材是半导体芯片制造中的关键材料，' '请问：公司是否出货供应用于半导体芯片靶材料？谢谢']",[],['其他三家涨得不错。这个。呵呵，换有研了。'],['呵呵.还要玩第三遍么?'],['隆华科技：旗下公司几乎向国内所有平板显示企业供货'],['长线好股'],['下来吧，不要装腔作势的了。' 'A股永远都比其它股市弱，别人大涨才涨少少，别人涨多你就跌多' '孙建科你可以抛股票了'],['不到20，你不要动！听我的' '不到20不要动' '8元如此难过，买了你错过许多机会。'],['靶材就四家公司，其他生机勃勃，这个死气沉沉。便宜无好货，股票最能体会。换'],['看那分红真来气' '需要一支穿云箭' '西部大开发利好隆华，应该表现表现了'],"['这垃圾可能是半导体概念最差的一只，是不是半导体是个问号' '公司的复合材料应用于头盔吗$隆华科技(SZ300263)$' '天天高开低走'
 '每天一样的走势，为你的稳定点赞' '错过了好几个亿[牛][大笑][赚大了][俏皮]'
 '垃圾就是垃圾，拉高一点就减持，早点退市吧，今天还要跌3个点' '继续老套路，无聊的主力，'
 '所有股民还是离开股票市场吧。去投资粮食、和药材、房子价格以高了。']",[],[],['坚决出了隆华，换了5G迷你股迪威迅。'],[],[],[],[],['大股东一个继续减持会吓走多少人交出廉价筹码哈[大笑][大笑][大笑][大笑][鼓' '唉，真是卖就涨'],['哈哈哈！都洗出去了吧。' '可以T了。' '[围观][围观][围观]等了一天都没有卖。然后下面13:45挂单卖出去了。然后…'],"['再见！！' '主力真行，我这几百股一给你就立马干活，早知这么回事早给你了，也让广大散友开心一下' '卖了就涨，什么意思。亏着卖的啊'
 '300263触板？' '又追高了']",['可以T了！' '大单压什么压？雄起一把吧'],['又是冲高回落'],['冲呀！！！！'],['兄弟，阿石创都来了，你还不来？加点油啊' '昨天收盘买的，今天收盘卖出去了']
2020-05-20,"['继续持有！' '又想骗我上车，呸，白日做梦[傲]垃圾狗屎' '一阳穿三线'
 '300263今天下午放量拉高，下来有望突破9元的压力位，如果站位9元上面，股价有' '隆华科技:2019年度股东大会决议公告'
 '隆华科技:2019年度股东大会的法律意见书' '价格偏低的芯片股，你值得拥有！' '扶稳坐好，飞升在即']",[],['我已经满仓买入等待操盘手大人拉升'],['跑'],['攻克881高地，占领882' '买啥啥不动，卖啥啥乱飞'],[],['这公司靶材不怎么样啊，涨起来一点力度都没有' '换阿石创'],['泄了' '隆华科技就是个垃圾公司，烂公司。' '吃回头草，希望股价下来重新上车。等大跌'],['垃圾桶公司' '一个上市公司不是靠吹的，投资者最关注的就是业绩和公司市值，明星企业是靠踏踏实实地'],['中共中央、国务院于5月17日联合发布了《中共中央国务院关于新时代推进西部大开发形'],['一支穿云箭' '压单吃货' '隆华科技$$等你到中规' '差评，一日游' '清仓了买了加加食品' '可否打到5日线？'],"['今天又套了不少' '公司生产因瓦合金这个产品吗？' '两地伤心泪'
 '近期北京出台了地方性垃圾分类法规，垃圾分类被推上了风口浪尖，请问这些政策对子公司'
 '看透这个垃圾股，毫无建树。从老板到总经理都在疯狂减持。河南票，少碰。' '股价反应一切']",['谢谢你们对公司的关注，本公司就是个垃圾公司，孙建科连续抛售公司股票，对公司发展毫'],['都闭嘴，张一天就说什么9元10元，傻仔真多，静静等它涨不好吗' '骂街没用。跌了还挺吓人，敢吸才行！'],[],['新材料，蹭蹭往上涨啊。$隆华科技(SZ300263)$$南京聚隆(SZ30064' '不要太厉害，一般厉害就行。'],[],['七上八下，过八元就抛，隆华水货科技'],['有个问题想不明白，既然公司有那么多的隐形冠军，那么大股东，包括孙总为啥急着减持？'],[],['6.8元止跌' '可以回补了' '这股不靠谱。尽量少入。不碰最好。'],['111'],['烂泥扶不上柄。'],['分批买进错不了' '我是越怕的时候就越买' '抢主力的筹码 赶紧的'],[]
2020-05-21,"['牛市科技板！2020年半导体国产替代最受益的三大龙头股' '浪费了一个月'
 '公司控股子公司兆恒科技生产PM泡沫材料能否用于电动车或摩托车的头盔材料？谢谢'
 '公司今年子公司在军工和轨道交通等基建领域有无扩产计划，存在哪些放量的机会？公司子' '这主力也不害怕把蛋扯了[亏大了]'
 '这货还是会在八元之下反复，明天可能低开下探到7.5左右可加仓' 'T王吧！' '还是被洗出来了！'
 '重大突破！我国首台半导体激光隐形晶圆切割机研制成功我国科研领域传来喜讯！中国长城' '明天收盘不在8.2元，不管什么价位我都卖出，增持其他股票'
 '没事就买[胜利]' '不在5日线上就是弱势，还要调整几天。']",['真会玩，还1314，艹'],['吃货'],"['河南的票不要碰' '今天痛快直接下来不坑人,敢砸老子就补.' '烂股一个！！！' '机会来了' '快到碗里来，7.55先进半仓'
 '隆华科技今天可能打跌停。' '加油哦' '烂股， 二个多月了不涨反跌， 浪费多少时间'
 '我就想问为什么我买啥跌啥？惨兮兮的，卖啥涨啥？放在这里不动一个月他也不动，哎！！']",[],['每日财经：关注国产替代系列之靶材行业'],['买靶材'],[],['终于英明了一回，早盘果断卖出，等你跌到7.4一线再逐步建仓' '同样是靶材。阿石仓。'],['迈瑞的今天就是隆化的明天'],['闲聊几句的狗滚！！！' '一夜回到解放前[傲]'],"['7.42撑不住，就废了' '什么股票啊！割了' '买吧到了该出手的时候了，真是个混蛋股'
 '大家千万要管住自己的手，多看少动凡事大股东减持的票都最好别碰' '这股被公司董事及大股东玩坏了，接二连三减持，又接二连三解禁。只顾套现。能'
 '科技板块整体走弱，近期不要碰了。' '据说二期大基金已在布局平板显示靶材行业' '7.59一买就砸还好买了一半.' '给力，成交200手'
 '董秘你这饼画得大了，就看你吃得下没有，又讲故事4.5不见不散' '不知道是不是短期头部回调50%在横盘3年在看']",[],['垃圾'],['反思维操作大概率能赚到钱，大部分人看空时买入，相反大部分人看多时卖出。'],['跌停的节奏' '哟' '遵守纪律，今天7.7元离场了，60日线估计守不住了！' '吹牛逼公司' '这股操盘的挺操蛋的'],['这股是被主力抛弃了？什么情况？'],['割肉了，此股破位了。破了所有均线。题材股碰不得'],['7.45元全仓买进，坐等狗庄拉升。' '垃圾狗托太多了'],"['孙老不死的，整天减持减持，棺材本也应该够了吧' '真狠。会玩' '要去考验6.6元的支撑。' '有种跌停，不然庄就是zz'
 '还有的跌，奉劝大家卖了吧。破位了' '7.2买一些，明天再跌再买，每次下跌都是机会']",['到底现在可不可以买？在线等[微笑]' '跌这么猛，我先走了。' '今天跌破了5日线 10日线 20日线 30线 60线，够狠！'],[],['这股如做人，比较阴险。不爽快。自以为聪明。' '减持的股东真不是好揍'],['破位了一定要卖啊' '还有谁不服？？' '割在底点！7.31！能回头吗！'],['科技股坑人，还是消费股好' '都看好你呀，牛逼吹的杠杠的！看你是在此来回多次了']
2020-05-22,"['科技股熄火了' '这狗跌的有些超出想象了' '公司的管理层都是什么？' '明天破60日线又有大批散户抄底，呵呵' '不能碰6月底有减持'
 '狗庄砸吧，我认输了，利润全还回去了[傲]' '隆华今天走的很弱，要提防周线级别的调整了……，维持弱势判断。亚光科技今天问询函，'
 '垃圾股远离，全部都卖了' '隆华科技:2019年年度权益分派实施公告' '一股2分，这叫分红。你股价5毛才叫分红'
 '一股2分钱，持股不足一个月扣4分钱，是何道理，不如早些时间卖掉，去买新澳股份，每' '我反正说了，你们信不信是你们的事。反正这股有毒。你爱就吻'
 '怎么我买了二个破股都狂跌，中慱嘉创和你，大家都说股东狂减持，二三天就亏百万之十几'
 '明天黑色星期五，好怕跌停呀，我干嘛四天前手贱买了你，而且还买了八千股，有病呀，急' '破位的后天即是底！' '破位的后天即是底！'
 '明天短线可入' '还是这股踏实' '这狗庄太無耻' '隆华科技公司高管都在减持股份，公司退市算了，少一家害人公司。'
 '静等解禁，估计5元可见。' '近期科技板块表现抢眼，那投资者该怎么看待科技板块近两天的回调？前期资金主要抱团在' '今天百分之百站上20日线。'
 '2020版超高清视频标准会带动万亿市场份额！大家细细品' '隆华科技2019年度10派0.2元']",[],['上市公司靠讲故事，大股东要看好自己的企业才行，鸡精没了，散户没了，还有什么？'],"['河南的股真狠啊' '崩盘了' '三天跌百分之十。呵。比爆雷股还厉害。题材股千万别碰' '隆华科技可以退市了，不要再害人了。'
 '继续回调！补缺6.73元。']",['弱弱庄股' '撒丫子'],['看看靶材其他三傻都红了，真想骂你辣' '隆华科技公司高管、大股董连续减持套现，这样的公司退市算了，不要再害人了。'],['破位了，逃命吧。' '，昨天被文一科技洗出去了' '据了解二期大基金已在布局平板显示靶材行业，隆华作为这一主导产业已在国内处于领先地'],"['据了解二期大基金已在布局平板显示靶材行业，隆华作为这一主导产业已在国内处于领先地'
 '董秘您好，目前公司在交易所股票分类行业中为：环保工程，但公司的电子信息材料等新材'
 '2019年4月29日公司公告称，隆华科技参与投资设立并控制的产业基金隆华信科，对']",[],"['啰嗦两句:给机会了，廉价钻石捡就是了！' '应该要打到7块去了,' '扑街' '跌停的节奏']","['人家江丰都翻红了' '真是' '有没有可能造假，被调查呀！' '破位了。走了。'
 '隆华科技公司有业绩吗？高管连续迫不及待减持抛售套现，说明是假科技、假业绩，为套现'
 '怎么连续跌好多，这股有没有可能财务造假呀！若被调查就坏了。' '七块一有资金吸货？' '主力，给自己积点德吧' '天天跌，不知道有什么利空？'
 '隆华科技董秘发布消息都是为了公司管理层减持套现的。' '这个垃圾破位，跌得毫无人性，不堪入目。靠着讲故事，全公司都在想尽办法减持。' '逃命吧'
 '你吗大涨不涨，只跟跌']","['调整基本到位，这波下跌应该是基金所为，目的是吸货，六月三十日的半年报一定是有很多' '姓孙的现在还没卖不到时候呢' '三只乌鸦飞过！'
 '反常必有妖，破7买入！' '隆华这几天是往死里砸盘！' '这种走势，还有小散心存幻想，刀口舔血啊。实际上大盘包括个股跌不是坏事，跌出希望跌'
 '今天你不买下周你又要追高' '为什么我发的看不到']",['这是个冒牌货'],['建仓78手'],[],[],[],"['听说，隆华已经招聘了，光刻机人员。说明有行动了，[微笑]，真的是二次腾飞吗？'
 '听说4月招聘，有招聘岗位人员，光刻胶。[微笑]，真是的二次腾飞吗？']",[],[],['弱成狗，早换长电科技就转亏为盈了'],['何时是个头哦？跌到何时是个头？没完没了，没完没了，这个心啊，一刀一刀的被割。' '7以下肯定加仓，不用担心。'],"['跌破60日线， 该股已成死股了' '有研新材，阿石创，江丰电子，隆华科技靶材四兄弟，你是最垃圾的' '辛苦多少日，一夜回到解放前'
 '每次董秘出场必大跌，该查一下了。' '是不是业绩造假被查了吗，这走向可怕，快卖了吧']",['毫无还手之力[为什么]' '无语'],['亏死这个垃圾股' '会跌到4块去吗？']
2020-05-25,['数不清的狗托 看不清的行情' '一般是暴跌，破位下来'],[],[],[],[],['都在等'],['请不要这么恶心'],['还有那么傻的人相信他那几个隐形冠军吗' '还在吹?那就还会跌.' '到底替代了多少怎么走成这样的' '我买的二支股都死透了，都暴跌，我要疯掉了'],[],['还有得跌，不相信就留着' '目前影响大家情绪的老孙减持' '今天有悬！' '凡是减持的股都跌成狗'],['换个庄家吧，占着好股不会操作，没实力' '隆华毁在孙建科等高管的手里。天天喊减持。' '破位杀，最后灭的是技术派[大笑]'],['严重破位，时间有的耗了。'],[],[],[],[],[],[],[],[],['还有希望到7.4么' '马上要跳水了'],[],[],[],[]
2020-05-26,"['请问贵公司靶材产品能否应用在光伏方面' '您好，董秘，随着中美贸易纷争进一步上升，隆华在靶材技术方面能否完全可以实现国产替'
 '请问董秘，公司在PM材料方面是军方认可的国内唯一供应商？谢谢' '请问董秘，PM材料在军用方面主要用于哪些产品？谢谢。'
 '河南人的股票一个字熊。同一概念，阿石仓股价32元多。这货还在7元。' '这股太能扛了，才开始下跌。'
 '我会顺势而为你有没有脸？！人要懂得明步！' '自从闲聊几句一出现，天天跌呀！' '现在在炒光刻胶，靶材还没轮到' '高位横盘震荡就不是好事'
 '地量十字星，隔天变黄金，希望如此。' '这股是个长线股，至少最近一个月内还会反复折腾，喜欢长线投资的人适合，买了别看了，']",[],['真磨叽赶紧火箭发射速度[大笑][大笑][大笑]'],[],[],[],['今天不收长阳  跑' '这庄严重控盘别想涨，还没饱，等着吧'],['快点再跌下来，我好上车'],['每涨一分钱，都用尽吃奶力'],[],[],['华为机器视觉'],['华为机器视觉'],['四档四位数的压单，够狠' '弱，没资金量'],[],[],[],[],[],[],[],[],['坚定持有！'],[],[]
