,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['泛海下跌周期太长，被套资本太多，没有啥机会暴涨的，就像上次一样涨到8元就被打熄火' '民生证券将挥别北京 泛海控股再度布局上海滩'
 '适合在家创业的6个项目，有适合您的吗？' '泛海，真的跌得好惨！' '看看大盘走的多好，震荡上行，好多个股都跌惨了，什么破股市啊'
 '泛海控股05月12日获深股通减仓27.45万股']",[],[],['连烂海控股内部的员工都不买自己的股票，没有人比他们更懂得烂海[摊手]'],[],[],[],['这货就没涨过吧'],['这可怜的成交量'],[],"['请问截至4月28日或者附近日子的股东人数多少？' '董秘你好，麻烦您在互动易公布一下泛海控股直接投资控股的总资产和净资产前十名的企业'
 '请问：公司房地产板块所谓的优化处置，聚焦发展战略是将北京上海的优良资产处置，聚焦'
 '请问：公司是否持有上海云锋新呈投资中心（有限合伙）合伙份额？认缴出资额和实际出资'
 '您好董秘先生，最近公司股价一路下滑，作为股东想联系公司的董秘和证券代表了解公司近'
 '19年中报显示武汉公司净资产517亿，民生证券净资产110亿，中泛控股净资产21'
 '公司为什么不把民生信托和亚太财险等与金融相关的控股企业与民生证券一样并列成为二级'
 '公司2018年报显示投资WeWork公司6.78亿，持股比例0.55%，投资估值'
 '公司股价自2015年6月跌跌不休，期间控股股东和董高监虽有过增持，但并未改变股价' '这玩意跌几年了还不休，落后大市指数太多了，走了吧！'
 '就根本没人愿意碰这垃圾玩意，那点点的成交量只是块做出来的遮丑布，不然的话估计一天' '织布机，']",['跌不下去了，快买吧，白菜还一两块一斤哪，才三块多，买点吧大哥，证券，信托，保险，'],[],[],[],[],[],['#上市公司最新财报解读#泛海控股2019年年报：偿债能力堪忧 去化风险加大'],[],[],['哈哈哈哈给点大亿马给他喝'],['000046狗庄，继续跌啊!'],['浪费行情'],[],[]
2020-05-14,"['除公布担保贷款，发债，还有别的吗，饭桶控股' '泛海控股:关于召开2019年度股东大会的提示性公告' '看看月线的换手率，基本是左手倒右手'
 '卢志强，泛海持有联想百分之68的股份，16亿股。绝对控股联想集团！每股收益1.5'
 '持有民生银行，信托，证券，就有千亿！每年利息就有百亿！武汉恢复时，就是泛海崛起时' '建议泛海控股实施公司股份回购，保护中小投资者利益'
 '泛海控股05月13日获深股通加仓74.14万股' '我来懵个数。3.5收盘，3点再来看']",[],[],[],['没见过这样无耻的股票。天天跌就不反弹一下。无语'],['今天大跌，小心'],['000046连续跌5年，谢谢了' '一根大阳线，千军万马来相见[牛][牛][牛][牛]'],[],['正常情况下近期高点不会超过3.55'],[],[],['放心持股'],['就没人举报这个b？'],[],[],"['泛海控股只适合中长线，不适合做短线。如果你喜欢每天盯盘，管不住自己的手，不适合玩'
 '泛海控股只适合中长线，不适合做短线。如果你喜欢每天盯盘，管不住自己的手，不适合玩']",['天天跌，我就不相信大股东他不亏钱'],[],[],['000046死掉了，不会动了'],['又要新低了'],[],[],['002046与000046，一个冲天一个掉地，哎'],['被套四年了' '买这票的都是英雄，短期借款166亿，长期220亿。这公司所能做的就是融资还债']
2020-05-15,"['泛海控股月线、周线、日线均在下跌途中，无论有什么人唱多都是在骗人钱财，有人认为泛'
 '泛海的定增方案为什么不改改，按现在的负债程度，证监会是不会让过的' '周线新低！只跌不涨的垃圾！'
 '大盘开启下跌趋势，这股一向跟跌不跟涨，很大的可能性要创新低' '泛海控股：转型即亏损，负债率居高不下' '泛海控股：转型即亏损，负债率居高不下'
 '今天和明早应该是加仓良机。' '每次下跌都是为了更好的上涨，买就对了，预测25' '泛海控股'
 '泛海控股05月14日获深股通减仓26.32万股' '亚太财险积极助力粤港澳大湾区建设'
 '白菜价大甩卖了，错过今天在等十年，每次下跌都是捡钱，每次下跌都是为了更好的上涨，']",['今天能不能领涨一次'],['郁闷，又不跌了，我想再低一点买进的梦想成为梦幻！' '白菜价大甩卖了，买就对了，每一次下跌都是为了更好的上涨'],['浪费行情，浪费时间'],[],[],[],['很少见大盘跌的时候，泛海红的' '人气不足，需要一个涨停！'],[],['雄起，泛海控股！'],['多元金融涨1.7%，泛海你到底是不是金融股？'],[],[],[],[],[],['让我等得我心痛，还不掉下3块钱，000046' '烂海的狗庄自己都觉得很无奈[困顿]除了1手2手的自己转，根本没人买这大雷股！要怪'],[],['差不多一年了 还是这德性'],[],['为了未来更好的上涨所以一直跌，买未来250，不要拿乐视康美比，卢总八块都买了，三'],[],[],[],[]
2020-05-18,['一入泛海深似海，何时一朝傲群龙'],[],[],[],[],['跟死猪没区别，一天玩一分'],[],[],[],[],[],[],[],[],[],['3天内必有涨停，立贴为证！点赞的再加手上的股票都能有涨停。'],['清仓，留100股看看以后回忆一下[大笑]'],[],[],[],[],[],[],[],[]
2020-05-19,"['不能再跌了，再跌就爆仓了！[为什么][滴汗][滴汗][滴汗]' '泛海控股:关于控股子公司民生证券股份有限公司涉及重大诉讼的进展公告'
 '解读来了！中央再推万字文件，涉及房地产税、土地承包制、利率市场化、资本市场...' '最近中央新闻好到爆，到这个股票上，什么反应也没有呀'
 '泛海控股05月18日获深股通加仓5.48万股']",[],['看看京汉再看看你废物'],[],[],[],[],[],['饭桶控股'],[],['长期4位数的卖盘成交量都是个位数，典型的僵尸股，鉴定完毕'],[],[],['民生控股都涨了，垃圾还不涨'],[],[],[],['一分钱玩一年醉了'],[],[],['除非第二季度能扭亏，扭亏否则将继续下沉' '有比泛海更差的股嘛'],[],[],[],['好希望它跌，就是不跌，非常失望！' '这公司有雷 要不没有道理一直跌' '和美都能源的走势很像！']
2020-05-20,"['泛海，这艘破船快要沉了吧！' '卢志强新头衔：全国工商联知名企业委员会主席团成员。'
 '一直关注这股，原来一直觉得可以博一博，毕竟根本问题还是债务问题，而老卢是挺有分量' '泛海控股05月19日获深股通加仓29.85万股']",[],[],[],[],[],['股价屡创历史新低，发债加不停的担保，公司经营这样，现在的管理层还留着过年？'],[],[],[],['这就是传说中的（求生不得求死不能）么[亏大了]？' '000046太阳从西边出来了，不爹了' '真想骂人' '终于不交易了就值这个价了3.39'],[],['哈哈哈，空头枯萎了'],[],[],[],[],[],[],[],[],[],['平稳，耐心，坚持。'],[],[]
2020-05-21,"['泛海是我见过最有实力的房地产商。可以用财大气粗来形容，我在北京做过泛海项目的后期' '就不会来个369'
 '泛海控股50亿元公司债券获上交所反馈乐居财经20分钟前优质房产领域创作者乐居财经'
 '泛海控股:独立董事关于控股子公司民生证券股份有限公司实施员工股权激励计划的独立意见' '泛海控股:公司章程(2020年5月)'
 '泛海控股:第十届董事会第一次会议决议公告' '泛海控股:董事会议事规则(2020年5月)' '泛海控股:2019年度股东大会的法律意见'
 '泛海控股:关于选举职工代表监事的公告' '泛海控股:2019年度股东大会决议公告' '泛海控股:监事会议事规则(2020年5月)'
 '泛海控股:独立董事关于聘任公司高级管理人员的独立意见' '泛海控股:关于控股子公司民生证券股份有限公司实施员工股权激励计划暨关联交易的公告'
 '泛海控股:独立董事关于控股子公司民生证券股份有限公司实施员工股权激励计划的事前认可意见' '泛海控股:第十届监事会第一次会议决议公告' '转发'
 '自从清仓了这货，心情愉悦，偶尔回来看看大家[大笑]' '泛海控股05月20日获深股通加仓98.55万股' '这是一家什么公司呀。']",[],[],[],[],[],[],[],[],[],[],['就是不涨也不跌，成交量继续减少！'],[],['泛海控股换帅：卢志强退任 原总裁宋宏谋接任董事长'],[],[],[],[],[],[],[],[],[],['这下完蛋了，老卢丢下个烂摊子找认接手'],[]
2020-05-22,"['明天一字板了' '换董事长未必是坏事吧？' '到底是利空还是利好？你说利好今天股价一样不动' '黔驴技穷，一进一出，股价腰斩?'
 '换董事长未必坏事，反正老卢水平就这样。' '证金什么时候什么价买的？' '湘财证券借道哈高科上市成功过会' '强者恒强，希望未来会更好'
 '卢是这个股的灵魂人物，老大都跑了，金蝉脱壳了，留下一群被套牢的散户在幻想，哎，活' '我可爱的韭菜们不要再安慰自己了好么，浅套的割肉吧，自己想'
 '泛海控股05月21日获深股通减仓13.31万股' '白菜牌公司，来个金蝉脱壳，苦了一群幻想的韭菜']",[],[],['美的很'],['卤猪肠把股份全都质押套现了，把公司资产都掏空！让公司一P股债！现在退下来估计是找' '又要创新低' '钝刀子割肉，肉痛心也痛。'],['再不采取措施，乐视的今天就是泛海的明天。'],['老卢都跑了，韭菜们相互扶持吧。' '操盘手感觉到没意思了，只能一手一手向下砸，没人理他。[大笑]'],[],['挂一个星期的3.33，今天终于买到了。慢慢建仓中。'],['光民生证券股权都不止300亿！'],"['难道真的要破3元呀！那就问题大了去了，会爆仓的呀！' '就算破位下杀，再创新低，也没几个人关注，仙股行情'
 '如果你现在空仓，是愿意买茅台还是愿意去买银行']",['成龙成虫，在此一战！！！' '有心低了哈，wc没有底线的家伙'],['天天新低，还会更低。烂股'],[],[],[],[],['高位把股权质押套现，把公司搞得负债累累，现在把位一甩！拜拜咯'],[],[],['4.1-5.13一共有2600人割肉出局，剩下的人基本上不愿意割肉了，都打算死扛'],['垃圾是永远的垃圾。'],['这两年一直在说轻资产，但是看资产负债表，基本都没有动，19年不是说卖了100多亿' '鈤了够了，你每的我的别墅换安置房了'],[],['开始买，谢谢主力000046' '没救了，大家逃命吧' '烂海控股的走势跟风暴集团一模一样[亏大了]']
2020-05-25,"['现在没有的大部分是深套的，现在唯一能做的也必须做的就是减负债。'
 '求空头发力！我上融资盘了，需要把泛海打到一块钱我才能爆仓。空头主力们能有这个能耐']",[],['债券发行成功了，民生信托也是利好，然后继续跌，继续观望，空仓感觉真好[大笑]' '就知道新任的没有实权，不知道给了多少好处，才能来当背锅侠'],['散户还有活路吗？'],['000046和000031得一担了，走势半斤八两[大笑][大笑][大笑]'],[],[],[],[],['庄家又在调戏小散'],['哈哈哈，可以进了000046'],['转发好帖' '转发好帖' '这股票，从我进场以来，盘都洗漏了，完全没下限。' '应该到底了'],[],[],['有毒啊！！！！'],['最好还向下跌，跌到3.1左右，就完美了！'],[],[],[],[],[],['认为应该到底的兄弟，你有没有想过它从20多一路跌下来，多少次多少大师认为应该到底了。'],[],['收平？'],"['有一个厦鼻，1579手，在3.25上卖，又在3.25上买1576手，尼玛，你是来'
 '【用益-资管日报】民生信托主动管理资产规模占比逾80% 跻身行业第一梯队']"
2020-05-26,"['泛海控股盘中最低3.20元，连续2日创一年新低' '泛海控股:关于收到行政监管措施决定书的公告'
 '从“青岛贵妇”到“华尔街之狼”，民生控股跨界后毛利率领跑A股超茅台' '最好跌到一元就好了'
 '泛海控股，跌到3.10元左右应有大量达平仓线，散户需注意！' '5.27乘0.618=3.25，到位了吗']",[],['垃圾永远是垃圾'],[],[],[],[],[],[],[],['难道启动了吗？' '好票冷水泡茶慢慢来！' '可以腾飞了。[大笑]'],['董事长都跑路了，大家都散了吧'],['这点成交量，启动个鬼，散了吧，继续空仓等跌[大笑]'],[],[],['宋宏谋出任泛海控股董事长 “专业化、职业化、年轻化”成为新标签'],['要启动了，很少见得强于大盘，而且是翻倍强'],[],[],[],[],[],[],[],['发财啦!今天开始涨，涨，涨!']
