,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['5.12日再加仓8800股，长期投资，删除软件，半年后再看[拜神]' '看样子套得深的很多'
 '7月限售股解禁，大股东减持5%以上才需要发公告。解禁不等于减持，但解禁必定带来减'
 '解禁股出售数量占该公司股份总数的比例在12个月内不得超过5%，在24个月内不得超' '昨天买了个华为手机，能涨几个点吗' '不出意外今天大跌了']",[],[],['赶紧突破10元吧' '神马电力吃肉了'],['社保已走，你的羽毛全没了，是只没毛的鸡。'],[],['开始进入下跌通道。'],[],"['看好就留,不看好就走.']",[],"['老鼠仓' 'https://wap.eastmoney.com/news/info/deta'
 '谁在爆炒妖股？惊现著名私募与券商“神同步”持仓趋同度高达97%']",[],[],[],[],[],[],['9.88挂那么多单屁用。'],[],['看看日K线量价关系已走坏，清淡交易股价短期内无起色，短线客可以考虑出去了。'],[],[],['拉不起来了，走吧' '蠢货，量能没有了。' '总是托单，就是不买，没用的'],[],[]
2020-05-14,['涨了羽毛的龙明天一字涨停板！' '老鼠仓https://wap.eastmoney.com/news/info/d'],[],['昨天9.88的买单呢？出来走两步。'],[],[],['每跌0.5元加仓，直至把成本降到最低。[微笑]'],[],[],['满仓了'],[],['公告' '下面托单，上无卖单，但不涨。是否说割肉盘不舍得卖，但也没人看好主动去买？'],['真垃圾啊，唉'],[],['今天反攻'],[],[],['受不了了，割了，国家队也走了。'],[],[],[],[],['该股走出了中石油的步伐'],['哪天除权派息？'],[],[]
2020-05-15,['我草又没涨，尼玛，你慢慢跌，' '开始下跌了' '潮汕人的股票远离' '明天走逆势行情大涨6个点'],[],[],['割肉走人，主力拉吧。'],[],['和贤丰控股一样，湾区做电线电缆的，差别昨那么大呢？'],[],[],[],[],['这、股不是特高压，不是充电桩，唯一题材7月份解禁。'],['次新股不用怕，看下300712'],[],['主力不想拉，那就一个字等吧！'],[],[],[],[],[],['尼玛的，量能这么低。主力没了。就等着大跌了。'],[],[],[],[],[]
2020-05-18,['同志们，此股要延五日线下跌了，有加速大跌的可能。赶紧出了吧，大股东要解禁了。'],[],['这种垃圾，特高压里最垃圾没有之一，走了马上要解禁了'],['马上就要大跌了' '多杀多才开始。' '8以下在补仓'],[],[],[],[],['8元以下'],[],"['弃子' '垃圾操盘，无语了！无能' '有没有11的兄弟，山顶好冷，听了那个什么波段的推荐买的，直接被套死' '现在这个价格估计都没赚钱'
 '来，来，大家一起熬死主力孙子' '来，来，来，我们大家一起来熬死金龙羽主力' '是不是小公司要凉凉大公司要强强了？刚买你5000股玩就这样跌'
 '9.50没有止跌信号，看9.40' '这是要换股东的意思']",['慢慢爬吧艹'],[],[],[],[],[],[],[],[],[],[],[],[],['每天都最低价收盘。牛X！']
2020-05-19,['金龙鱼会跌破6元！切记切记。' '这势头要跌穿9元才罢休，那快快滚下来，买100股抄底。' '意淫的继续加仓我百分百为你们鼓掌明天肯定反弹'],[],[],[],[],[],[],[],[],[],[],['玩完，垃圾股'],[],[],[],['他们垃圾股'],[],[],[],['垃圾股' '此股留不得，扔啊！'],[],[],['翘光光，馊水一家人'],[],[]
2020-05-20,['卖了这个垃圾玩意，买了南京聚隆明天继续数板[微笑]'],[],[],[],[],[],[],['不站上90日线没有戏' '终于跌不动了'],[],[],[],['十元左右放心买.'],[],[],[],['额，追高买了个套套，大盘都反弹了，这货还在滑'],['请网红开直播室卖猪肉啦[赞][赞][赞][赞][赞][赞][赞]'],[],[],[],[],['这股真没人看好，太差了，业绩不好，走人，艹开丁点'],[],['收9.66，收十字星，反弹开始，看到12'],[]
2020-05-21,[],[],[],[],[],['没人气的股以后还是不碰了，没意思'],[],[],[],[],['玩完，业绩不好，难上，小套还是割肉走人，艹艹'],['亏了6.66跑了[哭]'],[],[],[],[],[],[],[],['一天没点动静，这样子的股当初为啥会上市，套钱吗？'],['死股'],['每天都一样的搞法[滴汗]'],[],[],['真垃圾']
2020-05-22,['没有热度，没有主力，看看别人汉缆和通光，幸好前天把你这个垃圾换到通光去了'],[],[],[],[],[],[],[],[],[],[],['二季度盈利增长30%以上，2亿。暂时给予60-80亿估值。' '不会破9吧，死股又一只' '什么时候分红？往年都很积极，今年突然沉默了。'],[],['涨的不如跌的多，不管了等反弹再说'],[],[],[],[],[],[],[],[],[],[],[]
2020-05-25,['扫雷游戏本月是看变盘的本月余下的日子越来越少是向下变盘?不会吧量缩成地量，量在价'],[],['啥玩意，一重仓就跌跌不休，一清仓就涨'],[],[],[],[],[],[],[],[],[],[],[],['这交易率也太慢了吧'],[],[],[],[],[],[],[],[],[],[]
2020-05-26,['[图片]'],[],[],[],[],[],[],['什么时候能突破10块钱'],[],['有本事你给我突破10块钱' '没量啊'],[],[],[],[],[],['***'],[],[],[],[],[],[],[],['大盘都没涨过'],[]
