,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['抛压这么大，是不是股东在减持啊' '明天继续看跌，如果明早出现急跌感觉可以介入。' '连续三天收十字星，大家怎么看' '明天有机会赚钱吧'
 '别幻想了尾盘金建新农直接涨停，这股被拉了一点，但砸盘太猛估计是深股通砸的，散户接' '18元以下这个位置随便买放着，不挣不出'
 '今天大盘给了农业股机会，多头始终上攻无力，既然攻不上，自然只能往下走了。如本周大'
 '盘子大涨不动了吧，你看人家新农开发涨的多轻松，明天还要涨，你继续趴下，' '利空农业股，明天大跌'
 '本周应该还有一个涨停，才算结束.强点的话百分之20以上.' '明天北上资金过来几个亿玩玩' '今天入10万股' '老东西，买你一次亏一次'
 '明天这根K线很关键了，不行就拜拜。' '尾盘出了轻松观望防止明天被套，跌下来再考虑择机介入' '明天是涨还是跌，买进后一直跌' '唱空越多越好'
 '我刚清仓农业股，就出利好，跟我作对吗？！！！！' '隆平高科真正龙头，板块高开5个点以上了，尼玛，，，，唉'
 '见鬼了吧，农业出利好，我割完了[便便][伤心]' '农业股早已飞上天了，为什么隆平一直趴着不起？'
 '唉:-(妈妈呀，亏了1200块，割肉出了。。。想哭' '明天放量上攻，这波到二十一。' '明天不涨停也能涨5个点吧'
 '新农开发超预期的话，可以留意北大荒、大北农、隆平高科等大票，以及几个种业小票的低' '都在唱多，会涨今天就涨了，明天能不能红都是个问题'
 '会不会高开低走' '去年年底大涨后，连续回调5个月，现在新一轮行情刚准备启动，这么清晰的走势还看不懂' '今日起飞'
 '买买买！！准备好了，坐稳了！！' '美国大跌，利好隆大' '隆平高科05月12日获深股通减仓199.22万股' '买买买！！准备好了，坐稳了！'
 '涨两个点就不错了，大涨条件不太具备。' '今天看空，不服来辩' '刚看多一下就给来个反转' '有内幕吗？' '利好大涨'
 '5.19股东大会。想到了啥' '今天迎接大涨']",['散户一致看多[胜利]' '还做梦吗' '这么爱出货？' '横久必跌' '被无情打脸[大笑]'],['高毅56万手筹码有的砸'],"['cnm，拉个涨停就是为了砸盘' '三天20%换手，涨停那天进来的应该差不多了' '今天港仔也坚持不住了吧。本周目标不变16'
 '吧里言论会配合主力操盘，一致唱多它肯定压盘' '一大早翻了一下股评，发现一堆托在唱多，开盘果断去做空买跌，看来今天又是吃肉的好日']",['连续4天净流出赶紧到16' '这走势，高开干吗，难道……'],['16等你' '10米跳台'],['非常人为的刻意操盘！' '这票也太不给力了吧' '倒霉催的兴业陕西分公司碰上高毅私募砸盘了' '一个涨停要调这么多天？有妖气？'],"['中国人支持谁，外资就反对谁！这支股票就是最好的证明！' '融券的赶快买了还了否则会亏哭点到为止' '今天水下游，已经四天绿柱子了，'
 '走了走了，熬不住了，留下的发财[哭][哭]']","['今天好惨，手上唯一一支红的股票' '刚卖完就涨知道我账户？??' '虽然现在一点点，但是还不是我的价位。稳定了肯定要买你丫的'
 '太弱了吧，看看新农开发，' '农业股在啦你为何比拉起你可是龙头' '看他翻红的比登天还难' '涨不上去，就不要叫散户接盘，越接越完蛋。']",[],"['出完了，去科技股咯' '等回调，这厮脾气令人难以捉摸，今天应该有机会进场，等急坠！热点股，保持底仓，也会'
 '为啥这么难呢！？我到手这么久，这是在盈利与亏损的线波动。' '这个操盘手很温柔，要睡觉' '跑了，买进四天不涨必大跌……' '明天大涨'
 '该跌不跌，不明白什么原因' '全国重点农业企业公布！隆平第三，300138晨光生物第二！市值不到60亿！'
 '缩量下跌中，温水煮青蛙，冲高立马跑路，主力给个机会' '全球比大米缺1000倍是口罩……泰达000652口罩中茅台酒获科华奖及儿童低阻专'
 '托单必出[想一下]' '量一天比一天低，18以上的凉快了']",['农业股里就你最弱' '这票绝对让天天看盘的短线投机客受不了[滴汗]'],['量还没有放出来，一会放出来惊天地泣鬼神等的数板。'],['废物，利好都不拉一点'],['你给隆平丢脸[成交][困顿]' '快下了吧，劳资等你9快9在进货'],['台子已搭好，等跳水' '18上方全是套牢等解套' '托单一撤，散户接盘。' '别装了，涨停！'],['还得跌' '农业股调整了多少天了' '今天谁是头[大笑]'],"['走的真够贱的' '狼又来了' '今下午应该猛拉一下了，不能再跌了。' '玩呢' '既然这样玩，老子继续观望，择机介入，我将比你更有耐心。'
 '稍微有点起色，立马砸回来' '这票人为操盘很明显，耐心观望陪你玩']",['散吧，此货机会为零，正大量出货你要多少庄家给你多少。有反弹走100%正确' '千万不要看有买盘或拉升就冲动，不用10秒将可消失或恢复下跌原位'],['大科技飞了' '有点耐心吧，…………………' '感觉上面套牢盘消化差不多了，只要急跌大跌就果断介入。' '真折腾，走了'],"['今天也就这样了，本来以为今天会拉一下。结果比想象的还要弱！' '买买买！听说明天涨停！只是听说哦！！我不是托哦！'
 '这票如果出现急跌大跌应该可以买入，感觉套牢盘已经消化差不多了']",['隆平高科不是农业股，严格来说属于高科技公司，以后的智慧种子的摇篮，自己种自己长自己生成馒头' '真要跌的话不会给你这么几天跑的时间的，在洗盘'],['简直比地里的菜还绿！'],[],[]
2020-05-14,"['明天后天继续洗，早跑吧' '明天17以下，后天16以下。' '大盘低开高走，这货高开低走' '神仙难救' '不到20以上不出，随便洗，随便压'
 '回来看看被套的兄弟们还好吗，上周赚涨停板跑的' '做t爽死了，横盘硬是t出6个点，上涨赚股价。下跌赚股数' '艹，太烂了。'
 '失望至极，尾盘集合竞价出了。留下的宝宝们多赚点。' '隆平高科小心黑周四杀跌!'
 '强势调整已结束，明天早盘，只要不大幅低开就直接买进，大北农应该会领涨，原本以为会' '垃圾股，远离为妙！'
 '事情，不再说，三遍，买，买，买。。。。' '等啥呢' '日线卖出信号形成' '[图片]' '早期盗用名人，其实没有任何关系' '废物'
 '明天明显的要大跌了' '隆平周三大资金净流出1.03亿，连续3天净流出。周四黑太阳。关注一汽轿车0008'
 '公司欺世盗名，看看前期走势必破16' '16的本，放半年看看'
 '涨停价附近强势整理蓄势高低位筹码交换后一轮大31就可以开始必须135创新高出来等' '哈哈' '隆平高科05月13日获深股通减仓66.78万股'
 '17元见了。。' '这货真不是玩意儿，上午17.93进，下午竟然还是这价收[成交][成交][成交]' '还是仁东强势，早知就应追仁东'
 '中信做空股价!' '隆平种业，顶背离，黑周四！' '低开低走今日收盘16.88']",['今天不走，就不用走了。做个山顶洞人'],['隆平跳水，绿色才是你的本色。黑周四。关注一汽轿车' '开始冲了？？' '拉红赶紧走吧'],['逆势拉红派发' '5个点'],"['5日线高能预警，散户接盘' '整个农业板块都被你给带坏了' '筹码集中' '看看大北农。今天能红盘卖出主力大发善心。'
 '跳水。高位没人接盘的，跳水。']",['19年12月31股东7.3万2020年3月底增加到9.1万[想一下]'],[],['格局底下，跟屁虫'],['终于卖了' '快跑吧，下午得下来赶超大北农[加油][加油][加油]'],"['最近资金好像都在老龙头避险，国电、保变、金健、京威、供销大集、省广都有动作，一直' '龙头大哥行行好吧' '太垃圾了，调整一个礼拜一路阴跌'
 '虽然名字带龙。可惜是个狗尾巴' '作为大哥你不涨谁带头了']","['绝对不可以买呀，这票' '隆平之前是高毅减持广信股份的股票，然后买进隆平的，现在都在抛售了，跳水' '买点？'
 '我为什么在这。就是看不惯这Sb操盘的' '小单拉大单出货。连续5天流出4亿[赞]' '你不走我不拉' '好垃圾啊' '这走势，不够明显么！'
 '托单出货']","['抛吧，即使袁隆平在主力照样压。我蹭不定了你们玩。' '每天大拖单，诱多杀多！！！急拉急杀！这操盘手也挺坏！'
 '昨天和今天的大拖单，诱多明天就行杀多！' '隆平的小福久同学，隆平农业股危险!' '每天诱多一波，你想干嘛？'
 '见了鬼了，卖了又买了一点回来，又套上了[亏大了]' '中信这个狗主玩高抛低吸!']",[],[],['真是个垃圾' '装逼犯' '赶紧下来'],['该反抽了，兄dei[兴奋]' '好好看表演[想一下]'],['耍小聪明' '托单卖货' '看来表演时间要提前了' '玩托单了看来还有点尾货'],['最可恨的是上午那个直线拉升套进去很多人' '大北农跌3个点。这货必须5个点' '还要跌，' '跌破17元考虑买'],"['托单必跌，快跑' '上午抗了一会，下午累了，开始砸吧！！！大拖单诱多明天就行杀多' '还有不服的嘛[大笑]'
 '又回来啦，看看大家怎么样？跌到16接回来']",['妈的，不配炒股，一买入就一路阴跌，一卖出就一路高涨' '垃圾'],['明天该涨停了'],['真垃圾' '垃圾' '小阴小阳收盘' '明天选择方向涨就抱跌就走跌破今天低点。'],['002299还是强' '今天收红，就完美'],['爽' '五日阴！[大笑]'],['我错了，放我出去吧' '尾盘拉升非奸即盗' '四阴不吞阳，后市赚钱忙']
2020-05-15,"['请问今年隆平高科分红吗配股吗？' '请问19年公司杂交水稻营收，同比18年大幅度下滑是什么具体原因，年报里面只提了是'
 '请问袁隆平一季度新进1300万股，是怎么回事？公司发过公告吗？'
 '董秘您好：贵公司2019年年报中的各类种子销售量数据的单位是货币计价单位（元），' '您好！请告知截至2020年4月20日公司股东人数。谢谢！'
 '公司没有投入海水稻种植，淘宝卖的袁米和公司没有关系吗？' '请问贵公司业绩是不是出现下滑，股票怎么一直不景气'
 '看来吧里很多朋友下午都撤了，不着急，明天杀到16捡回来吃肉'
 '从公开信细看，高毅出现在十大流通股东之中最早是从2019.3月报告出现的，201' '这支亏损股咋这么香呢'
 '今天还是忍住了，就等明天早盘下跌感觉应该果断介入！' '炮火太分散真是没杀伤力，明天两支农业股回本了，下周专注一个科技股一个农业股，有推'
 '我的观点和赵丽老師一致:先回避，等到主板突破3000点在找上車的点是来的急的！'
 '长期看好，短期正T反T来回操作，感觉跟打扑克牌一样。有一对王炸不怕庄家跑牌。' '转发' '跌这么点，吓完犊子一批人！' '买大北农比这货好'
 '明日低开:' '这支股确实不配使用隆平这两个字，建议改名！' '隆平高科05月14日获深股通加仓41.53万股'
 '隆平周五农业板块大跌。买进攻性公司000800一汽解放' '今天再绿就没救了，感觉跑路']",['这垃圾居然还有创投概念[大笑]'],['一涨就跑就压！' '这么猛[大笑][大笑][大笑]' '来了，老弟'],['破19' '涨停等你哦' '一阳吞四阴！妞'],['天天没玩没了的洗，下跌就介入。' '跑吧垃圾死了' '隆平会持续涨的，农业优质股'],['没戏不破16不能玩'],['杀进去' '你能做的你可以做的，只有等待！[想一下]' '省广不倒，此股不涨'],['往下打压就介入' '大坑货'],['又有垃圾压盘' '无量，构不成上涨趋势' '人还没洗干净'],['科技起来了这边没行情了' '信号明显了，各位看官' '走势还没有大康农业好！'],"['有没有缠论技术派大神？个人画草图中枢在17.38，是不是不破形成三买，忘指正' '重复昨天的故事，上午涨，下午跌' '两个字：蚕食'
 '游资碰上私募大佬，一样被揍得鼻青脸肿' '你们看看五日分时图，全特么是开盘诱多，再跑路。。' '庄把大单往上一摆就能出货，小散还以为是打压'
 '真心对不起这两个字']",['这也好意思叫跟涨。。' '下午绿中一点红' '都是被名字骗来的可怜小散'],[],['明天大概率板' '主力小单出货' '下午能不能雄起？'],['哪个线画的标准些'],[],[],[],['韭菜太多镰刀不够用'],['下午吃面'],['隆平高科，对倒就高抛给高毅，让这种小私慕快乐的哭！砸它' '今天预测的19可期' '大家发财，撤了'],"['刚卖掉就涨了[怒]' '小九路过持股中，洗洗更健康' 'CNM刚卖了就拉' '身为袁隆平的粉丝，支持一手[牛]'
 '隆平对倒抛售中，高抛！快乐的高抛，套高毅私慕。过来一汽轿车白马股' '哈哈哈，竟然卖在了最高点！神了！' '随时打火箭：']","['好想涨停等你' '散户憋的慌啊，锁在里面多少天了，卖吧！！！' '大盘骨，难啃！' '隆平高科，分批高抛给高毅小私墓！'
 '盘整了一个礼拜，估计下周要拉升了。']",['不放量，下星期还是盘整' '隆平高科，高抛！坚定的分批高抛' '苦逼的主力'],['洗了几天了，周一该涨停' '还要回调，不急']
2020-05-18,"['北上资金减仓，估计明天或者最近可能有利空，近期这股没啥机会了，国内机构是不会给北' '小主力小玩玩'
 '唉，还是要选股啊，我只知道要买个防御的股，结果看都没看，就买了大北虫！' '此股多年来均是低调式走势，要在冲向50以上价位，得要几年时间啦'
 '烟台冰雹，今年粮食还是欠收' '冲冲冲']",[],"['跑路[胜利]' '强势横盘三个月，有突破的迹象，干' '有人跟我说，他投了40万，这个股能涨到25元，真的假的，说是从证券公司买的内幕消'
 '涨停等你哦' '棒棒的，感恩']","['快跑，快抛，最高点。上不去的。' '冲高回落收绿' '又来高台跳水[摊手]？？' '拉一点就想砸，让散户赚点钱是不是要你命了？'
 '没量就要下来' '又上当了…']","['强，跳水最强[赞]' '最垃圾的种业，也是醉了，' '垃圾王' '有一批站在18.5以上的韭菜被割了' '偷鸡摸狗之辈'
 '咋又下来啦？等着往上冲鸭' '太恶心了，农平的庄' '疯狂的出货[哭]' '该出完了吧，该涨了吧？' '这样洗。有点伤感情哦']","['可以买了吗' '大盘反弹了，你跳水了' '被高毅砸了那么多天都没死' '伤感情' '追高被套，割肉走了，留下的恭喜你们买了个烂股。'
 '符合预期继续收割韭菜' '不太给力' '看下午' '没戏，上不去' '诱多' '好股拿要住，价值投资']","['太恶心了吧' '无敌走势' '这股就是偷鸡。不是尾盘啦，就是早上拉一波砸盘。' '折返跑好玩吗？'
 '今天有人追高上车吗，今天这股完美拉高出货收割' '跑' '大盘都起飞了啊！！' '这个庄属实有点东西']","['各位，买之前先看看它的业绩吧！' '今天主力派发6000万问题不大' '小T一下[微笑]' '趁大盘拉升疯狂出货！'
 '面对一次次的挑逗，谁将笑到最后[俏皮][俏皮][俏皮]']",['割韭菜咯，开始开始。' '我擦，这不会还能绿吧？' '散户不买不卖，让庄家自己玩'],"['卖了最高价，谢谢主力' '格局低下，没有实力。' '专割散户' '再次出货一批，拜拜了。赚6个点不玩谢谢主力早盘拉升。等跌点再踩载'
 '马上突破18.8的时候18.79一笔大单压制']","['猥琐发育' '赚点钱怎么了！！！就不能拉升一下吗？' '挂单才卖得了' '主力天天大幅流出也不见跌，哪位大佬在接筹码？'
 '反弹末期，尔虞我诈是隆平[想一下]' '调整这么久了，盘而不跌']",['下午冲19元' '买定离手，静待前高[微笑]'],['拉高出货！'],[],['涨停一次吧[鼓掌][鼓掌]' '盘了这么久了，还是空方厉害。' '今明两天应该有个涨停。盘了半年该突破了。'],[],"['大阳线呼之欲出！' '可怜。你拉别人不跟，你跌别人涨。相当龙头想疯了吧[大笑]' '媲美ST敦种[大笑]' '鸡鸣狗盗之辈'
 '疫情之下，农业板块高歌猛进，手持隆平两月，看来本人命运不济，无财富增长的命。' '盘子大了点，走起来费力']","['大爷的' '抛压还是有点重的' '瘟疫流行，看到了根本，粮食才是硬通货，只可惜隆平就是不涨，生命无光，玩股票真没意'
 '搞不过板块的垃圾，太对不起这两个字了']",[],['刚18.27买了些' '各位，可以入场了！' '18.42无穷压力线，随着两会来临，会不会接着东风启航，很期待啊，只要突破周线压'],"['庄家准备做一个仙人指路吗' '三个月了，隆平高科和大康农业间，选了隆平，唉。' '看看隔壁家的金健米业,有没有感觉到一丝丝的无地自容']",['板块都新高了，你还无动于衷吗？' '新农开发涨停' '高毅还没出完吗'],['就问服不服，气质这块压的死死的' '转机因的钱？'],['真的是[困顿][困顿][困顿][困顿][困顿][困顿][傲][傲][傲][傲]['],['今天比较强势' '弱点了啊！']
2020-05-19,"['逆市上涨，行情起来！' '后悔早上跑了，明天肯定要涨。' '隆平高科5月15日获外资卖出0.38%股份。2020年5月15日，隆平高科获外资'
 '这么看多的，明天开盘就跑路，你们玩' '回踩18元2角正加仓!' '隆平高科:关于非公开发行股票申请获得中国证监会受理的公告'
 '涨得莫名其妙，砸的也莫名其妙' '商务部宣布对原产于澳大利亚的进口大麦存在倾销将征收反倾销税，利好农业种业股[加油'
 '明天最少五个点，我再贡献3000股助力拉升坐稳了明天起飞[鼓掌]'
 '[cp]【#商务部明起对澳产进口大麦征收73.6%反倾销税#】5月18日，商务部'
 '今天这个环境还可以突破确实还可以，但是突破是突破了，量能跟不上啊，giao，明天' '明天五个点'
 '隆平高科05月18日获深股通减仓126.72万股' '哈哈，发财' '给老子冲！！涨停板，给筹码给你。'
 '港仔牛皮越涨越卖。全给韭菜接盘了。低买高卖[赞]']",['下饺子咯'],['惨' '买什么跌什么，' '大盘涨，他又大跌，日了狗了' '撤吧' '为什么好公司总是赚不到利润呢？' '惨不忍睹'],"['感觉可以果断介入' '砸的嗨皮！！！多砸点！！！捡点低廉筹码，防疫防疫' '这是什么操作'
 '这个好玩，昨天18点6抛了，今天17点9进入，这段时间玩高抛低进，成本越来越低了' '18.14一买就套，可怜啊[兴奋]'
 '头都不抬下一直向下冲！那个惨！' '袁老加持的股都敢砸盘，不想吃饭了吗？']",['真特么烦，大清早就起来吵架。。没意思'],"['今天跌明天涨，下午二点五十五分买点[大笑]' '种业不跟大盘，大家淡定，大盘走完到种业起飞' '种业不跟大盘，大家淡定'
 '大盘开始下跌了，下午资金还是要回到农业板块做防守吧。']","['真惨' '谁还在砸盘？不想吃饭了吗？这是谁创始的公司？' '早上起来就和大妈炒了一架，看着你又一片绿油油。。真特么烦，'
 '都去追科技股咯！！！今天农业没人理咯！！！']",['不悲观！！！！！'],['隆平月线也是多方炮的形态，加油打出去[微笑]'],"['募集资金用于公司发展五大项目增资' '买入好时机' '谁在砸盘，知道你得罪了谁吗？也不看看企业名字'
 '上午流出6000万，下午流出4000万[赞]' '加仓的好时机' '恐慌盘出完了吧[拜神]']","['大盘今天高开低走，农业种植板块跟大盘是走反的，今天必然低开高走' '下午资金会进来农业' '就你最垃圾，农业股里。'
 '大娃已起飞了，兄弟快跟上！' '新农真牛' '恭喜垫底' '真恶心' '垃圾' '紧跟大北农' '还好早买了农产品[大笑][大笑]']","['看好，半仓已买入！' '最垃圾的农业股' '论坛这么安静，今天都不骂娘了，散户走差不多了么？' '下午翻红，NND，干死空头[胜利]'
 '再跌一点吧，下午我进来[拜神]' '太恶心了，观察3天涨不过板块，超跌板块，总之一句话永远板块垫底' '下午强拉!' '***']",['已投反对票[大笑]'],"['散户别买了，庄家一直出货' '内幕消息，能涨到25元，买买买，机不可失失不再来[买入][买入][买入][买入]'
 '高开茅台推高指数，手段太无耻。' '此股真不配此名！！' '这种垃圾亏损股要远离']","['感觉往下打就买入！' '今天股东大会有网络投票，快去投' '今天股东大会有网络投票，快去投' '幸亏昨天卖了你这个垃圾货。' '继续往下炸'
 '神仙都带不动你啊，没人气没地位跟风都不配，买入就是跟钱过不去。' '讲买入都是托[俏皮]' '可以买吗']",['可以买吗？' '跌太小了' '下午已流出1600万，这么看下午流出4000万算少了[大笑]'],['股价早已脱离业绩，透支严重' '干什么？' '进来吧进来吧，进来当韭菜吧' '持仓第八天，继续横盘'],"['快抢，等下有人来抢货了' '走了，再也不买隆平高科了，只是沾了一点袁老的名气而已，' '快点买，有人来抢货了' '在买，要被抢货了'
 '洒油拉拉' '隆平低科']",['合理价16元' '新农给力' '真的服.....'],['干，快点拉上来了' '本来想买韦尔，结果磕了你这个烂股' '一起用脚投票为了自身利益打压股价牺牲中小股东的权益'],"['要日天？' '有人都说了，能涨到25元，我们大家快来一起买买买吧，人家都说了，机不可失失不再来'
 '农业复制昨天科技砸盘模式，继续砸起！！！砸得起才拉的起，加油砸！！！' '散户别买了' '海水稻' '我居然有投票权，反对'
 '嗨！耽误一波又一波行情！买了你亏死了。' '今天农业不行' '今天就这样了，翻不了红，明天加油']","['中信搞什么尿棍!' '真垃圾' '全是卖单，一直压，真的伤' '深股通又出货一个亿' '隆平太不要脸了！里子面子都不要了！'
 '惨！18都站不稳！！[滴汗]']",['这个烂股，是转基因的吧。' '你下来我就买' '怎么又不跌了 靠'],['流出一个亿猜少了。今天要多流出1千万。' '走啦，没有激情，就这价收盘，想低吸太难了，就是不砸下来！！！'],[]
2020-05-20,"['垃圾都不如的股票' '大形态突破后就这鸟样[滴汗]' '有鸡狗疯狂出货' '明天该上还是下？' '今买明涨'
 '种业和转基因排第一[大笑]。倒数' '粮食明天大涨。隆平加油' '这票一般都是晚上涨停！'
 '明天开盘赶紧溜[大笑]定向增发肯定要打压股价，15元再来' '不买增发股这是铁律，幸亏昨天走了。'
 '隆平高科的主力确实厉害啊，就是压着不让有效突破18.4，但是你忍不住走了，恐怕它' '明天跌停，拜拜啦' '是不是大家都不看好增发购买的资产？'
 '明天跌停' '快到我的成本价了，明天决定去留' '没有实力就不要做主力，明天继续下跌把主力埋了，亏死他，'
 '隆平高科:2019年度股东大会决议公告' '隆平高科:2019年度股东大会的法律意见书' '明天五个点' '千年涨一回！然后隔日又跌回去了'
 '粮食的炒作逻辑没了，基建的炒作逻辑没了，下个风口是什么？军工还是黄金？' '这一波就这样结束了吗？又要跌回15元了！[滴汗][滴汗][哭]'
 '韭菜[大笑][大笑][大笑]' '其他股票都盆满钵满，这只股真是白瞎了'
 '岳麓山种业创新中心挂牌，隆平高科生物技术布局再迎“种业硅谷”新生态原创longp'
 '岳麓山种业创新中心挂牌，隆平高科生物技术布局再迎“种业硅谷”新生态原创longp' '好票' '明天应该是下跌的'
 '明天跌二个点，然后可以抄底了[拜神]' '这股增发价最多11元，小散还不快跑。' '农业今年逻辑会很顺' '炒什么都行，炒粮食绝对不行'
 '美股跳水对隆平这货倒是利好。' '通威和隆平哪个强！感觉隆平19年亏损，机构没有通威多，通威有30多家机构，两只都' '[图片]'
 '隆平高科05月19日获深股通减仓294.18万股' '[图片]' '港资连续收割牛皮。' '散户看多，主力出货[大笑]'
 '高开低走，低开低走、平开低走。反正低走就对了[大笑]']","['走了，破货，谁要给谁，主力自己玩吧' '真是够恶心的' '与板块逆行，牛B'
 '抄底啦，抄底啦，抄底啦，重要的话说三遍，买买买，机不可失失不再来啦[买入][买入']",['跟屁虫。赶紧下来吧。'],['牛' '今天收盘大概是4~5个点。' '没量，撤了'],['18以上空空空' '垃圾，跌的最狠，涨的最慢'],"['就是个屁，但我也等着。' '终于卖了这打压股价的垃圾，看来今天好点已现，静待回调' '最垃圾的农业股了，老子撤了，你慢慢玩'
 '主力拉高已出。18以上就是高压线不能碰[大笑]' '追进就发套，这庄坏啊' '垃圾股，小游资参与的票，跟不上板块'
 '持股第九天，打卡，继续横盘' '搞增发的票不可能拉升的' '一直在18元砸盘，还没有吸够筹码？看看王府井，' '两天整个版块垫底我日']",['日线死叉' '这庄家就是收割机，买一块钱的就要卖2块钱的。' '要么跌停，磨磨唧唧' 'MD还是不愿意站稳18，正中板块都不跟！'],['搞不明白，这货到底有多少货要出'],['什么时候能当一回龙头？' '有点逊啊，不是大哥的料'],"['这波高点了，想突破早跟板块上了，不会下来让大家捡便宜！诱多也不进点大单！[滴汗]' '等…'
 '3天前新农开发和隆平二选一，选了这个垃圾[滴汗]以为大形态突破会厉害一点，结果跟']","['没有跑路，我那个悔啊，利润被吃光了，还是不能贪' '高毅56万手才出多少，有的出呢。外加港资十几万手。想想就可怕[哭]'
 '又要跌5天！[滴汗][滴汗]' '短期内不会有表现滴，定增刻意压着股价' '还在砸盘？不想吃饭了' '不管他怎么演，出来的兄弟千万不要进。'
 '农业板块里最垃圾的，没有之一']","['农业板块里最垃圾的，没有之一' '袁总，我崇拜您，我都贡献一万块了。""一个国家，一个粮食，，，不过，，，现在是不能'
 '隆平就是农业股里的一坨屎']",['因为它要发行股份，所以不会大涨的' '000998怎么这个怂样'],['千万别红呀，红了我要跑，我不想跑路'],[],['对不起，我割肉了，成本17.98，亏损6000块，祝大家大赚'],[],['新农，湘佳，荃银哪一只不比你强，怎么就选了你这么个烂股'],['等哪天成交量缩到25万手以下了才有机会'],['对不起大家，我割肉了' '农业普涨，你咋不动呢一动不动是王八'],['早上卖了华东医药追了你，乐色。老头子玛德'],['果然横久必跌，腊鸡' '还有买的嘛[大笑]' '清仓了' '今天必须突破17.5[大笑]'],['5毛3000手托单' '跌停的地方等你，加油' '对不起大家，我一加仓就跌' '暴跌2.0开启了，等着吧，低位16.5抄底一半，空仓了'],"['18的本[哭]' '为了吃饱饭而重仓了你，可你现在的走势是想把我饿死的意思[兴奋]'
 '快点下来，烂泥糊不上墙的货色，18块都磨了10天。明天破17就来' '新农开发，新赛股份，金健米业打掩护，给其他农业股出逃'
 '颈线位置又要到了，你们自己看吧，']","['行了，开始名牌了，明天拉上去狠狠干一炮[大笑][大笑][大笑][大笑]' '18.5的成本要等多久才能回去啊'
 '明天吃大肉[大笑][大笑][大笑]']"
