,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['僵尸股' '机械股都再涨，它却蔫了。在搞什么名堂？' '垃圾股' '基建离不开金刚钻'
 '博深股份重组事项遭深交所问询 募资规模调增上限合理性被质疑' '这个公司老是讲故事'
 '这个增发不知道是不是讲故事，股价没8.1增发81能成功吗？' '收徒弟' '这么好的大牛股咋落到这般田地？']",[],[],[],[],[],[],['骂都没人骂了'],[],[],[],"['博深股份:关于深圳证券交易所对公司发行股份及支付现金购买资产的问询函的回复公告'
 '博深股份:东方证券承销保荐有限公司关于深圳证券交易所《关于对博深股份有限公司的重组问询函》的核查意见' '垃圾公司']",[],[],['暴风雨来临前的宁静，等着看戏'],[],[],[],[],[],[],[],[],[],[]
2020-05-14,"['博深股份:2019年度股东大会的法律意见书' '博深股份:2019年度股东大会决议公告'
 '尊敬的董秘，辛苦了。请速告知截止到2020年5月13日贵公司股东人数和机构户数，'
 '书接上回；播种场地似凹沟，看似平凡以成丘。五载高下多磨事，雄安、高铁、大、丰收。']",[],[],[],[],[],['狗庄！！！'],[],[],[],[],[],[],['我等你到6.5，半仓进来。'],[],[],[],[],[],[],[],[],[],[],[]
2020-05-15,['这个貌似一团死水，无量，8.1能增发成功么'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-18,['西部大开发了，你能吃点蛋糕了。'],[],[],[],[],[],[],[],[],[],[],['没有一天不是往外跑的。。。'],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-19,[],[],[],[],[],[],[],[],['有主力进场早了'],[],[],['为了非公开发股票拿廉价筹码，天天打压股价，天天趴地下不起来'],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-20,['尊敬的公司领导，你好:请问公司以8.1元的价格增发，认购，二级市场的股价才7元多'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-21,[],[],['僵尸股了内盘只有425手，外盘只有494手从来没有碰到过哦，散散了吧'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-22,"['25号股东大会再说了！' '博深股份:关于召开2020年第三次临时股东大会的提示性公告'
 '国家给雄安新区基建又投资了n亿，博深应该是受益方之一。']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['2020年到现在五个月不到，就开三次会，一天到晚不务正事'],[],[],[]
2020-05-25,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-26,['博深股份:2020年第三次临时股东大会的法律意见书' '博深股份:2020年第三次临时股东大会决议公告'],[],[],[],[],['股东大会么也形式走完了，市场关注排名3500多名，成交量基本心电图，都醒醒了吧'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['终于射了'],[],[],[]
