,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-14,['福建金森:2020年5月13日投资者关系活动记录表' '福建金森：公司林地不涉及退耕还林'],[],['陪你到退市！时间早晚都行。'],[],[],[],[],[],[],[],['明天继续跌3个点' '看我名字次日买'],['有毒吧15的成本啊'],[],['诱多，明天继续下探'],[],[],[],['垃圾庄家要跌到啥时候，无底洞。'],[],[],[],[],[],[],[]
2020-05-15,"['人家大盘涨，你墨迹，大盘横盘你跌，大盘大跌你更跌，终于忍不住了，赔了八千，割了，' '10.3810.38。10.38。10.38'
 '来个涨停']",[],[],[],[],[],[],['来个跌停'],['割肉了，删除自选，'],[],['来个跌停'],['11块01空了，个人分析下午必大跌，神贴[牛][牛][牛][牛][牛]'],[],[],['加仓[赞][赞][赞]目标价28.88'],[],[],[],[],[],[],[],['今天入住一部分！'],[],[]
2020-05-18,[],[],[],[],[],[],[],[],[],['出了，太明智了，坑死爹了，买了赤峰黄金，今天出了'],['这股还值得留恋吗？随便买哪一个都比它强百倍' '真是不能买垃圾不活跃的股票，浪费行情啊，全跑了'],[],[],[],['买尾盘半仓[牛][牛][牛][牛][牛]明天低开满仓[牛][牛][牛][牛]'],[],[],[],[],[],[],[],[],[],['13的成本，好久了，没法了吗？[好困惑]']
2020-05-19,['福建金森收报10.78元，创一年新低' '10块77的本[大笑][大笑][大笑][大笑][大笑][大笑][大笑]一分也是大'],[],['使劲呀！' '看你象小丑一样跳上跳下！很好玩！'],[],['跌呀！长它干嘛？'],[],[],[],[],['今天跌停'],['此股有庄吗？如果有也真悲哀，没人陪你玩了。' '你就是涨停也不会买你。' '为什么不跌呢？！' '无庄的股是这样[大笑]'],[],[],[],[],[],[],[],[],[],['必保破10元'],[],[],['看来逼的难受了主力[大笑]'],['这算尾盘拉吗？有点怕']
2020-05-20,['垃圾，明天又是低开。'],[],[],[],['这个垃圾跟那个板块的？'],[],[],[],[],[],['每日一喷，你个垃圾，自从扔了你，买了赤峰黄金，亚光科技，目前回来二十个点'],['我进来这个票15天，有14天在跌，割肉走了，没有庄的票'],[],[],[],[],[],[],[],[],[],[],['最近两个礼拜一直持有金森，还加仓了，就是不见其翻红，跌的不成样子了。金森集团公司'],[],[]
2020-05-21,['10.38。10.38。10.38' '福建金森收报10.67元，创一年新低'],[],[],[],[],['跌停'],['都是小散户在那里挣扎[看多][看多][看多][看多][看多][看多]'],[],['打到10块左右杀入，下周的事'],[],['不够猛既然入了江湖就做个王者吧让我们好好拥抱'],['还有的跌'],[],[],[],[],[],[],[],[],['历史新低了，百分之百有问题，快跑' '没人跌股票这样跌，疯了吧。有没有重大事件这样跌法'],[],['卧槽，去年买你，亏！今年买还是亏！好吧，怪我有眼无珠，怎么看上了你？！[困顿]'],['跌退市'],['王八股']
2020-05-22,"['请教一下，为什么一直跌啊？现在可以补仓吗？谢谢' '今年真是点背，买什么跌什么，卖什么涨什么！福建金森全部清仓，会议结束后再说，祝大'
 '我隐隐感觉明天会大涨，因为今天尾盘割了，每次都这样，百试百灵！' '福建金森盘中最低10.33元，创一年新低'
 '今天已破平台新低，明天开启跌停模式！' '9.55.9.55.9.55' '这行情，个股感觉已经脱轨，自由发挥了'
 '明天套现还债[无语][无语][无语][无语][无语]' '明天估计要破10了']",['这股票神了，每天开盘自由落体，然后主力上边开始一个台阶封几百手，一个台阶封几百手' '估计要破10元了，可以买起了！'],[],['再跌，就要跌出手机屏幕了'],['每天破新低什么啊'],['早就说了，9.5会来了超跌反弹' '慢慢等吧' '交出你们的筹码，不然咂个跌停！'],[],[],[],['平台自创新低，速速开启跌停模式，没跑的快点跑！'],['此平台已破新低，马上开启暴跌模式！快跑快跑！'],['幸好昨天溜得快，无底洞。不见大跌5%以上不进场。'],['绝对不能轻易抄底，下周还会有低点'],[],[],[],['这股票，垃圾哟'],[],[],[],[],[],['一有要涨的趋势立马几千手封单。还不如几千手砸跌停，相信我，这样洗盘更彻底'],[],['这一千七百手来回能玩一个月']
2020-05-25,['福建省建1100公里森林步道和金森有关系吗' '计划9.05开始加仓'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-26,['福建金森盘中最低9.93元，连续3日创一年新低' '连续咋不用收微红明天请继续表演舞台是你的我门就看看[想一下]'],[],[],[],[],[],['他的股价已爹破上市以来最低价，如果形式走稳，确定大低，可以把房子卖了全部砸进去。'],['没人关注的股！没有换手率，连续跌跌不休不过今天终于见红色啦！' '可以入场了吗，下跌反弹呢还是企稳上拉呀'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-27,['木头行情已快速回升，短中线小散可以进来煮鸡蛋没有鸡蛋也有汤' '铁底，买入，坐等拉升' '一直往下走的趋势，看不到？'],['必须涨停今天'],[],['大亚圣象2个涨停了，一样行业的！'],[],[],[],['一个字停'],[],[],['你还要装那我再加'],[],['看看人家吧' '真的是福建林业三傻，三个垫底的坑货，行业指数涨了5%，居然还是绿的'],['拉高出货的垃圾'],['【东方财富】尊敬的客户，福建金森（002679）公司于2020年05月27日召开'],['坐等福建金森退市'],[],[],[],['这走势，百分百退市'],[],[],[],[],[]
