,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['最低点成功逃跑！' '一买就涨，！！！希望明天解禁的兄弟，手下留情'
 '董秘您好！请问5月10日前股东人数及机构情况，除了互动咨询，我们是否有直接查询实'
 '问】董秘您好！请问5月10日前股东人数及机构情况，除了互动咨询，我们是否有直接查' '视源股份05月12日获深股通加仓9.93万股'
 '视源被列入MSCI成分股，有一波被动买入，有人知道大概有几千万的量嗎']",[],[],[],[],[],[],[],[],[],['一小点差价还天天玩高开低走[为什么]' '小散们都给机构了吗，看来有大动作了'],[],[],[],['熬不住了，清仓了将近半年的时间最多涨幅百分之五十今天卖出只有十几个点了一般俺卖出'],[],[],[],['2841，介入正当时！不要犹豫哦！' '大家想一想：谁的资金不花时间成本呢'],['磨人妖精'],['千万忍住'],[],[],[],['两天内大跌，大跌后半仓。']
2020-05-14,"['专访王励弘、竺稼：在线教育仍在中期阶段，技术、理念将继续演进' '全仓干。' '公司大股东都不看好自己的公司，还有谁能看好呢？[滴汗]'
 '视源股份现11笔大宗交易 总成交金额1.98亿元' '视源股份05月13日获深股通加仓26.35万股' '机构开始大宗交易狂买了']","['继续继续继续补仓股里跟庄家抢筹码逼庄家投降听话连续涨停为止' '外资这几天疯狂加仓，难道要反转了吗[大笑]' '接下来是视源表演时间了'
 '今天磕药啦，这么猛']",['今天吃了伟哥？？？'],"['错过了皮阿诺绝对不能再错过视源' '其他白马崩了，这个白马低位。买买买' '不错昨天加了仓' '昨天卖的那位兄弟还好吗'
 '昨天大宗的接盘，意味着机构筹码吸收完毕，谁卖就等着哭吧']",[],['我发起了一个投票，【#视源股份#今天收几个点】，快来参与投票吧~'],"['视源股份-心系股东，做受尊敬的上市公司——2020广东辖区上市公司投资者关系管'
 '好样的，庄家投降听话继续继续继续补仓股里跟庄家抢筹码逼庄家投降听话连续涨' '我哭了，昨天卖的[哭][哭][哭]' '终于等到你，还好我没放弃']",['昨天下马的人可惜了。'],[],['今天一标志性的大阳线，预示着近两个月的低位横盘已结束，一轮上涨行情呼之欲出！低位'],"['哈所！' '今天涨停就妙了' '此股底部放量启动，继续加仓！' '今天涨停的概率挺高的' '回本了，卖不卖' '进点货'
 '龙头地位无人能撼，重启破百之旅[大笑]' '持有一年的纪念' '手握万亿可投现金，如何看待中国的投资机会？""华尔街之王""苏世民这样说'
 '芜湖，起飞']",['支付宝已加仓，哈哈' '欲哭无泪，拿了近半年，最后赔钱出的，仅仅一周，立马就给脸看' '有连续性了' '有被骗了，一周前亏本出仓妈的'],[],[],['好快活啊，抓到庄家七寸' '上涨趋势不错；不敢加仓了，今天盘尾收涨3-4点我就重仓加仓'],[],['不卖的都是长线客，进进出出的是投机客，今天跑了明天依然会回来' '买在了天花板，好冷'],['终于等到你！'],[],['看样子要拉尾盘' '庄家绝对不敢跑的，'],[],['市场开始转换' '拉板，收个栏板也不错。'],[],[],[]
2020-05-15,"['无论怎样，算是确立了底部' '不错的开局；明天收盘价谁能预测对，送你100大票' '明天会收十字星，冲高了赶快跑'
 '各位下午好：初到贵宝地，人地两生还请多关照。' '米乐英语总经理确定出席2020全球未来科技大会，深度解析后在线教育时代'
 '#上市公司最新财报解读#5月14日收评：平安AI ETF（512930）今日涨跌幅：-0.64%，总成交额：631.50万元'
 '看来进入中国股市的外头资金一定很多，走势十分的强劲凌利，好，人民币很快在国际上真' '视源股份现2笔大宗交易 均为折价成交'
 '请教一下，这公司去年销售增长大幅下降，但利润增长却很大幅提升，怎么做到的？谢谢！' '视源股份05月14日获深股通加仓1.34万股'
 '视源回调结束，起飞']",[],['永远跟大盘反着来，有个性'],['回来看看这个烂泥扶不上墙的家伙，心里好受些了'],['总是让了抱着希望又失望，不看了，长期抗战，抗战两年' '机构来了就没好事，大宗交易还没10个点就砸了？？？'],[],[],[],[],[],"['多鲸资本葛文伟：教育企业价值的核心支撑是“量价齐增模型”' '小散心态：一涨就激动一激动就幻想一幻想就追高一追高就被套一被套就发慌一发慌就骂庄'
 '拉根洋县就洗盘，没有顺流而上']",['此股在今后一个相当长的时间内都面临着解禁股的巨大压力。除非能持续保持好的业绩，否' '大股东解禁抛盘，机构接盘[厉害][哈哈]'],[],[],['长达三个月的调整，昨天一根象样的反弹k线，今天又要调整，是扶不上墙的垃圾'],[],[],['净利率很低，但roe超高，消费电子行业，怎么做到的？'],['垃圾' '谁昨天夸这个傻批股来着？'],[],[],['奥利给！！[俏皮]'],['奥利给给给给！'],[],['昨天套了一批']
2020-05-18,"['白龙马中刚起动，这里黎明静悄悄。。。' '钉钉用户破3亿发布家校共育2.0,数字新基建推动教育普惠升级'
 '学霸君与钉钉达成战略合作，智能在线练习产品入驻钉钉' '钉钉进入演艺市场的逻辑？' '钉钉用户数超3亿，1500万企业组织全面开启数字新基建'
 '钉钉用户数超3亿人 发力在线教育外还要为内容创作者搭建变现平台' '钉钉再进化：用户破3亿，推专属钉钉、钉钉Live、AR眼镜'
 '有股友与我商讨近日连续3天发生大宗交易 机构都是折价净买入 如何看待？' '很多人都说学巴菲特炒股赚钱，其实他就是以投资一级市场为主得。'
 '78.88去发发发这好兆头我进来了，买的好不如开的好，这个价格我喜欢，所以杀进来']",[],[],['电子消费行业今天大幅回调，注意控制风险。'],[],[],['发这帖子有一个更重要的作用，那就是记录心路历程，便宜复盘。'],[],['学霸君与钉钉达成战略合作 智能在线练习产品入驻钉钉'],['开始了开始了'],"['哈哈哈哈哈哈哈哈又一次割在最低点，割肉一时爽，一直割肉一直爽' '抄底成功' '换手率折磨低，用力拉高' '这个有气无力抬抬头[大笑]'
 '60分钟周期形态基本修复，15分钟周期形态多头。']",['调整的差不多了'],[],['不会卖的终究不会卖，拿不住的依然拿不住'],[],['你个瓜皮'],[],[],[],[],[],[],['压力山大'],[],[]
2020-05-19,"['没机会了' '今天没有大宗交易吗？' '什么时候分红' '今天收个这种线，明天不会大阴线吧' '钉钉用户破3亿：愚公移山，水滴石穿'
 '视源股份05月18日获深股通减仓13.29万股']",[],[],[],[],[],[],[],[],[],['这庄太阴，还在边拉边砸吸筹' '有人打压价格，不知何意？' 'Miniled又飞了'],['在线教育在疫情中表现如何？未来走向何方？| 观点碰撞' '啥时候能睡醒？'],[],[],[],[],[],[],[],[],['有知道什么时候分红的吗'],[],['专属钉钉：钉钉的“海量个性化”裂变'],[],[]
2020-05-20,"['大哥：怎么时候能解套' '感觉这种抛压的方式就是告诉你：“有人在打压”。'
 '涨是不可能涨的，这辈子都不可能涨的，股东减持套现才能维持得了生活这样子，被套的散'
 '唉，又是涨一下跌两下的形势，开盘马上跑[好困惑][好困惑][好困惑]' '视源股份05月19日获深股通加仓3.12万股']",[],[],[],[],[],['下来快三个月了，还在底部，呵呵呵'],[],['盘的差不多。要变盘了。突破就加。'],['竟然下跌' '利好不涨，那就卖，没什么好说的'],[],['今天又薅了点视源的羊毛，别怪我，毕竟要恰饭的吗' '假跌'],[],[],['这股如果早上开盘是红的，一定要卖，下午再买，几乎每天都这样，'],[],[],[],['你咋的了～[滴汗]'],[],[],[],[],[],[]
2020-05-21,['视源股份05月20日获深股通减仓11.80万股' '继续继续继续补仓股里跟庄家抢筹码逼庄家投降听话连续涨停为止'],['横盘上瘾[想一下]'],['吹集结号了！'],[],[],[],['10：15钟点 吹第二次集结号！'],[],[],['今天抛了怎么不下来了呀，有点晕乎了。'],['钉钉3亿了：简单又不简单' '11：29钟点 这招叫蛟龙出水。'],['若换手能持续在1.5～2%及以上'],['日了狗了'],['庄家在扫货，我却没钱买了'],['看来资金进来等分红了'],['能不能争点气'],[],[],[],[],['超115亿资本进场 抖音快手入局 全国青联呼吁立法监管在线教育'],[],[],[],[]
2020-05-22,"['董秘您好！请问5月20日前股东人数及机构情况，谢谢！' '跌涨跌涨跌跌涨涨跌涨'
 '视源股份:关于持股5%以上股东股份减持计划减持数量过半的进展公告' '到今日下午为止，减持己过计划得一半了。'
 '钉钉招募教育生态合作伙伴，将筛选超100家教育服务商' '视源股份05月21日获深股通加仓24.71万股'
 '这货不是超清视频概念？这波行情白搭了？']",['9：37钟点保持这个成交量换手水准，最好不要涨停。'],['脱贫、教育、互联网三大方向'],[],['减持股都这样，谁好心去当解放军'],['趋势↑' '继续继续继续继续继续补仓股里跟庄家抢筹码逼庄家投降，'],[],[],['10：39钟点：我估计这票要弄个跌停成交量才出得来。'],['优秀的公司，买入'],[],['稳的一匹，最让我不操心的一只股票了，持股做中线的首选了，越跌越补就行了'],['跌不动了吗？' '已经名牌打了还看不出来吗'],['量能温和放大[赞]'],[],['这盘控的，就是不上80'],[],['怎么不下跌了？'],['没人关注你，大盘好坏都跟你没啥关系，装死'],['这货这几天怎么回事，都骂不出口了'],['加大力度补仓股里跟庄家抢筹码逼庄家投降听话连续涨停为止' '今天又那么猛' '还有一半没有减持呢，怎么会上涨？'],['同志些，低调点，这么嚣张的涨不好'],[],['沧海横流，方显英雄本色'],[]
2020-05-25,['夕阳行业怎么了？有业绩才是王道。不要认为朝阳行业就好，当年电子商务公司刚兴起的时' '有股友评论说：“半年报肯定低于预期！！”'],[],[],[],[],[],['玩股票的都是不差钱的，玩期货的一分一厘都要绞尽脑汁。'],[],[],[],[],[],[],[],['看不懂，这周不起飞就清空'],[],['到底在涨什么.跌什么.均线的多空头排列而已.股票技术再好没有用.涨的时候均线交叉'],[],[],['好股从来都是一再创新高的，这票此价机会难得'],['这个位置不太好，还得等机会'],['跌是一块一块的来，涨是三毛三毛的来，[赞]' '【时代热评】拳头业务市占率罕见下滑，视源股份增长拐点隐现'],[],[],['成交量不降就有希望']
2020-05-26,['今天下午开始满仓了，不知现在这里的股友还有几个人有仓位。'],['大散玩够了吗？'],[],[],['瞎猫碰到死老鼠'],['能突破83吗？'],['回本就走，加油'],[],[],[],['来个火箭发射'],['底部区域是主力扫货场，下午估计展开扫货行动。' '马上开跌' '何为“蛟龙出水”。' '上午跑了成交量没有放大没戏'],['按之前的惯例，下午回落到81.50'],[],[],['继续继续继续继续继续补仓股里跟庄家抢筹码逼庄家投降听话连续涨停为止'],[],[],[],[],[],[],['收盘希望站稳84.55'],['还不减持完等待何时！'],[]
