,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,['短线有肉吃哦' '看不懂了'],['万年不变的走势，低吸高抛'],[],[],[],[],[],[],[],[],['“喂！主力你妈让你回家吃饭呢！吃饱饭下午好好上班！”' '真几把恶心，看来要跌整个礼拜了，没人气了'],['那条20块钱的狗已经不叫了，大家就可以放心的进场啦。看技术最多就跌一星期，我估计'],[],[],[],[],[],[],[],[],[],[],[],['食品板块都涨那么多了，你好歹也有食品用活性炭，能雄起不？'],[]
2020-05-14,['大家好，我是看20的拖，我前几天买了点惠威科技！有人不是说会跌到15的么？15块' '元力股份:关于持股5%以上股东股份质押延期购回的公告'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['呼叫千手大单'],[],[]
2020-05-15,['横久必跌？'],[],['不下15是三一八，你个小庄，想做个T，被你了'],[],[],[],['那么多大单压着，有意思吗？'],[],[],[],[],[],[],[],[],[],['元力是超级电容概念股？' '定增肯定黄了'],[],[],['就要起了。'],['没意思，垃圾货，自己玩去吧'],[],[],[],['卖了就涨，针对我？']
2020-05-18,[],['千里马。尽利润大幅增长' '这个星期可能上20元，不要问为什么'],[],[],[],[],['17.10跑了，横久必跌！' '天天都是这种恶心的走势，和大盘反着干' '筹码被主力锁定'],['一上一下筹码就出来了。主力洗盘'],['这走势太恶心了，大盘正v，你却来个倒v'],[],['今年利润增长的寥寥无几。牛股'],['主力牛' '走势垃圾，主力牛逼'],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-19,['天天都是无量天尊……阿弥陀佛，善哉善哉！'],['垃圾，主力连个散户都不如' '元力的主力，充其量也就是一个大散户'],['横久必跌很准的。'],[],[],[],[],['出货了' '反正每天好像有机构在接盘，洗筹码，业绩支撑'],[],[],['都没交易了[大笑]'],['此股没来大阳或大阴都没人气' '闪换华东测试！'],[],[],[],['主力砸盘吧多跌点好给我进场机会墨迹什么'],[],['每天一次诱多。。没啥实力的庄'],['红三兵！'],[],['每天尾盘拉一下诱多，老套路了！'],['此股没人气，九盘必跌了'],[],[],[]
2020-05-20,['天天高抛低吸少赚了一点，这股还不错，每次买他都不亏。' '不增发了！'],['不要守着一个票哦，朋友们'],['垃圾玩意，外面都涨疯了。。'],[],[],['顶不住了，先走一步浪费一周时间！'],[],[],[],[],['天天都是这个怂样，换股，搞个两会关注的行业'],[],[],[],[],[],[],[],[],[],[],[],['涨上去时重如泰山，跌下来时轻如鸿毛……'],[],['今天的阴棒有点不好，可能要回踩60日线了' '浪费时间，先走了']
2020-05-21,['主力自嗨久了，人心散了，想护盘有点困难了' '这是全市场最烂的股票，在市场存不存在意义不大'],[],[],[],['垃圾了，我的儿'],[],['横久必跌一次又一次被验证，建议减仓出局！'],[],[],[],[],[],[],[],[],[],[],['收盘价16.73左右'],['两周白等还亏三个点，16.51元交枪你就涨，神了！'],['这个主力水平太差了，要么来个大阳突破，要么来个大阴下来吓呼，吓呼。天天这样走让场'],[],[],[],[],[]
2020-05-22,['如能回调到15.50左右，又是短线不错的切入点' '今天大概率回踩昨天的低点，'],[],[],[],[],[],[],[],[],[],[],[],[],['不要抛了，开始反攻'],[],['呼叫千手大户'],['呼叫千手大户'],[],[],[],[],[],['从趋势来看要破16.33-16.4才有机会'],[],[]
2020-05-25,"['周末大盘没啥利好，元力也没利好，礼拜一大概率继续洗，唉[哭]'
 '超级电容碳美锦能源现在年产10吨，1000吨正在推进，元力股份2020年上半年就' '看300432'
 '业绩增长怎么还跌了。百思不解，未必没有投资价值']",[],[],['公司利润增长是，半年报可能增长百分之200以上'],[],[],[],[],[],['此票和大盘一样的垃圾，应该把这个票加入大盘成分股'],['只怕是要死，走了' '都没成交也可以退市的！'],[],[],[],[],[],['排名3600多，别尼玛恶心了，走啦'],[],[],[],[],[],['一天才几百万的成交，服了'],[],[]
2020-05-26,"['南平工业园区活性炭项目进展如何？' '元力股份:关于股东股份质押的公告'
 '元力股份：重要股东质押1013.4万股，累计质押占其持股达100.00%']",[],[],[],['竞价100手可以打跌停 哈哈哈哈哈哈'],[],[],[],[],['奇葩，好好一个股，怎么变成僵尸股了。'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2020-05-27,"['老乡老乡都别走啊，就快涨了，就快了，再等等，再等等啊，' '这公司从没利好，也没业务，迟早倒闭' '我又回来了，快点涨吧。'
 '开盘也开不出？[好困惑]']",[],[],[],[],[],[],[],[],[],['活性炭该动动了'],[],[],[],[],[],['晴空一鹤排云上，便引诗情到碧霄'],[],[],['没有量的交易能飞到那里去？'],[],[],[],[],[]
2020-05-28,[],[],[],[],['今天也就这样了，收盘假阴线'],[],[],[],['中报利润翻倍。但是俺走了，不想恋战' '评论都发不出了？？？'],[],['是要成为僵尸股吗？坚守很累啊，能不能痛快一点，急死' '用力砸吧，涨不上去就是往下走了'],[],[],[],[],[],[],['烂仔' '就这走势，今天不会有啥作为了'],[],[],[],[],[],[],[]
2020-05-29,"['爷有的是时间，陪你慢慢耗！' '跳水吧，别装逼了' '下午已出耗不起，10.78元已入华东测试必须涨！'
 '元力定向增发的正式批文还没拿到吗，距离证监会口头同意都2个月了，我觉得好奇怪呀' '很不错的，跟着绝对是最明智的选择']",[],[],['半年报业绩翻倍有什么用，没有成交量，现在不是时候'],['根本跟业绩关系，主力要炒，垃圾都可以上天，俺还是走了'],[],['估计全年有一个多的利润' '行情好的时候股价应该在68元以上' '就你的不涨'],[],[],[],"['真几把垃圾，' '三十六计走为上计' '散户出，鬼人买' '现在玩股票只怕是疯了' '真够恶心的'
 '3800多个票，你都排名3700了，够你吹一辈子了']",[],[],[],[],[],[],[],[],[],['僵尸股'],[],[],[],[]
2020-06-01,[],[],[],['大盘涨，它也不动，没有成交量。业绩翻番有什么用' '最近盘面上方抛单大，买入的寥寥无几，炒股跟业绩关系不大'],[],['三座大山压在上面，都是大抛单'],['现在3位数买入是好大的单了' '近段时间从来没有涨赢过大盘，'],[],['t+0股价要高，一般散户不敢买入'],[],['元力的庄真沉得住气。' '你也是创业板？' '主力在干什么，为什么不出手买入' '落后大盘一半，好垃圾，业绩增长翻番没有用的'],[],[],[],[],[],['我去借200块钱，来拉涨停[大笑]'],['自先股里表现最弱的一支排名天天3600后面'],[],['真是太垃圾了'],['确实弱。。。'],[],[],[],[]
