date,daily_volume,bin_num,bin_volume,max,min,first,last,quote_imbalance
2020-11-12,1116780154,2,76512511,5.25,5.15,5.17,5.23,-0.2116505234984557
2020-11-12,1116780154,3,123282388,5.31,5.22,5.23,5.28,-0.3840530350434603
2020-11-12,1116780154,4,120833244,5.33,5.28,5.29,5.3,-0.33231320350197596
2020-11-12,1116780154,5,179136861,5.41,5.3,5.3,5.38,-0.20359151850881935
2020-11-12,1116780154,6,60108300,5.39,5.34,5.38,5.35,0.14981627002254463
2020-11-12,1116780154,7,30079905,5.37,5.34,5.35,5.35,-0.22123738264034204
2020-11-12,1116780154,8,20266146,5.36,5.34,5.36,5.36,-0.6413792296441228
2020-11-12,1116780154,9,80892516,5.41,5.34,5.36,5.4,-0.29546253734310024
2020-11-12,1116780154,10,40949408,5.41,5.38,5.4,5.38,0.031598542259208995
2020-11-12,1116780154,11,19763602,5.39,5.36,5.38,5.36,0.08773442198620125
2020-11-12,1116780154,12,13486982,5.38,5.35,5.36,5.35,0.36300831673473727
2020-11-12,1116780154,13,22511200,5.36,5.33,5.36,5.35,0.2571550218684415
2020-11-12,1116780154,14,14810891,5.37,5.34,5.35,5.37,-0.1343830180843922
2020-11-12,1116780154,15,13060277,5.37,5.34,5.36,5.34,-0.6001188992918329
2020-11-12,1116780154,16,9306354,5.35,5.33,5.34,5.34,-0.4296432786371107
2020-11-12,1116780154,17,23506466,5.35,5.32,5.34,5.33,-0.5183175198318056
2020-11-12,1116780154,18,15700000,5.35,5.33,5.33,5.34,-0.7895772075203663
2020-11-12,1116780154,19,19749699,5.36,5.34,5.35,5.35,-0.6941177637414307
2020-11-12,1116780154,20,20554701,5.36,5.33,5.34,5.35,-0.15174729570062026
2020-11-12,1116780154,21,10154000,5.35,5.33,5.35,5.34,0.3844843641857154
2020-11-12,1116780154,22,35794470,5.37,5.33,5.34,5.37,-0.5180742198265499
2020-11-12,1116780154,23,56599233,5.39,5.36,5.37,5.38,-0.20795626304226933
2020-11-12,1116780154,24,34222344,5.38,5.35,5.37,5.36,-0.6562641211786638
2020-11-13,869508381,0,5447500,5.33,5.32,5.33,5.32,-0.23172074919454808
2020-11-13,869508381,1,104294631,5.41,5.32,5.32,5.38,-0.40024686811061116
2020-11-13,869508381,2,92386102,5.41,5.34,5.39,5.39,-0.03886898115089354
2020-11-13,869508381,3,83582787,5.41,5.36,5.39,5.37,-0.21160685296187295
2020-11-13,869508381,4,51629200,5.38,5.33,5.37,5.33,0.36469368441096417
2020-11-13,869508381,5,38549082,5.36,5.32,5.33,5.36,-0.49317798446211986
2020-11-13,869508381,6,15043135,5.36,5.33,5.36,5.34,0.54070558781623
2020-11-13,869508381,7,54564700,5.36,5.3,5.33,5.35,-0.4363200945072991
2020-11-13,869508381,8,15740562,5.37,5.34,5.35,5.36,-0.002027654016362055
2020-11-13,869508381,9,23833889,5.39,5.36,5.36,5.38,-0.4532733034018906
2020-11-13,869508381,10,59266338,5.41,5.37,5.38,5.39,0.1968793300439593
2020-11-13,869508381,11,21072900,5.41,5.38,5.4,5.38,-0.09110422498913731
2020-11-13,869508381,12,17771653,5.39,5.37,5.38,5.38,0.32123736600414843
2020-11-13,869508381,13,18537139,5.38,5.33,5.38,5.34,0.6588248294266486
2020-11-13,869508381,14,16429581,5.35,5.32,5.34,5.33,0.12273424121197574
2020-11-13,869508381,15,15120102,5.35,5.33,5.34,5.34,0.1604011462365165
2020-11-13,869508381,16,34169072,5.34,5.3,5.34,5.31,0.24897585687641757
2020-11-13,869508381,17,15718733,5.33,5.3,5.31,5.33,-0.4759150032521861
2020-11-13,869508381,18,17018331,5.35,5.32,5.33,5.34,-0.2803880518576937
2020-11-13,869508381,19,18600737,5.34,5.31,5.34,5.32,0.3507421432088887
2020-11-13,869508381,20,24086398,5.35,5.32,5.32,5.34,-0.3340151317149375
2020-11-13,869508381,21,26650033,5.36,5.33,5.35,5.36,-0.16897708142463047
2020-11-13,869508381,22,39764549,5.39,5.36,5.36,5.38,-0.07617840646104324
2020-11-13,869508381,23,29744808,5.38,5.37,5.38,5.37,0.3148603498034432
2020-11-13,869508381,24,30486419,5.38,5.35,5.38,5.36,0.3807086996092576
2020-11-16,652553262,0,8103800,5.4,5.4,5.4,5.4,0.28288785805017136
2020-11-16,652553262,1,70310359,5.41,5.32,5.41,5.34,0.22246745730323828
2020-11-16,652553262,2,42801860,5.35,5.3,5.34,5.32,0.14941696222200718
2020-11-16,652553262,3,42834554,5.38,5.31,5.32,5.37,0.08189563957658084
2020-11-16,652553262,4,40900640,5.39,5.35,5.37,5.35,0.27876064116694327
2020-11-16,652553262,5,30645704,5.38,5.35,5.35,5.35,0.6486448415741823
2020-11-16,652553262,6,30712900,5.38,5.33,5.35,5.34,-0.06506926020781567
2020-11-16,652553262,7,41031494,5.35,5.32,5.33,5.33,-0.5690859042306926
2020-11-16,652553262,8,69267506,5.35,5.29,5.33,5.31,0.0779144031417208
2020-11-16,652553262,9,15817904,5.33,5.3,5.31,5.32,-0.26058609507576347
2020-11-16,652553262,10,12776200,5.35,5.32,5.32,5.35,-0.8134799550443467
2020-11-16,652553262,11,13356400,5.35,5.32,5.34,5.33,0.039420300790095356
2020-11-16,652553262,12,8447900,5.35,5.33,5.34,5.35,-0.26928963766547637
2020-11-16,652553262,13,18606100,5.36,5.33,5.34,5.34,0.4062545298133847
2020-11-16,652553262,14,12393055,5.36,5.33,5.34,5.36,-0.5282389230478466
2020-11-16,652553262,15,17352533,5.38,5.35,5.36,5.36,-0.5632153708202129
2020-11-16,652553262,16,18142900,5.38,5.36,5.36,5.37,-0.46388080676412724
2020-11-16,652553262,17,20420443,5.37,5.35,5.37,5.36,-0.13299752133248474
2020-11-16,652553262,18,11086421,5.37,5.35,5.36,5.37,-0.579886015328572
2020-11-16,652553262,19,12068300,5.37,5.34,5.36,5.35,-0.5347618007765037
2020-11-16,652553262,20,12267293,5.36,5.33,5.35,5.35,-0.08603458556915397
2020-11-16,652553262,21,11493504,5.35,5.33,5.34,5.34,0.21125409139372875
2020-11-16,652553262,22,28008300,5.36,5.33,5.34,5.36,-0.3906821317185493
2020-11-16,652553262,23,32643109,5.38,5.36,5.36,5.36,-0.3259931235336486
2020-11-16,652553262,24,31064083,5.38,5.36,5.36,5.37,0.4923930472766115
2020-11-17,810466619,0,5333100,5.32,5.32,5.32,5.32,-0.17929429051122522
2020-11-17,810466619,1,83314895,5.32,5.28,5.32,5.32,-0.08702238715212901
2020-11-17,810466619,2,43485300,5.34,5.28,5.32,5.29,0.65758744001984
2020-11-17,810466619,3,98925018,5.29,5.22,5.29,5.23,-0.42066112540501627
2020-11-17,810466619,4,47966926,5.25,5.22,5.24,5.22,-0.08631822519744174
2020-11-17,810466619,5,73532839,5.22,5.2,5.22,5.21,0.29445691775562
2020-11-17,810466619,6,26089180,5.22,5.2,5.21,5.22,-0.3911772031422723
2020-11-17,810466619,7,35768719,5.22,5.19,5.22,5.2,0.3257720263789951
2020-11-17,810466619,8,26128200,5.2,5.19,5.2,5.2,0.37713198101833945
2020-11-17,810466619,9,72983575,5.2,5.16,5.2,5.17,0.021949073305385484
2020-11-17,810466619,10,25263400,5.21,5.18,5.18,5.2,-0.25285221983154127
2020-11-17,810466619,11,14082600,5.23,5.2,5.2,5.23,-0.2598880407211739
2020-11-17,810466619,12,14465500,5.23,5.19,5.23,5.2,0.35037104843528555
2020-11-17,810466619,13,30959662,5.21,5.17,5.19,5.19,0.19367056671747168
2020-11-17,810466619,14,17904300,5.21,5.18,5.2,5.2,0.019255773535227477
2020-11-17,810466619,15,21059760,5.25,5.2,5.21,5.24,-0.5198436891287412
2020-11-17,810466619,16,15878800,5.24,5.21,5.24,5.24,-0.16624716974222134
2020-11-17,810466619,17,18264003,5.26,5.23,5.24,5.24,-0.2248564572265321
2020-11-17,810466619,18,16596362,5.26,5.23,5.24,5.26,-0.0339394446117272
2020-11-17,810466619,19,14087300,5.26,5.23,5.25,5.23,-0.5340082409624501
2020-11-17,810466619,20,18740500,5.27,5.23,5.23,5.26,-0.1750480489305573
2020-11-17,810466619,21,27406745,5.29,5.26,5.26,5.26,0.5374157493816809
2020-11-17,810466619,22,21688600,5.28,5.25,5.26,5.27,-0.25355722268696995
2020-11-17,810466619,23,14098919,5.28,5.26,5.27,5.28,-0.30263857292001256
2020-11-17,810466619,24,26442416,5.28,5.26,5.28,5.28,-0.3119665031789516
2020-11-18,1239880309,0,5400902,5.3,5.29,5.29,5.3,0.04391636355090259
2020-11-18,1239880309,1,70559063,5.32,5.27,5.29,5.28,0.00962050750510136
2020-11-18,1239880309,2,35320280,5.3,5.27,5.28,5.28,-0.20334889929197753
2020-11-18,1239880309,3,146217236,5.41,5.27,5.28,5.41,-0.35914270562128237
2020-11-18,1239880309,4,261030829,5.49,5.38,5.41,5.47,-0.022576737694808193
2020-11-18,1239880309,5,169198049,5.53,5.45,5.46,5.48,0.14448064808886854
2020-11-18,1239880309,6,84257068,5.52,5.47,5.48,5.48,-0.41546801834783503
2020-11-18,1239880309,7,37459405,5.49,5.45,5.48,5.45,0.30356098859739666
2020-11-18,1239880309,8,41383297,5.48,5.43,5.45,5.46,-0.2734244912605638
2020-11-18,1239880309,9,28423338,5.46,5.43,5.46,5.44,0.17881412435585636
2020-11-18,1239880309,10,28009760,5.45,5.41,5.44,5.43,0.15486690314325818
2020-11-18,1239880309,11,16217024,5.45,5.42,5.42,5.45,0.5339503637824012
2020-11-18,1239880309,12,10985500,5.45,5.43,5.44,5.45,0.23799915128934662
2020-11-18,1239880309,13,21345473,5.46,5.44,5.44,5.46,-0.795186369967171
2020-11-18,1239880309,14,15614544,5.47,5.44,5.45,5.46,0.3490398013505261
2020-11-18,1239880309,15,12928100,5.47,5.45,5.45,5.45,-0.2688484554844373
2020-11-18,1239880309,16,19688100,5.46,5.43,5.45,5.45,0.22761703976915856
2020-11-18,1239880309,17,76341251,5.5,5.44,5.44,5.5,-0.38732410042897103
2020-11-18,1239880309,18,19284997,5.5,5.47,5.49,5.47,-0.4145689754386348
2020-11-18,1239880309,19,17768151,5.48,5.44,5.48,5.44,0.4336137899913022
2020-11-18,1239880309,20,21378900,5.45,5.43,5.45,5.43,-0.4281603899366323
2020-11-18,1239880309,21,17946493,5.46,5.43,5.43,5.44,0.14197597728106268
2020-11-18,1239880309,22,21035700,5.46,5.44,5.44,5.45,-0.258970894010127
2020-11-18,1239880309,23,27564988,5.46,5.44,5.45,5.46,-0.8979943065556054
2020-11-18,1239880309,24,34521861,5.46,5.43,5.45,5.44,0.2923768927910873
2020-11-19,739033706,0,9039940,5.45,5.45,5.45,5.45,0.012794503698598407
2020-11-19,739033706,1,106893967,5.48,5.39,5.45,5.45,0.04038961077370771
2020-11-19,739033706,2,71566300,5.48,5.4,5.46,5.41,0.7517657798216625
2020-11-19,739033706,3,56861700,5.42,5.38,5.41,5.4,-0.2843853712446237
2020-11-19,739033706,4,26398000,5.44,5.39,5.4,5.41,-0.3559948256968513
2020-11-19,739033706,5,16351743,5.42,5.39,5.41,5.4,0.8876237609554427
2020-11-19,739033706,6,55169734,5.41,5.36,5.4,5.37,-0.24227426821557146
2020-11-19,739033706,7,21431145,5.4,5.36,5.37,5.39,-0.21557103451881035
2020-11-19,739033706,8,20950093,5.41,5.38,5.4,5.39,0.14086140218961885
2020-11-19,739033706,9,16294307,5.4,5.37,5.4,5.38,0.5865859668645298
2020-11-19,739033706,10,45729372,5.38,5.35,5.38,5.36,0.579432966343917
2020-11-19,739033706,11,30125011,5.36,5.33,5.35,5.36,0.36438833692452144
2020-11-19,739033706,12,10894400,5.37,5.35,5.36,5.36,0.787952199373767
2020-11-19,739033706,13,13481621,5.38,5.35,5.36,5.37,0.7259046540232111
2020-11-19,739033706,14,13962436,5.38,5.36,5.36,5.36,0.8239611108445773
2020-11-19,739033706,15,10715456,5.38,5.36,5.36,5.37,0.6571205047761113
2020-11-19,739033706,16,23352555,5.37,5.34,5.37,5.35,0.8595050854586381
2020-11-19,739033706,17,32949232,5.36,5.32,5.35,5.36,0.07387188347019566
2020-11-19,739033706,18,14045200,5.36,5.34,5.36,5.35,-0.2340501876538051
2020-11-19,739033706,19,9425700,5.36,5.34,5.34,5.35,0.5115040722780262
2020-11-19,739033706,20,23738454,5.36,5.33,5.36,5.33,0.25514942486051034
2020-11-19,739033706,21,19072328,5.36,5.32,5.32,5.35,0.644477148164554
2020-11-19,739033706,22,27946969,5.38,5.34,5.35,5.37,-0.3982787617327864
2020-11-19,739033706,23,22234400,5.39,5.37,5.38,5.38,-0.07265246290860208
2020-11-19,739033706,24,40403643,5.39,5.37,5.37,5.39,0.06343404931655976
2020-11-20,601354157,0,12355900,5.32,5.3,5.3,5.32,0.13583522187856004
2020-11-20,601354157,1,81031500,5.33,5.26,5.3,5.3,0.037873510280912105
2020-11-20,601354157,2,33593856,5.32,5.28,5.3,5.3,-0.5158712528828509
2020-11-20,601354157,3,22754000,5.32,5.28,5.3,5.29,0.5399555902898625
2020-11-20,601354157,4,34757000,5.3,5.26,5.3,5.29,0.5815978553533584
2020-11-20,601354157,5,18033793,5.32,5.28,5.29,5.32,-0.7780267438098695
2020-11-20,601354157,6,15270953,5.32,5.29,5.31,5.32,-0.6232307940098344
2020-11-20,601354157,7,76448191,5.4,5.31,5.32,5.4,-0.16194702073603126
2020-11-20,601354157,8,52024439,5.42,5.36,5.4,5.37,0.4009663152908946
2020-11-20,601354157,9,8948361,5.39,5.36,5.37,5.37,-0.36677431009439365
2020-11-20,601354157,10,12905934,5.38,5.35,5.38,5.36,0.07326553242525134
2020-11-20,601354157,11,13023595,5.37,5.35,5.36,5.36,0.45200320730519017
2020-11-20,601354157,12,9928118,5.36,5.34,5.36,5.35,-0.15062828453813995
2020-11-20,601354157,13,9558504,5.35,5.34,5.34,5.34,0.2573344645878925
2020-11-20,601354157,14,10654993,5.36,5.33,5.35,5.33,-0.10668353070959809
2020-11-20,601354157,15,13842818,5.34,5.32,5.34,5.33,0.4153719971907574
2020-11-20,601354157,16,9376384,5.34,5.32,5.32,5.34,0.14599297618676052
2020-11-20,601354157,17,12170686,5.36,5.33,5.34,5.34,0.042875814321289
2020-11-20,601354157,18,17021999,5.37,5.34,5.34,5.36,-0.656979507742751
2020-11-20,601354157,19,10396713,5.36,5.34,5.35,5.35,0.36062194315850615
2020-11-20,601354157,20,15899598,5.37,5.34,5.35,5.35,-0.6022799426063323
2020-11-20,601354157,21,21682541,5.39,5.35,5.36,5.37,0.17291670728427677
2020-11-20,601354157,22,15166081,5.38,5.36,5.37,5.37,0.13940360354182343
2020-11-20,601354157,23,38427933,5.4,5.36,5.36,5.39,0.08210044320144756
2020-11-20,601354157,24,36080267,5.4,5.38,5.38,5.39,-0.4150302835857034
2020-11-23,731687365,0,3317200,5.38,5.36,5.38,5.36,-0.15914660923251342
2020-11-23,731687365,1,58675865,5.38,5.32,5.36,5.34,0.03541421559340484
2020-11-23,731687365,2,28985818,5.35,5.32,5.34,5.34,0.04895246881031946
2020-11-23,731687365,3,80490022,5.43,5.33,5.34,5.4,0.021305196600701553
2020-11-23,731687365,4,23081491,5.41,5.38,5.4,5.39,0.5192607714206683
2020-11-23,731687365,5,23477306,5.39,5.35,5.38,5.35,0.4644979953027478
2020-11-23,731687365,6,27396173,5.37,5.34,5.36,5.36,0.43903698147399295
2020-11-23,731687365,7,15104800,5.36,5.34,5.35,5.34,0.7581687265757354
2020-11-23,731687365,8,14377302,5.37,5.34,5.35,5.37,-0.21381701890983576
2020-11-23,731687365,9,13739329,5.39,5.36,5.37,5.37,-0.3199660335739656
2020-11-23,731687365,10,16092550,5.39,5.36,5.37,5.37,-0.06790603812706136
2020-11-23,731687365,11,16138700,5.39,5.36,5.37,5.36,0.20112513229498638
2020-11-23,731687365,12,12975536,5.37,5.35,5.36,5.37,-0.18402464142996647
2020-11-23,731687365,13,18631708,5.39,5.36,5.36,5.39,-0.5857868337588858
2020-11-23,731687365,14,23914200,5.4,5.37,5.39,5.38,-0.3597563554313102
2020-11-23,731687365,15,53930152,5.43,5.37,5.38,5.43,-0.6142745540496442
2020-11-23,731687365,16,59879784,5.44,5.41,5.43,5.43,-0.14297450428887304
2020-11-23,731687365,17,33067811,5.44,5.41,5.43,5.44,-0.7667925276773635
2020-11-23,731687365,18,36505649,5.43,5.4,5.43,5.4,-0.056606517674675616
2020-11-23,731687365,19,35269255,5.43,5.41,5.41,5.43,-0.4950516813552545
2020-11-23,731687365,20,20331862,5.43,5.39,5.42,5.4,0.6995931774816505
2020-11-23,731687365,21,16699800,5.41,5.39,5.39,5.4,0.050591413805955006
2020-11-23,731687365,22,36288372,5.42,5.39,5.41,5.39,0.5439108460686872
2020-11-23,731687365,23,32690258,5.41,5.39,5.39,5.4,-0.23302883896495008
2020-11-23,731687365,24,30626422,5.41,5.39,5.4,5.41,-0.2741932794841089
2020-11-24,653113710,0,3322097,5.4,5.4,5.4,5.4,0.35690825124911096
2020-11-24,653113710,1,70601265,5.45,5.39,5.4,5.45,-0.30088061304252395
2020-11-24,653113710,2,67001794,5.46,5.4,5.44,5.42,-0.2144200056040947
2020-11-24,653113710,3,37889113,5.42,5.38,5.41,5.41,-0.27712195404485307
2020-11-24,653113710,4,27802748,5.41,5.39,5.4,5.39,0.19639402725736393
2020-11-24,653113710,5,21661596,5.41,5.38,5.4,5.39,0.40189163598500777
2020-11-24,653113710,6,22902060,5.42,5.38,5.4,5.42,-0.05926975726590895
2020-11-24,653113710,7,15205565,5.42,5.4,5.42,5.41,0.5864569588198094
2020-11-24,653113710,8,20230796,5.43,5.39,5.41,5.42,0.01234231693597795
2020-11-24,653113710,9,89019792,5.47,5.41,5.41,5.45,0.35978749747783645
2020-11-24,653113710,10,28789405,5.46,5.43,5.45,5.46,-0.4974713092568627
2020-11-24,653113710,11,33037100,5.47,5.45,5.45,5.46,0.06971965534787725
2020-11-24,653113710,12,17088700,5.46,5.44,5.46,5.45,-0.7087828659124203
2020-11-24,653113710,13,12438123,5.46,5.44,5.45,5.45,0.2544271113286152
2020-11-24,653113710,14,21120177,5.45,5.41,5.45,5.41,0.30637822056545416
2020-11-24,653113710,15,26109495,5.42,5.39,5.41,5.41,0.03599302222556669
2020-11-24,653113710,16,23230012,5.41,5.38,5.4,5.4,0.23248931393621555
2020-11-24,653113710,17,14489800,5.4,5.38,5.4,5.4,-0.34956235523866963
2020-11-24,653113710,18,16147740,5.41,5.39,5.39,5.4,0.5593912802824518
2020-11-24,653113710,19,10901655,5.41,5.39,5.4,5.41,-0.553205521764864
2020-11-24,653113710,20,7746811,5.41,5.4,5.41,5.41,-0.033660844954972464
2020-11-24,653113710,21,13694935,5.41,5.39,5.41,5.4,0.5572726932323521
2020-11-24,653113710,22,14806440,5.41,5.39,5.4,5.4,0.0767073054791942
2020-11-24,653113710,23,15492300,5.41,5.4,5.41,5.41,0.03364243908942734
2020-11-24,653113710,24,22384191,5.41,5.39,5.41,5.41,-0.21749253863438248
2020-11-25,891465656,0,3528700,5.4,5.39,5.4,5.39,-0.29335917920147725
2020-11-25,891465656,1,46287613,5.44,5.38,5.4,5.41,0.3254499733231958
2020-11-25,891465656,2,43509923,5.41,5.36,5.41,5.37,-0.04379905263390748
2020-11-25,891465656,3,43002572,5.44,5.37,5.37,5.43,-0.20486106014015132
2020-11-25,891465656,4,34192792,5.44,5.4,5.43,5.4,0.2534698364346874
2020-11-25,891465656,5,22274461,5.43,5.39,5.41,5.43,-0.3805742134382026
2020-11-25,891465656,6,70931096,5.46,5.42,5.44,5.45,-0.24755888940137116
2020-11-25,891465656,7,72008667,5.48,5.45,5.45,5.46,0.34843513052764846
2020-11-25,891465656,8,95762051,5.5,5.45,5.46,5.48,-0.3984469326795626
2020-11-25,891465656,9,63181939,5.51,5.47,5.48,5.5,-0.5073804606332625
2020-11-25,891465656,10,50101427,5.52,5.5,5.51,5.5,-0.23380115584581806
2020-11-25,891465656,11,26008389,5.5,5.47,5.5,5.47,0.09188456897038173
2020-11-25,891465656,12,12428511,5.49,5.46,5.48,5.47,0.6994040580637841
2020-11-25,891465656,13,24842887,5.48,5.44,5.47,5.45,0.351207970591155
2020-11-25,891465656,14,21220530,5.45,5.42,5.45,5.43,0.7180961099933377
2020-11-25,891465656,15,13259654,5.45,5.42,5.43,5.45,0.07379477900814001
2020-11-25,891465656,16,17032717,5.45,5.42,5.44,5.44,0.4148693935293698
2020-11-25,891465656,17,18721944,5.44,5.42,5.43,5.42,0.37374904283994254
2020-11-25,891465656,18,24677604,5.42,5.4,5.42,5.41,0.39837024318314374
2020-11-25,891465656,19,26207400,5.43,5.4,5.41,5.41,0.04346452712448594
2020-11-25,891465656,20,24393045,5.41,5.39,5.41,5.41,0.31625565050384274
2020-11-25,891465656,21,28547107,5.42,5.38,5.41,5.39,0.5870183031147423
2020-11-25,891465656,22,26956339,5.4,5.37,5.38,5.37,0.5922175338128834
2020-11-25,891465656,23,35739113,5.38,5.36,5.37,5.37,0.7220107551975635
2020-11-25,891465656,24,46649175,5.37,5.34,5.37,5.36,0.1638970288858305
2020-11-26,855293870,0,6215367,5.33,5.32,5.33,5.32,-0.2371660052268981
2020-11-26,855293870,1,81112261,5.35,5.29,5.33,5.3,0.24914670230317335
2020-11-26,855293870,2,41518173,5.33,5.3,5.3,5.31,0.2589708832750174
2020-11-26,855293870,3,38205183,5.32,5.29,5.31,5.31,0.19447174638545453
2020-11-26,855293870,4,30555190,5.32,5.29,5.3,5.3,0.5502069388855407
2020-11-26,855293870,5,58274662,5.31,5.27,5.31,5.28,0.5188233998279661
2020-11-26,855293870,6,67225862,5.28,5.23,5.27,5.24,-0.0808395970818417
2020-11-26,855293870,7,47992400,5.26,5.21,5.24,5.22,0.40638526012480314
2020-11-26,855293870,8,70522005,5.23,5.19,5.22,5.22,-0.24039239054666414
2020-11-26,855293870,9,37870601,5.22,5.19,5.22,5.21,0.09527362311447161
2020-11-26,855293870,10,27894800,5.25,5.2,5.21,5.25,-0.18553281019699538
2020-11-26,855293870,11,27013700,5.26,5.22,5.25,5.24,0.3628030853931108
2020-11-26,855293870,12,19117100,5.24,5.22,5.24,5.23,0.46574745185591226
2020-11-26,855293870,13,20003400,5.24,5.21,5.23,5.22,0.4943648585240108
2020-11-26,855293870,14,19852781,5.23,5.21,5.22,5.22,0.5464202836014457
2020-11-26,855293870,15,18472216,5.23,5.21,5.22,5.21,0.2529901173930497
2020-11-26,855293870,16,20204116,5.24,5.2,5.22,5.21,0.5582963082940947
2020-11-26,855293870,17,17795446,5.22,5.2,5.21,5.21,0.6518528471717804
2020-11-26,855293870,18,32344668,5.22,5.19,5.21,5.21,-0.3348874459527429
2020-11-26,855293870,19,35610854,5.21,5.18,5.21,5.19,0.6377676448365842
2020-11-26,855293870,20,31346307,5.21,5.18,5.19,5.2,0.3627444991992663
2020-11-26,855293870,21,26971674,5.2,5.18,5.2,5.2,0.05685992886485613
2020-11-26,855293870,22,26335097,5.21,5.18,5.21,5.2,-0.33488163864327575
2020-11-26,855293870,23,24973297,5.2,5.18,5.19,5.2,0.5441432155615732
2020-11-26,855293870,24,27866710,5.22,5.2,5.21,5.22,-0.4470831657192589
2020-11-27,527482271,0,3559700,5.22,5.22,5.22,5.22,0.208577705750361
2020-11-27,527482271,1,35221370,5.24,5.2,5.23,5.24,0.28852346558321246
2020-11-27,527482271,2,30703445,5.24,5.19,5.24,5.19,-0.11910581416434876
2020-11-27,527482271,3,30620198,5.24,5.19,5.2,5.23,0.0909028527183683
2020-11-27,527482271,4,28516846,5.25,5.21,5.23,5.24,0.050535457035304994
2020-11-27,527482271,5,21536274,5.26,5.23,5.25,5.24,0.5127565485770632
2020-11-27,527482271,6,35961381,5.26,5.22,5.25,5.26,-0.3847989156958101
2020-11-27,527482271,7,18320158,5.26,5.24,5.26,5.24,0.47989543812951657
2020-11-27,527482271,8,14356453,5.25,5.24,5.25,5.25,0.3289615623323646
2020-11-27,527482271,9,23041779,5.26,5.23,5.25,5.24,0.06792010579195452
2020-11-27,527482271,10,5982319,5.25,5.23,5.25,5.25,-0.4613554388044506
2020-11-27,527482271,11,17033691,5.25,5.21,5.24,5.22,0.5110614306881583
2020-11-27,527482271,12,11054272,5.22,5.2,5.22,5.2,0.6206649163824876
2020-11-27,527482271,13,24692190,5.23,5.18,5.2,5.2,-0.04482337155057492
2020-11-27,527482271,14,9541443,5.21,5.19,5.2,5.21,-0.2306288122159607
2020-11-27,527482271,15,10450200,5.21,5.19,5.2,5.2,-0.5197959528033677
2020-11-27,527482271,16,7838233,5.21,5.19,5.2,5.19,0.6023647742889914
2020-11-27,527482271,17,37763536,5.2,5.17,5.2,5.19,0.4042214326642392
2020-11-27,527482271,18,14240905,5.2,5.18,5.19,5.19,0.4018237848615491
2020-11-27,527482271,19,26445295,5.2,5.17,5.18,5.17,0.3519568737614002
2020-11-27,527482271,20,23577400,5.18,5.16,5.17,5.18,0.33097195465801954
2020-11-27,527482271,21,20872658,5.21,5.16,5.18,5.21,-0.2525697801876632
2020-11-27,527482271,22,24123405,5.24,5.2,5.21,5.23,-0.26583440762816607
2020-11-27,527482271,23,21251680,5.24,5.22,5.23,5.23,-0.4348131204675382
2020-11-27,527482271,24,30777440,5.24,5.22,5.23,5.23,0.5596775227082281
2020-11-30,1339411061,0,4450300,5.26,5.25,5.26,5.25,-0.12980205144840043
2020-11-30,1339411061,1,39949138,5.25,5.22,5.25,5.23,0.2396395025258196
2020-11-30,1339411061,2,69373196,5.3,5.22,5.23,5.29,0.01779217931441893
2020-11-30,1339411061,3,92319211,5.35,5.28,5.28,5.33,-0.16478415483339265
2020-11-30,1339411061,4,93825677,5.39,5.33,5.34,5.38,0.19796471973689805
2020-11-30,1339411061,5,101091433,5.43,5.36,5.38,5.41,-0.1668362891117544
2020-11-30,1339411061,6,94945202,5.47,5.4,5.41,5.43,0.18091334790906227
2020-11-30,1339411061,7,60516987,5.46,5.43,5.43,5.46,-0.32944783405389955
2020-11-30,1339411061,8,68226335,5.48,5.43,5.46,5.43,0.2927062514836272
2020-11-30,1339411061,9,45517700,5.45,5.4,5.43,5.43,-0.28204174518033237
2020-11-30,1339411061,10,43001592,5.47,5.42,5.43,5.46,-0.7581048977891323
2020-11-30,1339411061,11,102216079,5.5,5.46,5.46,5.48,0.3748759334314862
2020-11-30,1339411061,12,95363282,5.5,5.47,5.48,5.48,-0.0741342353392767
2020-11-30,1339411061,13,82771771,5.51,5.47,5.49,5.49,0.018809277176539668
2020-11-30,1339411061,14,49145498,5.5,5.44,5.49,5.46,-0.2645167912253607
2020-11-30,1339411061,15,20409600,5.46,5.43,5.45,5.43,0.17042765831598022
2020-11-30,1339411061,16,24539579,5.45,5.43,5.44,5.44,-0.4215544294047276
2020-11-30,1339411061,17,19520891,5.46,5.44,5.45,5.45,-0.007894994890347739
2020-11-30,1339411061,18,26324189,5.47,5.44,5.45,5.47,-0.5101700680468221
2020-11-30,1339411061,19,38335800,5.49,5.46,5.46,5.47,-0.2741712539363692
2020-11-30,1339411061,20,16365688,5.48,5.45,5.47,5.46,-0.38499889115064556
2020-11-30,1339411061,21,33741920,5.46,5.42,5.45,5.42,0.4302042210763952
2020-11-30,1339411061,22,36614464,5.45,5.42,5.42,5.43,0.4068241148199242
2020-11-30,1339411061,23,32989740,5.44,5.41,5.43,5.42,0.2910194866042262
2020-11-30,1339411061,24,47855789,5.43,5.41,5.42,5.42,0.6004721957525617
2020-12-01,1315055065,0,8306800,5.47,5.45,5.47,5.45,0.06546612538222056
2020-12-01,1315055065,1,117865829,5.51,5.44,5.47,5.49,-0.09183457332922143
2020-12-01,1315055065,2,78489135,5.49,5.42,5.49,5.45,0.09269194919362027
2020-12-01,1315055065,3,95680829,5.51,5.44,5.44,5.49,-0.28827993953661474
