date,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"[442750.0, 442750.0, 442750.0, 0.0073, 442750.0, 4.977, 0.3572]","[7167537.0, 7610287.0, 3805143.5, 0.1178, 7167537.0, 0.06, -0.2427]","[5006600.0, 12616887.0, 4205629.0, 0.0823, 5006600.0, 0.0219, 0.2035]","[2488900.0, 15105787.0, 4887679.0, 0.0409, 2488900.0, 0.0237, 0.4439]","[1966593.0, 17072380.0, 3154031.0, 0.0323, 1966593.0, 0.0158, 0.2988]","[3480300.0, 20552680.0, 2645264.3333, 0.0572, 3480300.0, 0.0259, 0.25]","[3083476.0, 23636156.0, 2843456.3333, 0.0507, 3083476.0, 0.0364, -0.2894]","[1254663.0, 24890819.0, 2606146.3333, 0.0206, 1254663.0, 0.0135, 0.3816]","[1326521.0, 26217340.0, 1888220.0, 0.0218, 1326521.0, 0.0303, 0.2765]","[627204.0, 26844544.0, 1069462.6667, 0.0103, 627204.0, 0.0169, 0.6444]","[733126.0, 27577670.0, 895617.0, 0.012, 733126.0, 0.0143, 0.2687]","[823949.0, 28401619.0, 728093.0, 0.0135, 823949.0, 0.0217, -0.1548]","[632758.0, 29034377.0, 729944.3333, 0.0104, 632758.0, 0.012, 0.0468]","[1412268.0, 30446645.0, 956325.0, 0.0232, 1412268.0, 0.0338, 0.0589]","[1015299.0, 31461944.0, 1020108.3333, 0.0167, 1015299.0, 0.0398, -0.3852]","[1280309.0, 32742253.0, 1235958.6667, 0.021, 1280309.0, 0.0211, 0.4227]","[706627.0, 33448880.0, 1000745.0, 0.0116, 706627.0, 0.0118, -0.0079]","[941211.0, 34390091.0, 976049.0, 0.0155, 941211.0, 0.0219, 0.0549]","[1453210.0, 35843301.0, 1033682.6667, 0.0239, 1453210.0, 0.0237, 0.0633]","[3509950.0, 39353251.0, 1968123.6667, 0.0577, 3509950.0, 0.0468, -0.172]","[5257393.0, 44610644.0, 3406851.0, 0.0864, 5257393.0, 0.0388, 0.2668]","[3411437.0, 48022081.0, 4059593.3333, 0.0561, 3411437.0, 0.0252, 0.1713]","[3608120.0, 51630201.0, 4092316.6667, 0.0593, 3608120.0, 0.0278, 0.3516]","[3586418.0, 55216619.0, 3535325.0, 0.0589, 3586418.0, 0.0297, 0.0633]","[5640631.0, 60857250.0, 4278389.6667, 0.0927, 5640631.0, 0.0419, -0.1644]"
2020-05-14,"[262100.0, 262100.0, 262100.0, 0.0055, 442750.0, 4.8903, -0.3928]","[9545970.0, 9808070.0, 4904035.0, 0.1261, 7167537.0, 0.1121, -0.1633]","[8988387.0, 18796457.0, 6265485.6667, 0.1044, 5006600.0, 0.0682, -0.1912]","[6972455.0, 25768912.0, 8502270.6667, 0.0695, 2488900.0, 0.0438, -0.3413]","[6352783.0, 32121695.0, 7437875.0, 0.0609, 1966593.0, 0.0775, 0.204]","[3754733.0, 35876428.0, 5693323.6667, 0.055, 3480300.0, 0.0337, 0.2691]","[3957598.0, 39834026.0, 4688371.3333, 0.0532, 3083476.0, 0.039, -0.0055]","[3238299.0, 43072325.0, 3650210.0, 0.0331, 1254663.0, 0.0288, 0.1608]","[1497900.0, 44570225.0, 2897932.3333, 0.0214, 1326521.0, 0.0297, -0.1193]","[1182400.0, 45752625.0, 1972866.3333, 0.0135, 627204.0, 0.0121, 0.1657]","[1099600.0, 46852225.0, 1259966.6667, 0.0138, 733126.0, 0.0153, -0.2866]","[1447615.0, 48299840.0, 1243205.0, 0.017, 823949.0, 0.0251, 0.4124]","[1615400.0, 49915240.0, 1387538.3333, 0.0166, 632758.0, 0.0244, -0.0935]","[1588798.0, 51504038.0, 1550604.3333, 0.0228, 1412268.0, 0.0462, 0.1703]","[1003700.0, 52507738.0, 1402632.6667, 0.0154, 1015299.0, 0.018, -0.1146]","[1332300.0, 53840038.0, 1308266.0, 0.0199, 1280309.0, 0.0274, 0.3648]","[1454670.0, 55294708.0, 1263556.6667, 0.016, 706627.0, 0.0278, -0.1428]","[1080500.0, 56375208.0, 1289156.6667, 0.0153, 941211.0, 0.0331, -0.0851]","[2198000.0, 58573208.0, 1577723.3333, 0.0274, 1453210.0, 0.0506, -0.1341]","[1459900.0, 60033108.0, 1579466.6667, 0.0391, 3509950.0, 0.0384, 0.2195]","[1947711.0, 61980819.0, 1868537.0, 0.0569, 5257393.0, 0.0368, -0.2229]","[2584502.0, 64565321.0, 1997371.0, 0.0462, 3411437.0, 0.0413, 0.3403]","[1896352.0, 66461673.0, 2142855.0, 0.043, 3608120.0, 0.0354, -0.1464]","[1997584.0, 68459257.0, 2159479.3333, 0.0435, 3586418.0, 0.0269, -0.0904]","[2572505.0, 71031762.0, 2155480.3333, 0.0645, 5640631.0, 0.0135, 0.0759]"
2020-05-15,"[85300.0, 85300.0, 85300.0, 0.004, 442750.0, 5.372, 0.3526]","[5300029.0, 5385329.0, 2692664.5, 0.107, 7167537.0, 0.0866, 0.3916]","[3734524.0, 9119853.0, 3039951.0, 0.0858, 5006600.0, 0.0343, 0.0422]","[3892146.0, 13011999.0, 4308899.6667, 0.0632, 2488900.0, 0.0426, 0.0484]","[3815185.0, 16827184.0, 3813951.6667, 0.0571, 1966593.0, 0.0351, 0.0567]","[2222500.0, 19049684.0, 3309943.6667, 0.0463, 3480300.0, 0.0431, -0.0658]","[2122042.0, 21171726.0, 2719909.0, 0.0447, 3083476.0, 0.0409, -0.2019]","[2776161.0, 23947887.0, 2373567.6667, 0.0341, 1254663.0, 0.0401, -0.1571]","[3391100.0, 27338987.0, 2763101.0, 0.029, 1326521.0, 0.0326, 0.2955]","[1613750.0, 28952737.0, 2593670.3333, 0.016, 627204.0, 0.0312, 0.0999]","[3161541.0, 32114278.0, 2722130.3333, 0.0229, 733126.0, 0.0485, -0.1787]","[6270204.0, 38384482.0, 3681831.6667, 0.0385, 823949.0, 0.041, 0.0793]","[4977256.0, 43361738.0, 4803000.3333, 0.0326, 632758.0, 0.0268, -0.3068]","[7703068.0, 51064806.0, 6316842.6667, 0.0486, 1412268.0, 0.0655, -0.2141]","[3397004.0, 54461810.0, 5359109.3333, 0.025, 1015299.0, 0.0191, -0.2267]","[3283091.0, 57744901.0, 4794387.6667, 0.0275, 1280309.0, 0.0293, -0.4361]","[2851400.0, 60596301.0, 3177165.0, 0.0231, 706627.0, 0.0326, -0.4528]","[2670914.0, 63267215.0, 2935135.0, 0.0218, 941211.0, 0.0485, -0.0256]","[1705883.0, 64973098.0, 2409399.0, 0.0257, 1453210.0, 0.0214, 0.3457]","[1169424.0, 66142522.0, 1848740.3333, 0.0311, 3509950.0, 0.0221, 0.1881]","[1620684.0, 67763206.0, 1498663.6667, 0.045, 5257393.0, 0.0246, -0.0381]","[1456800.0, 69220006.0, 1415636.0, 0.0371, 3411437.0, 0.0171, 0.0002]","[2146500.0, 71366506.0, 1741328.0, 0.038, 3608120.0, 0.0338, -0.1359]","[2445600.0, 73812106.0, 2016300.0, 0.0396, 3586418.0, 0.0119, -0.0688]","[3023875.0, 76835981.0, 2538658.3333, 0.0561, 5640631.0, 0.0128, 0.0497]"
2020-05-18,"[1590250.0, 1590250.0, 1590250.0, 0.0053, 442750.0, 4.6591, 0.3684]","[23267037.0, 24857287.0, 12428643.5, 0.1219, 7167537.0, 0.1712, -0.1814]","[16889572.0, 41746859.0, 13915619.6667, 0.0977, 5006600.0, 0.1521, -0.3486]","[8831667.0, 50578526.0, 16329425.3333, 0.0702, 2488900.0, 0.1209, -0.015]","[6940284.0, 57518810.0, 10887174.3333, 0.0625, 1966593.0, 0.051, 0.0472]","[3709708.0, 61228518.0, 6493886.3333, 0.0359, 3480300.0, 0.0524, -0.31]","[3500733.0, 64729251.0, 4716908.3333, 0.0359, 3083476.0, 0.032, -0.318]","[4310902.0, 69040153.0, 3840447.6667, 0.0373, 1254663.0, 0.0474, -0.1534]","[2886120.0, 71926273.0, 3565918.3333, 0.0285, 1326521.0, 0.0301, 0.4074]","[2719202.0, 74645475.0, 3305408.0, 0.0189, 627204.0, 0.0241, 0.3576]","[3784913.0, 78430388.0, 3130078.3333, 0.0277, 733126.0, 0.0329, -0.0013]","[2905019.0, 81335407.0, 3136378.0, 0.0408, 823949.0, 0.0427, -0.131]","[3183230.0, 84518637.0, 3291054.0, 0.0366, 632758.0, 0.0146, 0.0963]","[8161388.0, 92680025.0, 4749879.0, 0.0599, 1412268.0, 0.0773, 0.0742]","[7290050.0, 99970075.0, 6211556.0, 0.0364, 1015299.0, 0.0708, 0.1943]","[5166068.0, 105136143.0, 6872502.0, 0.0325, 1280309.0, 0.0645, 0.0255]","[3953300.0, 109089443.0, 5469806.0, 0.0284, 706627.0, 0.1125, 0.2164]","[2186400.0, 111275843.0, 3768589.3333, 0.0217, 941211.0, 0.0601, 0.1664]","[2564605.0, 113840448.0, 2901435.0, 0.0237, 1453210.0, 0.0402, 0.1474]","[2247031.0, 116087479.0, 2332678.6667, 0.0172, 3509950.0, 0.0208, -0.0017]","[2286620.0, 118374099.0, 2366085.3333, 0.0215, 5257393.0, 0.0065, -0.327]","[4877823.0, 123251922.0, 3137158.0, 0.0298, 3411437.0, 0.0281, -0.1359]","[6584293.0, 129836215.0, 4582912.0, 0.0335, 3608120.0, 0.0346, 0.356]","[9546190.0, 139382405.0, 7002768.6667, 0.0422, 3586418.0, 0.0257, -0.2759]","[3842043.0, 143224448.0, 6657508.6667, 0.0341, 5640631.0, 0.0336, -0.2708]"
2020-05-19,"[517422.0, 517422.0, 517422.0, 0.0061, 442750.0, 4.3826, 0.131]","[17090841.0, 17608263.0, 8804131.5, 0.1447, 7167537.0, 0.094, -0.3772]","[6683178.0, 24291441.0, 8097147.0, 0.0819, 5006600.0, 0.033, -0.1883]","[3968019.0, 28259460.0, 9247346.0, 0.0531, 2488900.0, 0.0397, 0.2548]","[3893402.0, 32152862.0, 4848199.6667, 0.0481, 1966593.0, 0.028, -0.1259]","[2283468.0, 34436330.0, 3381629.6667, 0.0273, 3480300.0, 0.0436, 0.136]","[2204798.0, 36641128.0, 2793889.3333, 0.0261, 3083476.0, 0.0349, -0.3186]","[2248770.0, 38889898.0, 2245678.6667, 0.031, 1254663.0, 0.0357, -0.3455]","[1566937.0, 40456835.0, 2006835.0, 0.0276, 1326521.0, 0.0216, -0.5216]","[2970732.0, 43427567.0, 2262146.3333, 0.0251, 627204.0, 0.0285, 0.5052]","[2477510.0, 45905077.0, 2338393.0, 0.0323, 733126.0, 0.0257, 0.2084]","[930588.0, 46835665.0, 2126276.6667, 0.0376, 823949.0, 0.0172, -0.0169]","[1131615.0, 47967280.0, 1513237.6667, 0.0335, 632758.0, 0.037, 0.2437]","[2416260.0, 50383540.0, 1492821.0, 0.062, 1412268.0, 0.0483, -0.3552]","[3208836.0, 53592376.0, 2252237.0, 0.0444, 1015299.0, 0.0252, -0.0288]","[2101680.0, 55694056.0, 2575592.0, 0.0346, 1280309.0, 0.0234, -0.6953]","[4840292.0, 60534348.0, 3383602.6667, 0.0407, 706627.0, 0.0432, -0.2681]","[5930543.0, 66464891.0, 4290838.3333, 0.0401, 941211.0, 0.0378, -0.1582]","[1594891.0, 68059782.0, 4121908.6667, 0.0197, 1453210.0, 0.0207, -0.1688]","[3140788.0, 71200570.0, 3555407.3333, 0.0227, 3509950.0, 0.0373, -0.5154]","[1984852.0, 73185422.0, 2240177.0, 0.0202, 5257393.0, 0.0165, -0.5168]","[1858109.0, 75043531.0, 2327916.3333, 0.025, 3411437.0, 0.0187, -0.207]","[1789650.0, 76833181.0, 1877537.0, 0.0317, 3608120.0, 0.0137, -0.2224]","[3161539.0, 79994720.0, 2269766.0, 0.0453, 3586418.0, 0.014, -0.4752]","[4364900.0, 84359620.0, 3105363.0, 0.0393, 5640631.0, 0.0087, -0.4828]"
2020-05-20,"[391400.0, 391400.0, 391400.0, 0.0079, 442750.0, 4.6015, 0.4069]","[8533389.0, 8924789.0, 4462394.5, 0.1685, 7167537.0, 0.0985, -0.4185]","[4400858.0, 13325647.0, 4441882.3333, 0.0898, 5006600.0, 0.074, 0.3062]","[2642891.0, 15968538.0, 5192379.3333, 0.0507, 2488900.0, 0.0379, -0.3934]","[3217478.0, 19186016.0, 3420409.0, 0.0492, 1966593.0, 0.0502, -0.0015]","[2311297.0, 21497313.0, 2723888.6667, 0.0303, 3480300.0, 0.0513, 0.5607]","[2771497.0, 24268810.0, 2766757.3333, 0.0321, 3083476.0, 0.0465, -0.2638]","[2293360.0, 26562170.0, 2458718.0, 0.0315, 1254663.0, 0.0324, -0.0929]","[1258300.0, 27820470.0, 2107719.0, 0.0198, 1326521.0, 0.0208, 0.3396]","[1058500.0, 28878970.0, 1536720.0, 0.0239, 627204.0, 0.0231, 0.3105]","[2194200.0, 31073170.0, 1503666.6667, 0.0306, 733126.0, 0.059, 0.0423]","[3522574.0, 34595744.0, 2258424.6667, 0.0298, 823949.0, 0.0302, -0.1888]","[1174527.0, 35770271.0, 2297100.3333, 0.0183, 632758.0, 0.0123, -0.365]","[2466700.0, 38236971.0, 2387933.6667, 0.0421, 1412268.0, 0.025, -0.5033]","[1659126.0, 39896097.0, 1766784.3333, 0.0387, 1015299.0, 0.0171, -0.0348]","[2405046.0, 42301143.0, 2176957.3333, 0.0335, 1280309.0, 0.0474, 0.0784]","[1529721.0, 43830864.0, 1864631.0, 0.0367, 706627.0, 0.0225, 0.2655]","[1491576.0, 45322440.0, 1808781.0, 0.0367, 941211.0, 0.0404, -0.3216]","[2677879.1, 48000319.1, 1899725.3667, 0.027, 1453210.0, 0.0288, 0.0422]","[1983353.0, 49983672.1, 2050936.0333, 0.0285, 3509950.0, 0.0227, 0.516]","[3396283.0, 53379955.1, 2685838.3667, 0.0318, 5257393.0, 0.0278, -0.0666]","[1674792.0, 55054747.1, 2351476.0, 0.0279, 3411437.0, 0.0222, -0.042]","[1965641.0, 57020388.1, 2345572.0, 0.0332, 3608120.0, 0.0256, -0.3123]","[2019339.0, 59039727.1, 1886590.6667, 0.0458, 3586418.0, 0.0226, -0.3976]","[1747600.0, 60787327.1, 1910860.0, 0.0358, 5640631.0, 0.0109, -0.05]"
2020-05-21,"[163500.0, 163500.0, 163500.0, 0.0052, 262100.0, 4.915, 0.3591]","[5187526.0, 5351026.0, 2675513.0, 0.145, 9545970.0, 0.091, -0.1401]","[3630200.0, 8981226.0, 2993742.0, 0.072, 8988387.0, 0.0686, -0.4587]","[2556031.0, 11537257.0, 3791252.3333, 0.0453, 6972455.0, 0.0377, 0.4589]","[2412988.0, 13950245.0, 2866406.3333, 0.0473, 6352783.0, 0.0574, -0.2491]","[3544993.0, 17495238.0, 2838004.0, 0.0427, 3754733.0, 0.0785, -0.3667]","[1556412.0, 19051650.0, 2504797.6667, 0.0331, 3957598.0, 0.0283, -0.0514]","[1785600.0, 20837250.0, 2295668.3333, 0.032, 3238299.0, 0.0442, -0.5932]","[1563800.0, 22401050.0, 1635270.6667, 0.0223, 1497900.0, 0.026, -0.4033]","[968500.0, 23369550.0, 1439300.0, 0.0233, 1182400.0, 0.0221, -0.0225]","[2138202.0, 25507752.0, 1556834.0, 0.0345, 1099600.0, 0.0295, 0.0649]","[2072268.0, 27580020.0, 1726323.3333, 0.0352, 1447615.0, 0.0202, 0.1248]","[3069330.0, 30649350.0, 2426600.0, 0.0291, 1615400.0, 0.0401, -0.1645]","[2223202.0, 32872552.0, 2454933.3333, 0.0362, 1588798.0, 0.0258, 0.551]","[2337366.0, 35209918.0, 2543299.3333, 0.0356, 1003700.0, 0.0291, -0.0106]","[1065902.0, 36275820.0, 1875490.0, 0.0278, 1332300.0, 0.0203, 0.1677]","[1452600.0, 37728420.0, 1618622.6667, 0.0361, 1454670.0, 0.0271, -0.1482]","[2958349.0, 40686769.0, 1825617.0, 0.0491, 1080500.0, 0.0196, 0.4996]","[1182099.0, 41868868.0, 1864349.3333, 0.028, 2198000.0, 0.0267, -0.1148]","[1002999.0, 42871867.0, 1714482.3333, 0.0292, 1459900.0, 0.021, 0.092]","[2853435.0, 45725302.0, 1679511.0, 0.0433, 1947711.0, 0.0238, -0.1128]","[2176200.0, 47901502.0, 2010878.0, 0.0294, 2584502.0, 0.0255, -0.1443]","[2061783.0, 49963285.0, 2363806.0, 0.03, 1896352.0, 0.0176, 0.2148]","[3824529.0, 53787814.0, 2687504.0, 0.0462, 1997584.0, 0.0191, 0.2705]","[2598630.0, 56386444.0, 2828314.0, 0.0422, 2572505.0, 0.0128, 0.1084]"
2020-05-22,"[363200.0, 363200.0, 363200.0, 0.0053, 85300.0, 4.6274, -0.3847]","[5865209.0, 6228409.0, 3114204.5, 0.113, 5300029.0, 0.0795, 0.3805]","[6391900.0, 12620309.0, 4206769.6667, 0.0844, 3734524.0, 0.0424, 0.0326]","[3591100.0, 16211409.0, 5282736.3333, 0.0514, 3892146.0, 0.0673, -0.3441]","[1714600.0, 17926009.0, 3899200.0, 0.0423, 3815185.0, 0.026, -0.0243]","[2535276.0, 20461285.0, 2613658.6667, 0.049, 2222500.0, 0.0551, -0.1971]","[3961849.0, 24423134.0, 2737241.6667, 0.0484, 2122042.0, 0.0444, -0.3571]","[2695467.0, 27118601.0, 3064197.3333, 0.0395, 2776161.0, 0.061, -0.2361]","[2306205.0, 29424806.0, 2987840.3333, 0.0301, 3391100.0, 0.0289, -0.0664]","[1552118.0, 30976924.0, 2184596.6667, 0.0209, 1613750.0, 0.0409, -0.1879]","[1467171.0, 32444095.0, 1775164.6667, 0.0336, 3161541.0, 0.0207, 0.1532]","[1008999.0, 33453094.0, 1342762.6667, 0.0377, 6270204.0, 0.0376, 0.354]","[951700.0, 34404794.0, 1142623.3333, 0.0304, 4977256.0, 0.0178, -0.7288]","[1795800.0, 36200594.0, 1252166.3333, 0.0376, 7703068.0, 0.0247, -0.0145]","[2398060.0, 38598654.0, 1715186.6667, 0.0375, 3397004.0, 0.0221, 0.2233]","[2253200.0, 40851854.0, 2149020.0, 0.0332, 3283091.0, 0.0319, -0.5213]","[1394987.0, 42246841.0, 2015415.6667, 0.0254, 2851400.0, 0.0192, 0.4748]","[1179567.0, 43426408.0, 1609251.3333, 0.0328, 2670914.0, 0.0294, 0.0245]","[985500.0, 44411908.0, 1186684.6667, 0.0276, 1705883.0, 0.0155, -0.0933]","[1343580.0, 45755488.0, 1169549.0, 0.025, 1169424.0, 0.0413, 0.075]","[2030154.0, 47785642.0, 1453078.0, 0.0478, 1620684.0, 0.0253, -0.1149]","[2112846.0, 49898488.0, 1828860.0, 0.0349, 1456800.0, 0.0239, 0.2594]","[1351800.0, 51250288.0, 1831600.0, 0.0312, 2146500.0, 0.0139, 0.592]","[1995954.0, 53246242.0, 1820200.0, 0.0458, 2445600.0, 0.022, 0.2476]","[1713950.0, 54960192.0, 1687234.6667, 0.0353, 3023875.0, 0.01, 0.304]"
2020-05-25,"[163800.0, 163800.0, 163800.0, 0.0044, 1590250.0, 4.5487, -0.1483]","[4504755.0, 4668555.0, 2334277.5, 0.0998, 23267037.0, 0.068, -0.1663]","[3661107.0, 8329662.0, 2776554.0, 0.0875, 16889572.0, 0.073, -0.0539]","[2322995.0, 10652657.0, 3496285.6667, 0.0542, 8831667.0, 0.0573, -0.2832]","[1794900.0, 12447557.0, 2593000.6667, 0.038, 6940284.0, 0.0522, -0.0083]","[1727100.0, 14174657.0, 1948331.6667, 0.0492, 3709708.0, 0.0232, -0.3341]","[2385900.0, 16560557.0, 1969300.0, 0.051, 3500733.0, 0.039, 0.0413]","[3026669.075, 19587226.075, 2379889.6917, 0.0494, 4310902.0, 0.0371, -0.3647]","[2575900.0, 22163126.075, 2662823.025, 0.0424, 2886120.0, 0.0224, -0.0348]","[1287028.0, 23450154.075, 2296532.3583, 0.0247, 2719202.0, 0.0209, 0.0035]","[1267399.0, 24717553.075, 1710109.0, 0.031, 3784913.0, 0.0346, -0.0642]","[935300.0, 25652853.075, 1163242.3333, 0.0253, 2905019.0, 0.0164, 0.3236]","[880100.0, 26532953.075, 1027599.6667, 0.0305, 3183230.0, 0.0229, 0.1694]","[1643831.0, 28176784.075, 1153077.0, 0.0363, 8161388.0, 0.0325, 0.2052]","[1303400.0, 29480184.075, 1275777.0, 0.0381, 7290050.0, 0.0237, 0.2212]","[1181000.0, 30661184.075, 1376077.0, 0.0288, 5166068.0, 0.0221, 0.2569]","[1139894.0, 31801078.075, 1208098.0, 0.0255, 3953300.0, 0.0129, 0.7466]","[2204286.1, 34005364.175, 1508393.3667, 0.0411, 2186400.0, 0.0183, 0.4417]","[1691421.0, 35696785.175, 1678533.7, 0.0256, 2564605.0, 0.0208, 0.4759]","[1107102.0, 36803887.175, 1667603.0333, 0.0223, 2247031.0, 0.0282, 0.0556]","[1888000.0, 38691887.175, 1562174.3333, 0.0432, 2286620.0, 0.0311, 0.0283]","[1533900.0, 40225787.175, 1509667.3333, 0.0371, 4877823.0, 0.0152, -0.0415]","[1410090.0, 41635877.175, 1610663.3333, 0.0309, 6584293.0, 0.024, -0.3158]","[1104400.0, 42740277.175, 1349463.3333, 0.0429, 9546190.0, 0.0171, 0.2052]","[2036116.0, 44776393.175, 1516868.6667, 0.0409, 3842043.0, 0.0231, 0.4261]"
2020-05-26,"[225583.0, 225583.0, 225583.0, 0.0048, 517422.0, 4.502, 0.0895]","[5609106.2, 5834689.2, 2917344.6, 0.1022, 17090841.0, 0.0374, -0.135]","[5318731.5, 11153420.7, 3717806.9, 0.0974, 6683178.0, 0.037, -0.0757]","[4975684.1, 16129104.8, 5301173.9333, 0.0684, 3968019.0, 0.0251, -0.13]","[2224998.0, 18354102.8, 4173137.8667, 0.0369, 3893402.0, 0.0165, -0.208]","[2258840.0, 20612942.8, 3153174.0333, 0.0415, 2283468.0, 0.0197, -0.1681]","[3546925.0, 24159867.8, 2676921.0, 0.0627, 2204798.0, 0.0265, -0.0044]","[3065360.0, 27225227.8, 2957041.6667, 0.0569, 2248770.0, 0.0179, -0.1797]","[1597201.0, 28822428.8, 2736495.3333, 0.0426, 1566937.0, 0.0396, 0.1933]","[1261446.0, 30083874.8, 1974669.0, 0.0264, 2970732.0, 0.0215, 0.5196]","[1025138.0, 31109012.8, 1294595.0, 0.0244, 2477510.0, 0.0268, -0.2938]","[1237170.0, 32346182.8, 1174584.6667, 0.0204, 930588.0, 0.0218, 0.2767]","[1195655.0, 33541837.8, 1152654.3333, 0.0194, 1131615.0, 0.0171, -0.4476]","[1805708.0, 35347545.8, 1412844.3333, 0.0338, 2416260.0, 0.0239, 0.1974]","[1425000.0, 36772545.8, 1475454.3333, 0.0326, 3208836.0, 0.0146, 0.0917]","[1329600.0, 38102145.8, 1520102.6667, 0.0303, 2101680.0, 0.0142, -0.0481]","[2379049.0, 40481194.8, 1711216.3333, 0.031, 4840292.0, 0.0215, -0.2333]","[2921395.465, 43402590.265, 2210014.8217, 0.0408, 5930543.0, 0.0189, 0.0927]","[1031400.0, 44433990.265, 2110614.8217, 0.0246, 1594891.0, 0.0124, 0.5499]","[1627800.0, 46061790.265, 1860198.4883, 0.026, 3140788.0, 0.0169, 0.2086]","[1197600.0, 47259390.265, 1285600.0, 0.0334, 1984852.0, 0.028, 0.6011]","[1356226.0, 48615616.265, 1393875.3333, 0.0322, 1858109.0, 0.0221, -0.0892]","[2134415.735, 50750032.0, 1562747.245, 0.0313, 1789650.0, 0.029, -0.3021]","[2283622.465, 53033654.465, 1924754.7333, 0.0338, 3161539.0, 0.0177, -0.198]","[3546842.0, 56580496.465, 2654960.0667, 0.0464, 4364900.0, 0.0212, 0.0274]"
