date,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"[668800.0, 668800.0, 668800.0, 0.0171, 668800.0, 0.9865, 0.213]","[4117702.0, 4786502.0, 2393251.0, 0.1051, 4117702.0, 0.0149, 0.3825]","[3237088.0, 8023590.0, 2674530.0, 0.0826, 3237088.0, 0.0103, -0.0611]","[1545000.0, 9568590.0, 2966596.6667, 0.0394, 1545000.0, 0.0073, -0.4412]","[779100.0, 10347690.0, 1853729.3333, 0.0199, 779100.0, 0.0063, -0.3751]","[1374564.0, 11722254.0, 1232888.0, 0.0351, 1374564.0, 0.0063, -0.0325]","[1932636.0, 13654890.0, 1362100.0, 0.0493, 1932636.0, 0.011, 0.3937]","[1386470.0, 15041360.0, 1564556.6667, 0.0354, 1386470.0, 0.0074, 0.7249]","[815400.0, 15856760.0, 1378168.6667, 0.0208, 815400.0, 0.0064, 0.3508]","[1051430.0, 16908190.0, 1084433.3333, 0.0268, 1051430.0, 0.0065, 0.6156]","[1122300.0, 18030490.0, 996376.6667, 0.0286, 1122300.0, 0.0048, -0.1953]","[2222600.0, 20253090.0, 1465443.3333, 0.0567, 2222600.0, 0.0115, -0.1921]","[1505700.0, 21758790.0, 1616866.6667, 0.0384, 1505700.0, 0.0064, -0.5665]","[1394015.0, 23152805.0, 1707438.3333, 0.0356, 1394015.0, 0.0089, 0.216]","[1153864.0, 24306669.0, 1351193.0, 0.0295, 1153864.0, 0.008, -0.5703]","[2590080.0, 26896749.0, 1712653.0, 0.0661, 2590080.0, 0.0062, -0.1398]","[1739445.0, 28636194.0, 1827796.3333, 0.0444, 1739445.0, 0.0066, 0.0765]","[508123.0, 29144317.0, 1612549.3333, 0.013, 508123.0, 0.0066, 0.4577]","[593500.0, 29737817.0, 947022.6667, 0.0152, 593500.0, 0.0063, 0.8029]","[910820.0, 30648637.0, 670814.3333, 0.0233, 910820.0, 0.0041, 0.4018]","[1754692.0, 32403329.0, 1086337.3333, 0.0448, 1754692.0, 0.0124, 0.4723]","[458900.0, 32862229.0, 1041470.6667, 0.0117, 458900.0, 0.005, -0.3532]","[1364997.0, 34227226.0, 1192863.0, 0.0348, 1364997.0, 0.0057, -0.3457]","[1658700.0, 35885926.0, 1160865.6667, 0.0423, 1658700.0, 0.0061, 0.526]","[3287880.0, 39173806.0, 2103859.0, 0.0839, 3287880.0, 0.0073, 0.4862]"
2020-05-14,"[247500.0, 247500.0, 247500.0, 0.0114, 668800.0, 0.8209, 0.4104]","[3042100.0, 3289600.0, 1644800.0, 0.0872, 4117702.0, 0.0149, 0.591]","[4009200.0, 7298800.0, 2432933.3333, 0.0869, 3237088.0, 0.0265, 0.0305]","[2588100.0, 9886900.0, 3213133.3333, 0.0492, 1545000.0, 0.0113, 0.1558]","[7781706.0, 17668606.0, 4793002.0, 0.0985, 779100.0, 0.0133, -0.2129]","[2597400.0, 20266006.0, 4322402.0, 0.0471, 1374564.0, 0.0138, 0.1539]","[1773800.0, 22039806.0, 4050968.6667, 0.0448, 1932636.0, 0.0108, 0.7634]","[1096432.0, 23136238.0, 1822544.0, 0.0302, 1386470.0, 0.0057, -0.0349]","[901000.0, 24037238.0, 1257077.3333, 0.0207, 815400.0, 0.0071, -0.067]","[3272300.0, 27309538.0, 1756577.3333, 0.0506, 1051430.0, 0.0167, -0.0749]","[3057300.0, 30366838.0, 2410200.0, 0.0491, 1122300.0, 0.0098, 0.1644]","[742757.0, 31109595.0, 2357452.3333, 0.0368, 2222600.0, 0.0065, -0.6987]","[774473.0, 31884068.0, 1524843.3333, 0.028, 1505700.0, 0.0105, -0.223]","[717643.0, 32601711.0, 744957.6667, 0.026, 1394015.0, 0.0108, 0.4314]","[874350.0, 33476061.0, 788822.0, 0.0247, 1153864.0, 0.0052, 0.1607]","[997000.0, 34473061.0, 862997.6667, 0.0444, 2590080.0, 0.0086, -0.1283]","[545300.0, 35018361.0, 805550.0, 0.0284, 1739445.0, 0.0102, -0.4266]","[442400.0, 35460761.0, 661566.6667, 0.0115, 508123.0, 0.0055, 0.2156]","[1169041.0, 36629802.0, 718913.6667, 0.0209, 593500.0, 0.0067, 0.3713]","[612400.0, 37242202.0, 741280.3333, 0.0186, 910820.0, 0.0055, 0.1915]","[1281790.0, 38523992.0, 1021077.0, 0.037, 1754692.0, 0.0058, -0.1641]","[830560.0, 39354552.0, 908250.0, 0.0153, 458900.0, 0.0095, -0.0355]","[953170.0, 40307722.0, 1021840.0, 0.0283, 1364997.0, 0.0072, -0.202]","[1031700.0, 41339422.0, 938476.6667, 0.0329, 1658700.0, 0.0051, 0.7532]","[2618973.0, 43958395.0, 1534614.3333, 0.0718, 3287880.0, 0.0055, 0.2255]"
2020-05-15,"[207900.0, 207900.0, 207900.0, 0.0099, 668800.0, 1.188, -0.4397]","[3010457.0, 3218357.0, 1609178.5, 0.092, 4117702.0, 0.0104, -0.2723]","[2406189.0, 5624546.0, 1874848.6667, 0.085, 3237088.0, 0.0055, 0.2179]","[1442900.0, 7067446.0, 2286515.3333, 0.049, 1545000.0, 0.006, -0.1732]","[1284380.0, 8351826.0, 1711156.3333, 0.0801, 779100.0, 0.0093, 0.426]","[1101800.0, 9453626.0, 1276360.0, 0.0438, 1374564.0, 0.0059, -0.092]","[902500.0, 10356126.0, 1096226.6667, 0.04, 1932636.0, 0.0063, 0.4337]","[670600.0, 11026726.0, 891633.3333, 0.0277, 1386470.0, 0.0052, 0.4567]","[920995.0, 11947721.0, 831365.0, 0.0241, 815400.0, 0.0083, -0.1652]","[518835.0, 12466556.0, 703476.6667, 0.0396, 1051430.0, 0.0056, 0.5618]","[1051265.0, 13517821.0, 830365.0, 0.0446, 1122300.0, 0.0073, -0.2391]","[365500.0, 13883321.0, 645200.0, 0.0287, 2222600.0, 0.0048, -0.0004]","[671600.0, 14554921.0, 696121.6667, 0.0262, 1505700.0, 0.0043, 0.3782]","[1126800.0, 15681721.0, 721300.0, 0.03, 1394015.0, 0.0056, 0.546]","[827705.0, 16509426.0, 875368.3333, 0.0258, 1153864.0, 0.0066, 0.8766]","[1171980.0, 17681406.0, 1042161.6667, 0.0428, 2590080.0, 0.0062, 0.0074]","[770805.0, 18452211.0, 923496.6667, 0.0276, 1739445.0, 0.005, -0.2005]","[794700.0, 19246911.0, 912495.0, 0.0166, 508123.0, 0.0054, -0.3676]","[1020615.0, 20267526.0, 862040.0, 0.0254, 593500.0, 0.0069, 0.5403]","[771600.0, 21039126.0, 862305.0, 0.0211, 910820.0, 0.0053, 0.178]","[896700.0, 21935826.0, 896305.0, 0.0347, 1754692.0, 0.0059, 0.3613]","[755400.0, 22691226.0, 807900.0, 0.0187, 458900.0, 0.0047, 0.4359]","[1493100.0, 24184326.0, 1048400.0, 0.0356, 1364997.0, 0.0076, 0.3129]","[2067622.0, 26251948.0, 1438707.3333, 0.0452, 1658700.0, 0.006, 0.0913]","[3391760.0, 29643708.0, 2317494.0, 0.086, 3287880.0, 0.0065, -0.3369]"
2020-05-18,"[321600.0, 321600.0, 321600.0, 0.0066, 668800.0, 1.2679, -0.5521]","[4157000.0, 4478600.0, 2239300.0, 0.0878, 4117702.0, 0.0224, 0.4626]","[3675024.0, 8153624.0, 2717874.6667, 0.0848, 3237088.0, 0.016, 0.0805]","[7439873.0, 15593497.0, 5090632.3333, 0.0912, 1545000.0, 0.0218, 0.0226]","[2101869.0, 17695366.0, 4405588.6667, 0.0891, 779100.0, 0.0082, 0.6033]","[1437930.0, 19133296.0, 3659890.6667, 0.0428, 1374564.0, 0.0089, 0.2663]","[930600.0, 20063896.0, 1490133.0, 0.0305, 1932636.0, 0.005, -0.1171]","[2690370.0, 22754266.0, 1686300.0, 0.0359, 1386470.0, 0.0111, 0.609]","[5474350.0, 28228616.0, 3031773.3333, 0.0579, 815400.0, 0.0314, -0.3441]","[1232100.0, 29460716.0, 3132273.3333, 0.0398, 1051430.0, 0.0054, -0.0267]","[787100.0, 30247816.0, 2497850.0, 0.0409, 1122300.0, 0.0074, 0.2512]","[203869.0, 30451685.0, 741023.0, 0.0113, 2222600.0, 0.0075, -0.5032]","[585631.0, 31037316.0, 525533.3333, 0.0178, 1505700.0, 0.0061, 0.4177]","[558800.0, 31596116.0, 449433.3333, 0.0223, 1394015.0, 0.0063, 0.8677]","[370800.0, 31966916.0, 505077.0, 0.0187, 1153864.0, 0.0047, 0.4185]","[304300.0, 32271216.0, 411300.0, 0.023, 2590080.0, 0.0045, 0.3918]","[455097.0, 32726313.0, 376732.3333, 0.0162, 1739445.0, 0.005, -0.5367]","[439503.0, 33165816.0, 399633.3333, 0.0156, 508123.0, 0.004, 0.7222]","[559590.0, 33725406.0, 484730.0, 0.0245, 593500.0, 0.005, 0.2047]","[1013310.0, 34738716.0, 670801.0, 0.0209, 910820.0, 0.0051, -0.262]","[849400.0, 35588116.0, 807433.3333, 0.0261, 1754692.0, 0.0076, -0.1037]","[1067325.0, 36655441.0, 976678.3333, 0.0227, 458900.0, 0.0048, 0.187]","[1549975.0, 38205416.0, 1155566.6667, 0.0355, 1364997.0, 0.0084, 0.8255]","[3897487.0, 42102903.0, 2171595.6667, 0.0601, 1658700.0, 0.0063, -0.1973]","[2712669.0, 44815572.0, 2720043.6667, 0.0782, 3287880.0, 0.0128, -0.1883]"
2020-05-19,"[1341600.0, 1341600.0, 1341600.0, 0.0136, 668800.0, 0.8837, -0.1323]","[11567942.0, 12909542.0, 6454771.0, 0.1409, 4117702.0, 0.0416, -0.5109]","[5876558.0, 18786100.0, 6262033.3333, 0.0931, 3237088.0, 0.0137, 0.4374]","[1822690.0, 20608790.0, 6422396.6667, 0.0836, 1545000.0, 0.0072, 0.2692]","[1698500.0, 22307290.0, 3132582.6667, 0.0412, 779100.0, 0.005, -0.3628]","[2466880.0, 24774170.0, 1996023.3333, 0.0393, 1374564.0, 0.0072, -0.7887]","[6595400.0, 31369570.0, 3586926.6667, 0.0605, 1932636.0, 0.0161, 0.1622]","[2145929.0, 33515499.0, 3736069.6667, 0.0417, 1386470.0, 0.015, -0.0039]","[1644800.0, 35160299.0, 3462043.0, 0.0619, 815400.0, 0.0075, -0.1416]","[687682.0, 35847981.0, 1492803.6667, 0.0195, 1051430.0, 0.0083, -0.2273]","[1885920.0, 37733901.0, 1406134.0, 0.0301, 1122300.0, 0.0159, -0.0263]","[925151.0, 38659052.0, 1166251.0, 0.0117, 2222600.0, 0.0083, 0.0429]","[436100.0, 39095152.0, 1082390.3333, 0.0148, 1505700.0, 0.005, 0.0054]","[806300.0, 39901452.0, 722517.0, 0.0221, 1394015.0, 0.0062, 0.0808]","[816900.0, 40718352.0, 686433.3333, 0.0174, 1153864.0, 0.005, 0.0727]","[547967.0, 41266319.0, 723722.3333, 0.019, 2590080.0, 0.0061, 0.5069]","[706383.0, 41972702.0, 690416.6667, 0.0167, 1739445.0, 0.005, 0.0071]","[798300.0, 42771002.0, 684216.6667, 0.0175, 508123.0, 0.0047, -0.345]","[460600.0, 43231602.0, 655094.3333, 0.0187, 593500.0, 0.0048, -0.4964]","[509400.0, 43741002.0, 589433.3333, 0.0196, 910820.0, 0.0049, 0.6498]","[838400.0, 44579402.0, 602800.0, 0.0219, 1754692.0, 0.0113, 0.0187]","[324500.0, 44903902.0, 557433.3333, 0.0186, 458900.0, 0.0049, 0.0603]","[1414117.0, 46318019.0, 859005.6667, 0.0376, 1364997.0, 0.0078, 0.3324]","[1590241.0, 47908260.0, 1109619.3333, 0.0627, 1658700.0, 0.0059, 0.1258]","[2759744.0, 50668004.0, 1921367.3333, 0.0765, 3287880.0, 0.0051, -0.227]"
2020-05-20,"[270100.0, 270100.0, 270100.0, 0.0136, 668800.0, 1.0231, 0.2388]","[4770600.0, 5040700.0, 2520350.0, 0.1494, 4117702.0, 0.0116, -0.009]","[2848400.0, 7889100.0, 2629700.0, 0.0913, 3237088.0, 0.0097, 0.3282]","[2548897.0, 10437997.0, 3389299.0, 0.09, 1545000.0, 0.0049, -0.2082]","[2896700.0, 13334697.0, 2764665.6667, 0.0526, 779100.0, 0.0099, -0.4118]","[1787994.0, 15122691.0, 2411197.0, 0.0428, 1374564.0, 0.0043, 0.1]","[2143794.5, 17266485.5, 2276162.8333, 0.0694, 1932636.0, 0.009, 0.579]","[1345500.0, 18611985.5, 1759096.1667, 0.0461, 1386470.0, 0.005, 0.5181]","[766500.0, 19378485.5, 1418598.1667, 0.0584, 815400.0, 0.0099, -0.3219]","[681200.0, 20059685.5, 931066.6667, 0.0197, 1051430.0, 0.0045, -0.0039]","[1034300.0, 21093985.5, 827333.3333, 0.0275, 1122300.0, 0.0076, 0.31]","[1440900.0, 22534885.5, 1052133.3333, 0.0204, 2222600.0, 0.0053, -0.2041]","[801775.7, 23336661.2, 1092325.2333, 0.0144, 1505700.0, 0.0054, -0.1947]","[778979.0, 24115640.2, 1007218.2333, 0.0164, 1394015.0, 0.006, -0.0855]","[1467300.0, 25582940.2, 1016018.2333, 0.0212, 1153864.0, 0.0088, -0.1967]","[1289700.0, 26872640.2, 1178659.6667, 0.0173, 2590080.0, 0.0104, -0.2996]","[516600.0, 27389240.2, 1091200.0, 0.0126, 1739445.0, 0.004, -0.8916]","[1191412.0, 28580652.2, 999237.3333, 0.0191, 508123.0, 0.009, 0.1892]","[601000.0, 29181652.2, 769670.6667, 0.0125, 593500.0, 0.0058, 0.6638]","[619888.0, 29801540.2, 804100.0, 0.0164, 910820.0, 0.0053, 0.814]","[1093600.0, 30895140.2, 771496.0, 0.0216, 1754692.0, 0.0076, 0.2292]","[659100.0, 31554240.2, 790862.6667, 0.0159, 458900.0, 0.004, 0.4672]","[836700.0, 32390940.2, 863133.3333, 0.0283, 1364997.0, 0.0108, 0.022]","[749617.0, 33140557.2, 748472.3333, 0.0461, 1658700.0, 0.0085, -0.1016]","[4358022.85, 37498580.05, 1981446.6167, 0.0771, 3287880.0, 0.0256, -0.5881]"
2020-05-21,"[106300.0, 106300.0, 106300.0, 0.0123, 247500.0, 1.1736, -0.4571]","[2681400.0, 2787700.0, 1393850.0, 0.1461, 3042100.0, 0.0115, 0.2899]","[3643665.76, 6431365.76, 2143788.5867, 0.1014, 4009200.0, 0.0123, -0.4556]","[1362900.0, 7794265.76, 2562655.2533, 0.0486, 2588100.0, 0.0073, -0.5116]","[1271375.0, 9065640.76, 2092646.92, 0.05, 7781706.0, 0.0108, -0.3598]","[861000.0, 9926640.76, 1165091.6667, 0.041, 2597400.0, 0.0052, -0.2207]","[555900.0, 10482540.76, 896091.6667, 0.0682, 1773800.0, 0.0048, -0.1711]","[794800.0, 11277340.76, 737233.3333, 0.0342, 1096432.0, 0.0057, 0.1189]","[467900.0, 11745240.76, 606200.0, 0.0224, 901000.0, 0.0035, -0.367]","[898735.0, 12643975.76, 720478.3333, 0.0198, 3272300.0, 0.006, 0.0019]","[1011990.0, 13655965.76, 792875.0, 0.032, 3057300.0, 0.0063, 0.5891]","[1144829.0, 14800794.76, 1018518.0, 0.0307, 742757.0, 0.0053, 0.6988]","[725771.0, 15526565.76, 960863.3333, 0.0175, 774473.0, 0.0051, 0.8487]","[1681262.0, 17207827.76, 1183954.0, 0.0295, 717643.0, 0.0048, 0.6542]","[1592338.0, 18800165.76, 1333123.6667, 0.0348, 874350.0, 0.0065, 0.1719]","[871120.0, 19671285.76, 1381573.3333, 0.024, 997000.0, 0.0046, 0.1549]","[1123180.0, 20794465.76, 1195546.0, 0.0208, 545300.0, 0.0049, 0.4516]","[1178310.0, 21972775.76, 1057536.6667, 0.0279, 442400.0, 0.0064, 0.5529]","[1683000.0, 23655775.76, 1328163.3333, 0.0257, 1169041.0, 0.0077, 0.486]","[1318690.0, 24974465.76, 1393333.3333, 0.0224, 612400.0, 0.0099, 0.5484]","[1532600.0, 26507065.76, 1511430.0, 0.031, 1281790.0, 0.0067, -0.0048]","[919600.0, 27426665.76, 1256963.3333, 0.0174, 830560.0, 0.0064, 0.041]","[1454600.0, 28881265.76, 1302266.6667, 0.0317, 953170.0, 0.0062, 0.6351]","[1501341.0, 30382606.76, 1291847.0, 0.0325, 1031700.0, 0.0067, -0.2383]","[2065400.0, 32448006.76, 1673780.3333, 0.0781, 2618973.0, 0.006, 0.1655]"
2020-05-22,"[140800.0, 140800.0, 140800.0, 0.0049, 207900.0, 1.0005, 0.4333]","[2545600.0, 2686400.0, 1343200.0, 0.0956, 3010457.0, 0.0125, 0.7823]","[3263513.5, 5949913.5, 1983304.5, 0.0956, 2406189.0, 0.0216, -0.1819]","[1579455.0, 7529368.5, 2462856.1667, 0.0526, 1442900.0, 0.0062, -0.4235]","[1181400.0, 8710768.5, 2008122.8333, 0.0507, 1284380.0, 0.0078, 0.1733]","[2472300.0, 11183068.5, 1744385.0, 0.0496, 1101800.0, 0.0128, -0.1319]","[2561200.0, 13744268.5, 2071633.3333, 0.0505, 902500.0, 0.008, 0.624]","[877400.0, 14621668.5, 1970300.0, 0.029, 670600.0, 0.0061, 0.4407]","[804500.0, 15426168.5, 1414366.6667, 0.0197, 920995.0, 0.007, 0.3513]","[2023213.5, 17449382.0, 1235037.8333, 0.0357, 518835.0, 0.0111, 0.2664]","[725535.0, 18174917.0, 1184416.1667, 0.0269, 1051265.0, 0.0104, -0.5268]","[455840.0, 18630757.0, 1068196.1667, 0.0292, 365500.0, 0.0064, -0.1765]","[445440.0, 19076197.0, 542271.6667, 0.0191, 671600.0, 0.0061, -0.0314]","[535960.0, 19612157.0, 479080.0, 0.0296, 1126800.0, 0.0073, -0.4661]","[634450.0, 20246607.0, 538616.6667, 0.0358, 827705.0, 0.0049, -0.0645]","[1399144.0, 21645751.0, 856518.0, 0.0345, 1171980.0, 0.0081, -0.3353]","[395300.0, 22041051.0, 809631.3333, 0.0201, 770805.0, 0.0057, 0.1382]","[523100.0, 22564151.0, 772514.6667, 0.028, 794700.0, 0.0056, 0.3709]","[2449949.26, 25014100.26, 1122783.0867, 0.0473, 1020615.0, 0.0129, 0.6804]","[1144956.0, 26159056.26, 1372668.42, 0.0306, 771600.0, 0.0057, -0.6641]","[1883117.0, 28042173.26, 1826007.42, 0.0444, 896700.0, 0.0091, -0.3376]","[1335190.0, 29377363.26, 1454421.0, 0.0287, 755400.0, 0.0091, 0.0791]","[823500.0, 30200863.26, 1347269.0, 0.0307, 1493100.0, 0.0069, 0.3915]","[1403300.0, 31604163.26, 1187330.0, 0.0362, 2067622.0, 0.01, 0.441]","[1513500.0, 33117663.26, 1246766.6667, 0.0752, 3391760.0, 0.0095, 0.543]"
2020-05-25,"[136400.0, 136400.0, 136400.0, 0.0059, 321600.0, 0.9989, -0.5593]","[1749580.0, 1885980.0, 942990.0, 0.0972, 4157000.0, 0.0151, 0.127]","[1732128.0, 3618108.0, 1206036.0, 0.1139, 3675024.0, 0.0114, -0.4518]","[1287203.0, 4905311.0, 1589637.0, 0.0623, 7439873.0, 0.0085, -0.1983]","[422559.0, 5327870.0, 1147296.6667, 0.0356, 2101869.0, 0.0062, -0.5933]","[612641.0, 5940511.0, 774134.3333, 0.0491, 1437930.0, 0.0094, -0.6595]","[302900.0, 6243411.0, 446033.3333, 0.0391, 930600.0, 0.0049, -0.1593]","[526600.0, 6770011.0, 480713.6667, 0.0302, 2690370.0, 0.0073, -0.3891]","[258900.0, 7028911.0, 362800.0, 0.0194, 5474350.0, 0.0066, 0.0722]","[237100.0, 7266011.0, 340866.6667, 0.0356, 1232100.0, 0.0065, -0.4195]","[203800.0, 7469811.0, 233266.6667, 0.0228, 787100.0, 0.0039, -0.5953]","[209200.0, 7679011.0, 216700.0, 0.0216, 203869.0, 0.0049, -0.1238]","[239000.0, 7918011.0, 217333.3333, 0.018, 585631.0, 0.005, -0.1793]","[252198.0, 8170209.0, 233466.0, 0.029, 558800.0, 0.0051, -0.5014]","[168100.0, 8338309.0, 219766.0, 0.027, 370800.0, 0.005, 0.6041]","[202100.0, 8540409.0, 207466.0, 0.0281, 304300.0, 0.0047, 0.006]","[334899.0, 8875308.0, 235033.0, 0.0239, 455097.0, 0.0065, 0.3883]","[493802.0, 9369110.0, 343600.3333, 0.0298, 439503.0, 0.0065, 0.7309]","[439600.0, 9808710.0, 422767.0, 0.053, 559590.0, 0.0078, -0.5299]","[678405.0, 10487115.0, 537269.0, 0.0421, 1013310.0, 0.0106, -0.0461]","[360900.0, 10848015.0, 492968.3333, 0.0438, 849400.0, 0.008, -0.3085]","[255234.0, 11103249.0, 431513.0, 0.0293, 1067325.0, 0.0048, -0.2261]","[342781.0, 11446030.0, 319638.3333, 0.0319, 1549975.0, 0.0065, -0.7852]","[435219.0, 11881249.0, 344411.3333, 0.0405, 3897487.0, 0.0053, 0.7807]","[1363644.0, 13244893.0, 713881.3333, 0.0708, 2712669.0, 0.0062, -0.2442]"
2020-05-26,"[48100.0, 48100.0, 48100.0, 0.0058, 1341600.0, 1.4409, -0.2216]","[1111606.0, 1159706.0, 579853.0, 0.091, 11567942.0, 0.0075, -0.2825]","[796720.0, 1956426.0, 652142.0, 0.0918, 5876558.0, 0.0061, -0.5234]","[475950.0, 2432376.0, 794758.6667, 0.0575, 1822690.0, 0.005, -0.3496]","[735600.0, 3167976.0, 669423.3333, 0.0367, 1698500.0, 0.0051, -0.7261]","[560700.0, 3728676.0, 590750.0, 0.0511, 2466880.0, 0.0043, 0.4853]","[499010.0, 4227686.0, 598436.6667, 0.043, 6595400.0, 0.0052, 0.5153]","[283020.0, 4510706.0, 447576.6667, 0.0275, 2145929.0, 0.0049, -0.7608]","[313290.0, 4823996.0, 365106.6667, 0.0206, 1644800.0, 0.0042, 0.8649]","[115920.0, 4939916.0, 237410.0, 0.0286, 687682.0, 0.0049, 0.6166]","[159610.0, 5099526.0, 196273.3333, 0.0155, 1885920.0, 0.005, -0.4776]","[204320.0, 5303846.0, 159950.0, 0.0138, 925151.0, 0.0039, -0.5424]","[144900.0, 5448746.0, 169610.0, 0.0133, 436100.0, 0.0049, -0.4836]","[742369.0, 6191115.0, 363863.0, 0.026, 806300.0, 0.005, -0.3076]","[333700.0, 6524815.0, 406989.6667, 0.017, 816900.0, 0.005, -0.6889]","[5041102.499, 11565917.499, 2039057.1663, 0.1162, 547967.0, 0.0358, 0.4353]","[854600.0, 12420517.499, 2076467.4997, 0.0289, 706383.0, 0.0059, -0.1911]","[1764813.0, 14185330.499, 2553505.1663, 0.0517, 798300.0, 0.0126, 0.3864]","[467559.0, 14652889.499, 1028990.6667, 0.0447, 460600.0, 0.0054, -0.446]","[478200.0, 15131089.499, 903524.0, 0.0378, 509400.0, 0.0042, 0.4086]","[319600.0, 15450689.499, 421786.3333, 0.0342, 838400.0, 0.005, 0.1092]","[222500.0, 15673189.499, 340100.0, 0.0241, 324500.0, 0.0049, -0.3933]","[189500.0, 15862689.499, 243866.6667, 0.0206, 1414117.0, 0.0047, -0.5013]","[676141.0, 16538830.499, 362713.6667, 0.0381, 1590241.0, 0.0056, -0.2427]","[779899.0, 17318729.499, 548513.3333, 0.0646, 2759744.0, 0.0057, -0.2552]"
