date,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"[16000.0, 16000.0, 16000.0, 0.0063, 16000.0, 6.9512, 0.366]","[235800.0, 251800.0, 125900.0, 0.0929, 235800.0, 0.0535, 0.1587]","[198140.0, 449940.0, 149980.0, 0.078, 198140.0, 0.0568, -0.3872]","[116400.0, 566340.0, 183446.6667, 0.0458, 116400.0, 0.0362, 0.1394]","[145700.0, 712040.0, 153413.3333, 0.0574, 145700.0, 0.0368, -0.1255]","[98180.0, 810220.0, 120093.3333, 0.0387, 98180.0, 0.029, 0.4778]","[168760.0, 978980.0, 137546.6667, 0.0665, 168760.0, 0.033, -0.2228]","[50200.0, 1029180.0, 105713.3333, 0.0198, 50200.0, 0.023, 0.3498]","[61380.0, 1090560.0, 93446.6667, 0.0242, 61380.0, 0.018, -0.103]","[99080.0, 1189640.0, 70220.0, 0.039, 99080.0, 0.0139, -0.1464]","[108200.0, 1297840.0, 89553.3333, 0.0426, 108200.0, 0.0256, 0.3497]","[37300.0, 1335140.0, 81526.6667, 0.0147, 37300.0, 0.0192, 0.7017]","[20000.0, 1355140.0, 55166.6667, 0.0079, 20000.0, 0.0102, 0.1847]","[45600.0, 1400740.0, 34300.0, 0.018, 45600.0, 0.0123, 0.0149]","[204420.0, 1605160.0, 90006.6667, 0.0805, 204420.0, 0.0355, -0.0518]","[158500.0, 1763660.0, 136173.3333, 0.0624, 158500.0, 0.0119, -0.4826]","[140500.0, 1904160.0, 167806.6667, 0.0553, 140500.0, 0.0227, -0.2299]","[43800.0, 1947960.0, 114266.6667, 0.0172, 43800.0, 0.0245, -0.6497]","[15800.0, 1963760.0, 66700.0, 0.0062, 15800.0, 0.0138, -0.1577]","[65900.0, 2029660.0, 41833.3333, 0.026, 65900.0, 0.016, 0.2744]","[25400.0, 2055060.0, 35700.0, 0.01, 25400.0, 0.0119, -0.4772]","[59500.0, 2114560.0, 50266.6667, 0.0234, 59500.0, 0.0104, 0.5863]","[134300.0, 2248860.0, 73066.6667, 0.0529, 134300.0, 0.0179, -0.295]","[137200.0, 2386060.0, 110333.3333, 0.054, 137200.0, 0.0189, 0.1822]","[153100.0, 2539160.0, 141533.3333, 0.0603, 153100.0, 0.0075, -0.3477]"
2020-05-14,"[48000.0, 48000.0, 48000.0, 0.0094, 16000.0, 5.0526, -0.3567]","[487000.0, 535000.0, 267500.0, 0.11, 235800.0, 0.0605, -0.2439]","[280200.0, 815200.0, 271733.3333, 0.0756, 198140.0, 0.0275, -0.1584]","[101000.0, 916200.0, 289400.0, 0.0361, 116400.0, 0.0215, -0.0018]","[329060.0, 1245260.0, 236753.3333, 0.0716, 145700.0, 0.0297, -0.0831]","[277500.0, 1522760.0, 235853.3333, 0.0555, 98180.0, 0.0407, -0.2115]","[434481.0, 1957241.0, 347013.6667, 0.0899, 168760.0, 0.0521, 0.2442]","[142999.0, 2100240.0, 284993.3333, 0.0285, 50200.0, 0.0264, 0.1521]","[163400.0, 2263640.0, 246960.0, 0.0334, 61380.0, 0.014, -0.245]","[44000.0, 2307640.0, 116799.6667, 0.0253, 99080.0, 0.0099, -0.0517]","[69600.0, 2377240.0, 92333.3333, 0.0304, 108200.0, 0.0088, -0.6409]","[58480.0, 2435720.0, 57360.0, 0.015, 37300.0, 0.018, -0.1141]","[53000.0, 2488720.0, 60360.0, 0.0109, 20000.0, 0.0194, 0.6243]","[263020.0, 2751740.0, 124833.3333, 0.0433, 45600.0, 0.017, -0.1593]","[96700.0, 2848440.0, 137573.3333, 0.0529, 204420.0, 0.0189, -0.0738]","[94900.0, 2943340.0, 151540.0, 0.0436, 158500.0, 0.0098, 0.002]","[87693.0, 3031033.0, 93097.6667, 0.0391, 140500.0, 0.0136, 0.2049]","[72100.0, 3103133.0, 84897.6667, 0.018, 43800.0, 0.0096, -0.0366]","[75400.0, 3178533.0, 78397.6667, 0.0129, 15800.0, 0.0257, -0.2497]","[87500.0, 3266033.0, 78333.3333, 0.0244, 65900.0, 0.0252, 0.0755]","[108800.0, 3374833.0, 90566.6667, 0.0192, 25400.0, 0.014, 0.2287]","[51000.0, 3425833.0, 82433.3333, 0.0184, 59500.0, 0.0215, -0.3106]","[31880.0, 3457713.0, 63893.3333, 0.0306, 134300.0, 0.0157, -0.4503]","[103554.0, 3561267.0, 62144.6667, 0.0405, 137200.0, 0.0267, -0.1906]","[271701.0, 3832968.0, 135711.6667, 0.0656, 153100.0, 0.0355, -0.0455]"
2020-05-15,"[7400.0, 7400.0, 7400.0, 0.0073, 16000.0, 6.7378, 0.281]","[138500.0, 145900.0, 72950.0, 0.0931, 235800.0, 0.0305, 0.4515]","[222200.0, 368100.0, 122700.0, 0.0821, 198140.0, 0.0186, 0.0257]","[255000.0, 623100.0, 205233.3333, 0.0605, 116400.0, 0.0317, 0.6994]","[273500.0, 896600.0, 250233.3333, 0.0868, 145700.0, 0.0485, -0.7311]","[118100.0, 1014700.0, 215533.3333, 0.0539, 98180.0, 0.0201, 0.1171]","[54114.0, 1068814.0, 148571.3333, 0.0677, 168760.0, 0.0257, 0.0041]","[45200.0, 1114014.0, 72471.3333, 0.0255, 50200.0, 0.0154, -0.3291]","[66600.0, 1180614.0, 55304.6667, 0.0318, 61380.0, 0.0198, 0.1116]","[49400.0, 1230014.0, 53733.3333, 0.0239, 99080.0, 0.0089, 0.2125]","[33800.0, 1263814.0, 49933.3333, 0.0251, 108200.0, 0.0124, -0.1732]","[21700.0, 1285514.0, 34966.6667, 0.0131, 37300.0, 0.0076, -0.3892]","[30340.0, 1315854.0, 28613.3333, 0.0116, 20000.0, 0.0083, -0.5535]","[28600.0, 1344454.0, 26880.0, 0.0329, 45600.0, 0.008, 0.604]","[65300.0, 1409754.0, 41413.3333, 0.0446, 204420.0, 0.0067, 0.6117]","[63040.0, 1472794.0, 52313.3333, 0.0381, 158500.0, 0.0155, 0.6829]","[78280.0, 1551074.0, 68873.3333, 0.0373, 140500.0, 0.0112, -0.0856]","[55820.0, 1606894.0, 65713.3333, 0.02, 43800.0, 0.0262, -0.5017]","[42800.0, 1649694.0, 58966.6667, 0.0147, 15800.0, 0.0057, 0.2529]","[68000.0, 1717694.0, 55540.0, 0.026, 65900.0, 0.0154, 0.3974]","[73200.0, 1790894.0, 61333.3333, 0.0233, 25400.0, 0.011, 0.8477]","[48340.0, 1839234.0, 63180.0, 0.0192, 59500.0, 0.0143, 0.7677]","[109260.0, 1948494.0, 76933.3333, 0.036, 134300.0, 0.0166, 0.7079]","[246800.0, 2195294.0, 134800.0, 0.0623, 137200.0, 0.0312, 0.3957]","[137700.0, 2332994.0, 164586.6667, 0.0634, 153100.0, 0.0125, 0.6171]"
2020-05-18,"[9000.0, 9000.0, 9000.0, 0.0066, 16000.0, 7.8908, -0.5314]","[217800.0, 226800.0, 113400.0, 0.0963, 235800.0, 0.0778, 0.2109]","[58300.0, 285100.0, 95033.3333, 0.0653, 198140.0, 0.0374, -0.4642]","[201800.0, 486900.0, 159300.0, 0.0769, 116400.0, 0.0328, 0.2307]","[75100.0, 562000.0, 111733.3333, 0.0795, 145700.0, 0.0279, 0.3942]","[70300.0, 632300.0, 115733.3333, 0.052, 98180.0, 0.033, 0.1483]","[27320.0, 659620.0, 57573.3333, 0.0498, 168760.0, 0.0199, 0.0692]","[39900.0, 699520.0, 45840.0, 0.0252, 50200.0, 0.0132, 0.6973]","[91000.0, 790520.0, 52740.0, 0.038, 61380.0, 0.02, 0.2623]","[21900.0, 812420.0, 50933.3333, 0.0143, 99080.0, 0.0124, 0.3508]","[22613.0, 835033.0, 45171.0, 0.0144, 108200.0, 0.0152, -0.4337]","[18100.0, 853133.0, 20871.0, 0.011, 37300.0, 0.014, 0.56]","[58740.0, 911873.0, 33151.0, 0.0182, 20000.0, 0.0443, 0.2932]","[28700.0, 940573.0, 35180.0, 0.0315, 45600.0, 0.02, 0.3084]","[18900.0, 959473.0, 35446.6667, 0.0207, 204420.0, 0.0147, -0.1351]","[41800.0, 1001273.0, 29800.0, 0.0238, 158500.0, 0.0269, 0.0186]","[83000.0, 1084273.0, 47900.0, 0.0318, 140500.0, 0.0124, 0.0647]","[223340.0, 1307613.0, 116046.6667, 0.0493, 43800.0, 0.0516, -0.0038]","[126700.0, 1434313.0, 144346.6667, 0.0326, 15800.0, 0.0098, -0.587]","[35500.0, 1469813.0, 128513.3333, 0.0229, 65900.0, 0.0111, -0.2585]","[155900.0, 1625713.0, 106033.3333, 0.0444, 25400.0, 0.0272, 0.3329]","[83910.0, 1709623.0, 91770.0, 0.0245, 59500.0, 0.0259, 0.5297]","[155500.0, 1865123.0, 131770.0, 0.0428, 134300.0, 0.02, -0.1893]","[122000.0, 1987123.0, 120470.0, 0.0634, 137200.0, 0.0297, -0.1086]","[136400.0, 2123523.0, 137966.6667, 0.0647, 153100.0, 0.0167, -0.4616]"
2020-05-19,"[5200.0, 5200.0, 5200.0, 0.0034, 16000.0, 6.6285, -0.1215]","[319000.0, 324200.0, 162100.0, 0.1086, 235800.0, 0.0487, 0.0337]","[154800.0, 479000.0, 159666.6667, 0.0674, 198140.0, 0.0315, -0.0668]","[84240.0, 563240.0, 186013.3333, 0.0825, 116400.0, 0.027, -0.038]","[44920.0, 608160.0, 94653.3333, 0.0586, 145700.0, 0.0133, 0.5353]","[123000.0, 731160.0, 84053.3333, 0.049, 98180.0, 0.036, 0.6734]","[58800.0, 789960.0, 75573.3333, 0.0221, 168760.0, 0.022, 0.5301]","[108700.0, 898660.0, 96833.3333, 0.0313, 50200.0, 0.0146, 0.3505]","[37600.0, 936260.0, 68366.6667, 0.0302, 61380.0, 0.0263, 0.0092]","[50900.0, 987160.0, 65733.3333, 0.0192, 99080.0, 0.0162, 0.157]","[50700.0, 1037860.0, 46400.0, 0.0171, 108200.0, 0.015, 0.232]","[91400.0, 1129260.0, 64333.3333, 0.0216, 37300.0, 0.0226, 0.4058]","[64040.0, 1193300.0, 68713.3333, 0.0245, 20000.0, 0.021, 0.7608]","[52400.0, 1245700.0, 69280.0, 0.0176, 45600.0, 0.0102, -0.5253]","[43400.0, 1289100.0, 53280.0, 0.0197, 204420.0, 0.0083, -0.6751]","[75800.0, 1364900.0, 57200.0, 0.0286, 158500.0, 0.0086, -0.107]","[73000.0, 1437900.0, 64066.6667, 0.0367, 140500.0, 0.0148, 0.4178]","[70600.0, 1508500.0, 73133.3333, 0.0551, 43800.0, 0.0205, 0.4662]","[59369.0, 1567869.0, 67656.3333, 0.0362, 15800.0, 0.013, 0.2351]","[53500.0, 1621369.0, 61156.3333, 0.0245, 65900.0, 0.0246, 0.3278]","[33340.0, 1654709.0, 48736.3333, 0.0406, 25400.0, 0.0102, 0.5113]","[28100.0, 1682809.0, 38313.3333, 0.0249, 59500.0, 0.0095, 0.5285]","[30000.0, 1712809.0, 30480.0, 0.0452, 134300.0, 0.0091, 0.7547]","[100400.0, 1813209.0, 52833.3333, 0.0716, 137200.0, 0.0085, 0.0861]","[132420.0, 1945629.0, 87606.6667, 0.0638, 153100.0, 0.0222, 0.2809]"
2020-05-20,"[3400.0, 3400.0, 3400.0, 0.0029, 16000.0, 6.2636, 0.0477]","[216240.0, 219640.0, 109820.0, 0.125, 235800.0, 0.0468, -0.2235]","[150760.0, 370400.0, 123466.6667, 0.0609, 198140.0, 0.0263, -0.0699]","[90680.0, 461080.0, 152560.0, 0.0613, 116400.0, 0.0121, -0.0299]","[134220.0, 595300.0, 125220.0, 0.0419, 145700.0, 0.0131, 0.1916]","[63800.0, 659100.0, 96233.3333, 0.0428, 98180.0, 0.0207, 0.6036]","[108500.0, 767600.0, 102173.3333, 0.0325, 168760.0, 0.0157, 0.0291]","[61400.0, 829000.0, 77900.0, 0.0352, 50200.0, 0.0185, 0.19]","[38000.0, 867000.0, 69300.0, 0.0271, 61380.0, 0.0117, 0.0434]","[41600.0, 908600.0, 47000.0, 0.0191, 99080.0, 0.0106, 0.2999]","[42100.0, 950700.0, 40566.6667, 0.0193, 108200.0, 0.0078, 0.044]","[88100.0, 1038800.0, 57266.6667, 0.0332, 37300.0, 0.0118, -0.1827]","[39700.0, 1078500.0, 56633.3333, 0.0268, 20000.0, 0.005, 0.1588]","[55000.0, 1133500.0, 60933.3333, 0.0227, 45600.0, 0.0108, 0.9293]","[36200.0, 1169700.0, 43633.3333, 0.0165, 204420.0, 0.0075, 0.5056]","[68911.0, 1238611.0, 53370.3333, 0.0311, 158500.0, 0.0089, 0.5132]","[62100.0, 1300711.0, 55737.0, 0.0359, 140500.0, 0.0295, 0.5447]","[54940.0, 1355651.0, 61983.6667, 0.0563, 43800.0, 0.0085, 0.9143]","[129140.0, 1484791.0, 82060.0, 0.0516, 15800.0, 0.0164, 0.2542]","[118540.0, 1603331.0, 100873.3333, 0.0346, 65900.0, 0.0163, 0.8317]","[45600.0, 1648931.0, 97760.0, 0.0378, 25400.0, 0.0063, -0.2448]","[67600.0, 1716531.0, 77246.6667, 0.0293, 59500.0, 0.0147, -0.1984]","[26000.0, 1742531.0, 46400.0, 0.0339, 134300.0, 0.0121, 0.7091]","[129380.0, 1871911.0, 74326.6667, 0.058, 137200.0, 0.0071, -0.1296]","[122080.0, 1993991.0, 92486.6667, 0.0645, 153100.0, 0.0215, 0.1356]"
2020-05-21,"[3500.0, 3500.0, 3500.0, 0.0019, 48000.0, 7.4832, 0.2625]","[102000.0, 105500.0, 52750.0, 0.1044, 487000.0, 0.0368, 0.6716]","[147600.0, 253100.0, 84366.6667, 0.0714, 280200.0, 0.0124, 0.7462]","[67780.0, 320880.0, 105793.3333, 0.0386, 101000.0, 0.0107, 0.0659]","[167000.0, 487880.0, 127460.0, 0.0524, 329060.0, 0.0168, 0.1846]","[176440.0, 664320.0, 137073.3333, 0.0552, 277500.0, 0.0329, -0.2267]","[220160.0, 884480.0, 187866.6667, 0.0575, 434481.0, 0.0369, 0.5804]","[33100.0, 917580.0, 143233.3333, 0.0333, 142999.0, 0.0329, -0.0234]","[67340.0, 984920.0, 106866.6667, 0.0218, 163400.0, 0.0081, -0.4654]","[49524.0, 1034444.0, 49988.0, 0.0223, 44000.0, 0.026, -0.0974]","[38500.0, 1072944.0, 51788.0, 0.0209, 69600.0, 0.0219, 0.7398]","[96400.0, 1169344.0, 61474.6667, 0.0432, 58480.0, 0.0213, -0.0217]","[36100.0, 1205444.0, 57000.0, 0.0224, 53000.0, 0.0149, -0.2967]","[14600.0, 1220044.0, 49033.3333, 0.0201, 263020.0, 0.0279, -0.2379]","[18700.0, 1238744.0, 23133.3333, 0.016, 96700.0, 0.0156, -0.2713]","[117100.0, 1355844.0, 50133.3333, 0.0401, 94900.0, 0.0191, 0.5886]","[112900.0, 1468744.0, 82900.0, 0.0379, 87693.0, 0.0359, -0.1695]","[95700.0, 1564444.0, 108566.6667, 0.034, 72100.0, 0.0173, -0.4437]","[110525.0, 1674969.0, 106375.0, 0.0465, 75400.0, 0.012, 0.1787]","[129900.0, 1804869.0, 112041.6667, 0.0463, 87500.0, 0.0374, -0.1544]","[47900.0, 1852769.0, 96108.3333, 0.0197, 108800.0, 0.0235, 0.1352]","[183700.0, 2036469.0, 120500.0, 0.0406, 51000.0, 0.0447, 0.0135]","[144800.0, 2181269.0, 125466.6667, 0.0288, 31880.0, 0.0451, 0.1794]","[201900.0, 2383169.0, 176800.0, 0.0657, 103554.0, 0.0349, 0.0288]","[119400.0, 2502569.0, 155366.6667, 0.059, 271701.0, 0.0214, 0.0295]"
2020-05-22,"[18000.0, 18000.0, 18000.0, 0.0029, 7400.0, 6.9555, -0.5677]","[199300.0, 217300.0, 108650.0, 0.0704, 138500.0, 0.0309, 0.1566]","[141180.0, 358480.0, 119493.3333, 0.0595, 222200.0, 0.0192, 0.1052]","[122200.0, 480680.0, 154226.6667, 0.0369, 255000.0, 0.073, 0.2684]","[43600.0, 524280.0, 102326.6667, 0.0492, 273500.0, 0.0219, -0.1261]","[65400.0, 589680.0, 77066.6667, 0.041, 118100.0, 0.0359, -0.2651]","[31800.0, 621480.0, 46933.3333, 0.0508, 54114.0, 0.0134, 0.4234]","[138026.2, 759506.2, 78408.7333, 0.029, 45200.0, 0.0219, -0.553]","[57600.0, 817106.2, 75808.7333, 0.0213, 66600.0, 0.01, 0.1935]","[44500.0, 861606.2, 80042.0667, 0.0182, 49400.0, 0.0089, -0.0568]","[118100.0, 979706.2, 73400.0, 0.0244, 33800.0, 0.0212, -0.3766]","[125873.331, 1105579.531, 96157.777, 0.0406, 21700.0, 0.0102, 0.1349]","[222513.769, 1328093.3, 155495.7, 0.0345, 30340.0, 0.0471, -0.1528]","[80800.0, 1408893.3, 143062.3667, 0.0195, 28600.0, 0.0166, -0.5107]","[67000.0, 1475893.3, 123437.923, 0.0155, 65300.0, 0.0179, 0.0778]","[216700.0, 1692593.3, 121500.0, 0.0496, 63040.0, 0.0194, -0.0708]","[99173.331, 1791766.631, 127624.4437, 0.0357, 78280.0, 0.0163, 0.1024]","[75800.0, 1867566.631, 130557.777, 0.0298, 55820.0, 0.0235, 0.2972]","[48000.0, 1915566.631, 74324.4437, 0.0413, 42800.0, 0.0169, 0.604]","[156260.0, 2071826.631, 93353.3333, 0.0533, 68000.0, 0.017, -0.3913]","[326818.131, 2398644.762, 177026.0437, 0.0479, 73200.0, 0.0263, 0.078]","[193576.54, 2592221.302, 225551.557, 0.0559, 48340.0, 0.0367, 0.181]","[227652.4, 2819873.702, 249349.0237, 0.0473, 109260.0, 0.0256, -0.4433]","[116800.0, 2936673.702, 179342.98, 0.0606, 246800.0, 0.0245, 0.1787]","[275412.4, 3212086.102, 206621.6, 0.0649, 137700.0, 0.0419, -0.281]"
2020-05-25,"[11000.0, 11000.0, 11000.0, 0.0035, 9000.0, 6.0212, -0.1252]","[332900.0, 343900.0, 171950.0, 0.071, 217800.0, 0.0521, 0.0134]","[232100.0, 576000.0, 192000.0, 0.0599, 58300.0, 0.0828, -0.0709]","[201200.0, 777200.0, 255400.0, 0.0439, 201800.0, 0.0359, 0.0429]","[149100.0, 926300.0, 194133.3333, 0.0432, 75100.0, 0.0285, 0.1475]","[200800.0, 1127100.0, 183700.0, 0.0524, 70300.0, 0.0321, -0.0335]","[90200.0, 1217300.0, 146700.0, 0.0426, 27320.0, 0.0359, -0.4923]","[88400.0, 1305700.0, 126466.6667, 0.0285, 39900.0, 0.0349, -0.161]","[138900.0, 1444600.0, 105833.3333, 0.0303, 91000.0, 0.038, -0.4275]","[130800.0, 1575400.0, 119366.6667, 0.0256, 21900.0, 0.0414, 0.101]","[178055.86, 1753455.86, 149251.9533, 0.037, 22613.0, 0.0214, 0.2317]","[221900.0, 1975355.86, 176918.62, 0.0504, 18100.0, 0.0308, 0.3552]","[61800.0, 2037155.86, 153918.62, 0.0347, 58740.0, 0.0256, 0.0964]","[85400.0, 2122555.86, 123033.3333, 0.0198, 28700.0, 0.033, -0.2422]","[78680.0, 2201235.86, 75293.3333, 0.0181, 18900.0, 0.032, -0.1419]","[72300.0, 2273535.86, 78793.3333, 0.0461, 41800.0, 0.048, -0.2075]","[57500.0, 2331035.86, 69493.3333, 0.0317, 83000.0, 0.0209, 0.8056]","[106855.86, 2437891.72, 78885.2867, 0.0324, 223340.0, 0.0425, -0.012]","[36300.0, 2474191.72, 66885.2867, 0.0237, 126700.0, 0.018, 0.1839]","[86100.0, 2560291.72, 76418.62, 0.043, 35500.0, 0.0215, -0.1619]","[118965.5, 2679257.22, 80455.1667, 0.0534, 155900.0, 0.0207, -0.4924]","[68049.0, 2747306.22, 91038.1667, 0.0521, 83910.0, 0.0265, -0.2176]","[31500.0, 2778806.22, 72838.1667, 0.0464, 155500.0, 0.025, 0.0051]","[49500.0, 2828306.22, 49683.0, 0.0445, 122000.0, 0.0114, -0.3093]","[193275.86, 3021582.08, 91425.2867, 0.0658, 136400.0, 0.0201, 0.0581]"
2020-05-26,"[6900.0, 6900.0, 6900.0, 0.0041, 5200.0, 6.1677, -0.3857]","[131600.0, 138500.0, 69250.0, 0.0777, 319000.0, 0.0409, -0.028]","[117800.0, 256300.0, 85433.3333, 0.0585, 154800.0, 0.0345, -0.1939]","[59500.0, 315800.0, 102966.6667, 0.0441, 84240.0, 0.0249, 0.0171]","[73730.0, 389530.0, 83676.6667, 0.0324, 44920.0, 0.0222, 0.0146]","[72270.0, 461800.0, 68500.0, 0.0401, 123000.0, 0.0236, 0.2749]","[43200.0, 505000.0, 63066.6667, 0.0199, 58800.0, 0.0098, -0.2755]","[40000.0, 545000.0, 51823.3333, 0.0303, 108700.0, 0.0132, -0.2518]","[142600.0, 687600.0, 75266.6667, 0.0433, 37600.0, 0.0425, 0.2257]","[36720.0, 724320.0, 73106.6667, 0.0247, 50900.0, 0.0172, -0.3882]","[45100.0, 769420.0, 74806.6667, 0.0389, 50700.0, 0.0238, 0.0676]","[28700.0, 798120.0, 36840.0, 0.042, 91400.0, 0.0158, 0.165]","[38300.0, 836420.0, 37366.6667, 0.0358, 64040.0, 0.0157, -0.2429]","[30100.0, 866520.0, 32366.6667, 0.0225, 52400.0, 0.0207, -0.5209]","[43800.0, 910320.0, 37400.0, 0.0224, 43400.0, 0.0175, -0.556]","[237255.86, 1147575.86, 103718.62, 0.0671, 75800.0, 0.0451, -0.7095]","[145231.64, 1292807.5, 142095.8333, 0.0391, 73000.0, 0.0136, -0.8306]","[76200.0, 1369007.5, 152895.8333, 0.0314, 70600.0, 0.0258, -0.8846]","[101200.0, 1470207.5, 107543.88, 0.0246, 59369.0, 0.02, -0.0626]","[251924.1, 1722131.6, 143108.0333, 0.0647, 53500.0, 0.0587, 0.4415]","[90700.0, 1812831.6, 147941.3667, 0.0611, 33340.0, 0.0163, 0.2129]","[92080.0, 1904911.6, 144901.3667, 0.0418, 28100.0, 0.0255, -0.0608]","[61800.0, 1966711.6, 81526.6667, 0.0367, 30000.0, 0.0143, 0.2779]","[71300.0, 2038011.6, 75060.0, 0.0286, 100400.0, 0.0062, -0.1821]","[118500.0, 2156511.6, 83866.6667, 0.0682, 132420.0, 0.019, 0.2039]"
