date,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"[5800.0, 5800.0, 5800.0, 0.0003, 5800.0, 0.8965, 0.0159]","[781080.0, 786880.0, 393440.0, 0.0382, 781080.0, 0.0073, 0.3087]","[1324100.0, 2110980.0, 703660.0, 0.0648, 1324100.0, 0.0085, 0.3066]","[702462.0, 2813442.0, 935880.6667, 0.0344, 702462.0, 0.0047, -0.207]","[1222546.0, 4035988.0, 1083036.0, 0.0598, 1222546.0, 0.01, -0.3472]","[748077.0, 4784065.0, 891028.3333, 0.0366, 748077.0, 0.0044, 0.3967]","[252200.0, 5036265.0, 740941.0, 0.0123, 252200.0, 0.0049, -0.1173]","[1126857.0, 6163122.0, 709044.6667, 0.0551, 1126857.0, 0.0063, -0.3565]","[146585.0, 6309707.0, 508547.3333, 0.0072, 146585.0, 0.0048, -0.122]","[315401.0, 6625108.0, 529614.3333, 0.0154, 315401.0, 0.0031, -0.6258]","[844054.0, 7469162.0, 435346.6667, 0.0413, 844054.0, 0.0025, 0.4503]","[50800.0, 7519962.0, 403418.3333, 0.0025, 50800.0, 0.0044, -0.4153]","[705946.0, 8225908.0, 533600.0, 0.0345, 705946.0, 0.0047, -0.2496]","[235800.0, 8461708.0, 330848.6667, 0.0115, 235800.0, 0.0047, -0.7915]","[1018884.0, 9480592.0, 653543.3333, 0.0498, 1018884.0, 0.0054, -0.7822]","[2138021.0, 11618613.0, 1130901.6667, 0.1046, 2138021.0, 0.0086, 0.253]","[396886.0, 12015499.0, 1184597.0, 0.0194, 396886.0, 0.005, -0.4797]","[515000.0, 12530499.0, 1016635.6667, 0.0252, 515000.0, 0.0069, 0.6081]","[115200.0, 12645699.0, 342362.0, 0.0056, 115200.0, 0.0045, -0.0365]","[909402.0, 13555101.0, 513200.6667, 0.0445, 909402.0, 0.0049, -0.3807]","[1456800.0, 15011901.0, 827134.0, 0.0712, 1456800.0, 0.0045, -0.3607]","[218067.0, 15229968.0, 861423.0, 0.0107, 218067.0, 0.0049, -0.291]","[531780.0, 15761748.0, 735549.0, 0.026, 531780.0, 0.0048, -0.2869]","[557300.0, 16319048.0, 435715.6667, 0.0273, 557300.0, 0.0049, -0.5821]","[4128011.0, 20447059.0, 1739030.3333, 0.2019, 4128011.0, 0.01, -0.5362]"
2020-05-14,"[112300.0, 112300.0, 112300.0, 0.0044, 5800.0, 0.8313, 0.3564]","[1070100.0, 1182400.0, 591200.0, 0.0597, 781080.0, 0.0034, 0.0307]","[2068023.0, 3250423.0, 1083474.3333, 0.1108, 1324100.0, 0.0057, 0.2195]","[1081222.0, 4331645.0, 1406448.3333, 0.0582, 702462.0, 0.005, 0.6335]","[432361.0, 4764006.0, 1193868.6667, 0.0463, 1222546.0, 0.0051, -0.0162]","[493600.0, 5257606.0, 669061.0, 0.037, 748077.0, 0.0046, 0.4836]","[319400.0, 5577006.0, 415120.3333, 0.0183, 252200.0, 0.0049, 0.6129]","[213200.0, 5790206.0, 342066.6667, 0.0356, 1126857.0, 0.005, 0.4725]","[288669.0, 6078875.0, 273756.3333, 0.0145, 146585.0, 0.0067, -0.2765]","[241131.0, 6320006.0, 247666.6667, 0.0169, 315401.0, 0.0068, 0.6452]","[322049.0, 6642055.0, 283949.6667, 0.0329, 844054.0, 0.0076, -0.0568]","[713042.0, 7355097.0, 425407.3333, 0.0283, 50800.0, 0.0055, -0.4262]","[274486.0, 7629583.0, 436525.6667, 0.0277, 705946.0, 0.005, -0.4621]","[418707.0, 8048290.0, 468745.0, 0.0216, 235800.0, 0.0049, 0.4286]","[397565.0, 8445855.0, 363586.0, 0.04, 1018884.0, 0.0057, 0.3983]","[353610.0, 8799465.0, 389960.6667, 0.0657, 2138021.0, 0.005, -0.1077]","[218280.0, 9017745.0, 323151.6667, 0.018, 396886.0, 0.004, -0.2033]","[114880.0, 9132625.0, 228923.3333, 0.017, 515000.0, 0.0049, -0.1302]","[684600.0, 9817225.0, 339253.3333, 0.0288, 115200.0, 0.0059, 0.8512]","[319500.0, 10136725.0, 372993.3333, 0.0344, 909402.0, 0.0039, 0.7206]","[1013403.0, 11150128.0, 672501.0, 0.0741, 1456800.0, 0.0025, -0.7044]","[201600.0, 11351728.0, 511501.0, 0.013, 218067.0, 0.0009, -0.0974]","[174800.0, 11526528.0, 463267.6667, 0.0196, 531780.0, 0.0047, -0.0395]","[743699.0, 12270227.0, 373366.3333, 0.0418, 557300.0, 0.0038, 0.8109]","[914434.0, 13184661.0, 610977.6667, 0.1356, 4128011.0, 0.0039, -0.5398]"
2020-05-15,"[22400.0, 22400.0, 22400.0, 0.0035, 5800.0, 0.8313, -0.298]","[945354.0, 967754.0, 483877.0, 0.0651, 781080.0, 0.0064, 0.3255]","[1114449.0, 2082203.0, 694067.6667, 0.1037, 1324100.0, 0.0048, -0.0577]","[843877.0, 2926080.0, 967893.3333, 0.0614, 702462.0, 0.0053, 0.5431]","[426242.0, 3352322.0, 794856.0, 0.0423, 1222546.0, 0.0041, 0.1258]","[408585.0, 3760907.0, 559568.0, 0.0356, 748077.0, 0.005, 0.3798]","[946635.0, 4707542.0, 593820.6667, 0.0375, 252200.0, 0.0052, 0.8215]","[543209.0, 5250751.0, 632809.6667, 0.0383, 1126857.0, 0.0058, -0.5518]","[974780.0, 6225531.0, 821541.3333, 0.0358, 146585.0, 0.005, 0.6714]","[274700.0, 6500231.0, 597563.0, 0.0186, 315401.0, 0.005, 0.5393]","[109900.0, 6610131.0, 453126.6667, 0.0248, 844054.0, 0.0046, 0.5476]","[448100.0, 7058231.0, 277566.6667, 0.0308, 50800.0, 0.004, -0.8882]","[74100.0, 7132331.0, 210700.0, 0.0204, 705946.0, 0.0023, -0.3417]","[672400.0, 7804731.0, 398200.0, 0.0324, 235800.0, 0.0049, 0.187]","[400197.0, 8204928.0, 382232.3333, 0.0374, 1018884.0, 0.0039, -0.1622]","[706244.0, 8911172.0, 592947.0, 0.0627, 2138021.0, 0.0059, -0.238]","[97525.0, 9008697.0, 401322.0, 0.0146, 396886.0, 0.0044, 0.6069]","[293601.0, 9302298.0, 365790.0, 0.0192, 515000.0, 0.0037, -0.8116]","[66599.0, 9368897.0, 152575.0, 0.021, 115200.0, 0.0038, 0.3154]","[382705.0, 9751602.0, 247635.0, 0.0331, 909402.0, 0.004, -0.3032]","[234512.0, 9986114.0, 227938.6667, 0.0556, 1456800.0, 0.0026, 0.899]","[266001.0, 10252115.0, 294406.0, 0.0158, 218067.0, 0.0046, 0.8836]","[526701.0, 10778816.0, 342404.6667, 0.0272, 531780.0, 0.0048, 0.177]","[833632.0, 11612448.0, 542111.3333, 0.0502, 557300.0, 0.0042, -0.3399]","[840766.0, 12453214.0, 733699.6667, 0.1129, 4128011.0, 0.0049, 0.8176]"
2020-05-18,"[101200.0, 101200.0, 101200.0, 0.0045, 5800.0, 0.8073, -0.4216]","[1036747.0, 1137947.0, 568973.5, 0.0631, 781080.0, 0.0056, 0.0328]","[1309294.0, 2447241.0, 815747.0, 0.0957, 1324100.0, 0.0076, 0.1463]","[1991164.0, 4438405.0, 1445735.0, 0.0706, 702462.0, 0.0049, 0.5594]","[915300.0, 5353705.0, 1405252.6667, 0.0318, 1222546.0, 0.0035, -0.0415]","[271380.0, 5625085.0, 1059281.3333, 0.0262, 748077.0, 0.005, 0.2014]","[511181.0, 6136266.0, 565953.6667, 0.0387, 252200.0, 0.005, 0.2889]","[702400.0, 6838666.0, 494987.0, 0.0272, 1126857.0, 0.0036, 0.5713]","[269720.0, 7108386.0, 494433.6667, 0.0362, 146585.0, 0.0049, 0.1406]","[1202720.0, 8311106.0, 724946.6667, 0.0259, 315401.0, 0.0055, 0.0929]","[2041158.0, 10352264.0, 1171199.3333, 0.0323, 844054.0, 0.0064, -0.3269]","[913473.0, 11265737.0, 1385783.6667, 0.0395, 50800.0, 0.0046, -0.1644]","[416740.0, 11682477.0, 1123790.3333, 0.0132, 705946.0, 0.0036, -0.4882]","[756678.0, 12439155.0, 695630.3333, 0.0364, 235800.0, 0.0047, 0.6808]","[503878.0, 12943033.0, 559098.6667, 0.026, 1018884.0, 0.0029, 0.0543]","[250600.0, 13193633.0, 503718.6667, 0.0304, 2138021.0, 0.0049, -0.1256]","[448300.0, 13641933.0, 400926.0, 0.0128, 396886.0, 0.0037, 0.708]","[614002.0, 14255935.0, 437634.0, 0.0171, 515000.0, 0.0049, 0.0859]","[865820.0, 15121755.0, 642707.3333, 0.0281, 115200.0, 0.0059, 0.7809]","[3585882.0, 18707637.0, 1688568.0, 0.0555, 909402.0, 0.0112, -0.1695]","[2379875.0, 21087512.0, 2277192.3333, 0.0566, 1456800.0, 0.0057, 0.2032]","[1691508.0, 22779020.0, 2552421.6667, 0.0298, 218067.0, 0.0064, -0.0452]","[2479119.0, 25258139.0, 2183500.6667, 0.0442, 531780.0, 0.0051, -0.3994]","[4534603.0, 29792742.0, 2901743.3333, 0.0882, 557300.0, 0.0066, 0.0304]","[2329232.0, 32121974.0, 3114318.0, 0.0698, 4128011.0, 0.0064, -0.752]"
2020-05-19,"[81400.0, 81400.0, 81400.0, 0.0028, 5800.0, 0.7082, 0.2872]","[3162406.0, 3243806.0, 1621903.0, 0.0796, 781080.0, 0.0073, 0.2673]","[885683.0, 4129489.0, 1376496.3333, 0.0556, 1324100.0, 0.0057, -0.6779]","[2723018.0, 6852507.0, 2257035.6667, 0.0807, 702462.0, 0.0075, 0.1667]","[1141300.0, 7993807.0, 1583333.6667, 0.0366, 1222546.0, 0.0067, 0.6401]","[1455163.0, 9448970.0, 1773160.3333, 0.0338, 748077.0, 0.0051, 0.0617]","[1045075.0, 10494045.0, 1213846.0, 0.045, 252200.0, 0.0057, -0.4782]","[1438000.0, 11932045.0, 1312746.0, 0.0416, 1126857.0, 0.0071, 0.2316]","[69044.0, 12001089.0, 850706.3333, 0.0298, 146585.0, 0.0045, 0.0911]","[243542.0, 12244631.0, 583528.6667, 0.0232, 315401.0, 0.0045, 0.2296]","[680700.0, 12925331.0, 331095.3333, 0.0335, 844054.0, 0.0047, 0.6598]","[99404.0, 13024735.0, 341215.3333, 0.0228, 50800.0, 0.005, 0.5597]","[1005880.0, 14030615.0, 595328.0, 0.0202, 705946.0, 0.0042, 0.314]","[533734.0, 14564349.0, 546339.3333, 0.0332, 235800.0, 0.0025, -0.3974]","[225547.0, 14789896.0, 588387.0, 0.019, 1018884.0, 0.0049, -0.0089]","[236607.0, 15026503.0, 331962.6667, 0.0248, 2138021.0, 0.0045, 0.2332]","[162900.0, 15189403.0, 208351.3333, 0.0095, 396886.0, 0.0044, 0.0391]","[398200.0, 15587603.0, 265902.3333, 0.0197, 515000.0, 0.0049, -0.1743]","[2625046.0, 18212649.0, 1062048.6667, 0.0469, 115200.0, 0.0053, -0.4362]","[1257146.0, 19469795.0, 1426797.3333, 0.0648, 909402.0, 0.0056, 0.3662]","[690600.0, 20160395.0, 1524264.0, 0.0405, 1456800.0, 0.0049, -0.5827]","[564991.0, 20725386.0, 837579.0, 0.0324, 218067.0, 0.0033, -0.796]","[771800.0, 21497186.0, 675797.0, 0.0504, 531780.0, 0.006, 0.7194]","[1645849.0, 23143035.0, 994213.3333, 0.092, 557300.0, 0.006, -0.8169]","[1076000.0, 24219035.0, 1164549.6667, 0.0615, 4128011.0, 0.0049, 0.8265]"
2020-05-20,"[189500.0, 189500.0, 189500.0, 0.0041, 5800.0, 0.6531, 0.2772]","[5386832.0, 5576332.0, 2788166.0, 0.1081, 781080.0, 0.0181, 0.0094]","[5742960.0, 11319292.0, 3773097.3333, 0.0832, 1324100.0, 0.0092, -0.0065]","[1111262.0, 12430554.0, 4080351.3333, 0.0693, 702462.0, 0.0042, -0.1013]","[2016651.0, 14447205.0, 2956957.6667, 0.0454, 1222546.0, 0.0132, -0.4276]","[1223800.0, 15671005.0, 1450571.0, 0.0351, 748077.0, 0.0053, 0.2266]","[3272976.0, 18943981.0, 2171142.3333, 0.0524, 252200.0, 0.0168, -0.3178]","[844501.0, 19788482.0, 1780425.6667, 0.0355, 1126857.0, 0.0059, 0.2278]","[257120.0, 20045602.0, 1458199.0, 0.0063, 146585.0, 0.005, -0.108]","[1158844.0, 21204446.0, 753488.3333, 0.0274, 315401.0, 0.0059, -0.0305]","[661521.0, 21865967.0, 692495.0, 0.0372, 844054.0, 0.0041, -0.2613]","[678235.0, 22544202.0, 832866.6667, 0.0176, 50800.0, 0.0041, 0.0555]","[93400.0, 22637602.0, 477718.6667, 0.0191, 705946.0, 0.005, -0.1284]","[244651.0, 22882253.0, 338762.0, 0.0176, 235800.0, 0.0048, 0.2956]","[1041982.0, 23924235.0, 460011.0, 0.0188, 1018884.0, 0.0045, 0.0568]","[316281.0, 24240516.0, 534304.6667, 0.009, 2138021.0, 0.005, -0.2621]","[1213095.0, 25453611.0, 857119.3333, 0.019, 396886.0, 0.0049, -0.2797]","[471514.0, 25925125.0, 666963.3333, 0.0166, 515000.0, 0.0037, 0.0405]","[302100.0, 26227225.0, 662236.3333, 0.0481, 115200.0, 0.0046, -0.1839]","[756400.0, 26983625.0, 510004.6667, 0.0621, 909402.0, 0.0039, 0.1565]","[1579303.0, 28562928.0, 879267.6667, 0.05, 1456800.0, 0.0045, 0.0345]","[1269063.0, 29831991.0, 1201588.6667, 0.038, 218067.0, 0.005, -0.4637]","[1044240.0, 30876231.0, 1297535.3333, 0.0468, 531780.0, 0.0049, 0.0562]","[614900.0, 31491131.0, 976067.6667, 0.0759, 557300.0, 0.0048, -0.2857]","[1843860.0, 33334991.0, 1167666.6667, 0.0574, 4128011.0, 0.0052, -0.2632]"
2020-05-21,"[182900.0, 182900.0, 182900.0, 0.0063, 112300.0, 0.6654, -0.1536]","[1813127.0, 1996027.0, 998013.5, 0.1304, 1070100.0, 0.0069, -0.2685]","[1138767.0, 3134794.0, 1044931.3333, 0.0904, 2068023.0, 0.0057, 0.3736]","[1847474.0, 4982268.0, 1599789.3333, 0.0823, 1081222.0, 0.0081, -0.4923]","[532760.0, 5515028.0, 1173000.3333, 0.0456, 432361.0, 0.0049, -0.1199]","[611384.0, 6126412.0, 997206.0, 0.0434, 493600.0, 0.0046, 0.006]","[470000.0, 6596412.0, 538048.0, 0.0557, 319400.0, 0.0042, 0.3259]","[588132.0, 7184544.0, 556505.3333, 0.039, 213200.0, 0.0067, -0.4572]","[192141.0, 7376685.0, 416757.6667, 0.007, 288669.0, 0.0049, -0.3978]","[233903.0, 7610588.0, 338058.6667, 0.0192, 241131.0, 0.0048, -0.2085]","[53700.0, 7664288.0, 159914.6667, 0.017, 322049.0, 0.0045, -0.2729]","[528882.0, 8193170.0, 272161.6667, 0.0178, 713042.0, 0.0042, -0.4199]","[683098.0, 8876268.0, 421893.3333, 0.0272, 274486.0, 0.006, 0.0154]","[892380.0, 9768648.0, 701453.3333, 0.0261, 418707.0, 0.0052, 0.3361]","[739695.0, 10508343.0, 771724.3333, 0.027, 397565.0, 0.0034, -0.4462]","[509600.0, 11017943.0, 713891.6667, 0.0157, 353610.0, 0.0047, 0.0833]","[525814.0, 11543757.0, 591703.0, 0.024, 218280.0, 0.0046, -0.0661]","[805745.0, 12349502.0, 613719.6667, 0.0249, 114880.0, 0.0059, 0.3442]","[316322.0, 12665824.0, 549293.6667, 0.0449, 684600.0, 0.0034, -0.6296]","[586601.0, 13252425.0, 569556.0, 0.0356, 319500.0, 0.0053, 0.392]","[547320.0, 13799745.0, 483414.3333, 0.0353, 1013403.0, 0.004, -0.5006]","[1306201.0, 15105946.0, 813374.0, 0.0443, 201600.0, 0.0079, -0.3041]","[961341.0, 16067287.0, 938287.3333, 0.0386, 174800.0, 0.0022, -0.3584]","[1194000.3, 17261287.3, 1153847.4333, 0.0506, 743699.0, 0.0055, -0.0219]","[1023044.0, 18284331.3, 1059461.7667, 0.0519, 914434.0, 0.0068, -0.1517]"
2020-05-22,"[73200.0, 73200.0, 73200.0, 0.0064, 22400.0, 0.5948, -0.3542]","[1545094.0, 1618294.0, 809147.0, 0.1121, 945354.0, 0.0106, 0.2647]","[1039716.0, 2658010.0, 886003.3333, 0.0951, 1114449.0, 0.0057, -0.5774]","[2878602.0, 5536612.0, 1821137.3333, 0.0917, 843877.0, 0.0172, -0.1687]","[1214000.0, 6750612.0, 1710772.6667, 0.0497, 426242.0, 0.0056, 0.2865]","[849661.0, 7600273.0, 1647421.0, 0.0372, 408585.0, 0.005, -0.0474]","[795100.0, 8395373.0, 952920.3333, 0.0542, 946635.0, 0.0043, -0.081]","[746111.0, 9141484.0, 796957.3333, 0.0313, 543209.0, 0.0059, -0.0609]","[816844.0, 9958328.0, 786018.3333, 0.0194, 974780.0, 0.0039, -0.3645]","[410836.0, 10369164.0, 657930.3333, 0.0225, 274700.0, 0.0047, 0.5378]","[408247.0, 10777411.0, 545309.0, 0.0142, 109900.0, 0.0054, -0.3118]","[856959.0, 11634370.0, 558680.6667, 0.0304, 448100.0, 0.0059, 0.403]","[247653.0, 11882023.0, 504286.3333, 0.0174, 74100.0, 0.005, -0.1276]","[983397.0, 12865420.0, 696003.0, 0.0347, 672400.0, 0.0064, -0.5959]","[483379.0, 13348799.0, 571476.3333, 0.0318, 400197.0, 0.0075, 0.4033]","[1334717.0, 14683516.0, 933831.0, 0.0342, 706244.0, 0.0048, -0.1901]","[1061760.0, 15745276.0, 959952.0, 0.039, 97525.0, 0.0033, 0.695]","[584404.0, 16329680.0, 993627.0, 0.0289, 293601.0, 0.0009, -0.2611]","[578803.0, 16908483.0, 741655.6667, 0.0182, 66599.0, 0.005, -0.2543]","[501200.0, 17409683.0, 554802.3333, 0.0264, 382705.0, 0.0049, 0.1139]","[281920.0, 17691603.0, 453974.3333, 0.0304, 234512.0, 0.005, 0.2158]","[897933.0, 18589536.0, 560351.0, 0.0511, 266001.0, 0.0069, -0.0682]","[334277.0, 18923813.0, 504710.0, 0.0334, 526701.0, 0.0046, 0.6374]","[726261.0, 19650074.0, 652823.6667, 0.0397, 833632.0, 0.0079, 0.3274]","[815030.0, 20465104.0, 625189.3333, 0.0504, 840766.0, 0.0044, 0.708]"
2020-05-25,"[60600.0, 60600.0, 60600.0, 0.0058, 101200.0, 0.7009, 0.2474]","[1518625.0, 1579225.0, 789612.5, 0.09, 1036747.0, 0.0065, 0.2303]","[1252978.0, 2832203.0, 944067.6667, 0.0639, 1309294.0, 0.0066, -0.1915]","[1931200.0, 4763403.0, 1567601.0, 0.121, 1991164.0, 0.0078, 0.5503]","[317865.0, 5081268.0, 1167347.6667, 0.0361, 915300.0, 0.0049, 0.2456]","[693435.0, 5774703.0, 980833.3333, 0.0395, 271380.0, 0.0066, 0.3216]","[585402.0, 6360105.0, 532234.0, 0.0338, 511181.0, 0.0049, -0.0559]","[424327.0, 6784432.0, 567721.3333, 0.0317, 702400.0, 0.0049, 0.4637]","[649397.0, 7433829.0, 553042.0, 0.0304, 269720.0, 0.0034, 0.459]","[292604.0, 7726433.0, 455442.6667, 0.0171, 1202720.0, 0.003, -0.6688]","[266000.0, 7992433.0, 402667.0, 0.0132, 2041158.0, 0.0043, 0.4941]","[736342.0, 8728775.0, 431648.6667, 0.039, 913473.0, 0.0055, 0.3128]","[825200.0, 9553975.0, 609180.6667, 0.0337, 416740.0, 0.0051, 0.3923]","[395230.0, 9949205.0, 652257.3333, 0.0406, 756678.0, 0.0035, -0.5344]","[589294.0, 10538499.0, 603241.3333, 0.0337, 503878.0, 0.0038, -0.1625]","[363293.0, 10901792.0, 449272.3333, 0.0386, 250600.0, 0.0042, 0.4656]","[350587.0, 11252379.0, 434391.3333, 0.0342, 448300.0, 0.0048, 0.0671]","[320500.0, 11572879.0, 344793.3333, 0.0309, 614002.0, 0.0047, -0.1223]","[259060.0, 11831939.0, 310049.0, 0.0206, 865820.0, 0.0047, -0.0004]","[683665.0, 12515604.0, 421075.0, 0.0332, 3585882.0, 0.0035, 0.8407]","[998790.6, 13514394.6, 647171.8667, 0.0355, 2379875.0, 0.0044, -0.2929]","[359099.0, 13873493.6, 680518.2, 0.0459, 1691508.0, 0.0048, 0.7921]","[651600.0, 14525093.6, 669829.8667, 0.0366, 2479119.0, 0.0051, 0.3544]","[234400.0, 14759493.6, 415033.0, 0.0385, 4534603.0, 0.004, -0.1162]","[1178801.0, 15938294.6, 688267.0, 0.0566, 2329232.0, 0.0043, 0.2518]"
2020-05-26,"[31700.0, 31700.0, 31700.0, 0.003, 81400.0, 0.6845, -0.2523]","[2174335.0, 2206035.0, 1103017.5, 0.0941, 3162406.0, 0.0126, -0.0999]","[1820307.0, 4026342.0, 1342114.0, 0.0742, 885683.0, 0.0065, 0.675]","[1456943.6, 5483285.6, 1817195.2, 0.1122, 2723018.0, 0.0051, -0.3642]","[439063.0, 5922348.6, 1238771.2, 0.0339, 1141300.0, 0.0048, -0.537]","[707527.3, 6629875.9, 867844.6333, 0.0404, 1455163.0, 0.0057, -0.7616]","[1721642.7, 8351518.6, 956077.6667, 0.0546, 1045075.0, 0.0071, -0.3782]","[641880.0, 8993398.6, 1023683.3333, 0.032, 1438000.0, 0.0043, 0.1235]","[570607.0, 9564005.6, 978043.2333, 0.0366, 69044.0, 0.0048, -0.5956]","[269700.0, 9833705.6, 494062.3333, 0.0174, 243542.0, 0.0031, -0.9276]","[410600.0, 10244305.6, 416969.0, 0.0192, 680700.0, 0.005, -0.5927]","[28600.0, 10272905.6, 236300.0, 0.0298, 99404.0, 0.005, -0.1497]","[412000.0, 10684905.6, 283733.3333, 0.0283, 1005880.0, 0.0041, -0.8667]","[375670.0, 11060575.6, 272090.0, 0.0307, 533734.0, 0.0045, -0.893]","[727155.0, 11787730.6, 504941.6667, 0.0326, 225547.0, 0.005, -0.4911]","[763600.0, 12551330.6, 622141.6667, 0.0424, 236607.0, 0.0026, 0.743]","[650200.0, 13201530.6, 713651.6667, 0.0357, 162900.0, 0.0045, -0.3545]","[617682.0, 13819212.6, 677160.6667, 0.0268, 398200.0, 0.0032, 0.6968]","[457863.0, 14277075.6, 575248.3333, 0.0227, 2625046.0, 0.0018, -0.0649]","[302200.0, 14579275.6, 459248.3333, 0.0276, 1257146.0, 0.0048, -0.7338]","[406700.0, 14985975.6, 388921.0, 0.0324, 690600.0, 0.0036, -0.4088]","[593101.0, 15579076.6, 434000.3333, 0.0323, 564991.0, 0.0022, 0.3631]","[692500.0, 16271576.6, 564100.3333, 0.0309, 771800.0, 0.0037, 0.7811]","[590502.0, 16862078.6, 625367.6667, 0.0268, 1645849.0, 0.0052, -0.4763]","[2655306.5, 19517385.1, 1312769.5, 0.0833, 1076000.0, 0.0062, -0.5426]"
