date,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"[3200.0, 3200.0, 3200.0, 0.0016, 3200.0, 7.9993, -0.2513]","[55800.0, 59000.0, 29500.0, 0.0278, 55800.0, 0.0323, -0.5699]","[67900.0, 126900.0, 42300.0, 0.0338, 67900.0, 0.0356, 0.1457]","[27100.0, 154000.0, 50266.6667, 0.0135, 27100.0, 0.0171, 0.1824]","[84500.0, 238500.0, 59833.3333, 0.0421, 84500.0, 0.0178, 0.2447]","[62600.0, 301100.0, 58066.6667, 0.0312, 62600.0, 0.0097, -0.0755]","[40900.0, 342000.0, 62666.6667, 0.0204, 40900.0, 0.02, 0.5643]","[40300.0, 382300.0, 47933.3333, 0.0201, 40300.0, 0.0176, 0.1772]","[28100.0, 410400.0, 36433.3333, 0.014, 28100.0, 0.0404, 0.445]","[31000.0, 441400.0, 33133.3333, 0.0154, 31000.0, 0.0208, -0.3244]","[31300.0, 472700.0, 30133.3333, 0.0156, 31300.0, 0.0301, 0.3591]","[13400.0, 486100.0, 25233.3333, 0.0067, 13400.0, 0.0172, 0.1013]","[4900.0, 491000.0, 16533.3333, 0.0024, 4900.0, 0.0195, 0.383]","[7000.0, 498000.0, 8433.3333, 0.0035, 7000.0, 0.0155, -0.7474]","[29500.0, 527500.0, 13800.0, 0.0147, 29500.0, 0.0241, 0.6203]","[132100.0, 659600.0, 56200.0, 0.0658, 132100.0, 0.0263, 0.634]","[109600.0, 769200.0, 90400.0, 0.0546, 109600.0, 0.0322, 0.6383]","[24900.0, 794100.0, 88866.6667, 0.0124, 24900.0, 0.0088, -0.4174]","[28500.0, 822600.0, 54333.3333, 0.0142, 28500.0, 0.0158, 0.1444]","[87700.0, 910300.0, 47033.3333, 0.0437, 87700.0, 0.0511, -0.4924]","[230000.0, 1140300.0, 115400.0, 0.1145, 230000.0, 0.0483, 0.0318]","[266500.0, 1406800.0, 194733.3333, 0.1327, 266500.0, 0.0245, -0.3254]","[122500.0, 1529300.0, 206333.3333, 0.061, 122500.0, 0.019, -0.3966]","[72500.0, 1601800.0, 153833.3333, 0.0361, 72500.0, 0.0209, -0.1122]","[406440.0, 2008240.0, 200480.0, 0.2024, 406440.0, 0.0168, -0.0229]"
2020-05-14,"[500.0, 500.0, 500.0, 0.001, 3200.0, 8.8544, -0.5589]","[189400.0, 189900.0, 94950.0, 0.09, 55800.0, 0.0709, -0.0378]","[191600.0, 381500.0, 127166.6667, 0.0939, 67900.0, 0.1153, 0.05]","[61600.0, 443100.0, 147533.3333, 0.0315, 27100.0, 0.0299, -0.1779]","[24400.0, 467500.0, 92533.3333, 0.0308, 84500.0, 0.0204, -0.4548]","[18500.0, 486000.0, 34833.3333, 0.023, 62600.0, 0.0172, -0.3549]","[22300.0, 508300.0, 21733.3333, 0.0191, 40900.0, 0.0177, -0.1599]","[26000.0, 534300.0, 22266.6667, 0.0205, 40300.0, 0.0102, 0.0763]","[55400.0, 589700.0, 34566.6667, 0.0293, 28100.0, 0.0533, 0.3812]","[6600.0, 596300.0, 29333.3333, 0.0104, 31000.0, 0.0323, -0.6895]","[3800.0, 600100.0, 21933.3333, 0.0093, 31300.0, 0.0104, -0.2841]","[9400.0, 609500.0, 6600.0, 0.0071, 13400.0, 0.0105, 0.1253]","[19500.0, 629000.0, 10900.0, 0.0091, 4900.0, 0.0102, 0.0179]","[36900.0, 665900.0, 21933.3333, 0.0166, 7000.0, 0.0383, -0.5622]","[23200.0, 689100.0, 26533.3333, 0.0167, 29500.0, 0.0229, 0.326]","[41600.0, 730700.0, 33900.0, 0.0496, 132100.0, 0.0232, 0.4342]","[23400.0, 754100.0, 29400.0, 0.0367, 109600.0, 0.0071, 0.3972]","[16200.0, 770300.0, 27066.6667, 0.0127, 24900.0, 0.0125, 0.7148]","[27900.0, 798200.0, 22500.0, 0.0183, 28500.0, 0.0147, -0.464]","[43500.0, 841700.0, 29200.0, 0.0393, 87700.0, 0.0222, 0.6355]","[70100.0, 911800.0, 47166.6667, 0.0854, 230000.0, 0.0218, 0.1798]","[64800.0, 976600.0, 59466.6667, 0.0924, 266500.0, 0.0704, -0.2883]","[94600.0, 1071200.0, 76500.0, 0.0685, 122500.0, 0.0293, -0.346]","[55300.0, 1126500.0, 71566.6667, 0.0403, 72500.0, 0.0148, -0.1488]","[117400.0, 1243900.0, 89100.0, 0.1484, 406440.0, 0.0349, -0.4822]"
2020-05-15,"[4000.0, 4000.0, 4000.0, 0.0015, 3200.0, 7.2918, 0.3117]","[147000.0, 151000.0, 75500.0, 0.0908, 55800.0, 0.0287, 0.7342]","[59300.0, 210300.0, 70100.0, 0.075, 67900.0, 0.0098, -0.0741]","[51700.0, 262000.0, 86000.0, 0.0318, 27100.0, 0.0186, 0.184]","[24200.0, 286200.0, 45066.6667, 0.0256, 84500.0, 0.0143, -0.2744]","[189700.0, 475900.0, 88533.3333, 0.0551, 62600.0, 0.0187, -0.7166]","[22000.0, 497900.0, 78633.3333, 0.0174, 40900.0, 0.0271, 0.4956]","[10000.0, 507900.0, 73900.0, 0.0158, 40300.0, 0.0197, -0.2261]","[78100.0, 586000.0, 36700.0, 0.0359, 28100.0, 0.0138, 0.0173]","[30200.0, 616200.0, 39433.3333, 0.0132, 31000.0, 0.0139, 0.3653]","[117100.0, 733300.0, 75133.3333, 0.0307, 31300.0, 0.0048, -0.3125]","[33931.0, 767231.0, 60410.3333, 0.0119, 13400.0, 0.0182, 0.1292]","[29100.0, 796331.0, 60043.6667, 0.0121, 4900.0, 0.0293, -0.2282]","[39900.0, 836231.0, 34310.3333, 0.0194, 7000.0, 0.0329, -0.4348]","[70500.0, 906731.0, 46500.0, 0.0259, 29500.0, 0.013, -0.302]","[51500.0, 958231.0, 53966.6667, 0.0439, 132100.0, 0.0229, -0.0519]","[45300.0, 1003531.0, 55766.6667, 0.034, 109600.0, 0.0197, 0.192]","[23800.0, 1027331.0, 40200.0, 0.0135, 24900.0, 0.0106, -0.6865]","[85300.0, 1112631.0, 51466.6667, 0.0301, 28500.0, 0.0157, -0.8425]","[20600.0, 1133231.0, 43233.3333, 0.0305, 87700.0, 0.008, -0.1144]","[55600.0, 1188831.0, 53833.3333, 0.0686, 230000.0, 0.0088, -0.4421]","[146400.0, 1335231.0, 74200.0, 0.0923, 266500.0, 0.0213, 0.3183]","[73500.0, 1408731.0, 91833.3333, 0.0611, 122500.0, 0.0158, 0.6193]","[46500.0, 1455231.0, 88800.0, 0.0366, 72500.0, 0.0249, 0.1982]","[135900.0, 1591131.0, 85300.0, 0.1274, 406440.0, 0.0225, -0.0473]"
2020-05-18,"[0.0, 0.0, 0.0, 0.001, 3200.0, 0.0, 0.8182]","[115800.0, 115800.0, 57900.0, 0.0988, 55800.0, 0.0342, -0.2298]","[249100.0, 364900.0, 121633.3333, 0.1009, 67900.0, 0.039, -0.0552]","[536600.0, 901500.0, 300500.0, 0.1074, 27100.0, 0.0429, -0.0576]","[196200.0, 1097700.0, 327300.0, 0.0409, 84500.0, 0.0248, 0.0746]","[150700.0, 1248400.0, 294500.0, 0.0672, 62600.0, 0.0305, 0.2557]","[117540.0, 1365940.0, 154813.3333, 0.0281, 40900.0, 0.0226, 0.0389]","[78800.0, 1444740.0, 115680.0, 0.0208, 40300.0, 0.0225, 0.3391]","[91100.0, 1535840.0, 95813.3333, 0.0448, 28100.0, 0.0489, -0.5565]","[30708.0, 1566548.0, 66869.3333, 0.0127, 31000.0, 0.0106, 0.029]","[47200.0, 1613748.0, 56336.0, 0.0326, 31300.0, 0.0152, 0.9599]","[16500.0, 1630248.0, 31469.3333, 0.0121, 13400.0, 0.0048, 0.1512]","[28852.0, 1659100.0, 30850.6667, 0.0156, 4900.0, 0.0083, -0.3912]","[44248.0, 1703348.0, 29866.6667, 0.0248, 7000.0, 0.023, -0.3598]","[16100.0, 1719448.0, 29733.3333, 0.0234, 29500.0, 0.0174, 0.13]","[40700.0, 1760148.0, 33682.6667, 0.028, 132100.0, 0.018, 0.0893]","[18400.0, 1778548.0, 25066.6667, 0.0185, 109600.0, 0.012, 0.4825]","[10400.0, 1788948.0, 23166.6667, 0.0109, 24900.0, 0.0137, 0.2077]","[15300.0, 1804248.0, 14700.0, 0.0276, 28500.0, 0.011, 0.4248]","[21100.0, 1825348.0, 15600.0, 0.0191, 87700.0, 0.0127, 0.1449]","[33700.0, 1859048.0, 23366.6667, 0.0355, 230000.0, 0.0095, -0.3947]","[18815.0, 1877863.0, 24538.3333, 0.0508, 266500.0, 0.0149, 0.1004]","[39885.0, 1917748.0, 30800.0, 0.0467, 122500.0, 0.0177, 0.1882]","[144200.0, 2061948.0, 67633.3333, 0.0461, 72500.0, 0.0329, -0.0588]","[173100.0, 2235048.0, 119061.6667, 0.0857, 406440.0, 0.0294, 0.391]"
2020-05-19,"[5400.0, 5400.0, 5400.0, 0.0019, 3200.0, 6.8527, 0.1642]","[110900.0, 116300.0, 58150.0, 0.0694, 55800.0, 0.0607, -0.1639]","[178700.0, 295000.0, 98333.3333, 0.084, 67900.0, 0.0325, 0.2835]","[190400.0, 485400.0, 160000.0, 0.1275, 27100.0, 0.0248, -0.421]","[63400.0, 548800.0, 144166.6667, 0.0465, 84500.0, 0.0166, -0.3284]","[99900.0, 648700.0, 117900.0, 0.0814, 62600.0, 0.0131, 0.1415]","[62800.0, 711500.0, 75366.6667, 0.0342, 40900.0, 0.0283, -0.0487]","[45500.0, 757000.0, 69400.0, 0.0226, 40300.0, 0.0422, 0.3994]","[10900.0, 767900.0, 39733.3333, 0.032, 28100.0, 0.01, 0.4235]","[5300.0, 773200.0, 20566.6667, 0.0119, 31000.0, 0.0, 0.1131]","[20500.0, 793700.0, 12233.3333, 0.0355, 31300.0, 0.0238, 0.4601]","[12500.0, 806200.0, 12766.6667, 0.012, 13400.0, 0.0063, -0.2029]","[3000.0, 809200.0, 12000.0, 0.011, 4900.0, 0.0152, -0.0192]","[117500.0, 926700.0, 44333.3333, 0.0376, 7000.0, 0.0732, -0.4549]","[12300.0, 939000.0, 44266.6667, 0.0195, 29500.0, 0.0253, -0.5013]","[15300.0, 954300.0, 48366.6667, 0.0198, 132100.0, 0.0059, 0.3217]","[10000.0, 964300.0, 12533.3333, 0.0142, 109600.0, 0.0156, -0.6844]","[288667.0, 1252967.0, 104655.6667, 0.0621, 24900.0, 0.0573, 0.3502]","[20000.0, 1272967.0, 106222.3333, 0.024, 28500.0, 0.0271, -0.2559]","[67900.0, 1340867.0, 125522.3333, 0.0205, 87700.0, 0.0157, -0.0591]","[36900.0, 1377767.0, 41600.0, 0.0238, 230000.0, 0.0075, -0.1729]","[37900.0, 1415667.0, 47566.6667, 0.0408, 266500.0, 0.0071, -0.7267]","[86200.0, 1501867.0, 53666.6667, 0.0379, 122500.0, 0.0156, -0.2326]","[81600.0, 1583467.0, 68566.6667, 0.047, 72500.0, 0.0189, -0.0682]","[148200.0, 1731667.0, 105333.3333, 0.0828, 406440.0, 0.0089, -0.162]"
2020-05-20,"[29400.0, 29400.0, 29400.0, 0.0092, 3200.0, 6.5007, -0.427]","[104000.0, 133400.0, 66700.0, 0.0676, 55800.0, 0.0389, 0.4309]","[72409.0, 205809.0, 68603.0, 0.0917, 67900.0, 0.0131, 0.4761]","[45260.0, 251069.0, 73889.6667, 0.1293, 27100.0, 0.0112, 0.4404]","[80431.0, 331500.0, 66033.3333, 0.0639, 84500.0, 0.0176, -0.3146]","[17900.0, 349400.0, 47863.6667, 0.0467, 62600.0, 0.0195, -0.0793]","[31578.0, 380978.0, 43303.0, 0.0384, 40900.0, 0.0268, -0.2642]","[14200.0, 395178.0, 21226.0, 0.0245, 40300.0, 0.0154, -0.5935]","[10300.0, 405478.0, 18692.6667, 0.0186, 28100.0, 0.0095, -0.5745]","[9100.0, 414578.0, 11200.0, 0.0081, 31000.0, 0.0083, -0.3884]","[21400.0, 435978.0, 13600.0, 0.017, 31300.0, 0.0081, 0.0106]","[66900.0, 502878.0, 32466.6667, 0.0235, 13400.0, 0.0295, -0.0092]","[27700.0, 530578.0, 38666.6667, 0.0126, 4900.0, 0.0246, -0.3633]","[50000.0, 580578.0, 48200.0, 0.0432, 7000.0, 0.0212, -0.7041]","[22600.0, 603178.0, 33433.3333, 0.0111, 29500.0, 0.0164, 0.3821]","[21100.0, 624278.0, 31233.3333, 0.0149, 132100.0, 0.016, -0.2996]","[6900.0, 631178.0, 16866.6667, 0.0066, 109600.0, 0.0295, -0.4444]","[35500.0, 666678.0, 21166.6667, 0.067, 24900.0, 0.0403, -0.5764]","[18200.0, 684878.0, 20200.0, 0.0112, 28500.0, 0.0199, -0.3609]","[16600.0, 701478.0, 23433.3333, 0.0208, 87700.0, 0.0089, -0.0383]","[89200.0, 790678.0, 41333.3333, 0.037, 230000.0, 0.0302, 0.2199]","[19100.0, 809778.0, 41633.3333, 0.0154, 266500.0, 0.0099, 0.6086]","[52400.0, 862178.0, 53566.6667, 0.0372, 122500.0, 0.0246, 0.44]","[187200.0, 1049378.0, 86233.3333, 0.0894, 72500.0, 0.0168, -0.0399]","[145700.0, 1195078.0, 128433.3333, 0.095, 406440.0, 0.0455, -0.4528]"
2020-05-21,"[5500.0, 5500.0, 5500.0, 0.0102, 500.0, 6.3491, 0.2527]","[54800.0, 60300.0, 30150.0, 0.06, 189400.0, 0.0333, 0.5124]","[162200.0, 222500.0, 74166.6667, 0.083, 191600.0, 0.0556, -0.2045]","[55900.0, 278400.0, 90966.6667, 0.0591, 61600.0, 0.0261, 0.3505]","[57660.0, 336060.0, 91920.0, 0.0447, 24400.0, 0.0243, -0.3113]","[64300.0, 400360.0, 59286.6667, 0.0355, 18500.0, 0.0104, 0.2625]","[139299.0, 539659.0, 87086.3333, 0.0453, 22300.0, 0.0299, 0.4875]","[22100.0, 561759.0, 75233.0, 0.0166, 26000.0, 0.0149, 0.9204]","[25600.0, 587359.0, 62333.0, 0.0095, 55400.0, 0.0167, -0.2583]","[18300.0, 605659.0, 22000.0, 0.0068, 6600.0, 0.0167, -0.0755]","[52000.0, 657659.0, 31966.6667, 0.019, 3800.0, 0.0053, -0.3845]","[41500.0, 699159.0, 37266.6667, 0.0283, 9400.0, 0.0301, 0.2597]","[21600.0, 720759.0, 38366.6667, 0.0121, 19500.0, 0.017, -0.3843]","[132100.0, 852859.0, 65066.6667, 0.0597, 36900.0, 0.0368, -0.4964]","[121300.0, 974159.0, 91666.6667, 0.0299, 23200.0, 0.0144, 0.293]","[48400.0, 1022559.0, 100600.0, 0.0173, 41600.0, 0.0842, -0.424]","[11400.0, 1033959.0, 60366.6667, 0.0058, 23400.0, 0.0284, -0.3067]","[6600.0, 1040559.0, 22133.3333, 0.0666, 16200.0, 0.013, -0.5705]","[404000.0, 1444559.0, 140666.6667, 0.0797, 27900.0, 0.0753, -0.3173]","[84600.0, 1529159.0, 165066.6667, 0.0325, 43500.0, 0.0419, -0.1876]","[29900.0, 1559059.0, 172833.3333, 0.0372, 70100.0, 0.0314, -0.3039]","[16000.0, 1575059.0, 43500.0, 0.0154, 64800.0, 0.0226, -0.1758]","[19700.0, 1594759.0, 21866.6667, 0.0347, 94600.0, 0.0309, -0.2411]","[21300.0, 1616059.0, 19000.0, 0.0717, 55300.0, 0.0552, -0.2242]","[286100.0, 1902159.0, 109033.3333, 0.1193, 117400.0, 0.0816, -0.3677]"
2020-05-22,"[5700.0, 5700.0, 5700.0, 0.011, 4000.0, 7.9658, -0.291]","[63900.0, 69600.0, 34800.0, 0.059, 147000.0, 0.0269, -0.1445]","[64500.0, 134100.0, 44700.0, 0.0692, 59300.0, 0.045, -0.3249]","[33500.0, 167600.0, 53966.6667, 0.0331, 51700.0, 0.0094, -0.6952]","[30100.0, 197700.0, 42700.0, 0.0422, 24200.0, 0.0125, 0.3224]","[51200.0, 248900.0, 38266.6667, 0.0326, 189700.0, 0.0424, 0.0462]","[6300.0, 255200.0, 29200.0, 0.0352, 22000.0, 0.0194, 0.4813]","[44100.0, 299300.0, 33866.6667, 0.0219, 10000.0, 0.0569, -0.2547]","[20400.0, 319700.0, 23600.0, 0.0139, 78100.0, 0.0346, -0.3523]","[6000.0, 325700.0, 23500.0, 0.0077, 30200.0, 0.0254, -0.3104]","[8100.0, 333800.0, 11500.0, 0.0177, 117100.0, 0.029, 0.4463]","[16300.0, 350100.0, 10133.3333, 0.0311, 33931.0, 0.0033, 0.4253]","[88100.0, 438200.0, 37500.0, 0.0397, 29100.0, 0.0151, -0.1288]","[41000.0, 479200.0, 48466.6667, 0.0502, 39900.0, 0.0214, 0.5973]","[65600.0, 544800.0, 64900.0, 0.0485, 70500.0, 0.0209, 0.8266]","[42700.0, 587500.0, 49766.6667, 0.028, 51500.0, 0.0211, 0.4895]","[37500.0, 625000.0, 48600.0, 0.0159, 45300.0, 0.0465, 0.0665]","[31800.0, 656800.0, 37333.3333, 0.0212, 23800.0, 0.0423, -0.2475]","[1400.0, 658200.0, 23566.6667, 0.0763, 85300.0, 0.0101, 0.3909]","[12700.0, 670900.0, 15300.0, 0.0235, 20600.0, 0.0286, 0.3093]","[142900.0, 813800.0, 52333.3333, 0.0758, 55600.0, 0.055, -0.3838]","[27200.0, 841000.0, 60933.3333, 0.0168, 146400.0, 0.0149, 0.6256]","[47000.0, 888000.0, 72366.6667, 0.0331, 73500.0, 0.0208, -0.0115]","[33200.0, 921200.0, 35800.0, 0.0666, 46500.0, 0.0364, 0.3041]","[121500.0, 1042700.0, 67233.3333, 0.1296, 135900.0, 0.0329, -0.704]"
2020-05-25,"[1200.0, 1200.0, 1200.0, 0.0034, 0.0, 8.0219, 0.6422]","[73000.0, 74200.0, 37100.0, 0.0666, 115800.0, 0.0537, -0.2739]","[65700.0, 139900.0, 46633.3333, 0.082, 249100.0, 0.0505, -0.7055]","[17900.0, 157800.0, 52200.0, 0.0295, 536600.0, 0.0112, -0.5246]","[11600.0, 169400.0, 31733.3333, 0.0255, 196200.0, 0.0204, -0.0552]","[10600.0, 180000.0, 13366.6667, 0.0329, 150700.0, 0.0147, -0.5179]","[46400.0, 226400.0, 22866.6667, 0.0497, 117540.0, 0.0294, -0.3376]","[18100.0, 244500.0, 25033.3333, 0.027, 78800.0, 0.0342, 0.3176]","[22600.0, 267100.0, 29033.3333, 0.0223, 91100.0, 0.0241, -0.1807]","[26000.0, 293100.0, 22233.3333, 0.0182, 30708.0, 0.0201, -0.4593]","[2000.0, 295100.0, 16866.6667, 0.0127, 47200.0, 0.0, -0.6247]","[9900.0, 305000.0, 12633.3333, 0.0174, 16500.0, 0.0065, -0.4064]","[15200.0, 320200.0, 9033.3333, 0.0396, 28852.0, 0.0278, 0.445]","[11100.0, 331300.0, 12066.6667, 0.0418, 44248.0, 0.0247, -0.0946]","[29300.0, 360600.0, 18533.3333, 0.0569, 16100.0, 0.0163, -0.1662]","[3600.0, 364200.0, 14666.6667, 0.0239, 40700.0, 0.0169, -0.5288]","[12300.0, 376500.0, 15066.6667, 0.0201, 18400.0, 0.0174, 0.0231]","[11100.0, 387600.0, 9000.0, 0.0169, 10400.0, 0.0091, 0.1475]","[47000.0, 434600.0, 23466.6667, 0.0948, 15300.0, 0.0097, -0.4195]","[10800.0, 445400.0, 22966.6667, 0.0243, 21100.0, 0.032, 0.0691]","[80100.0, 525500.0, 45966.6667, 0.0911, 33700.0, 0.0255, -0.4646]","[31900.0, 557400.0, 40933.3333, 0.0275, 18815.0, 0.0205, -0.5894]","[10900.0, 568300.0, 40966.6667, 0.0239, 39885.0, 0.0212, -0.8122]","[23700.0, 592000.0, 22166.6667, 0.0262, 144200.0, 0.0261, -0.3202]","[73300.0, 665300.0, 35966.6667, 0.1257, 173100.0, 0.0243, 0.0496]"
2020-05-26,"[0.0, 0.0, 0.0, 0.0024, 5400.0, 0.0, -0.1667]","[36600.0, 36600.0, 18300.0, 0.0718, 110900.0, 2.8887, 0.0417]","[183100.0, 219700.0, 73233.3333, 0.1275, 178700.0, 0.0681, 0.3735]","[19600.0, 239300.0, 79766.6667, 0.0276, 190400.0, 0.0348, -0.0691]","[14600.0, 253900.0, 72433.3333, 0.0213, 63400.0, 0.0207, 0.1919]","[10600.0, 264500.0, 14933.3333, 0.026, 99900.0, 0.0081, 0.7198]","[10500.0, 275000.0, 11900.0, 0.0295, 62800.0, 0.0086, -0.2606]","[18500.0, 293500.0, 13200.0, 0.0306, 45500.0, 0.0132, 0.1896]","[17100.0, 310600.0, 15366.6667, 0.0248, 10900.0, 0.0129, -0.3883]","[55200.0, 365800.0, 30266.6667, 0.0372, 5300.0, 0.0291, -0.1804]","[27500.0, 393300.0, 33266.6667, 0.0147, 20500.0, 0.016, -0.1489]","[8200.0, 401500.0, 30300.0, 0.0135, 12500.0, 0.0051, 0.3116]","[13400.0, 414900.0, 16366.6667, 0.0412, 3000.0, 0.0181, -0.5046]","[27700.0, 442600.0, 16433.3333, 0.0299, 117500.0, 0.0097, -0.4192]","[7300.0, 449900.0, 16133.3333, 0.0386, 12300.0, 0.002, -0.1253]","[23300.0, 473200.0, 19433.3333, 0.0249, 15300.0, 0.0116, -0.0412]","[8200.0, 481400.0, 12933.3333, 0.0215, 10000.0, 0.0049, -0.2347]","[43200.0, 524600.0, 24900.0, 0.0332, 288667.0, 0.0421, 0.088]","[116600.0, 641200.0, 56000.0, 0.0711, 20000.0, 0.0575, 0.2436]","[12700.0, 653900.0, 57500.0, 0.0146, 67900.0, 0.014, -0.1769]","[18800.0, 672700.0, 49366.6667, 0.0934, 36900.0, 0.0248, -0.5365]","[45000.0, 717700.0, 25500.0, 0.0429, 37900.0, 0.0215, -0.7519]","[33700.0, 751400.0, 32500.0, 0.0341, 86200.0, 0.0086, -0.0835]","[15100.0, 766500.0, 31266.6667, 0.0286, 81600.0, 0.0119, 0.2735]","[58700.0, 825200.0, 35833.3333, 0.0993, 148200.0, 0.008, 0.0702]"
