date,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"[522300.0, 522300.0, 522300.0, 0.016, 522300.0, 5.1114, -0.3755]","[4599994.0, 5122294.0, 2561147.0, 0.1406, 4599994.0, 0.0675, -0.1294]","[2363800.0, 7486094.0, 2495364.6667, 0.0723, 2363800.0, 0.0616, 0.298]","[2179900.0, 9665994.0, 3047898.0, 0.0666, 2179900.0, 0.0355, 0.1219]","[1728800.0, 11394794.0, 2090833.3333, 0.0528, 1728800.0, 0.0207, 0.4363]","[1885900.0, 13280694.0, 1931533.3333, 0.0576, 1885900.0, 0.0288, -0.0354]","[1576110.0, 14856804.0, 1730270.0, 0.0482, 1576110.0, 0.083, -0.0013]","[1608200.0, 16465004.0, 1690070.0, 0.0492, 1608200.0, 0.0343, 0.3779]","[565900.0, 17030904.0, 1250070.0, 0.0173, 565900.0, 0.0141, 0.1276]","[459000.0, 17489904.0, 877700.0, 0.014, 459000.0, 0.0176, 0.3241]","[535200.0, 18025104.0, 520033.3333, 0.0164, 535200.0, 0.0232, 0.1036]","[637597.0, 18662701.0, 543932.3333, 0.0195, 637597.0, 0.0163, 0.7118]","[388603.0, 19051304.0, 520466.6667, 0.0119, 388603.0, 0.0183, -0.2067]","[698100.0, 19749404.0, 574766.6667, 0.0213, 698100.0, 0.0151, -0.0944]","[739121.0, 20488525.0, 608608.0, 0.0226, 739121.0, 0.0113, -0.0682]","[675800.0, 21164325.0, 704340.3333, 0.0207, 675800.0, 0.0147, 0.5252]","[517500.0, 21681825.0, 644140.3333, 0.0158, 517500.0, 0.0134, 0.2025]","[1566047.0, 23247872.0, 919782.3333, 0.0479, 1566047.0, 0.0625, -0.0103]","[908500.0, 24156372.0, 997349.0, 0.0278, 908500.0, 0.0436, 0.4508]","[1376932.0, 25533304.0, 1283826.3333, 0.0421, 1376932.0, 0.0185, 0.217]","[882247.0, 26415551.0, 1055893.0, 0.027, 882247.0, 0.032, 0.1591]","[855200.0, 27270751.0, 1038126.3333, 0.0261, 855200.0, 0.017, 0.412]","[859000.0, 28129751.0, 865482.3333, 0.0263, 859000.0, 0.0151, 0.1321]","[2077060.0, 30206811.0, 1263753.3333, 0.0635, 2077060.0, 0.0275, 0.387]","[2509400.0, 32716211.0, 1815153.3333, 0.0767, 2509400.0, 0.0229, 0.1931]"
2020-05-14,"[274202.0, 274202.0, 274202.0, 0.0118, 522300.0, 5.3449, 0.3665]","[3031192.0, 3305394.0, 1652697.0, 0.1127, 4599994.0, 0.0621, -0.2355]","[4677497.0, 7982891.0, 2660963.6667, 0.1016, 2363800.0, 0.1347, 0.0663]","[3642600.0, 11625491.0, 3783763.0, 0.0843, 2179900.0, 0.0385, 0.0092]","[1772503.0, 13397994.0, 3364200.0, 0.0512, 1728800.0, 0.0477, 0.3618]","[1114812.0, 14512806.0, 2176638.3333, 0.0444, 1885900.0, 0.0451, -0.1298]","[552300.0, 15065106.0, 1146538.3333, 0.0318, 1576110.0, 0.0196, -0.0016]","[732600.0, 15797706.0, 799904.0, 0.0348, 1608200.0, 0.0261, -0.3115]","[511800.0, 16309506.0, 598900.0, 0.0158, 565900.0, 0.0219, 0.7377]","[1192200.0, 17501706.0, 812200.0, 0.0237, 459000.0, 0.0275, 0.1607]","[729500.0, 18231206.0, 811166.6667, 0.0184, 535200.0, 0.0248, 0.5578]","[725500.0, 18956706.0, 882400.0, 0.0199, 637597.0, 0.0192, 0.4474]","[498200.0, 19454906.0, 651066.6667, 0.0129, 388603.0, 0.0099, -0.1471]","[988900.0, 20443806.0, 737533.3333, 0.0245, 698100.0, 0.0383, -0.1949]","[397300.0, 20841106.0, 628133.3333, 0.0169, 739121.0, 0.0249, 0.2359]","[943200.0, 21784306.0, 776466.6667, 0.0235, 675800.0, 0.0257, 0.2354]","[800700.0, 22585006.0, 713733.3333, 0.0191, 517500.0, 0.0139, -0.0134]","[2298100.0, 24883106.0, 1347333.3333, 0.0561, 1566047.0, 0.0224, 0.3592]","[1554300.0, 26437406.0, 1551033.3333, 0.0356, 908500.0, 0.0179, 0.336]","[2544600.0, 28982006.0, 2132333.3333, 0.0567, 1376932.0, 0.0361, 0.0106]","[2022300.0, 31004306.0, 2040400.0, 0.0418, 882247.0, 0.0575, 0.1926]","[1071200.0, 32075506.0, 1879366.6667, 0.0281, 855200.0, 0.043, 0.1035]","[613600.0, 32689106.0, 1235700.0, 0.0217, 859000.0, 0.0122, 0.0222]","[1171500.0, 33860606.0, 952100.0, 0.0481, 2077060.0, 0.0317, 0.2326]","[1866300.0, 35726906.0, 1217133.3333, 0.0645, 2509400.0, 0.0211, 0.1026]"
2020-05-15,"[127100.0, 127100.0, 127100.0, 0.0086, 522300.0, 5.5846, -0.1926]","[2961719.0, 3088819.0, 1544409.5, 0.0928, 4599994.0, 0.0473, -0.1088]","[5983297.0, 9072116.0, 3024038.6667, 0.1034, 2363800.0, 0.1011, 0.1584]","[3640418.0, 12712534.0, 4195144.6667, 0.0779, 2179900.0, 0.0519, -0.119]","[2327900.0, 15040434.0, 3983871.6667, 0.048, 1728800.0, 0.0262, -0.6003]","[1725600.0, 16766034.0, 2564639.3333, 0.0399, 1885900.0, 0.0313, -0.1192]","[1468500.0, 18234534.0, 1840666.6667, 0.03, 1576110.0, 0.0352, 0.059]","[896000.0, 19130534.0, 1363366.6667, 0.0286, 1608200.0, 0.0176, -0.585]","[1413491.0, 20544025.0, 1259330.3333, 0.019, 565900.0, 0.0231, -0.0893]","[922800.0, 21466825.0, 1077430.3333, 0.0213, 459000.0, 0.0183, 0.0378]","[642200.0, 22109025.0, 992830.3333, 0.0161, 535200.0, 0.0177, -0.015]","[1128000.0, 23237025.0, 897666.6667, 0.02, 637597.0, 0.0157, -0.2537]","[688700.0, 23925725.0, 819633.3333, 0.0127, 388603.0, 0.0255, -0.1064]","[1220389.0, 25146114.0, 1012363.0, 0.0236, 698100.0, 0.0449, 0.288]","[881000.0, 26027114.0, 930029.6667, 0.0165, 739121.0, 0.0212, 0.3812]","[2982148.0, 29009262.0, 1694512.3333, 0.0335, 675800.0, 0.0569, -0.0964]","[1550600.0, 30559862.0, 1804582.6667, 0.022, 517500.0, 0.0195, 0.2497]","[1106400.0, 31666262.0, 1879716.0, 0.044, 1566047.0, 0.0118, -0.1945]","[875600.0, 32541862.0, 1177533.3333, 0.029, 908500.0, 0.0255, -0.0587]","[878993.0, 33420855.0, 953664.3333, 0.043, 1376932.0, 0.0201, -0.327]","[4536266.0, 37957121.0, 2096953.0, 0.0549, 882247.0, 0.0884, -0.3642]","[5930450.0, 43887571.0, 3781903.0, 0.0541, 855200.0, 0.0401, -0.2744]","[4372900.0, 48260471.0, 4946538.6667, 0.0406, 859000.0, 0.0305, 0.1099]","[4496446.0, 52756917.0, 4933265.3333, 0.0589, 2077060.0, 0.0642, 0.2066]","[3090457.0, 55847374.0, 3986601.0, 0.0614, 2509400.0, 0.0162, -0.0211]"
2020-05-18,"[283700.0, 283700.0, 283700.0, 0.0048, 522300.0, 5.3058, 0.1423]","[6760660.0, 7044360.0, 3522180.0, 0.0823, 4599994.0, 0.1507, 0.0698]","[11916194.0, 18960554.0, 6320184.6667, 0.1434, 2363800.0, 0.0991, 0.0803]","[5303100.0, 24263654.0, 7993318.0, 0.0842, 2179900.0, 0.0656, 0.1072]","[4252100.0, 28515754.0, 7157131.3333, 0.0533, 1728800.0, 0.0399, -0.0407]","[2787600.0, 31303354.0, 4114266.6667, 0.0357, 1885900.0, 0.0531, 0.0349]","[1857994.0, 33161348.0, 2965898.0, 0.0239, 1576110.0, 0.0277, 0.0544]","[1369800.0, 34531148.0, 2005131.3333, 0.0195, 1608200.0, 0.0316, 0.0934]","[1040292.0, 35571440.0, 1422695.3333, 0.0188, 565900.0, 0.0197, -0.3428]","[877100.0, 36448540.0, 1095730.6667, 0.0213, 459000.0, 0.0267, 0.3388]","[629600.0, 37078140.0, 848997.3333, 0.014, 535200.0, 0.0173, 0.0516]","[851400.0, 37929540.0, 786033.3333, 0.0181, 637597.0, 0.0193, -0.1177]","[1508312.0, 39437852.0, 996437.3333, 0.0169, 388603.0, 0.0568, -0.2394]","[1894000.0, 41331852.0, 1417904.0, 0.0267, 698100.0, 0.0451, -0.065]","[1010500.0, 42342352.0, 1470937.3333, 0.0144, 739121.0, 0.0313, -0.5892]","[3027430.0, 45369782.0, 1977310.0, 0.0429, 675800.0, 0.0747, -0.2006]","[1429228.0, 46799010.0, 1822386.0, 0.0244, 517500.0, 0.0277, 0.0719]","[1011072.0, 47810082.0, 1822576.6667, 0.0335, 1566047.0, 0.014, -0.0242]","[931388.0, 48741470.0, 1123896.0, 0.0247, 908500.0, 0.023, -0.1172]","[804700.0, 49546170.0, 915720.0, 0.0333, 1376932.0, 0.0177, -0.255]","[2036179.0, 51582349.0, 1257422.3333, 0.0569, 882247.0, 0.0836, -0.2323]","[3231563.0, 54813912.0, 2024147.3333, 0.0628, 855200.0, 0.029, -0.3388]","[2073394.0, 56887306.0, 2447045.3333, 0.043, 859000.0, 0.058, -0.3082]","[1880406.0, 58767712.0, 2395121.0, 0.0479, 2077060.0, 0.0234, 0.2026]","[3281638.0, 62049350.0, 2411812.6667, 0.0535, 2509400.0, 0.0544, 0.0457]"
2020-05-19,"[335900.0, 335900.0, 335900.0, 0.0048, 522300.0, 5.0293, 0.2374]","[7523484.0, 7859384.0, 3929692.0, 0.1096, 4599994.0, 0.1033, 0.2249]","[6206906.0, 14066290.0, 4688763.3333, 0.1456, 2363800.0, 0.0599, -0.0533]","[2620400.0, 16686690.0, 5450263.3333, 0.0696, 2179900.0, 0.0754, 0.1832]","[1623958.0, 18310648.0, 3483754.6667, 0.0487, 1728800.0, 0.0372, 0.1229]","[1409600.0, 19720248.0, 1884652.6667, 0.0357, 1885900.0, 0.0335, 0.1715]","[916095.0, 20636343.0, 1316551.0, 0.0255, 1576110.0, 0.0226, -0.3167]","[1125905.0, 21762248.0, 1150533.3333, 0.021, 1608200.0, 0.0226, 0.0163]","[923100.0, 22685348.0, 988366.6667, 0.0209, 565900.0, 0.0334, 0.027]","[978700.0, 23664048.0, 1009235.0, 0.0175, 459000.0, 0.029, -0.2934]","[2275862.0, 25939910.0, 1392554.0, 0.024, 535200.0, 0.036, 0.2093]","[1244600.0, 27184510.0, 1499720.6667, 0.0205, 637597.0, 0.0489, 0.2696]","[836700.0, 28021210.0, 1452387.3333, 0.0184, 388603.0, 0.0323, -0.4233]","[1067396.0, 29088606.0, 1049565.3333, 0.0254, 698100.0, 0.0198, 0.2436]","[997206.0, 30085812.0, 967100.6667, 0.0181, 739121.0, 0.0305, 0.5529]","[1887397.0, 31973209.0, 1317333.0, 0.048, 675800.0, 0.0298, -0.0568]","[1159317.0, 33132526.0, 1347973.3333, 0.0255, 517500.0, 0.0204, 0.0033]","[906100.0, 34038626.0, 1317604.6667, 0.0187, 1566047.0, 0.0143, 0.0372]","[880100.0, 34918726.0, 981839.0, 0.0167, 908500.0, 0.0281, 0.3568]","[1501600.0, 36420326.0, 1095933.3333, 0.0207, 1376932.0, 0.0218, -0.1128]","[1877400.0, 38297726.0, 1419700.0, 0.0519, 882247.0, 0.0275, 0.4013]","[1326100.0, 39623826.0, 1568366.6667, 0.0626, 855200.0, 0.015, -0.6191]","[1024600.0, 40648426.0, 1409366.6667, 0.0448, 859000.0, 0.0093, -0.3642]","[1726200.0, 42374626.0, 1358966.6667, 0.0497, 2077060.0, 0.0129, 0.1743]","[2693607.0, 45068233.0, 1814802.3333, 0.056, 2509400.0, 0.0105, 0.0522]"
2020-05-20,"[123900.0, 123900.0, 123900.0, 0.0053, 522300.0, 5.8917, 0.2493]","[4161150.0, 4285050.0, 2142525.0, 0.1348, 4599994.0, 0.0681, -0.2118]","[4069052.0, 8354102.0, 2784700.6667, 0.1518, 2363800.0, 0.0558, 0.014]","[3165500.0, 11519602.0, 3798567.3333, 0.0804, 2179900.0, 0.0487, 0.036]","[1501000.0, 13020602.0, 2911850.6667, 0.0503, 1728800.0, 0.0589, 0.0854]","[1199163.0, 14219765.0, 1955221.0, 0.0377, 1885900.0, 0.0337, 0.1201]","[601886.0, 14821651.0, 1100683.0, 0.0229, 1576110.0, 0.0196, 0.0811]","[687200.0, 15508851.0, 829416.3333, 0.0228, 1608200.0, 0.0214, -0.2681]","[799600.0, 16308451.0, 696228.6667, 0.0206, 565900.0, 0.032, -0.2436]","[386600.0, 16695051.0, 624466.6667, 0.0159, 459000.0, 0.0193, 0.2078]","[652700.0, 17347751.0, 612966.6667, 0.0269, 535200.0, 0.0334, -0.1095]","[1169632.0, 18517383.0, 736310.6667, 0.0258, 637597.0, 0.0183, 0.3009]","[708800.0, 19226183.0, 843710.6667, 0.0216, 388603.0, 0.0232, -0.0765]","[840900.0, 20067083.0, 906444.0, 0.0267, 698100.0, 0.0485, 0.1368]","[402050.0, 20469133.0, 650583.3333, 0.0169, 739121.0, 0.0148, 0.2172]","[367000.0, 20836133.0, 536650.0, 0.034, 675800.0, 0.0133, 0.3682]","[264000.0, 21100133.0, 344350.0, 0.019, 517500.0, 0.0178, -0.0036]","[558539.0, 21658672.0, 396513.0, 0.0179, 1566047.0, 0.0262, 0.2419]","[967261.0, 22625933.0, 596600.0, 0.0215, 908500.0, 0.0294, -0.1152]","[1229117.2, 23855050.2, 918305.7333, 0.0281, 1376932.0, 0.0222, 0.49]","[1360231.0, 25215281.2, 1185536.4, 0.0388, 882247.0, 0.0349, -0.1746]","[1127950.0, 26343231.2, 1239099.4, 0.0388, 855200.0, 0.0265, -0.0115]","[3294323.9, 29637555.1, 1927501.6333, 0.0526, 859000.0, 0.0371, 0.2381]","[1275566.0, 30913121.1, 1899279.9667, 0.036, 2077060.0, 0.0293, 0.22]","[1493200.0, 32406321.1, 2021029.9667, 0.0529, 2509400.0, 0.0148, 0.0399]"
2020-05-21,"[95600.0, 95600.0, 95600.0, 0.0043, 274202.0, 5.7286, 0.3036]","[4540507.0, 4636107.0, 2318053.5, 0.1246, 3031192.0, 0.0905, 0.1126]","[1671701.0, 6307808.0, 2102602.6667, 0.0974, 4677497.0, 0.0331, -0.0019]","[3120199.0, 9428007.0, 3110802.3333, 0.0699, 3642600.0, 0.0656, -0.2155]","[3125557.0, 12553564.0, 2639152.3333, 0.0455, 1772503.0, 0.0581, -0.1942]","[1809857.0, 14363421.0, 2685204.3333, 0.0332, 1114812.0, 0.0187, -0.5786]","[2805011.9, 17168432.9, 2580141.9667, 0.0291, 552300.0, 0.0417, -0.1608]","[3936902.0, 21105334.9, 2850590.3, 0.0381, 732600.0, 0.0344, 0.0192]","[1761500.0, 22866834.9, 2834471.3, 0.0252, 511800.0, 0.0153, 0.5116]","[1470800.0, 24337634.9, 2389734.0, 0.0197, 1192200.0, 0.0108, -0.3541]","[2494598.0, 26832232.9, 1908966.0, 0.0379, 729500.0, 0.032, -0.4877]","[4011172.2, 30843405.1, 2658856.7333, 0.0444, 725500.0, 0.0475, -0.1446]","[5490908.0, 36334313.1, 3998892.7333, 0.0451, 498200.0, 0.0676, -0.1091]","[2401158.5, 38735471.6, 3967746.2333, 0.0304, 988900.0, 0.042, -0.0481]","[1505800.0, 40241271.6, 3132622.1667, 0.0202, 397300.0, 0.0266, 0.0886]","[2938109.4, 43179381.0, 2281689.3, 0.0347, 943200.0, 0.0598, -0.3612]","[2651411.0, 45830792.0, 2365106.8, 0.0266, 800700.0, 0.0525, -0.1928]","[1331987.0, 47162779.0, 2307169.1333, 0.0201, 2298100.0, 0.0344, 0.0625]","[1576600.0, 48739379.0, 1853332.6667, 0.0256, 1554300.0, 0.0309, 0.3153]","[1148600.0, 49887979.0, 1352395.6667, 0.0304, 2544600.0, 0.0254, 0.4404]","[1564719.0, 51452698.0, 1429973.0, 0.0369, 2022300.0, 0.0218, -0.2513]","[1606622.9, 53059320.9, 1439980.6333, 0.0307, 1071200.0, 0.0303, 0.0145]","[1194600.0, 54253920.9, 1455313.9667, 0.0484, 613600.0, 0.0224, -0.005]","[1317882.0, 55571802.9, 1373034.9667, 0.0335, 1171500.0, 0.0252, 0.0676]","[2225890.0, 57797692.9, 1579457.3333, 0.0481, 1866300.0, 0.0261, -0.1713]"
2020-05-22,"[295951.5, 295951.5, 295951.5, 0.0046, 127100.0, 5.2071, -0.1396]","[4745360.0, 5041311.5, 2520655.75, 0.114, 2961719.0, 0.1121, -0.0325]","[5575077.0, 10616388.5, 3538796.1667, 0.1043, 5983297.0, 0.0541, -0.2548]","[2034800.0, 12651188.5, 4118412.3333, 0.0698, 3640418.0, 0.0319, 0.5101]","[1838500.0, 14489688.5, 3149459.0, 0.0509, 2327900.0, 0.0248, 0.0733]","[1507262.0, 15996950.5, 1793520.6667, 0.0371, 1725600.0, 0.0292, -0.1733]","[979438.0, 16976388.5, 1441733.3333, 0.0317, 1468500.0, 0.0353, 0.4319]","[1028916.0, 18005304.5, 1171872.0, 0.0395, 896000.0, 0.0201, -0.1743]","[508900.0, 18514204.5, 839084.6667, 0.0232, 1413491.0, 0.0169, -0.051]","[597800.0, 19112004.5, 711872.0, 0.0181, 922800.0, 0.0221, -0.0815]","[1246700.0, 20358704.5, 784466.6667, 0.0329, 642200.0, 0.0346, -0.5218]","[474400.0, 20833104.5, 772966.6667, 0.0397, 1128000.0, 0.0326, -0.3485]","[383591.0, 21216695.5, 701563.6667, 0.0426, 688700.0, 0.0125, -0.2211]","[1630100.0, 22846795.5, 829363.6667, 0.038, 1220389.0, 0.0732, 0.1759]","[1070800.0, 23917595.5, 1028163.6667, 0.023, 881000.0, 0.0269, -0.1532]","[1774229.0, 25691824.5, 1491709.6667, 0.0375, 2982148.0, 0.0373, 0.0103]","[1203300.0, 26895124.5, 1349443.0, 0.0294, 1550600.0, 0.0376, 0.606]","[762731.0, 27657855.5, 1246753.3333, 0.0207, 1106400.0, 0.0391, 0.1861]","[569300.0, 28227155.5, 845110.3333, 0.0244, 875600.0, 0.0258, 0.5329]","[523000.0, 28750155.5, 618343.6667, 0.0242, 878993.0, 0.0189, -0.2006]","[474839.0, 29224994.5, 522379.6667, 0.0275, 4536266.0, 0.01, 0.2704]","[922900.0, 30147894.5, 640246.3333, 0.0296, 5930450.0, 0.0243, -0.152]","[1246461.0, 31394355.5, 881400.0, 0.0526, 4372900.0, 0.0312, -0.1526]","[1642600.0, 33036955.5, 1270653.6667, 0.0363, 4496446.0, 0.0348, 0.2089]","[2123100.0, 35160055.5, 1670720.3333, 0.0483, 3090457.0, 0.0164, -0.1389]"
2020-05-25,"[92700.0, 92700.0, 92700.0, 0.0047, 283700.0, 5.0131, 0.4361]","[2807690.0, 2900390.0, 1450195.0, 0.1124, 6760660.0, 0.0898, -0.1582]","[1719146.0, 4619536.0, 1539845.3333, 0.0878, 11916194.0, 0.0381, -0.5816]","[2228200.0, 6847736.0, 2251678.6667, 0.07, 5303100.0, 0.0623, -0.3206]","[1467012.0, 8314748.0, 1804786.0, 0.057, 4252100.0, 0.0428, 0.4658]","[1144288.0, 9459036.0, 1613166.6667, 0.0415, 2787600.0, 0.0298, 0.2015]","[868300.0, 10327336.0, 1159866.6667, 0.0382, 1857994.0, 0.0296, -0.004]","[491300.0, 10818636.0, 834629.3333, 0.0397, 1369800.0, 0.0226, 0.4854]","[870187.0, 11688823.0, 743262.3333, 0.0278, 1040292.0, 0.0247, 0.0758]","[318200.0, 12007023.0, 559895.6667, 0.0188, 877100.0, 0.016, -0.4466]","[349000.0, 12356023.0, 512462.3333, 0.0313, 629600.0, 0.0199, -0.0228]","[318600.0, 12674623.0, 328600.0, 0.0323, 851400.0, 0.0117, 0.1885]","[227800.0, 12902423.0, 298466.6667, 0.0387, 1508312.0, 0.0112, 0.2091]","[267164.0, 13169587.0, 271188.0, 0.0332, 1894000.0, 0.0116, 0.128]","[519700.0, 13689287.0, 338221.3333, 0.0265, 1010500.0, 0.018, -0.5758]","[1442129.0, 15131416.0, 742997.6667, 0.055, 3027430.0, 0.0378, -0.4026]","[802300.0, 15933716.0, 921376.3333, 0.0385, 1429228.0, 0.0185, -0.0823]","[600700.0, 16534416.0, 948376.3333, 0.0237, 1011072.0, 0.0261, 0.562]","[455459.0, 16989875.0, 619486.3333, 0.0212, 931388.0, 0.0215, 0.0127]","[1192594.0, 18182469.0, 749584.3333, 0.0291, 804700.0, 0.0208, -0.0672]","[401800.0, 18584269.0, 683284.3333, 0.0194, 2036179.0, 0.0178, -0.2503]","[475014.0, 19059283.0, 689802.6667, 0.025, 3231563.0, 0.0156, -0.2507]","[748647.0, 19807930.0, 541820.3333, 0.0297, 2073394.0, 0.0186, -0.2491]","[1557300.0, 21365230.0, 926987.0, 0.0461, 1880406.0, 0.0129, -0.0919]","[1319702.0, 22684932.0, 1208549.6667, 0.0524, 3281638.0, 0.0103, -0.2873]"
2020-05-26,"[44500.0, 44500.0, 44500.0, 0.0049, 335900.0, 5.8411, 0.2921]","[1997294.0, 2041794.0, 1020897.0, 0.1209, 7523484.0, 0.0641, -0.4151]","[1137100.0, 3178894.0, 1059631.3333, 0.0978, 6206906.0, 0.0255, -0.2599]","[1704908.0, 4883802.0, 1613100.6667, 0.0816, 2620400.0, 0.0239, 0.4338]","[613955.0, 5497757.0, 1151987.6667, 0.0496, 1623958.0, 0.0166, 0.3607]","[847145.0, 6344902.0, 1055336.0, 0.0458, 1409600.0, 0.0276, 0.1861]","[690900.0, 7035802.0, 717333.3333, 0.034, 916095.0, 0.0251, 0.0658]","[517400.0, 7553202.0, 685148.3333, 0.0259, 1125905.0, 0.0273, -0.0437]","[500200.0, 8053402.0, 569500.0, 0.0263, 923100.0, 0.0175, 0.4859]","[365501.0, 8418903.0, 461033.6667, 0.0167, 978700.0, 0.0181, -0.0351]","[377000.0, 8795903.0, 414233.6667, 0.0235, 2275862.0, 0.0124, -0.102]","[335757.0, 9131660.0, 359419.3333, 0.015, 1244600.0, 0.0095, -0.4507]","[523000.0, 9654660.0, 411919.0, 0.0161, 836700.0, 0.0097, -0.0708]","[693700.0, 10348360.0, 517485.6667, 0.0314, 1067396.0, 0.0185, -0.028]","[371900.0, 10720260.0, 529533.3333, 0.0242, 997206.0, 0.0088, 0.593]","[1136000.0, 11856260.0, 733866.6667, 0.0577, 1887397.0, 0.034, -0.1942]","[681200.0, 12537460.0, 729700.0, 0.035, 1159317.0, 0.0263, -0.7328]","[566900.0, 13104360.0, 794700.0, 0.0259, 906100.0, 0.012, -0.3356]","[447300.0, 13551660.0, 565133.3333, 0.0198, 880100.0, 0.0086, 0.1896]","[540600.0, 14092260.0, 518266.6667, 0.0319, 1501600.0, 0.0164, 0.102]","[609900.0, 14702160.0, 532600.0, 0.021, 1877400.0, 0.0059, -0.0522]","[546500.0, 15248660.0, 565666.6667, 0.0252, 1326100.0, 0.0184, -0.3987]","[561200.0, 15809860.0, 572533.3333, 0.0325, 1024600.0, 0.0098, -0.2025]","[1400260.0, 17210120.0, 835986.6667, 0.0627, 1726200.0, 0.0221, -0.0401]","[2017302.0, 19227422.0, 1326254.0, 0.0745, 2693607.0, 0.011, -0.439]"
