date,daily_volume,bin_num,bin_volume,volatility,quote_imbalance
2020-05-13,1091473.0,0,7050.0,31.88167423018397,-0.4086491130467321
2020-05-13,1091473.0,1,94500.0,0.16946055789884135,0.1787580608916617
2020-05-13,1091473.0,2,40515.0,0.03701149362192251,-0.5646843853188498
2020-05-13,1091473.0,3,43650.0,0.05590335264248652,-0.5204328117083084
2020-05-13,1091473.0,4,32200.0,0.035888704925959705,0.7253599526476304
2020-05-13,1091473.0,5,72335.0,0.16448045291918623,0.5366365854942403
2020-05-13,1091473.0,6,36100.0,0.027960215313426812,0.6729727723176061
2020-05-13,1091473.0,7,48034.0,0.061299316994414065,-0.4122987381719774
2020-05-13,1091473.0,8,24800.0,0.018386249578870084,-0.6400834210711466
2020-05-13,1091473.0,9,35400.0,0.03865737124450872,-0.2931453127518736
2020-05-13,1091473.0,10,36300.0,0.02831533270381403,-0.6394444345794963
2020-05-13,1091473.0,11,24900.0,0.03001832137093637,0.3021054562348575
2020-05-13,1091473.0,12,14350.0,0.06797980355183289,-0.24205257385746015
2020-05-13,1091473.0,13,27700.0,0.046840964493945605,-0.17781959941129974
2020-05-13,1091473.0,14,50620.0,0.13280268629314207,-0.21910721920064705
2020-05-13,1091473.0,15,36376.0,0.0673714175187773,-0.06648388690549845
2020-05-13,1091473.0,16,36799.0,0.0673794394039453,-0.07216749127378591
2020-05-13,1091473.0,17,23608.0,0.03333931393323595,-0.532906179783286
2020-05-13,1091473.0,18,32900.0,0.03710037077088319,-0.3128088495431143
2020-05-13,1091473.0,19,33500.0,0.061107553763314705,-0.24597178926422794
2020-05-13,1091473.0,20,39203.0,0.046599752678379784,0.15361198066718007
2020-05-13,1091473.0,21,100100.0,0.08352900098025572,0.18766646450999722
2020-05-13,1091473.0,22,68900.0,0.06011623281931967,0.1397069226042639
2020-05-13,1091473.0,23,63399.0,0.030472495313630756,-0.329807207377248
2020-05-13,1091473.0,24,68234.0,0.013679646392742979,-0.15190127114326563
2020-05-14,4442607.0,0,14500.0,30.83157393992242,-0.1729732802056381
2020-05-14,4442607.0,1,534150.0,0.8748733729096825,0.13520757743129694
2020-05-14,4442607.0,2,522198.0,0.1856814707315668,-0.07281449127300514
2020-05-14,4442607.0,3,504110.0,0.2361644020166003,0.2548790249173138
2020-05-14,4442607.0,4,185200.0,0.08489516262806443,0.06793954804603879
2020-05-14,4442607.0,5,234205.0,0.21986747931340037,0.37883608290564286
2020-05-14,4442607.0,6,309276.0,0.08202865787460949,-0.11083117832653876
2020-05-14,4442607.0,7,197000.0,0.10388168076981563,-0.07483802921696413
2020-05-14,4442607.0,8,116411.0,0.0702508709251116,-0.06013325900117431
2020-05-14,4442607.0,9,120975.0,0.09811625927525351,0.19209341766864127
2020-05-14,4442607.0,10,70300.0,0.03878235859895934,0.08609572357537516
2020-05-14,4442607.0,11,176242.0,0.17741223645227944,-0.5466288665715597
2020-05-14,4442607.0,12,115260.0,0.07035119601072785,0.1399801952453963
2020-05-14,4442607.0,13,115099.0,0.3232326709615899,-0.08845036168573776
2020-05-14,4442607.0,14,107825.0,0.037415746470993515,-0.5659086757684535
2020-05-14,4442607.0,15,121275.0,0.07479495195082038,0.3414750584582769
2020-05-14,4442607.0,16,78931.0,0.045376475454386486,0.19529920771496712
2020-05-14,4442607.0,17,49600.0,0.031463773458517724,-0.018621910215707187
2020-05-14,4442607.0,18,73400.0,0.07199269443455877,-0.0034686144169482043
2020-05-14,4442607.0,19,72800.0,0.10986628988838812,-0.0805380128859804
2020-05-14,4442607.0,20,62300.0,0.07076143701144062,0.3138435343300397
2020-05-14,4442607.0,21,52200.0,0.033983860721194546,0.25474177585908336
2020-05-14,4442607.0,22,133700.0,0.09720052422799026,0.052966780270814556
2020-05-14,4442607.0,23,169350.0,0.07707065316050182,-0.4039645719303658
2020-05-14,4442607.0,24,306300.0,0.11085999028288876,0.2898577588740117
2020-05-15,2706183.0,0,17000.0,28.11906093553634,0.25819124277486716
2020-05-15,2706183.0,1,297448.0,0.30545956769791777,-0.37633481049549045
2020-05-15,2706183.0,2,137222.0,0.1335198913266728,-0.15990646097472208
2020-05-15,2706183.0,3,162494.0,0.2132801035473125,0.3225223568616075
2020-05-15,2706183.0,4,161663.0,0.07655916635473858,0.13272893346792253
2020-05-15,2706183.0,5,80850.0,0.17597894687602061,-0.2724788339882455
2020-05-15,2706183.0,6,105683.0,0.11723339560778555,-0.24176068029495276
2020-05-15,2706183.0,7,67888.0,0.08458044481404445,-0.14845382929151837
2020-05-15,2706183.0,8,30489.0,0.06607403376447134,0.577885975097339
2020-05-15,2706183.0,9,103164.0,0.09264229140003345,0.25457495734190105
2020-05-15,2706183.0,10,48615.0,0.05508111591404513,-0.18266260946232377
2020-05-15,2706183.0,11,86587.0,0.089991668473451,0.42974482049276946
2020-05-15,2706183.0,12,68495.0,0.04708615721204628,0.37955674978760556
2020-05-15,2706183.0,13,134992.0,0.14166771339730522,0.22770480491678632
2020-05-15,2706183.0,14,64669.0,0.10430866848084969,0.363547900304501
2020-05-15,2706183.0,15,85986.0,0.08048810452148368,0.4007599636110075
2020-05-15,2706183.0,16,109598.0,0.04697528066707787,0.34114413080234396
2020-05-15,2706183.0,17,207639.0,0.12933147306668868,0.17349620834040938
2020-05-15,2706183.0,18,76422.0,0.056779853046487194,0.10766644561543144
2020-05-15,2706183.0,19,96437.0,0.04304406869246565,-0.019110637211484895
2020-05-15,2706183.0,20,105123.0,0.038261036997892864,0.3541526278612208
2020-05-15,2706183.0,21,79245.0,0.04535921081882723,0.090419418956907
