date,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"[0.0, 149700.0, 149700.0, 49900.0, 0.0379, 149700.0, 0.0331, -0.269, 0.0]","[0.0, 134200.0, 283900.0, 94633.3333, 0.034, 134200.0, 0.0627, -0.2084, 0.0]","[0.0, 111500.0, 395400.0, 131800.0, 0.0282, 111500.0, 0.0246, -0.0076, 0.0]","[0.0, 61900.0, 457300.0, 102533.3333, 0.0157, 61900.0, 0.008, -0.5061, 0.0]","[0.0, 38900.0, 496200.0, 70766.6667, 0.0099, 38900.0, 0.0159, -0.2749, 0.0]","[0.0, 34100.0, 530300.0, 44966.6667, 0.0086, 34100.0, 0.0153, -0.215, 0.0]","[0.0, 62350.0, 592650.0, 45116.6667, 0.0158, 62350.0, 0.0168, -0.2917, 0.0]","[0.0, 15700.0, 608350.0, 37383.3333, 0.004, 15700.0, 0.0074, -0.0122, 0.0]","[0.0, 10600.0, 618950.0, 29550.0, 0.0027, 10600.0, 0.0057, 0.5557, 0.0]","[0.0, 33000.0, 651950.0, 19766.6667, 0.0084, 33000.0, 0.0147, 0.3091, -1.0]","[0.0, 13700.0, 665650.0, 19100.0, 0.0035, 13700.0, 0.0055, 0.2463, 0.0]","[0.0, 36700.0, 702350.0, 27800.0, 0.0093, 36700.0, 0.0083, -0.1655, 0.0]","[0.0, 25500.0, 727850.0, 25300.0, 0.0065, 25500.0, 0.0069, -0.4942, 0.0]","[0.0, 44400.0, 772250.0, 35533.3333, 0.0112, 44400.0, 0.0119, 0.2334, 0.0]","[0.0, 39600.0, 811850.0, 36500.0, 0.01, 39600.0, 0.0252, -0.1204, 0.0]","[0.0, 26200.0, 838050.0, 36733.3333, 0.0066, 26200.0, 0.012, -0.086, 0.0]","[0.0, 23700.0, 861750.0, 29833.3333, 0.006, 23700.0, 0.0094, 0.3143, 0.0]","[0.0, 33000.0, 894750.0, 27633.3333, 0.0084, 33000.0, 0.0152, -0.1999, 0.0]","[0.0, 38108.0, 932858.0, 31602.6667, 0.0097, 38108.0, 0.0083, 0.3597, 0.0]","[0.0, 27600.0, 960458.0, 32902.6667, 0.007, 27600.0, 0.0082, 0.3846, 0.0]","[0.0, 46300.0, 1006758.0, 37336.0, 0.0117, 46300.0, 0.0077, -0.3929, 0.0]","[0.0, 85500.0, 1092258.0, 53133.3333, 0.0217, 85500.0, 0.0053, -0.1115, 0.0]","[0.0, 47300.0, 1139558.0, 59700.0, 0.012, 47300.0, 0.0046, 0.4733, 0.0]","[0.0, 176200.0, 1315758.0, 103000.0, 0.0446, 176200.0, 0.0113, -0.2089, 0.0]"
2020-05-14,"[-1.7677, 189700.0, 189700.0, 63233.3333, 0.0728, 149700.0, 0.0351, 0.6498, 0.0]","[-1.7677, 91800.0, 281500.0, 93833.3333, 0.0509, 134200.0, 0.0128, 0.0979, 0.0]","[-1.7677, 42700.0, 324200.0, 108066.6667, 0.0361, 111500.0, 0.0221, 0.2506, -1.0]","[-1.7677, 70700.0, 394900.0, 68400.0, 0.0287, 61900.0, 0.009, 0.332, 0.0]","[-1.7677, 57300.0, 452200.0, 56900.0, 0.0204, 38900.0, 0.0321, 0.2239, 0.0]","[-1.7677, 159000.0, 611200.0, 95666.6667, 0.0379, 34100.0, 0.0294, 0.4099, 0.0]","[-1.7677, 83400.0, 694600.0, 99900.0, 0.0311, 62350.0, 0.0242, 0.0711, 0.0]","[-1.7677, 25600.0, 720200.0, 89333.3333, 0.0087, 15700.0, 0.0144, -0.1329, 0.0]","[-1.7677, 28300.0, 748500.0, 45766.6667, 0.0079, 10600.0, 0.0166, 0.4922, 0.0]","[-1.7677, 34100.0, 782600.0, 29333.3333, 0.0146, 33000.0, 0.0062, 0.1354, 0.0]","[-1.7677, 61600.0, 844200.0, 41333.3333, 0.0148, 13700.0, 0.0134, -0.1078, 0.0]","[-1.7677, 26500.0, 870700.0, 40733.3333, 0.0142, 36700.0, 0.0124, -0.8001, 0.0]","[-1.7677, 54100.0, 924800.0, 47400.0, 0.0164, 25500.0, 0.0133, 0.4777, 0.0]","[-1.7677, 56300.0, 981100.0, 45633.3333, 0.0216, 44400.0, 0.0291, -0.1601, 0.0]","[-1.7677, 27500.0, 1008600.0, 45966.6667, 0.0151, 39600.0, 0.0083, -0.2029, 0.0]","[-1.7677, 31300.0, 1039900.0, 38366.6667, 0.0124, 26200.0, 0.0073, -0.0244, 0.0]","[-1.7677, 29600.0, 1069500.0, 29466.6667, 0.0114, 23700.0, 0.0104, 0.0639, 0.0]","[-1.7677, 65200.0, 1134700.0, 42033.3333, 0.0203, 33000.0, 0.019, -0.046, 0.0]","[-1.7677, 128200.0, 1262900.0, 74333.3333, 0.0332, 38108.0, 0.0179, 0.2943, 0.0]","[-1.7677, 75800.0, 1338700.0, 89733.3333, 0.0209, 27600.0, 0.0092, -0.2239, 0.0]","[-1.7677, 16600.0, 1355300.0, 73533.3333, 0.0148, 46300.0, 0.006, -0.0205, 0.0]","[-1.7677, 35300.0, 1390600.0, 42566.6667, 0.0281, 85500.0, 0.0065, 0.4938, 0.0]","[-1.7677, 153500.0, 1544100.0, 68466.6667, 0.0402, 47300.0, 0.0129, 0.3666, 0.0]","[-1.7677, 270208.0, 1814308.0, 153002.6667, 0.0943, 176200.0, 0.0129, -0.2283, 0.0]"
2020-05-15,"[1.9565, 91600.0, 91600.0, 30533.3333, 0.0949, 149700.0, 0.0318, -0.0288, 0.0]","[1.9565, 76800.0, 168400.0, 56133.3333, 0.0694, 134200.0, 0.0098, -0.3626, 0.0]","[1.9565, 141200.0, 309600.0, 103200.0, 0.0703, 111500.0, 0.0266, 0.1162, 0.0]","[1.9565, 116200.0, 425800.0, 111400.0, 0.0568, 61900.0, 0.0141, -0.2884, 0.0]","[1.9565, 33100.0, 458900.0, 96833.3333, 0.0284, 38900.0, 0.0158, -0.12, 0.0]","[1.9565, 30200.0, 489100.0, 59833.3333, 0.0452, 34100.0, 0.0113, 0.5631, 0.0]","[1.9565, 22200.0, 511300.0, 28500.0, 0.0365, 62350.0, 0.0114, 0.0132, 0.0]","[1.9565, 43500.0, 554800.0, 31966.6667, 0.0192, 15700.0, 0.0055, 0.3222, 0.0]","[1.9565, 50150.0, 604950.0, 38616.6667, 0.02, 10600.0, 0.0083, 0.1773, 0.0]","[1.9565, 17600.0, 622550.0, 37083.3333, 0.0189, 33000.0, 0.0056, -0.2652, -1.0]","[1.9565, 40900.0, 663450.0, 36216.6667, 0.0247, 13700.0, 0.0167, -0.3477, 0.0]","[1.9565, 68400.0, 731850.0, 42300.0, 0.0307, 36700.0, 0.0306, -0.5241, 0.0]","[1.9565, 33150.0, 765000.0, 47483.3333, 0.0244, 25500.0, 0.0175, 0.2114, 0.0]","[1.9565, 18900.0, 783900.0, 40150.0, 0.0262, 44400.0, 0.0083, 0.2153, 0.0]","[1.9565, 42700.0, 826600.0, 31583.3333, 0.0254, 39600.0, 0.0101, 0.393, 0.0]","[1.9565, 14300.0, 840900.0, 25300.0, 0.0158, 26200.0, 0.0125, 0.4273, 0.0]","[1.9565, 51900.0, 892800.0, 36300.0, 0.024, 23700.0, 0.0156, 0.0403, 0.0]","[1.9565, 26700.0, 919500.0, 30966.6667, 0.0268, 33000.0, 0.0154, -0.5795, 0.0]","[1.9565, 12000.0, 931500.0, 30200.0, 0.0361, 38108.0, 0.0081, -0.7073, 0.0]","[1.9565, 48000.0, 979500.0, 28900.0, 0.0325, 27600.0, 0.01, 0.744, 0.0]","[1.9565, 72400.0, 1051900.0, 44133.3333, 0.0323, 46300.0, 0.0085, 0.4295, 0.0]","[1.9565, 89200.0, 1141100.0, 69866.6667, 0.0497, 85500.0, 0.0076, 0.1638, 0.0]","[1.9565, 101300.0, 1242400.0, 87633.3333, 0.0647, 47300.0, 0.0079, 0.4642, 0.0]","[1.9565, 135100.0, 1377500.0, 108533.3333, 0.127, 176200.0, 0.0112, -0.0718, 0.0]"
2020-05-18,"[0.5147, 155200.0, 155200.0, 51733.3333, 0.0903, 149700.0, 0.0418, -0.4445, 0.0]","[0.5147, 66200.0, 221400.0, 73800.0, 0.0496, 134200.0, 0.0285, 0.2494, 0.0]","[0.5147, 78100.0, 299500.0, 99833.3333, 0.0588, 111500.0, 0.0176, -0.345, 0.0]","[0.5147, 45700.0, 345200.0, 63333.3333, 0.0509, 61900.0, 0.0099, 0.4462, 0.0]","[0.5147, 25900.0, 371100.0, 49900.0, 0.0241, 38900.0, 0.0114, -0.1082, 0.0]","[0.5147, 16300.0, 387400.0, 29300.0, 0.04, 34100.0, 0.0129, 0.6258, 0.0]","[0.5147, 20300.0, 407700.0, 20833.3333, 0.025, 62350.0, 0.0118, -0.4345, 0.0]","[0.5147, 79700.0, 487400.0, 38766.6667, 0.0323, 15700.0, 0.0159, 0.2379, 0.0]","[0.5147, 36800.0, 524200.0, 45600.0, 0.0252, 10600.0, 0.0254, 0.2416, 0.0]","[0.5147, 33100.0, 557300.0, 49866.6667, 0.0176, 33000.0, 0.0133, 0.0086, 0.0]","[0.5147, 37600.0, 594900.0, 35833.3333, 0.0293, 13700.0, 0.0083, 0.6447, 0.0]","[0.5147, 36900.0, 631800.0, 35866.6667, 0.0293, 36700.0, 0.0161, -0.058, 0.0]","[0.5147, 17500.0, 649300.0, 30666.6667, 0.0217, 25500.0, 0.0163, -0.3538, 0.0]","[0.5147, 13621.0, 662921.0, 22673.6667, 0.0178, 44400.0, 0.0089, 0.0128, 0.0]","[0.5147, 12200.0, 675121.0, 14440.3333, 0.018, 39600.0, 0.0055, 0.5164, 0.0]","[0.5147, 40650.0, 715771.0, 22157.0, 0.0179, 26200.0, 0.0125, -0.0576, 0.0]","[0.5147, 21200.0, 736971.0, 24683.3333, 0.0225, 23700.0, 0.0118, 0.1177, 0.0]","[0.5147, 19200.0, 756171.0, 27016.6667, 0.0226, 33000.0, 0.0084, -0.6296, 0.0]","[0.5147, 30750.0, 786921.0, 23716.6667, 0.033, 38108.0, 0.0075, -0.4235, 0.0]","[0.5147, 56700.0, 843621.0, 35550.0, 0.0377, 27600.0, 0.0143, -0.0988, 0.0]","[0.5147, 209800.0, 1053421.0, 99083.3333, 0.0655, 46300.0, 0.0291, -0.4676, 0.0]","[0.5147, 197500.0, 1250921.0, 154666.6667, 0.0704, 85500.0, 0.0198, -0.3409, 0.0]","[0.5147, 162700.0, 1413621.0, 190000.0, 0.0876, 47300.0, 0.0173, 0.2589, 0.0]","[0.5147, 141450.0, 1555071.0, 167216.6667, 0.1127, 176200.0, 0.0099, 0.1457, 0.0]"
2020-05-19,"[-0.4175, 166200.0, 166200.0, 55400.0, 0.1009, 149700.0, 0.0264, 0.235, 0.0]","[-0.4175, 216142.0, 382342.0, 127447.3333, 0.0919, 134200.0, 0.0329, 0.1338, 0.0]","[-0.4175, 102400.0, 484742.0, 161580.6667, 0.0789, 111500.0, 0.0365, -0.3089, 0.0]","[-0.4175, 23600.0, 508342.0, 114047.3333, 0.0444, 61900.0, 0.0176, -0.5138, 0.0]","[-0.4175, 48700.0, 557042.0, 58233.3333, 0.0269, 38900.0, 0.0215, -0.2772, 0.0]","[-0.4175, 31700.0, 588742.0, 34666.6667, 0.0195, 34100.0, 0.0206, 0.0741, 0.0]","[-0.4175, 39900.0, 628642.0, 40100.0, 0.0206, 62350.0, 0.0102, -0.108, 0.0]","[-0.4175, 15923.0, 644565.0, 29174.3333, 0.032, 15700.0, 0.0077, 0.4489, 0.0]","[-0.4175, 32100.0, 676665.0, 29307.6667, 0.0288, 10600.0, 0.0168, -0.2577, 0.0]","[-0.4175, 33400.0, 710065.0, 27141.0, 0.0205, 33000.0, 0.0207, 0.7286, 1.0]","[-0.4175, 54277.0, 764342.0, 39925.6667, 0.0328, 13700.0, 0.0088, 0.1208, 0.0]","[-0.4175, 28100.0, 792442.0, 38592.3333, 0.0321, 36700.0, 0.0041, -0.2569, 0.0]","[-0.4175, 21151.0, 813593.0, 34509.3333, 0.0176, 25500.0, 0.0145, -0.3084, 0.0]","[-0.4175, 21000.0, 834593.0, 23417.0, 0.0132, 44400.0, 0.0172, 0.0895, 0.0]","[-0.4175, 21000.0, 855593.0, 21050.3333, 0.0187, 39600.0, 0.0082, -0.7467, 0.0]","[-0.4175, 39800.0, 895393.0, 27266.6667, 0.0231, 26200.0, 0.0057, -0.0666, 0.0]","[-0.4175, 12300.0, 907693.0, 24366.6667, 0.0205, 23700.0, 0.0134, -0.46, 0.0]","[-0.4175, 27200.0, 934893.0, 26433.3333, 0.018, 33000.0, 0.0102, -0.1881, 0.0]","[-0.4175, 12500.0, 947393.0, 17333.3333, 0.0129, 38108.0, 0.0088, -0.6755, 0.0]","[-0.4175, 43200.0, 990593.0, 27633.3333, 0.0356, 27600.0, 0.0092, 0.0172, 0.0]","[-0.4175, 25900.0, 1016493.0, 27200.0, 0.0696, 46300.0, 0.0086, 0.5504, 0.0]","[-0.4175, 37300.0, 1053793.0, 35466.6667, 0.0741, 85500.0, 0.0056, -0.8998, 0.0]","[-0.4175, 63616.0, 1117409.0, 42272.0, 0.0768, 47300.0, 0.0084, 0.3818, -1.0]","[-0.4175, 101900.0, 1219309.0, 67605.3333, 0.0909, 176200.0, 0.0155, -0.2213, 0.0]"
2020-05-20,"[-1.4, 123400.0, 123400.0, 41133.3333, 0.0911, 149700.0, 0.0299, -0.3097, 0.0]","[-1.4, 62051.0, 185451.0, 61817.0, 0.0795, 134200.0, 0.0133, -0.0088, 0.0]","[-1.4, 62550.0, 248001.0, 82667.0, 0.051, 111500.0, 0.0231, -0.6353, 0.0]","[-1.4, 51700.0, 299701.0, 58767.0, 0.0215, 61900.0, 0.0194, 0.0885, 0.0]","[-1.4, 37500.0, 337201.0, 50583.3333, 0.0226, 38900.0, 0.0122, 0.2055, 0.0]","[-1.4, 22500.0, 359701.0, 37233.3333, 0.0144, 34100.0, 0.0124, 0.1665, 0.0]","[-1.4, 19400.0, 379101.0, 26466.6667, 0.0172, 62350.0, 0.0066, -0.1839, 0.0]","[-1.4, 52000.0, 431101.0, 31300.0, 0.0267, 15700.0, 0.0095, -0.366, 0.0]","[-1.4, 45600.0, 476701.0, 39000.0, 0.0213, 10600.0, 0.0194, 0.092, 0.0]","[-1.4, 52200.0, 528901.0, 49933.3333, 0.0215, 33000.0, 0.0085, -0.2584, 0.0]","[-1.4, 13700.0, 542601.0, 37166.6667, 0.0243, 13700.0, 0.0073, -0.4113, 0.0]","[-1.4, 35100.0, 577701.0, 33666.6667, 0.0191, 36700.0, 0.0122, 0.7424, 0.0]","[-1.4, 40000.0, 617701.0, 29600.0, 0.0136, 25500.0, 0.0092, 0.624, 0.0]","[-1.4, 46200.0, 663901.0, 40433.3333, 0.0133, 44400.0, 0.0082, 0.2822, 0.0]","[-1.4, 42000.0, 705901.0, 42733.3333, 0.0126, 39600.0, 0.0104, 0.3228, 0.0]","[-1.4, 42700.0, 748601.0, 43633.3333, 0.0239, 26200.0, 0.0075, 0.1242, 0.0]","[-1.4, 214800.0, 963401.0, 99833.3333, 0.0296, 23700.0, 0.0303, 0.3128, 1.0]","[-1.4, 349000.0, 1312401.0, 202166.6667, 0.0467, 33000.0, 0.0387, -0.4755, 0.0]","[-1.4, 419652.0, 1732053.0, 327817.3333, 0.0523, 38108.0, 0.0731, 0.1278, 0.0]","[-1.4, 743900.0, 2475953.0, 504184.0, 0.0989, 27600.0, 0.0482, 0.0595, -1.0]","[-1.4, 182800.0, 2658753.0, 448784.0, 0.0705, 46300.0, 0.0295, -0.2581, 0.0]","[-1.4, 135050.0, 2793803.0, 353916.6667, 0.0661, 85500.0, 0.0094, 0.1851, 0.0]","[-1.4, 317500.0, 3111303.0, 211783.3333, 0.0843, 47300.0, 0.0366, -0.4389, 0.0]","[-1.4, 196200.0, 3307503.0, 216250.0, 0.078, 176200.0, 0.0112, -0.138, 0.0]"
2020-05-21,"[3.4722, 296400.0, 296400.0, 98800.0, 0.1127, 189700.0, 0.0365, 0.4421, 0.0]","[3.4722, 197900.0, 494300.0, 164766.6667, 0.102, 91800.0, 0.0481, -0.3316, 0.0]","[3.4722, 86000.0, 580300.0, 193433.3333, 0.0502, 42700.0, 0.0181, -0.1283, 0.0]","[3.4722, 26654.0, 606954.0, 103518.0, 0.0166, 70700.0, 0.0165, 0.0005, 0.0]","[3.4722, 41946.0, 648900.0, 51533.3333, 0.0249, 57300.0, 0.0167, 0.6811, 0.0]","[3.4722, 27054.0, 675954.0, 31884.6667, 0.0159, 159000.0, 0.0203, 0.0763, 0.0]","[3.4722, 56000.0, 731954.0, 41666.6667, 0.0232, 83400.0, 0.0094, 0.1986, 0.0]","[3.4722, 61900.0, 793854.0, 48318.0, 0.0211, 25600.0, 0.0114, 0.2149, 0.0]","[3.4722, 25900.0, 819754.0, 47933.3333, 0.0182, 28300.0, 0.0078, -0.17, 0.0]","[3.4722, 75200.0, 894954.0, 54333.3333, 0.0283, 34100.0, 0.0098, 0.2936, 0.0]","[3.4722, 14200.0, 909154.0, 38433.3333, 0.0188, 61600.0, 0.0116, -0.5636, 0.0]","[3.4722, 56900.0, 966054.0, 48766.6667, 0.0218, 26500.0, 0.0138, 0.328, 0.0]","[3.4722, 48850.0, 1014904.0, 39983.3333, 0.0189, 54100.0, 0.0126, 0.2615, 0.0]","[3.4722, 53400.0, 1068304.0, 53050.0, 0.0203, 56300.0, 0.0083, -0.4336, 0.0]","[3.4722, 31300.0, 1099604.0, 44516.6667, 0.0158, 27500.0, 0.0064, -0.4584, 0.0]","[3.4722, 97700.0, 1197304.0, 60800.0, 0.0333, 31300.0, 0.0163, 0.3263, 0.0]","[3.4722, 34000.0, 1231304.0, 54333.3333, 0.0313, 29600.0, 0.0068, 0.8886, 0.0]","[3.4722, 34400.0, 1265704.0, 55366.6667, 0.049, 65200.0, 0.0087, 0.4616, 0.0]","[3.4722, 18100.0, 1283804.0, 28833.3333, 0.0491, 128200.0, 0.0159, -0.1095, 0.0]","[3.4722, 141000.0, 1424804.0, 64500.0, 0.1129, 75800.0, 0.0203, 0.3208, 0.0]","[3.4722, 46600.0, 1471404.0, 68566.6667, 0.0341, 16600.0, 0.0105, 0.0996, 0.0]","[3.4722, 113600.0, 1585004.0, 100400.0, 0.0448, 35300.0, 0.0151, -0.705, 0.0]","[3.4722, 73350.0, 1658354.0, 77850.0, 0.063, 153500.0, 0.01, 0.1199, -1.0]","[3.4722, 142300.0, 1800654.0, 109750.0, 0.074, 270208.0, 0.0081, -0.2856, 0.0]"
2020-05-22,"[-0.5279, 279800.0, 279800.0, 93266.6667, 0.1277, 91600.0, 0.049, -0.1114, 0.0]","[-0.5279, 63150.0, 342950.0, 114316.6667, 0.0565, 76800.0, 0.0172, 0.0746, 0.0]","[-0.5279, 47800.0, 390750.0, 130250.0, 0.0325, 141200.0, 0.0186, -0.2667, 0.0]","[-0.5279, 36400.0, 427150.0, 49116.6667, 0.018, 116200.0, 0.013, -0.1268, 0.0]","[-0.5279, 50700.0, 477850.0, 44966.6667, 0.0225, 33100.0, 0.0247, -0.5624, 0.0]","[-0.5279, 45300.0, 523150.0, 44133.3333, 0.0171, 30200.0, 0.0181, -0.2887, 0.0]","[-0.5279, 63100.0, 586250.0, 53033.3333, 0.026, 22200.0, 0.0163, -0.1204, 0.0]","[-0.5279, 37100.0, 623350.0, 48500.0, 0.0247, 43500.0, 0.008, -0.2031, 0.0]","[-0.5279, 17400.0, 640750.0, 39200.0, 0.0131, 50150.0, 0.0084, 0.3615, 0.0]","[-0.5279, 11700.0, 652450.0, 22066.6667, 0.0217, 17600.0, 0.0075, 0.3158, 0.0]","[-0.5279, 20000.0, 672450.0, 16366.6667, 0.0083, 40900.0, 0.0107, 0.2606, -1.0]","[-0.5279, 58504.0, 730954.0, 30068.0, 0.0267, 68400.0, 0.017, -0.1153, 0.0]","[-0.5279, 30800.0, 761754.0, 36434.6667, 0.0197, 33150.0, 0.016, 0.4462, 0.0]","[-0.5279, 81496.0, 843250.0, 56933.3333, 0.0321, 18900.0, 0.0139, 0.4927, 0.0]","[-0.5279, 77200.0, 920450.0, 63165.3333, 0.0267, 42700.0, 0.0108, 0.4469, 0.0]","[-0.5279, 40100.0, 960550.0, 66265.3333, 0.0311, 14300.0, 0.0145, -0.4426, 0.0]","[-0.5279, 33300.0, 993850.0, 50200.0, 0.0351, 51900.0, 0.0096, 0.1203, 0.0]","[-0.5279, 34200.0, 1028050.0, 35866.6667, 0.0489, 26700.0, 0.0071, -0.3485, 0.0]","[-0.5279, 17200.0, 1045250.0, 28233.3333, 0.0494, 12000.0, 0.0158, 0.2114, 0.0]","[-0.5279, 42600.0, 1087850.0, 31333.3333, 0.1103, 48000.0, 0.0064, -0.1808, 0.0]","[-0.5279, 140800.0, 1228650.0, 66866.6667, 0.0575, 72400.0, 0.0198, -0.0208, 0.0]","[-0.5279, 14900.0, 1243550.0, 66100.0, 0.0379, 89200.0, 0.0199, -0.1417, 0.0]","[-0.5279, 50400.0, 1293950.0, 68700.0, 0.0565, 101300.0, 0.0141, 0.6818, 0.0]","[-0.5279, 249233.0, 1543183.0, 104844.3333, 0.1, 135100.0, 0.0376, 0.0055, -1.0]"
2020-05-25,"[-0.3871, 235600.0, 235600.0, 78533.3333, 0.1822, 155200.0, 0.0505, -0.0611, 0.0]","[-0.3871, 72600.0, 308200.0, 102733.3333, 0.0709, 66200.0, 0.038, 0.3004, 0.0]","[-0.3871, 49800.0, 358000.0, 119333.3333, 0.0404, 78100.0, 0.0139, 0.2819, 0.0]","[-0.3871, 33500.0, 391500.0, 51966.6667, 0.0223, 45700.0, 0.0071, -0.2204, 0.0]","[-0.3871, 37850.0, 429350.0, 40383.3333, 0.0295, 25900.0, 0.0154, 0.4033, -1.0]","[-0.3871, 70050.0, 499400.0, 47133.3333, 0.0347, 16300.0, 0.0151, -0.2057, 0.0]","[-0.3871, 82000.0, 581400.0, 63300.0, 0.0473, 20300.0, 0.0242, -0.8138, 0.0]","[-0.3871, 80850.0, 662250.0, 77633.3333, 0.0424, 79700.0, 0.024, -0.3121, 0.0]","[-0.3871, 98400.0, 760650.0, 87083.3333, 0.0365, 36800.0, 0.0218, 0.373, 0.0]","[-0.3871, 17200.0, 777850.0, 65483.3333, 0.0213, 33100.0, 0.0127, 0.0149, 0.0]","[-0.3871, 15100.0, 792950.0, 43566.6667, 0.0112, 37600.0, 0.0091, 0.5051, 0.0]","[-0.3871, 8600.0, 801550.0, 13633.3333, 0.0256, 36900.0, 0.0229, -0.218, 0.0]","[-0.3871, 23600.0, 825150.0, 15766.6667, 0.0224, 17500.0, 0.0145, 0.1152, 0.0]","[-0.3871, 7300.0, 832450.0, 13166.6667, 0.0296, 13621.0, 0.0103, -0.4134, 0.0]","[-0.3871, 22500.0, 854950.0, 17800.0, 0.0289, 12200.0, 0.0164, -0.5986, 0.0]","[-0.3871, 22500.0, 877450.0, 17433.3333, 0.0331, 40650.0, 0.0177, 0.3358, 0.0]","[-0.3871, 17200.0, 894650.0, 20733.3333, 0.0184, 21200.0, 0.0114, -0.5026, 0.0]","[-0.3871, 47800.0, 942450.0, 29166.6667, 0.0273, 19200.0, 0.0134, -0.1453, 0.0]","[-0.3871, 31700.0, 974150.0, 32233.3333, 0.0161, 30750.0, 0.0084, -0.1009, 0.0]","[-0.3871, 53900.0, 1028050.0, 44466.6667, 0.0506, 56700.0, 0.0254, -0.5738, 0.0]","[-0.3871, 38700.0, 1066750.0, 41433.3333, 0.05, 209800.0, 0.0092, 0.6002, 0.0]","[-0.3871, 24700.0, 1091450.0, 39100.0, 0.0313, 197500.0, 0.0175, -0.127, 0.0]","[-0.3871, 32500.0, 1123950.0, 31966.6667, 0.0337, 162700.0, 0.0057, 0.4301, -1.0]","[-0.3871, 50900.0, 1174850.0, 36033.3333, 0.0946, 141450.0, 0.0097, -0.3116, 0.0]"
2020-05-26,"[2.4912, 218251.0, 218251.0, 72750.3333, 0.1759, 166200.0, 0.0689, 0.0376, 0.0]","[2.4912, 159300.0, 377551.0, 125850.3333, 0.0697, 216142.0, 0.0236, 0.3486, 0.0]","[2.4912, 56933.0, 434484.0, 144828.0, 0.0371, 102400.0, 0.0128, 0.4798, 0.0]","[2.4912, 72951.0, 507435.0, 96394.6667, 0.0336, 23600.0, 0.0197, 0.6555, 0.0]","[2.4912, 43500.0, 550935.0, 57794.6667, 0.0314, 48700.0, 0.0178, -0.5033, 0.0]","[2.4912, 55400.0, 606335.0, 57283.6667, 0.042, 31700.0, 0.0086, 0.3042, 0.0]","[2.4912, 32100.0, 638435.0, 43666.6667, 0.044, 39900.0, 0.0061, 0.1261, 0.0]","[2.4912, 18300.0, 656735.0, 35266.6667, 0.035, 15923.0, 0.008, 0.0409, 0.0]","[2.4912, 57800.0, 714535.0, 36066.6667, 0.0445, 32100.0, 0.0284, -0.1866, 0.0]","[2.4912, 81301.0, 795836.0, 52467.0, 0.0255, 33400.0, 0.0153, -0.313, 0.0]","[2.4912, 7300.0, 803136.0, 48800.3333, 0.0102, 54277.0, 0.0086, -0.0423, 0.0]","[2.4912, 19500.0, 822636.0, 36033.6667, 0.0194, 28100.0, 0.0082, 0.2256, 0.0]","[2.4912, 105600.0, 928236.0, 44133.3333, 0.0369, 21151.0, 0.0229, 0.4005, 0.0]","[2.4912, 72600.0, 1000836.0, 65900.0, 0.0358, 21000.0, 0.0172, -0.0574, 0.0]","[2.4912, 50800.0, 1051636.0, 76333.3333, 0.0344, 21000.0, 0.0174, -0.0091, 0.0]","[2.4912, 23700.0, 1075336.0, 49033.3333, 0.0203, 39800.0, 0.0147, 0.4852, -1.0]","[2.4912, 18100.0, 1093436.0, 30866.6667, 0.0161, 12300.0, 0.0078, 0.4184, 0.0]","[2.4912, 107000.0, 1200436.0, 49600.0, 0.0448, 27200.0, 0.0123, -0.3462, 0.0]","[2.4912, 41400.0, 1241836.0, 55500.0, 0.0219, 12500.0, 0.0106, -0.0242, 0.0]","[2.4912, 58900.0, 1300736.0, 69100.0, 0.0376, 43200.0, 0.0248, 0.2295, 0.0]","[2.4912, 32500.0, 1333236.0, 44266.6667, 0.0486, 25900.0, 0.023, 0.1542, 0.0]","[2.4912, 39400.0, 1372636.0, 43600.0, 0.019, 37300.0, 0.0167, 0.127, 0.0]","[2.4912, 40800.0, 1413436.0, 37566.6667, 0.0292, 63616.0, 0.008, 0.0414, 0.0]","[2.4912, 83949.0, 1497385.0, 54716.3333, 0.087, 101900.0, 0.0067, -0.0252, 0.0]"
