testTargets,new_predictions,MAPE
301819.0,88035.51786482897,0.7833525961853745
194490.0,84962.06832821242,0.7833525961853745
832578.0,6415.710485746429,0.7833525961853745
406600.0,5560.474898612991,0.7833525961853745
189800.0,6786.587361286956,0.7833525961853745
340700.0,5833.688357653636,0.7833525961853745
180700.0,5723.185138849251,0.7833525961853745
304700.0,95295.45738431376,0.7833525961853745
123500.0,6898.710271185181,0.7833525961853745
960200.0,5399.965191908018,0.7833525961853745
501444.5,139463.9761667422,0.7833525961853745
104000.0,126290.11845385202,0.7833525961853745
501900.0,6165.625609291267,0.7833525961853745
266500.0,127887.43915997454,0.7833525961853745
93000.0,7257.228584246722,0.7833525961853745
63200.0,4343.698675545805,0.7833525961853745
415200.0,5902.298188951977,0.7833525961853745
109500.0,7476.969162447469,0.7833525961853745
1195530.7,91699.16271671103,0.7833525961853745
303400.0,141149.44034899643,0.7833525961853745
81200.0,127216.46338046293,0.7833525961853745
346300.0,7600.524374117373,0.7833525961853745
588185.0,8511.534740438387,0.7833525961853745
465402.0,163278.92961921773,0.7833525961853745
406465.0,92517.48382149378,0.7833525961853745
991500.0,7401.9401985067925,0.7833525961853745
428200.0,70513.14542234273,0.7833525961853745
457300.0,4292.654978166892,0.7833525961853745
288600.0,57129.38938284149,0.7833525961853745
233000.0,80623.62654417113,0.7833525961853745
1130400.0,79659.36902677291,0.7833525961853745
445035.0,33411.634075604954,0.7833525961853745
458000.0,42314.29844855798,0.7833525961853745
454900.0,72020.63918949384,0.7833525961853745
202200.0,35741.09752846643,0.7833525961853745
180800.0,32748.27112179805,0.7833525961853745
197300.0,28821.219262399623,0.7833525961853745
120800.0,35524.2450530406,0.7833525961853745
431900.0,74661.25952730431,0.7833525961853745
73900.0,100109.17223988891,0.7833525961853745
270400.0,78488.55574665935,0.7833525961853745
380520.5,9871.013695212703,0.7833525961853745
264800.0,164384.1252508951,0.7833525961853745
521500.0,90456.98184608966,0.7833525961853745
713824.0,88136.93109809238,0.7833525961853745
198800.0,32514.850668848536,0.7833525961853745
224300.0,4355.74784830783,0.7833525961853745
315000.0,90304.72222357066,0.7833525961853745
401600.0,3057.185479803004,0.7833525961853745
227200.0,68204.25405984327,0.7833525961853745
142000.0,3217.7194274134436,0.7833525961853745
224720.0,142653.4159945735,0.7833525961853745
169482.0,71534.06052490334,0.7833525961853745
210000.0,3588.683560067685,0.7833525961853745
427900.0,5929.8449840862,0.7833525961853745
449870.0,6442.658126250353,0.7833525961853745
117800.0,6574.29388597403,0.7833525961853745
307530.0,6086.092176359288,0.7833525961853745
512500.0,3818.045464927199,0.7833525961853745
123000.0,118916.02392375651,0.7833525961853745
634720.5,99230.18514175074,0.7833525961853745
225400.0,133731.3159055366,0.7833525961853745
315700.0,238193.82158556985,0.7833525961853745
334400.0,116050.48111568547,0.7833525961853745
1176679.1,4890.191974535105,0.7833525961853745
573300.0,106055.38957307745,0.7833525961853745
380300.0,42489.36037434473,0.7833525961853745
107028.0,219449.2238857825,0.7833525961853745
211700.0,29654.52776229157,0.7833525961853745
194400.0,150813.75547793478,0.7833525961853745
681758.5,148930.78435145464,0.7833525961853745
166800.0,38446.802304739285,0.7833525961853745
215200.0,26361.639365614785,0.7833525961853745
507458.5,25537.415778548155,0.7833525961853745
90870.0,51562.94101933145,0.7833525961853745
117700.0,28091.77549607767,0.7833525961853745
178500.0,36197.621385877865,0.7833525961853745
471500.0,59968.247368777185,0.7833525961853745
222000.0,43418.97929260809,0.7833525961853745
248200.0,28440.557605890623,0.7833525961853745
176632.0,56619.97598568282,0.7833525961853745
365961.1,28531.995229964814,0.7833525961853745
348758.0,22222.852564235003,0.7833525961853745
366400.0,31289.16894235384,0.7833525961853745
405169.0,74620.08383572043,0.7833525961853745
591006.2,79807.28788261808,0.7833525961853745
