300133-pred,300133-true
-0.52743447,-0.6497
-0.45290607,-0.5693
-0.46533453,-0.6169
-0.570566,-0.79
-0.6058459,-0.7958
-0.5248387,-0.5848
-0.6271466,-0.7564
-0.5851759,-0.8043
-0.5718951,-0.5881
-0.6242481,-0.7222
-0.5809741,-0.7952
-0.49205017,-0.7361
-0.52252287,-0.7353
-0.56339294,-0.5286
-0.57695866,-0.6065
-0.56523615,-0.3303
-0.51127225,-0.7358
-0.50470895,-0.3007
-0.5054369,-0.483
-0.52089626,-0.2665
-0.43525898,-0.5179
-0.46563837,-0.7431
-0.50241274,-0.7352
-0.49139476,-0.6971
-0.5133103,-0.7356
-0.5005175,-0.7518
-0.5283457,-0.7822
-0.53705096,-0.3133
-0.57567537,-0.7225
-0.517058,-0.783
-0.5043549,-0.5256
-0.48510146,-0.4778
-0.5786788,-0.354
-0.5726913,-0.4237
-0.5302151,-0.3733
-0.5350194,-0.1781
-0.48621047,-0.3729
-0.4751553,-0.584
-0.5075743,-0.5365
-0.48241547,-0.1733
-0.44538552,-0.5577
-0.47184435,-0.672
-0.5343158,-0.121
-0.5049111,-0.6736
-0.5691347,-0.4947
-0.6027293,-0.5813
-0.577614,-0.6224
-0.510672,-0.5658
-0.5247468,-0.6459
-0.49287516,-0.5116
-0.49361473,-0.317
-0.49243265,-0.7674
-0.58739555,-0.7006
-0.5190074,-0.4129
-0.5180546,-0.5078
-0.5482008,-0.7017
-0.52849907,-0.6539
-0.5487434,-0.5979
-0.4860012,-0.4443
-0.52958524,-0.1771
-0.4916848,1.161
-0.5058054,0.457
-0.5094111,-0.3501
-0.6109899,-0.4671
-0.5457146,-0.7196
-0.5450162,-0.6439
-0.5740725,-0.7413
-0.6042456,-0.6922
-0.5816753,-0.7917
-0.6109296,-0.8723
-0.5121223,-0.8017
-0.57147086,-0.7608
-0.6634063,-0.5339
-0.5517858,-0.6947
-0.5443259,-0.8099
-0.5988019,-0.7096
-0.5527391,-0.5426
-0.6297234,-0.5242
-0.68220174,-0.5503
-0.5605839,0.5704
-0.47298342,-0.1884
-0.5217256,-0.541
-0.67697346,-0.3821
-0.61817825,-0.0187
-0.61053836,-0.3904
-0.5961895,-0.5971
-0.6080674,-0.3759
-0.5553032,-0.4975
-0.5272796,-0.3256
-0.56027055,-0.4873
-0.5626373,-0.5172
-0.49930304,-0.54
-0.5385219,-0.5037
-0.4937909,-0.3883
-0.55670714,0.4683
-0.59107614,0.2314
-0.5331624,0.3532
-0.59619397,-0.0232
-0.5574354,0.0815
-0.6048709,0.4319
-0.49632233,-0.1914
-0.5440958,-0.213
-0.5712462,-0.5192
-0.56574786,-0.6046
-0.6188379,-0.6164
-0.5565569,-0.5767
-0.61080456,-0.6454
-0.6015765,-0.6601
-0.57318926,-0.4864
-0.6003595,-0.6306
-0.5596447,-0.7225
-0.5510807,-0.1918
-0.5896637,-0.364
-0.54766846,-0.5708
-0.6887599,-0.5682
-0.6063068,-0.5694
-0.5103193,-0.4907
-0.6668204,-0.4147
-0.5830469,0.0658
-0.7172529,-0.4101
-0.53501374,-0.4008
-0.5772695,-0.6004
-0.6485183,-0.3597
-0.7092359,-0.5841
-0.6834192,-0.3814
-0.6332851,-0.5557
-0.54064786,-0.5785
-0.6340072,-0.3792
-0.6085826,-0.7104
-0.5766113,-0.7336
-0.5106556,-0.6551
-0.5359848,-0.5039
-0.5601405,-0.6366
-0.60058874,-0.6805
-0.62670696,-0.6854
-0.6569567,-0.6564
-0.6119578,-0.7175
-0.5311336,-0.6463
-0.5458398,-0.5505
-0.5266697,-0.2205
-0.54932284,-0.55
-0.5416201,-0.6042
-0.52314323,-0.4921
-0.53176266,-0.7166
-0.53919375,-0.7902
-0.5121366,-0.6976
-0.57088625,-0.6528
-0.6193774,-0.7132
-0.48164245,-0.7086
-0.49340305,-0.7647
-0.5185845,-0.6467
-0.6312707,-0.6878
-0.5617713,-0.6498
-0.6233121,-0.7372
-0.5497956,-0.773
-0.5566353,-0.6552
-0.5338417,-0.5651
-0.5584046,-0.6324
-0.51889503,-0.5689
-0.56157064,-0.3427
-0.57293004,-0.6002
-0.5156588,-0.5474
-0.48454088,-0.3284
-0.53082484,-0.6081
-0.49353296,-0.5682
-0.5989988,-0.3175
-0.5580499,-0.4065
-0.5127973,0.0337
-0.5090675,-0.1533
-0.49371585,-0.6378
-0.65107703,-0.6403
-0.5550842,-0.6244
-0.5907237,-0.6808
-0.6666176,-0.5911
-0.52004445,-0.6481
-0.4979978,-0.5669
-0.52649546,-0.6512
-0.50360894,-0.5438
-0.5994797,-0.372
-0.5927848,0.0634
-0.58725804,0.0373
-0.45035264,-0.4298
-0.47513378,0.067
-0.47710887,0.1265
-0.48816448,-0.4951
-0.46472737,-0.4456
-0.52289194,-0.4324
-0.501022,-0.527
-0.6417924,-0.5426
-0.5755871,-0.4751
-0.58689845,-0.4643
-0.5322159,0.201
-0.50069195,-0.2237
-0.5024867,-0.5343
-0.48325804,-0.5209
-0.5249761,-0.3643
-0.51311845,-0.2941
-0.6025021,-0.1383
-0.537534,-0.1149
