testTargets,new_predictions,MAPE
301819.0,84741.69328545469,0.6662961155246958
194490.0,92077.86743651656,0.6662961155246958
832578.0,101939.90658972613,0.6662961155246958
406600.0,4811.99940002057,0.6662961155246958
189800.0,104971.99084102715,0.6662961155246958
340700.0,111343.04989150728,0.6662961155246958
180700.0,133176.54918196402,0.6662961155246958
304700.0,122892.63860269879,0.6662961155246958
123500.0,135939.6297630662,0.6662961155246958
960200.0,142761.56196172241,0.6662961155246958
501444.5,182429.06114939903,0.6662961155246958
104000.0,217100.73820132817,0.6662961155246958
501900.0,73718.753690924,0.6662961155246958
266500.0,147760.46501942482,0.6662961155246958
93000.0,157515.11587737617,0.6662961155246958
63200.0,138741.74201353523,0.6662961155246958
415200.0,155508.39320868818,0.6662961155246958
109500.0,126059.2839019967,0.6662961155246958
1195530.7,70102.50155570109,0.6662961155246958
303400.0,96129.46338095485,0.6662961155246958
81200.0,208543.19620589353,0.6662961155246958
346300.0,67372.02023046164,0.6662961155246958
588185.0,148380.861054753,0.6662961155246958
465402.0,172814.72186864287,0.6662961155246958
406465.0,64359.12940935805,0.6662961155246958
991500.0,98623.71341953259,0.6662961155246958
428200.0,89551.02106958687,0.6662961155246958
457300.0,4029.3592896732507,0.6662961155246958
288600.0,93790.45053045862,0.6662961155246958
233000.0,90849.68487905784,0.6662961155246958
1130400.0,113137.4810032815,0.6662961155246958
445035.0,6249.44379495888,0.6662961155246958
458000.0,133559.36722842566,0.6662961155246958
454900.0,113926.69554592895,0.6662961155246958
202200.0,188775.6517571688,0.6662961155246958
180800.0,3845.540219270599,0.6662961155246958
197300.0,81361.1101952466,0.6662961155246958
120800.0,75285.10867167352,0.6662961155246958
431900.0,71361.01855498689,0.6662961155246958
73900.0,86756.11949280964,0.6662961155246958
270400.0,13999.689671309254,0.6662961155246958
380520.5,130699.72040347559,0.6662961155246958
264800.0,181839.25274729382,0.6662961155246958
521500.0,81891.45783641223,0.6662961155246958
713824.0,6415.024090310353,0.6662961155246958
198800.0,1298.5965416211534,0.6662961155246958
224300.0,27753.442321496706,0.6662961155246958
315000.0,3438.8733053176634,0.6662961155246958
401600.0,74482.55507004369,0.6662961155246958
227200.0,133202.61770398382,0.6662961155246958
142000.0,137668.7996674973,0.6662961155246958
224720.0,112800.01353461004,0.6662961155246958
169482.0,3857.3379367847883,0.6662961155246958
210000.0,173237.7267477858,0.6662961155246958
427900.0,140850.4106814473,0.6662961155246958
449870.0,187815.54747546712,0.6662961155246958
117800.0,79831.36954761216,0.6662961155246958
307530.0,150193.52167481798,0.6662961155246958
512500.0,60400.91423580715,0.6662961155246958
123000.0,122726.23568638756,0.6662961155246958
634720.5,152836.74110400077,0.6662961155246958
225400.0,153703.50179300242,0.6662961155246958
315700.0,207083.39984632703,0.6662961155246958
334400.0,122229.20092396726,0.6662961155246958
1176679.1,81018.99007103458,0.6662961155246958
573300.0,110385.47000354303,0.6662961155246958
380300.0,14912.365268465783,0.6662961155246958
107028.0,35347.06100287004,0.6662961155246958
211700.0,120284.76159426168,0.6662961155246958
194400.0,53853.57879727687,0.6662961155246958
681758.5,103926.60886846596,0.6662961155246958
166800.0,77571.68132702861,0.6662961155246958
215200.0,128593.9745396232,0.6662961155246958
507458.5,3018.829280726051,0.6662961155246958
90870.0,127994.70821104702,0.6662961155246958
117700.0,130771.63572961008,0.6662961155246958
178500.0,55257.17697968597,0.6662961155246958
471500.0,66465.8627589698,0.6662961155246958
222000.0,79451.83632954066,0.6662961155246958
248200.0,79078.6986633643,0.6662961155246958
176632.0,78283.9880674319,0.6662961155246958
365961.1,108495.74510424613,0.6662961155246958
348758.0,4485.47699131191,0.6662961155246958
366400.0,97993.06975673567,0.6662961155246958
405169.0,93524.81835554379,0.6662961155246958
591006.2,100626.21076694774,0.6662961155246958
504168.0,6763.233039178136,0.6662961155246958
3123720.3,-36075.457598924,0.6662961155246958
1212348.2,710.6653001834748,0.6662961155246958
1789561.9,8636.289112483675,0.6662961155246958
1505600.0,246317.14982470628,0.6662961155246958
1340070.0,229043.64855359533,0.6662961155246958
1280600.0,219393.30150861852,0.6662961155246958
1293700.0,228372.39303578786,0.6662961155246958
2386637.3,225368.2849353801,0.6662961155246958
315624.0,259290.25008005011,0.6662961155246958
621200.0,236157.53109800315,0.6662961155246958
467600.0,313296.87335170095,0.6662961155246958
628000.0,6764.301105522441,0.6662961155246958
1102020.5,166224.83466410445,0.6662961155246958
