300174-pred,300174-true
-0.31010923,-0.6111
-0.34640864,-0.5211
-0.3374622,-0.6354
-0.3126456,-0.661
-0.32741567,-0.6689
-0.3559532,-0.5881
-0.3345518,-0.2889
-0.35118556,-0.5466
-0.3561532,-0.4
-0.33585215,-0.5802
-0.33153796,-0.59
-0.36116377,-0.6834
-0.34299716,-0.4954
-0.3467421,-0.6091
-0.33758542,-0.6196
-0.34693468,-0.1423
-0.31208625,-0.6032
-0.31771538,-0.3843
-0.32492223,0.5019
-0.35209623,0.2291
-0.34159124,-0.306
-0.3625413,0.187
-0.3463966,-0.5835
-0.3404003,-0.5604
-0.34804264,-0.6084
-0.35825592,-0.3869
-0.34702447,-0.4559
-0.3545136,-0.5867
-0.35991567,0.1397
-0.35838166,0.0687
-0.34961793,-0.4106
-0.35144714,-0.6538
-0.33486447,-0.6854
-0.35873938,1.9272
-0.35237074,-0.1726
-0.35033882,-0.5322
-0.31239355,-0.6236
-0.34143537,-0.5992
-0.3360092,-0.5887
-0.3521904,1.1521
-0.34463477,-0.3921
-0.3476916,-0.6873
-0.3528135,-0.4388
-0.3557701,-0.5946
-0.35924992,-0.6893
-0.36436662,-0.6755
-0.34995234,-0.6216
-0.3452446,-0.1496
-0.32330048,-0.4592
-0.352758,-0.2975
-0.34893602,-0.448
-0.33795372,-0.4822
-0.3676873,-0.5197
-0.36443722,-0.7195
-0.3337666,-0.6453
-0.33781382,0.2107
-0.3524094,-0.5499
-0.32709515,-0.4198
-0.34297496,-0.5105
-0.34071326,0.07
-0.37428865,-0.6591
-0.3345156,-0.4237
-0.33716553,-0.6098
-0.33143038,-0.5802
-0.34577212,-0.5578
-0.35586116,-0.7156
-0.3483894,-0.6637
-0.31241164,-0.6288
-0.34634843,-0.6558
-0.3390788,-0.5361
-0.35314044,-0.7051
-0.34648865,-0.6479
-0.35499194,-0.6558
-0.34487045,-0.4198
-0.35529524,-0.6577
-0.36277974,-0.2022
-0.34770805,-0.519
-0.33937392,-0.6571
