000951-pred,000951-true
-0.29910225,0.5632
-0.29495052,0.2528
-0.29921,-0.6137
-0.29397365,-0.6527
-0.2951495,-0.3543
-0.29398942,-0.1911
-0.29765034,-0.5805
-0.30165792,-0.6556
-0.30325392,-0.3704
-0.3025904,-0.313
-0.29775393,-0.6124
-0.29965016,0.0628
-0.3026754,-0.2177
-0.29878938,-0.1384
-0.30452833,0.866
-0.30297497,0.1221
-0.29461867,1.9363
-0.3160329,-0.0303
-0.30737057,-0.435
-0.29485402,0.4019
-0.3028067,-0.6071
-0.2941433,-0.6167
-0.29501843,-0.2639
-0.29083684,-0.5643
-0.29611745,-0.7652
-0.29366744,-0.4931
-0.29937345,-0.5747
-0.2975533,-0.81
-0.29796803,-0.6586
-0.3003713,-0.6658
-0.3016966,-0.4624
-0.29925472,-0.3254
-0.30326992,-0.6332
-0.29792136,-0.6299
-0.30146244,-0.4147
-0.30116966,-0.3582
-0.304008,-0.5217
-0.30094332,-0.4716
-0.3052881,-0.0936
-0.300917,-0.444
-0.30135417,-0.4898
-0.29958013,-0.4554
-0.2984343,-0.4505
-0.29192597,-0.6455
-0.2917871,-0.7379
-0.2948591,-0.7583
-0.30015263,-0.6865
-0.29921868,-0.6849
-0.29835624,-0.2522
-0.29972428,-0.4606
-0.29486114,-0.2613
-0.3037764,-0.6043
-0.30587682,-0.6972
-0.29645157,-0.4554
-0.29216963,-0.3399
-0.30834675,-0.4573
-0.31549615,-0.1934
-0.31725323,-0.0991
-0.3012908,1.0614
-0.30298775,1.903
-0.29683068,0.4782
-0.2943395,0.1359
-0.29317564,-0.2919
-0.2948085,-0.0611
-0.29578313,0.2361
-0.29751834,-0.1049
-0.30602536,-0.077
-0.30039117,-0.1157
-0.29843894,-0.0155
-0.30140916,0.0699
-0.29954094,-0.0617
-0.2962884,0.2318
-0.29893544,0.4412
-0.29333836,0.4464
-0.29212186,0.0469
-0.3202941,0.1103
-0.3167587,-0.1417
-0.3176437,-0.1465
-0.28846285,0.0426
-0.31272632,-0.0315
-0.29470935,-0.4404
-0.2966912,-0.4655
-0.2935403,-0.4466
-0.3012751,-0.2187
-0.295024,-0.5949
-0.29788256,-0.4867
-0.29425025,-0.1424
-0.2956063,-0.3789
