date,daily_volume,bin_num,bin_volume
2020-09-18,24841701364.100002,19,887094200.0
2020-09-18,24841701364.100002,20,1329730200.0
2020-09-18,24841701364.100002,21,1161475500.0
2020-09-18,24841701364.100002,22,1239807600.0
2020-09-18,24841701364.100002,23,1281608500.0
2020-09-18,24841701364.100002,24,1657522600.0
2020-09-21,20974491002.50001,0,84919993.5000038
2020-09-21,20974491002.50001,1,3410602009.0000095
2020-09-21,20974491002.50001,2,2057427200.0
2020-09-21,20974491002.50001,3,1442647900.0
2020-09-21,20974491002.50001,4,1222065200.0
2020-09-21,20974491002.50001,5,970899700.0
2020-09-21,20974491002.50001,6,922955700.0
2020-09-21,20974491002.50001,7,698401000.0
2020-09-21,20974491002.50001,8,703161000.0
2020-09-21,20974491002.50001,9,591899100.0
2020-09-21,20974491002.50001,10,581294100.0
2020-09-21,20974491002.50001,11,585238200.0
2020-09-21,20974491002.50001,12,417142200.0
2020-09-21,20974491002.50001,13,537438000.0
2020-09-21,20974491002.50001,14,520032300.0
2020-09-21,20974491002.50001,15,529051000.0
2020-09-21,20974491002.50001,16,630263900.0
2020-09-21,20974491002.50001,17,510870600.0
2020-09-21,20974491002.50001,18,475131100.0
2020-09-21,20974491002.50001,19,498145500.0
2020-09-21,20974491002.50001,20,601253300.0
2020-09-21,20974491002.50001,21,515988500.0
2020-09-21,20974491002.50001,22,723440000.0
2020-09-21,20974491002.50001,23,681218700.0
2020-09-21,20974491002.50001,24,1063004800.0
2020-09-22,20856956420.500004,0,84919993.5000038
2020-09-22,20856956420.500004,1,2450651127.0000005
2020-09-22,20856956420.500004,2,1819844400.0
2020-09-22,20856956420.500004,3,1103414800.0
2020-09-22,20856956420.500004,4,1123081900.0
2020-09-22,20856956420.500004,5,806452900.0
2020-09-22,20856956420.500004,6,714046600.0
2020-09-22,20856956420.500004,7,770276300.0
2020-09-22,20856956420.500004,8,535683200.0
2020-09-22,20856956420.500004,9,520302100.0
2020-09-22,20856956420.500004,10,691896700.0
2020-09-22,20856956420.500004,11,632622700.0
2020-09-22,20856956420.500004,12,842400400.0
2020-09-22,20856956420.500004,13,508446900.0
2020-09-22,20856956420.500004,14,424674000.0
2020-09-22,20856956420.500004,15,437334000.0
2020-09-22,20856956420.500004,16,497427600.0
2020-09-22,20856956420.500004,17,480985000.0
2020-09-22,20856956420.500004,18,425979800.0
2020-09-22,20856956420.500004,19,619162300.0
2020-09-22,20856956420.500004,20,680439700.0
2020-09-22,20856956420.500004,21,1078998400.0
2020-09-22,20856956420.500004,22,1203340300.0
2020-09-22,20856956420.500004,23,1229588400.0
2020-09-22,20856956420.500004,24,1174986900.0
2020-09-23,16568255959.90001,0,70275388.30000329
2020-09-23,16568255959.90001,1,1801248971.6000063
2020-09-23,16568255959.90001,2,1155800900.0
2020-09-23,16568255959.90001,3,900449500.0
2020-09-23,16568255959.90001,4,875206000.0
2020-09-23,16568255959.90001,5,727784800.0
2020-09-23,16568255959.90001,6,798778300.0
2020-09-23,16568255959.90001,7,605702300.0
2020-09-23,16568255959.90001,8,512884700.0
2020-09-23,16568255959.90001,9,528080000.0
2020-09-23,16568255959.90001,10,731618300.0
2020-09-23,16568255959.90001,11,505221400.0
2020-09-23,16568255959.90001,12,453413000.0
2020-09-23,16568255959.90001,13,549530000.0
2020-09-23,16568255959.90001,14,500618800.0
2020-09-23,16568255959.90001,15,490957100.0
2020-09-23,16568255959.90001,16,424468900.0
2020-09-23,16568255959.90001,17,486838000.0
2020-09-23,16568255959.90001,18,493009600.0
2020-09-23,16568255959.90001,19,594723300.0
2020-09-23,16568255959.90001,20,548516300.0
2020-09-23,16568255959.90001,21,573635200.0
2020-09-23,16568255959.90001,22,590357800.0
2020-09-23,16568255959.90001,23,652766200.0
2020-09-23,16568255959.90001,24,996371200.0
2020-09-24,20126772727.10001,0,63950983.60000103
2020-09-24,20126772727.10001,1,2113666059.9000096
2020-09-24,20126772727.10001,2,1828447700.0
2020-09-24,20126772727.10001,3,1410591100.0
2020-09-24,20126772727.10001,4,1035335800.0
2020-09-24,20126772727.10001,5,890306100.0
2020-09-24,20126772727.10001,6,820331400.0
2020-09-24,20126772727.10001,7,914948300.0
2020-09-24,20126772727.10001,8,919255400.0
2020-09-24,20126772727.10001,9,757989200.0
2020-09-24,20126772727.10001,10,841467200.0
2020-09-24,20126772727.10001,11,449662600.0
2020-09-24,20126772727.10001,12,463664900.0
2020-09-24,20126772727.10001,13,639427183.600001
2020-09-24,20126772727.10001,14,404157700.0
2020-09-24,20126772727.10001,15,465729800.0
2020-09-24,20126772727.10001,16,582585000.0
2020-09-24,20126772727.10001,17,590368400.0
2020-09-24,20126772727.10001,18,552186900.0
2020-09-24,20126772727.10001,19,607212000.0
2020-09-24,20126772727.10001,20,456693900.0
2020-09-24,20126772727.10001,21,603750400.0
2020-09-24,20126772727.10001,22,605821700.0
2020-09-24,20126772727.10001,23,835858400.0
2020-09-24,20126772727.10001,24,1273364600.0
2020-09-25,16083261446.500004,0,63950983.60000103
2020-09-25,16083261446.500004,1,1799747979.3000023
2020-09-25,16083261446.500004,2,1137527900.0
2020-09-25,16083261446.500004,3,928462400.0
2020-09-25,16083261446.500004,4,845269900.0
2020-09-25,16083261446.500004,5,902484700.0
2020-09-25,16083261446.500004,6,674911400.0
2020-09-25,16083261446.500004,7,601910400.0
2020-09-25,16083261446.500004,8,478786800.0
2020-09-25,16083261446.500004,9,489437000.0
2020-09-25,16083261446.500004,10,394477800.0
2020-09-25,16083261446.500004,11,311865800.0
2020-09-25,16083261446.500004,12,431855900.0
2020-09-25,16083261446.500004,13,514029383.60000104
2020-09-25,16083261446.500004,14,352636500.0
2020-09-25,16083261446.500004,15,465983800.0
2020-09-25,16083261446.500004,16,526459900.0
2020-09-25,16083261446.500004,17,439211400.0
2020-09-25,16083261446.500004,18,566212700.0
2020-09-25,16083261446.500004,19,473454200.0
2020-09-25,16083261446.500004,20,452451600.0
2020-09-25,16083261446.500004,21,774589400.0
2020-09-25,16083261446.500004,22,782533400.0
2020-09-25,16083261446.500004,23,715473100.0
2020-09-25,16083261446.500004,24,959537100.0
2020-09-28,15233935242.300003,0,68283979.30000223
2020-09-28,15233935242.300003,1,1851537963.0000012
2020-09-28,15233935242.300003,2,1301780200.0
2020-09-28,15233935242.300003,3,1021199600.0
2020-09-28,15233935242.300003,4,993218200.0
2020-09-28,15233935242.300003,5,706619500.0
2020-09-28,15233935242.300003,6,566934300.0
2020-09-28,15233935242.300003,7,539131500.0
2020-09-28,15233935242.300003,8,433750400.0
2020-09-28,15233935242.300003,9,383743500.0
2020-09-28,15233935242.300003,10,381031400.0
2020-09-28,15233935242.300003,11,374724600.0
2020-09-28,15233935242.300003,12,417610600.0
2020-09-28,15233935242.300003,13,413573700.0
2020-09-28,15233935242.300003,14,426825400.0
2020-09-28,15233935242.300003,15,516313400.0
2020-09-28,15233935242.300003,16,461733000.0
2020-09-28,15233935242.300003,17,365530800.0
2020-09-28,15233935242.300003,18,416833600.0
2020-09-28,15233935242.300003,19,451899800.0
2020-09-28,15233935242.300003,20,447456600.0
2020-09-28,15233935242.300003,21,433380400.0
2020-09-28,15233935242.300003,22,625039000.0
2020-09-28,15233935242.300003,23,646757900.0
2020-09-28,15233935242.300003,24,989025900.0
2020-09-29,14758477763.000002,0,70585909.00000106
2020-09-29,14758477763.000002,1,1728274654.0000002
2020-09-29,14758477763.000002,2,1168279300.0
2020-09-29,14758477763.000002,3,963438300.0
2020-09-29,14758477763.000002,4,861532300.0
2020-09-29,14758477763.000002,5,934380400.0
2020-09-29,14758477763.000002,6,597575500.0
2020-09-29,14758477763.000002,7,589246200.0
2020-09-29,14758477763.000002,8,437990000.0
2020-09-29,14758477763.000002,9,370293000.0
2020-09-29,14758477763.000002,10,373117900.0
2020-09-29,14758477763.000002,11,334192600.0
2020-09-29,14758477763.000002,12,297563300.0
2020-09-29,14758477763.000002,13,409232300.0
2020-09-29,14758477763.000002,14,390743100.0
2020-09-29,14758477763.000002,15,451692400.0
2020-09-29,14758477763.000002,16,478688800.0
2020-09-29,14758477763.000002,17,418826000.0
2020-09-29,14758477763.000002,18,380847500.0
2020-09-29,14758477763.000002,19,408604400.0
2020-09-29,14758477763.000002,20,534947100.0
2020-09-29,14758477763.000002,21,459069000.0
2020-09-29,14758477763.000002,22,542181700.0
2020-09-29,14758477763.000002,23,604262300.0
2020-09-29,14758477763.000002,24,952913800.0
2020-09-30,15013722109.000002,0,70585909.00000106
2020-09-30,15013722109.000002,1,1309239800.0
2020-09-30,15013722109.000002,2,963195500.0
2020-09-30,15013722109.000002,3,829016200.0
2020-09-30,15013722109.000002,4,708424200.0
2020-09-30,15013722109.000002,5,556353600.0
2020-09-30,15013722109.000002,6,547483800.0
2020-09-30,15013722109.000002,7,504033300.0
2020-09-30,15013722109.000002,8,447386600.0
2020-09-30,15013722109.000002,9,397783400.0
2020-09-30,15013722109.000002,10,384008800.0
2020-09-30,15013722109.000002,11,420433600.0
2020-09-30,15013722109.000002,12,327289700.0
2020-09-30,15013722109.000002,13,421776100.0
2020-09-30,15013722109.000002,14,370990400.0
2020-09-30,15013722109.000002,15,665361500.0
2020-09-30,15013722109.000002,16,844072800.0
2020-09-30,15013722109.000002,17,447270600.0
2020-09-30,15013722109.000002,18,694870500.0
2020-09-30,15013722109.000002,19,584693000.0
2020-09-30,15013722109.000002,20,658292600.0
2020-09-30,15013722109.000002,21,551712900.0
2020-09-30,15013722109.000002,22,646831900.0
2020-09-30,15013722109.000002,23,662940800.0
2020-09-30,15013722109.000002,24,999674600.0
2020-10-09,18168660825.700012,0,67939193.2000047
2020-10-09,18168660825.700012,1,2735866963.0000014
2020-10-09,18168660825.700012,2,1737616300.0
2020-10-09,18168660825.700012,3,1200581600.0
2020-10-09,18168660825.700012,4,1014664700.0
2020-10-09,18168660825.700012,5,875983700.0
2020-10-09,18168660825.700012,6,769732400.0
2020-10-09,18168660825.700012,7,762516200.0
2020-10-09,18168660825.700012,8,577975300.0
2020-10-09,18168660825.700012,9,489766100.0
2020-10-09,18168660825.700012,10,599066200.0
2020-10-09,18168660825.700012,11,518943500.0
2020-10-09,18168660825.700012,12,547425400.0
2020-10-09,18168660825.700012,13,647955969.5000044
2020-10-09,18168660825.700012,14,456297400.0
2020-10-09,18168660825.700012,15,435234500.0
2020-10-09,18168660825.700012,16,427196000.0
2020-10-09,18168660825.700012,17,406425100.0
2020-10-09,18168660825.700012,18,438994000.0
2020-10-09,18168660825.700012,19,461943100.0
2020-10-09,18168660825.700012,20,434683100.0
2020-10-09,18168660825.700012,21,422586400.0
2020-10-09,18168660825.700012,22,541703900.0
2020-10-09,18168660825.700012,23,650355400.0
