date,daily_volume,bin_num,bin_volume,spread,quote_imbalance
2020-09-01,728634685.0,0,12088700.0,7.336820801362443e-05,-0.052452471405014946
2020-09-01,728634685.0,1,105230987.0,0.0009180298004196619,-0.2075914664034851
2020-09-01,728634685.0,2,52650593.0,0.0008978556933192383,-0.16547674846011592
2020-09-01,728634685.0,3,69485067.0,0.0008962287693863313,-0.22410659676737935
2020-09-01,728634685.0,4,43440941.0,0.0009028429373443281,0.11209516666146281
2020-09-01,728634685.0,5,29912820.0,0.0009039255859968343,-0.006691414164682167
2020-09-01,728634685.0,6,24130300.0,0.0009070009265219614,0.3090752576797365
2020-09-01,728634685.0,7,48414136.0,0.0009148746231788518,0.14605965193560072
2020-09-01,728634685.0,8,20923052.0,0.00090730201966438,-0.2983759411340177
2020-09-01,728634685.0,9,25619005.0,0.0009073075371339723,-0.37614479139443846
2020-09-01,728634685.0,10,24361803.0,0.0009039011783145146,-0.4203389566487955
2020-09-01,728634685.0,11,8817251.0,0.0008979818677434803,-0.13647017664897101
2020-09-01,728634685.0,12,19512960.0,0.000906730271114986,-0.4696660725528743
2020-09-01,728634685.0,13,23463200.0,0.0009029356715199999,-0.0320823682238756
2020-09-01,728634685.0,14,12133437.0,0.0008990121438521292,0.46942442222986225
2020-09-01,728634685.0,15,16978700.0,0.000897499085642961,-0.3289436910421223
2020-09-01,728634685.0,16,15301734.0,0.0008993224104751896,0.4525783334766628
2020-09-01,728634685.0,17,18211580.0,0.0009027739160250015,0.048500772647414626
2020-09-01,728634685.0,18,18362900.0,0.0009042591418702006,-0.004756211795884914
2020-09-01,728634685.0,19,14277604.0,0.0009272230219292688,0.5287461993744245
2020-09-01,728634685.0,20,15865440.0,0.0009044984333148598,0.2624611769914152
2020-09-01,728634685.0,21,19457500.0,0.0009049035220378698,0.42467814027434575
2020-09-01,728634685.0,22,18515981.0,0.0009064608498137172,0.48703884927867164
2020-09-01,728634685.0,23,23982773.0,0.0009046457548786968,-0.3271596387047492
2020-09-01,728634685.0,24,47496221.0,0.0009008020463845412,-0.1786611551123717
2020-09-02,1407714025.0,0,4960630.0,7.204265395666098e-05,0.05150760741633037
2020-09-02,1407714025.0,1,95024153.0,0.0009046911761010357,-0.07214019205755233
2020-09-02,1407714025.0,2,137262768.0,0.0008897152454656609,-0.4384034864183552
2020-09-02,1407714025.0,3,106233073.0,0.0008848697935253114,0.054160908864794174
2020-09-02,1407714025.0,4,60507617.0,0.0008841057829505061,0.5065867135799187
2020-09-02,1407714025.0,5,53390021.0,0.0008821320971938995,-0.05403702703983675
2020-09-02,1407714025.0,6,127143483.0,0.0008787348107770487,-0.4032751735202856
2020-09-02,1407714025.0,7,64616433.0,0.0008711704892141459,-0.3183738249638692
2020-09-02,1407714025.0,8,61711386.0,0.0008710087454575355,0.1896149700700687
2020-09-02,1407714025.0,9,69232536.0,0.0008798836588344017,0.3445209666721069
2020-09-02,1407714025.0,10,37250980.0,0.0008818587148393675,0.3835615793712931
2020-09-02,1407714025.0,11,28837850.0,0.0008798706551336188,0.2727633117234361
2020-09-02,1407714025.0,12,27127303.0,0.0008767132660500998,0.1128662144637771
