post_id,publishDate,newsTitle,posterId,posterName
918133230,2017-11-23 00:00:00,浙江越剑智能装备股份有限公司辅导备案公告文件,5906325543806170,越剑智能资讯
918993692,2018-05-30 00:00:00,浙商证券股份有限公司关于浙江越剑智能装备股份有限公司第一期辅导工作进展报告,5906325543806170,越剑智能资讯
919558673,2018-08-20 00:00:00,浙商证券股份有限公司关于浙江越剑智能装备股份有限公司第二期辅导工作进展报告,5906325543806170,越剑智能资讯
814361511,2019-04-04 21:21:36,浙江越剑智能装备股份有限公司首次公开发行股票招股说明书(申报稿),5906325543806170,越剑智能资讯
916887988,2020-03-25 00:43:43,603095:越剑智能首次公开发行股票招股意向书,5906325543806170,越剑智能资讯
916887971,2020-03-25 00:44:18,603095:越剑智能首次公开发行股票发行安排及初步询价公告,5906325543806170,越剑智能资讯
916917253,2020-03-25 08:08:23,603095:越剑智能首次公开发行股票招股意向书摘要,5906325543806170,越剑智能资讯
916917543,2020-03-25 08:08:45,603095:越剑智能首次公开发行股票招股意向书附录,5906325543806170,越剑智能资讯
916988543,2020-03-25 10:23:40,中一签好不好,3225015499490870,股友dHmFjr
917006953,2020-03-25 10:48:02,来的早就让我中一签吧,5547375505402730,划船不用桨丫
917074128,2020-03-25 13:27:26,先到者中签,1372395502331834,金龙鸿运
917145561,2020-03-25 15:07:26,一定要中签哦。,3102094268379438,牛气冲天1168
917165117,2020-03-25 16:27:37,新股网下申购询价建议报告（越剑智能）,5906325543806170,越剑智能资讯
917208132,2020-03-25 20:10:22,亏哭了让我中一签好不好[哭],9282395725041664,偷心盗贼
917260208,2020-03-26 01:43:41,中,7309365756919526,飞黄钵满得任我行
917260500,2020-03-26 01:47:15,求中签[拜神][拜神][拜神],1651305540900656,黑色星期五YA
917280814,2020-03-26 08:01:18,越剑智能：小、散、新的客户群，背后风险有多大？,3665013785294808,基本面力场
917292719,2020-03-26 09:04:29,[拜神],9375095126246396,股友lUUtmw
917298454,2020-03-26 09:20:54,中签贴,5929013748965306,泉中2021
917401511,2020-03-26 11:44:17,祖师爷显灵，中2签,7193515219618614,一个不成功的骗子
917433520,2020-03-26 13:30:13,只玩中签股,1816375828983150,股友1z35l17887
917445516,2020-03-26 13:47:08,求中签,3282315678559998,股友eCpeyM
917492487,2020-03-26 14:51:04,新股询价报告：越剑智能,5906325543806170,越剑智能资讯
917508607,2020-03-26 15:20:55,求中签[哭],1434305808791962,日进富贵得说不得
917559575,2020-03-26 19:26:30,这种名字一听就是浙江的[大笑],7249094324257192,哈哈1908哈哈
917561447,2020-03-26 19:36:26,和顺石油差一个号中签，[亏大了][亏大了]，你给个力,3923365709532002,三十七度起飞
917579546,2020-03-26 21:03:54,求中签只能通过中签挽回一点损失了,1121615191981390,亮2浩
917629922,2020-03-27 02:01:35,过来签到，就等中签了[胜利][胜利],8653355758660422,夜的第7章
917630197,2020-03-27 02:07:09,来，中一个,6546395838212156,a股铁头娃
917664623,2020-03-27 09:04:05,签到，求中签,6538144920685158,妖股狙击手
917790916,2020-03-27 12:04:42,没中过签的人报个到,5081094267296970,触不可及的股
917799867,2020-03-27 12:52:30,[鼓掌][鼓掌][鼓掌]天灵灵地灵灵，给我点赞都中签！你发财发大财，每签能值十万,8958305816004974,石圪节虎哥
917808365,2020-03-27 13:15:41,求中签回点本！,1441195748332138,许满义
917817249,2020-03-27 13:29:52,柯桥越剑[亏大了][亏大了][亏大了]这个公司不怎么样。,6898325641333454,换个名字从头再来
917922902,2020-03-27 17:08:25,求中签 么么哒,8698565220733564,瞎比操作
918054794,2020-03-28 15:59:08,从没中签过，希望这次能如愿中签了，也希望看到这条信息的人都能中签。[鼓掌],2128074588172924,牛主乾坤
918064808,2020-03-28 18:27:22,财神到、拜！,6973094297957582,wlbcjf
918065175,2020-03-28 18:33:40,财神到，求中签拜！,6973094297957582,wlbcjf
918078569,2020-03-28 21:39:32,顶格申购1000股，我能中签吗,4533395722581398,姚博士001
918080074,2020-03-28 21:58:24,签到一下，求中签,9193014828893054,股友9a305v2105
918086893,2020-03-28 23:34:36,能中一签吗？,6449305634683246,aaa2a
918126734,2020-03-29 09:00:43,就是个做布的公司，谁买谁亏,6357094232351078,独门涨饮
918154084,2020-03-29 15:39:19,这个我必中签，顶起来，希望大家都有好运，一起中，一起发。[拜神],2128074588172924,牛主乾坤
918176699,2020-03-29 20:12:11,求中,2097144518657600,全球割韭
918183687,2020-03-29 21:22:33,这种垃圾级企业也能上市真是没什么了,7706113652567660,打工股民
918339003,2020-03-30 11:46:34,中签吧,1438305553865544,Tmac2078
918424406,2020-03-30 15:01:21,中一个吧！,5044185519270830,一万变十万十万变百万
918481608,2020-03-30 19:08:11,603095:越剑智能首次公开发行股票网上路演公告,5906325543806170,越剑智能资讯
918529826,2020-03-30 23:05:28,越贱哐叽，越贱哐叽,6357094232351078,独门涨饮
918823729,2020-03-31 17:02:46,拜神求签,7891094284133694,海和平
918836598,2020-03-31 18:05:36,[图片],6251305825352076,股友ArtNYb
918882968,2020-03-31 22:07:54,求中签，好久好久没有…[财力][爱心],9513035077986762,暖暖心情
918901442,2020-04-01 00:03:28,603095:越剑智能首次公开发行股票招股说明书,5906325543806170,越剑智能资讯
918901443,2020-04-01 00:04:14,603095:越剑智能首次公开发行股票发行公告,5906325543806170,越剑智能资讯
918901445,2020-04-01 00:04:15,603095:越剑智能首次公开发行股票招股说明书摘要,5906325543806170,越剑智能资讯
918901547,2020-04-01 00:05:10,603095:越剑智能首次公开发行股票投资风险特别公告,5906325543806170,越剑智能资讯
918910947,2020-04-01 01:47:59,从来没有中过！希望能给我带来好运！！！也祝公司生意兴隆！财源滚滚来！！！,3105385569412690,顶级炒师1
918970523,2020-04-01 09:51:55,中一签吧,5081094267296970,触不可及的股
919043673,2020-04-01 11:37:35,书中一签，没中过一次,9655094418467108,努力善行天助
919043670,2020-04-01 11:38:35,书中一签，没中过一次,9655094418467108,努力善行天助
919071221,2020-04-01 13:22:20,感觉这个价格有点高啊，就在我这边很近的，绍兴柯桥,9484325764661922,刚好遇见你28
