post_id,publishDate,newsTitle,posterId,posterName
522161973,2014-06-27 00:00:00,成都深冷液化设备股份有限公司创业板首次公开发行股票招股说明书(申报稿2014年6月20日报送),3958014304181014,蜀道装备资讯
179010349,2015-06-19 19:55:32,成都深冷液化设备股份有限公司创业板首次公开发行股票招股说明书(申报稿2015年6月19日报送),3958014304181014,蜀道装备资讯
518643312,2016-08-06 21:02:08,拜财神，定中签！,1786094232831348,归来战士
520928966,2016-08-08 04:30:43,深冷股份:首次公开发行股票并在创业板上市招股说明书,3958014304181014,蜀道装备资讯
521112877,2016-08-08 06:56:05,深冷股份:发行人实际控制人及一致行动人对招股说明书的确认意见,3958014304181014,蜀道装备资讯
521113041,2016-08-08 06:56:15,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(三),3958014304181014,蜀道装备资讯
521114025,2016-08-08 06:56:56,深冷股份:首次公开发行股票并在创业板上市提示公告,3958014304181014,蜀道装备资讯
521114030,2016-08-08 06:56:56,深冷股份:公司章程(草案),3958014304181014,蜀道装备资讯
521115601,2016-08-08 06:57:57,深冷股份:董事会有关本次发行的决议,3958014304181014,蜀道装备资讯
521116841,2016-08-08 06:59:07,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(四),3958014304181014,蜀道装备资讯
521116842,2016-08-08 06:59:08,深冷股份:关于公司设立以来股本演变情况的说明及其董事、监事、高级管理人员的确认意见,3958014304181014,蜀道装备资讯
521117325,2016-08-08 06:59:37,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(九),3958014304181014,蜀道装备资讯
521117328,2016-08-08 06:59:37,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(八),3958014304181014,蜀道装备资讯
521117960,2016-08-08 07:00:08,深冷股份:中信证券股份有限公司关于公司首次公开发行股票并在创业板上市之发行保荐书,3958014304181014,蜀道装备资讯
521118669,2016-08-08 07:00:38,深冷股份:中信证券股份有限公司关于公司首次公开发行股票并在创业板上市之发行保荐工作报告,3958014304181014,蜀道装备资讯
521119291,2016-08-08 07:01:08,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(七),3958014304181014,蜀道装备资讯
521120150,2016-08-08 07:01:48,深冷股份:北京市中伦律师事务所关于为公司首次公开发行股票并在创业板上市出具法律意见的律师工作报告,3958014304181014,蜀道装备资讯
521120710,2016-08-08 07:02:18,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(五),3958014304181014,蜀道装备资讯
521120711,2016-08-08 07:02:18,深冷股份:审计报告,3958014304181014,蜀道装备资讯
521121221,2016-08-08 07:02:49,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(二),3958014304181014,蜀道装备资讯
521121687,2016-08-08 07:03:19,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的法律意见,3958014304181014,蜀道装备资讯
521122890,2016-08-08 07:04:30,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(六),3958014304181014,蜀道装备资讯
521122894,2016-08-08 07:04:30,深冷股份:北京市中伦律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见(一),3958014304181014,蜀道装备资讯
521127065,2016-08-08 07:08:24,深冷股份:中国证监会关于核准公司首次公开发行股票的批复,3958014304181014,蜀道装备资讯
521132963,2016-08-08 07:13:12,深冷股份:首次公开发行股票并在创业板上市网上路演公告,3958014304181014,蜀道装备资讯
521132962,2016-08-08 07:13:12,深冷股份:内部控制鉴证报告,3958014304181014,蜀道装备资讯
521133576,2016-08-08 07:13:42,深冷股份:股东大会有关本次发行的决议,3958014304181014,蜀道装备资讯
521134712,2016-08-08 07:14:23,深冷股份:非经常性损益的专项审核报告,3958014304181014,蜀道装备资讯
521475834,2016-08-08 10:57:47,今曰拜上求中签，心诚则灵，拜托了[拜神],5382124678897436,彩虹六号
521549706,2016-08-08 11:47:30,深冷是个谜,5501094196086126,眼镜蛇哥哥
521812288,2016-08-08 15:16:42,新股申购散户不可能中签。新股都是内幕交易。新股要做到公平公正的话就请中央一台现场,7138094354227498,一半股票一半现金
522203947,2016-08-09 00:02:32,深冷股份:首次公开发行股票并在创业板上市投资风险特别公告,3958014304181014,蜀道装备资讯
522206407,2016-08-09 00:06:25,深冷股份:首次公开发行股票并在创业板上市发行公告,3958014304181014,蜀道装备资讯
522251051,2016-08-09 01:15:36,深冷股份预计中签率为0.019，两个四位数中签号也不给⋯⋯,5527094576141578,红墙宁德
522718035,2016-08-09 11:38:21,深冷股份业绩靓丽靠赊账 参股子公司现千万坏账,3958014304181014,蜀道装备资讯
522817231,2016-08-09 13:42:53,拜拜财神，必中签！[拜神][拜神][拜神][拜神][拜神][拜神][拜神][拜神,1912513688987200,执著地坚守
522819076,2016-08-09 13:44:33,【讨论】8月10日深冷股份新股发行，你会申购吗？  ,7108094080845230,股友90089E7g19
522928358,2016-08-09 15:36:47,希望中1签[拜神][拜神][拜神][拜神][拜神],2002013222055900,京AA8888
523125496,2016-08-09 19:42:48,明天必中签，点赞的都中,2488094376473274,套利娃娃
523145411,2016-08-09 19:56:45,打新股的朋友进来拜下吧，很灵的，会中签,6908094622357720,股友y661n60996
523704723,2016-08-10 09:21:21,财神爷保佑我中一签,2558113963620680,bb258
523705856,2016-08-10 09:22:48,几点钟申购容易中,2558113963620680,bb258
523716355,2016-08-10 09:35:37,深冷股份（300540）、安德利（603031）两新股今日申购。其中，深冷股份发行价16.67元,7159004707899498,股友778V69N979
523718762,2016-08-10 09:38:16,【今日新股申购】1.深冷股份：申购代码300540，申购上限2.00万股，申购价格16.67元，,5142114703808596,股友5330261ql1
523731535,2016-08-10 09:51:27,五路财神保佑中签啊,5231094707938042,股友SU6jnZ6824
523733564,2016-08-10 09:53:22,让我中一个吧,3921094658257694,股友eDBVmq6532
523753992,2016-08-10 10:09:48,中一签,9348111911386144,罗哥解盘丶3269
523817665,2016-08-10 10:52:05,菩萨保佑我300540中签,1331094099046648,股友8uX6572999
523920178,2016-08-10 12:28:30,拜财神，拜财神，拜财神！,3770094188888376,牛茻茻
523965368,2016-08-10 13:36:10,拜财神！拜财神！,1062094408400178,股友01Ny099331
523966808,2016-08-10 13:37:40,什么時候？,7809094408377698,股友753q5A2687
523967634,2016-08-10 13:38:38,律师事务所关于公司首次公,9494094177559464,范事行0090
523968388,2016-08-10 13:39:37,东方财富证券万2.5佣金开户，享5.99%融资利率，,3491094326535856,股友99k82076P1
523968858,2016-08-10 13:40:07,只待政策,2896094135361198,独股弎式
523969362,2016-08-10 13:40:41,深冷股份,2896094135361198,独股弎式
523971258,2016-08-10 13:42:52,打新股的朋友进来拜下吧，很灵的，会中签,6962014298263784,股友982N63917r
523972464,2016-08-10 13:44:10,市招股市招股市招股,6962014298263784,股友982N63917r
523973036,2016-08-10 13:44:49,保佑中签！！,8543613479275468,一诺千金46396
523973498,2016-08-10 13:45:18,决议决议决议决议,4289513697545482,股友31uo397565
523974018,2016-08-10 13:45:55,&quot;中签88888888&quot;中签88888888&quot;中签88888888,4131014301378634,股友1673HN1820
523974549,2016-08-10 13:46:27,点赞的都中,4172014345368086,米抖抖
523978215,2016-08-10 13:50:23,点赞的都中,4785094310482718,涨了停好几个
523979051,2016-08-10 13:51:20,保佑中签！！,5810111778067864,yhr505
523979362,2016-08-10 13:51:41,本次发行的决议,5810111778067864,yhr505
523980301,2016-08-10 13:52:44,化收益达3-10%,5810111778067864,yhr505
523981602,2016-08-10 13:54:15,算中签率为：,1455094220740122,股友r0156Z5365
523982077,2016-08-10 13:54:51,签88888888&quot;中签88888888&quot;中,3591094192641880,股友8527g0t757
524038273,2016-08-10 14:55:18,想中签，才来拜佛主，。晚了。,8944094484165336,铿金霏玉5
524116886,2016-08-10 16:28:29,小弟弟突然坚挺的好厉害，应该是中签前的吉兆！,4879094324354498,专打喷子
524201529,2016-08-10 18:01:21,这次有强烈的预感，因为上次去寺庙抽了一张签说最近要发点小财！,8737094383443202,青春陌路17
524236545,2016-08-10 18:41:05,财神爷保佑中签,1487094478882312,玫瑰炒股行者9199
524248607,2016-08-10 18:54:28,财神点金，恭喜，恭喜,3123112535735200,junwnag
524255362,2016-08-10 19:01:41,深冷股份:首次公开发行股票并在创业板上市网上定价发行申购情况及中签率公告,3958014304181014,蜀道装备资讯
524257859,2016-08-10 19:04:33,【讨论】深冷股份公布中签率仅为0.018% 你能中吗？,7108094080845230,股友90089E7g19
524287002,2016-08-10 19:34:39,深冷估计是个不错的肉，前面的我都没中，能中这个也很满意了,5527094576141578,红墙宁德
524290204,2016-08-10 19:37:49,深冷股份网上发行中签率0.0182%,3958014304181014,蜀道装备资讯
524295770,2016-08-10 19:43:55,晒号中奖,8840023806404838,股斗罗2015
524299448,2016-08-10 19:48:21,拜財神，保中籤！,6478113613753060,股友079r0C5380
524308085,2016-08-10 19:57:38,回拨怎么没有？,3620084700424594,股友7y06e15210
524308155,2016-08-10 19:57:42,098386+18，求中！,5110094295099154,予希的74452
524326903,2016-08-10 20:16:20,问西20631-40,4170023735305452,天下第一股东
524333836,2016-08-10 20:23:26,139999十40求中一签吧。150万亏了120多万了，太痛苦了。,6626023677582376,粤Y99528
524343161,2016-08-10 20:33:34,0551+33，必须中,9410094364353976,股友7a3312U700
524348197,2016-08-10 20:39:09,深冷配号8833+16，看到这数字又完了。哎，怎么这么晦气，从来没中过新股，心里,4056094540840368,御神机
524349903,2016-08-10 20:41:05,[拜神]9783+38 [拜神]4402+3 [拜神]9971+40 希望中一签,9011113639897678,庐山上的小菜菜
524355176,2016-08-10 20:47:27,5239 40耐心等待~,8179094262270592,梦寐小葱
524357364,2016-08-10 20:50:09,4713+14保佑中签！！,1148094333155862,股友769089P9n6
524360821,2016-08-10 20:54:09,拜财神，明天中一签,8585013962758046,股友9O3977L623
524361051,2016-08-10 20:54:22,这是什么配号00040,1942014418365606,股友005p05p959
524361421,2016-08-10 20:54:45,我艹，0009是没戏了,6661094315267438,ipo77
524364138,2016-08-10 20:57:50,4589签看来没有希望了，祝兄弟姐妹们好运！,1912513688987200,执著地坚守
524377229,2016-08-10 21:15:41,2683,3201094632759872,失业的工人0756
