post_id,publishDate,newsTitle,posterId,posterName
888211527,2018-06-22 00:00:00,成都燃气集团股份有限公司首次公开发行股票招股说明书(申报稿2018年6月19日报送),4267135296782708,成都燃气资讯
794094105,2018-11-23 23:03:09,成都燃气集团股份有限公司首次公开发行股票申请文件反馈意见,4267135296782708,成都燃气资讯
801170892,2019-01-11 18:50:37,成都燃气集团股份有限公司首次公开发行股票招股说明书(申报稿2018年12月28日报送),4267135296782708,成都燃气资讯
883802586,2019-10-31 14:21:07,成都燃气二股东拥有较大影响力，实控人认定及同业竞争存争议,8515055041638372,股市有故事111
888060323,2019-11-22 19:47:07,拜财神，求中签！！！,1786094232831348,归来战士
888070758,2019-11-22 21:41:07,初到贵宝地，特来拜见！,1296094333109380,加自选
888173104,2019-11-25 00:07:37,603053:成都燃气首次公开发行股票招股意向书摘要,4267135296782708,成都燃气资讯
888173117,2019-11-25 00:08:19,603053:成都燃气首次公开发行股票发行安排及初步询价公告,4267135296782708,成都燃气资讯
888173126,2019-11-25 00:08:43,603053:成都燃气首次公开发行股票招股意向书附录,4267135296782708,成都燃气资讯
888173130,2019-11-25 00:08:53,603053:成都燃气首次公开发行股票招股意向书,4267135296782708,成都燃气资讯
888249472,2019-11-25 11:05:33,大家都来说说成都燃气的上市后的市值应该在什么区间？,5852114823252746,股友Yru8ry
888354803,2019-11-25 17:06:13,新股询价报告：成都燃气,4267135296782708,成都燃气资讯
888375210,2019-11-25 20:02:32,看看没又戏,4975064986109104,股友la5RBO4513
888382239,2019-11-25 21:10:43,发行价是贵燃的4.73倍，能妖股？？？！,3935085117583910,我一直在找股票
888718007,2019-11-27 11:00:08,这个要积极申购！,2326013425239330,向梦想奔跑
888766313,2019-11-27 13:52:05,求中签一签，一签没中过,5617075270880350,股友78656fi575
888898909,2019-11-28 09:27:41,好久申购?,4894045113239842,万事如意的楚留香
888964121,2019-11-28 11:25:35,价格太高了,3659064947459336,lwnmdjks
888979713,2019-11-28 12:59:27,开盘肯定破发,3659064947459336,lwnmdjks
889081056,2019-11-28 19:05:06,603053:成都燃气首次公开发行股票网上路演公告,4267135296782708,成都燃气资讯
889185010,2019-11-29 10:51:23,重庆燃气才7块！！！！,4996345531323934,广东第一美男子
889206672,2019-11-29 11:33:35,太高了，定价5元差不多,3659064947459336,lwnmdjks
