300133-pred,300133-true
-0.45934692,-0.6497
-0.4331812,-0.5693
-0.46525908,-0.6169
-0.49248537,-0.79
-0.51529044,-0.7958
-0.5274165,-0.5848
-0.49913326,-0.7564
-0.4552576,-0.8043
-0.500281,-0.5881
-0.4887057,-0.7222
-0.4662121,-0.7952
-0.5169927,-0.7361
-0.48471764,-0.7353
-0.48490393,-0.5286
-0.5007929,-0.6065
-0.4784533,-0.3303
-0.5089558,-0.7358
-0.45436686,-0.3007
-0.5112683,-0.483
-0.4657297,-0.2665
-0.44240406,-0.5179
-0.45870528,-0.7431
-0.46112326,-0.7352
-0.44920972,-0.6971
-0.47128218,-0.7356
-0.48696142,-0.7518
-0.5358462,-0.7822
-0.51217157,-0.3133
-0.48923337,-0.7225
-0.48997077,-0.783
-0.5119777,-0.5256
-0.4880603,-0.4778
-0.4565393,-0.354
-0.48063624,-0.4237
-0.4511605,-0.3733
-0.4758613,-0.1781
-0.462956,-0.3729
-0.4491116,-0.584
-0.47428608,-0.5365
-0.46590647,-0.1733
-0.45182332,-0.5577
-0.45544705,-0.672
-0.51821566,-0.121
-0.48673302,-0.6736
-0.47999904,-0.4947
-0.54150784,-0.5813
-0.540779,-0.6224
-0.5258253,-0.5658
-0.51173174,-0.6459
-0.5106956,-0.5116
-0.48072413,-0.317
-0.50694674,-0.7674
-0.47447193,-0.7006
-0.500463,-0.4129
-0.51842016,-0.5078
-0.4981594,-0.7017
-0.46908328,-0.6539
-0.5253119,-0.5979
-0.5037417,-0.4443
-0.50515914,-0.1771
-0.44637555,1.161
-0.4615414,0.457
-0.5092742,-0.3501
-0.59376925,-0.4671
-0.49465048,-0.7196
-0.5200104,-0.6439
-0.55517775,-0.7413
-0.49895495,-0.6922
-0.50815666,-0.7917
-0.51550955,-0.8723
-0.50733626,-0.8017
-0.49588335,-0.7608
-0.47409925,-0.5339
-0.4801273,-0.6947
-0.52598333,-0.8099
-0.5200381,-0.7096
-0.49686337,-0.5426
-0.5833521,-0.5242
-0.5252273,-0.5503
-0.58031636,0.5704
-0.47756448,-0.1884
-0.48294586,-0.541
-0.6488304,-0.3821
-0.54894745,-0.0187
-0.50581247,-0.3904
-0.5536116,-0.5971
-0.49940017,-0.3759
-0.5014793,-0.4975
-0.47852716,-0.3256
-0.4900455,-0.4873
-0.471256,-0.5172
-0.53240997,-0.54
-0.47895226,-0.5037
-0.48188967,-0.3883
-0.5035588,0.4683
-0.49763528,0.2314
-0.50564116,0.3532
-0.50608647,-0.0232
-0.5235673,0.0815
-0.55941546,0.4319
-0.5522693,-0.1914
-0.5261613,-0.213
-0.5556498,-0.5192
-0.52240986,-0.6046
-0.4852352,-0.6164
-0.50271237,-0.5767
-0.5649697,-0.6454
-0.5238677,-0.6601
-0.5092533,-0.4864
-0.47847497,-0.6306
-0.4951525,-0.7225
-0.49945614,-0.1918
-0.53194845,-0.364
-0.5356276,-0.5708
-0.518169,-0.5682
-0.5258132,-0.5694
-0.49923098,-0.4907
-0.56543624,-0.4147
-0.5118847,0.0658
-0.56329787,-0.4101
-0.5298488,-0.4008
-0.5430977,-0.6004
-0.5259916,-0.3597
-0.50114906,-0.5841
-0.5645872,-0.3814
-0.55723846,-0.5557
-0.520071,-0.5785
-0.5057361,-0.3792
-0.5115627,-0.7104
-0.49748015,-0.7336
-0.5164615,-0.6551
-0.5182622,-0.5039
-0.53308535,-0.6366
-0.6001802,-0.6805
-0.5143707,-0.6854
-0.5009015,-0.6564
-0.5536707,-0.7175
-0.506721,-0.6463
-0.51699436,-0.5505
-0.521541,-0.2205
-0.5117195,-0.55
-0.449816,-0.6042
-0.5078112,-0.4921
-0.49029064,-0.7166
-0.4864551,-0.7902
-0.47973815,-0.6976
-0.51699275,-0.6528
-0.5557536,-0.7132
-0.4931802,-0.7086
-0.49584264,-0.7647
-0.48158005,-0.6467
-0.4999951,-0.6878
-0.4628459,-0.6498
-0.4834602,-0.7372
-0.48337492,-0.773
-0.46122304,-0.6552
-0.51019484,-0.5651
-0.56796634,-0.6324
-0.49377877,-0.5689
-0.53803724,-0.3427
-0.48697543,-0.6002
-0.49052173,-0.5474
-0.44340968,-0.3284
-0.469769,-0.6081
-0.5146738,-0.5682
-0.49857405,-0.3175
-0.51609725,-0.4065
-0.50856423,0.0337
-0.4892294,-0.1533
-0.5024126,-0.6378
-0.53771657,-0.6403
-0.51630527,-0.6244
-0.49240097,-0.6808
-0.48940116,-0.5911
-0.50912,-0.6481
-0.5133065,-0.5669
-0.4835892,-0.6512
-0.49934927,-0.5438
-0.44429135,-0.372
-0.47171694,0.0634
-0.49890944,0.0373
-0.46405008,-0.4298
-0.50181305,0.067
-0.45528364,0.1265
-0.5178832,-0.4951
-0.4888664,-0.4456
-0.54151535,-0.4324
-0.48831344,-0.527
-0.6078696,-0.5426
-0.48962826,-0.4751
-0.5286635,-0.4643
-0.4826085,0.201
-0.48459506,-0.2237
-0.49656045,-0.5343
-0.49555176,-0.5209
-0.47493452,-0.3643
-0.48520404,-0.2941
-0.4698093,-0.1383
-0.45248452,-0.1149
-0.48004666,-0.0789
-0.44530174,0.1061
-0.46707153,-0.0216
-0.46647447,-0.562
-0.50864136,-0.6184
-0.5362261,-0.4586
-0.5130563,-0.4129
-0.51004434,-0.4794
-0.5827519,0.0501
-0.4737578,-0.3283
-0.5167575,-0.4543
-0.48308644,-0.432
-0.4920707,-0.5532
-0.48819336,-0.4303
-0.49750972,-0.6332
-0.5165476,-0.4086
-0.48236662,-0.5366
-0.5195056,-0.2752
-0.46359548,-0.0695
-0.4859857,0.015
-0.4723202,0.0567
-0.45937264,0.5999
-0.45402944,-0.4342
