000046-pred,000046-true
-0.37987965,-0.3943
-0.3819321,0.1757
-0.4017216,-0.6302
-0.38551223,-0.1868
-0.39665133,-0.0752
-0.41235295,-0.6919
-0.41930103,-0.654
-0.38323557,-0.5799
-0.3801327,-0.6458
-0.38519466,-0.7334
-0.38057363,-0.1931
-0.37766925,-0.4292
-0.34948075,-0.7631
-0.3794101,-0.6576
-0.3315897,-0.7166
-0.3297923,-0.5142
-0.30058268,-0.697
-0.26475078,-0.7258
-0.2843558,-0.1226
-0.3229906,-0.2006
-0.39395067,-0.5959
-0.40143138,-0.7775
-0.37360692,-0.5738
-0.3643521,-0.5705
-0.38491997,-0.6933
-0.38531095,-0.721
-0.3809796,-0.544
-0.4068437,-0.7203
-0.37968388,-0.4199
-0.3931722,-0.5432
-0.39786568,-0.7866
-0.39338362,-0.7538
-0.4048473,-0.513
-0.39829487,-0.703
-0.37912112,-0.3906
-0.36395884,-0.6924
-0.29901224,0.2596
-0.33914065,-0.6461
-0.321366,-0.5068
-0.30201155,-0.236
-0.4047521,-0.6927
-0.4053329,-0.1445
-0.39644143,0.0697
-0.37863684,-0.5208
-0.37649214,-0.0914
-0.38576806,-0.2383
-0.39247927,-0.0846
-0.38868994,-0.6012
-0.3713551,0.4926
-0.39541626,0.2206
-0.3822714,0.5566
-0.3987705,-0.1265
-0.39060602,-0.3256
-0.37968656,-0.399
-0.36298373,-0.195
-0.3625244,-0.3156
-0.36953178,-0.3651
-0.37378162,-0.1304
-0.34677136,0.0698
-0.3382177,0.4465
-0.40783677,-0.5849
-0.39025688,-0.7084
-0.40449703,-0.403
-0.3839242,-0.5354
-0.3599101,-0.6784
-0.3871444,-0.6354
-0.3193894,-0.1341
-0.3329677,-0.5722
-0.39040464,-0.6082
-0.36917832,-0.6416
-0.39330986,-0.781
-0.38022742,-0.6304
-0.38075724,-0.5949
-0.39442983,-0.737
-0.38681093,-0.4009
-0.38157132,-0.6954
-0.38408536,-0.6787
-0.35173237,-0.5233
-0.37042657,-0.5676
-0.31940252,-0.2777
-0.36221007,-0.5093
-0.3901393,-0.5575
-0.3794332,-0.2708
-0.38629714,-0.6075
-0.37356898,-0.692
-0.34542042,-0.6256
-0.31213188,-0.6394
-0.34709156,-0.6094
-0.29023805,-0.6309
-0.35171825,-0.6951
-0.29541346,-0.678
-0.3779669,-0.7078
-0.36941907,-0.2063
-0.40208152,-0.5911
-0.38455376,-0.3262
-0.3969875,-0.195
-0.321062,-0.0022
-0.36075222,-0.154
-0.32844704,-0.5152
-0.29612526,0.2542
-0.3927955,-0.5182
-0.36776528,-0.7113
-0.40755188,-0.7534
-0.40477765,-0.2869
-0.37304166,-0.7413
-0.3707344,-0.663
-0.40158322,-0.5744
-0.33897164,-0.2711
-0.35557508,-0.4129
-0.32560205,-0.7596
-0.39367214,-0.7517
-0.38245997,-0.6382
-0.3860081,-0.5897
-0.3489584,-0.562
-0.35348246,-0.6428
-0.3432823,-0.7736
-0.32933423,-0.422
-0.30284643,-0.0885
-0.31402144,-0.3733
-0.24341251,-0.3234
-0.2802605,-0.3396
-0.33432692,-0.4629
-0.36555988,-0.2388
-0.39515486,-0.4328
-0.39101413,-0.2405
-0.39841494,-0.3571
-0.39990726,-0.09
-0.3787951,0.0379
-0.3585305,-0.4779
-0.37469736,-0.3518
-0.40081137,-0.672
-0.3926115,-0.7139
-0.38535026,-0.361
-0.38535082,-0.5973
-0.4055658,-0.7081
-0.3907405,-0.3058
-0.37039363,-0.6843
-0.33034915,-0.4646
-0.39333934,-0.6068
-0.3645218,0.6185
-0.30860567,-0.4863
-0.3615066,-0.4345
-0.38852713,-0.709
-0.391352,-0.5576
-0.38945407,-0.6293
-0.39864329,-0.5279
-0.3793398,-0.214
-0.35790893,-0.7352
-0.38238907,-0.6345
-0.36566538,-0.717
-0.39271036,-0.5665
-0.3818663,-0.4617
-0.39846626,-0.7533
-0.36574265,-0.3193
-0.37529954,-0.6699
-0.35065258,-0.2932
-0.36455503,-0.6435
-0.37504998,-0.4046
-0.37501714,-0.1321
-0.3485772,0.8249
-0.3621544,-0.1114
-0.3839305,1.5744
-0.38538685,3.8197
-0.3641339,1.0887
-0.3149996,0.2433
-0.21156412,0.4287
-0.3310179,-0.5432
-0.342974,-0.3698
-0.34741557,0.6074
-0.38799274,-0.3522
-0.38843685,-0.4154
-0.4052124,-0.4664
-0.38120416,-0.3971
-0.3891023,-0.4226
-0.3760717,-0.5352
-0.37251112,-0.1716
-0.39032298,-0.1361
-0.38775545,-0.0572
-0.39581978,-0.3466
-0.37309062,0.0671
-0.3263892,0.2024
-0.3827177,-0.7273
-0.3547867,-0.1272
-0.2513908,0.2705
-0.23330969,0.9277
-0.085341275,0.5681
-0.23376696,-0.3224
-0.3030156,-0.5644
-0.35568053,-0.4299
-0.37831825,-0.1764
-0.33709654,-0.6658
-0.31009656,-0.2852
-0.32041156,-0.0886
-0.31767815,-0.4958
-0.34136093,-0.391
-0.36235493,-0.4378
-0.3502869,1.0847
-0.34831506,-0.4238
-0.3274909,0.0584
-0.2985916,0.3609
-0.33992326,-0.5532
-0.3779716,-0.4419
-0.36663646,-0.2878
-0.30911082,-0.2615
-0.28805083,-0.1251
-0.26036125,-0.5123
-0.34148085,-0.1734
-0.32984716,-0.1923
-0.32259136,-0.287
-0.29816282,0.5309
-0.32243922,-0.2958
-0.3270293,-0.3002
-0.31202462,-0.4832
-0.33068305,0.4138
-0.28632593,-0.5029
-0.36396962,0.0028
-0.3805371,-0.1505
-0.34806192,-0.2751
-0.3433027,-0.1487
-0.34659815,0.7355
-0.38415214,-0.4233
-0.37094313,-0.434
-0.40094292,-0.3191
-0.373791,-0.4946
-0.3517555,-0.6132
-0.35297105,-0.1561
-0.36578837,0.9841
-0.38645703,-0.35
-0.39793894,-0.4261
-0.37798533,-0.4867
-0.3844289,-0.5663
-0.33905554,-0.3068
-0.3251319,-0.5882
-0.35811818,-0.5262
-0.36560926,-0.6426
-0.38506487,-0.5389
-0.4030416,-0.3479
-0.37335205,0.3761
-0.40807256,-0.4294
-0.41716895,-0.3181
-0.25075877,0.4378
-0.39450827,-0.1299
-0.37005222,-0.3274
-0.3756915,-0.2497
-0.36212185,-0.4341
-0.40128422,-0.5632
-0.4090321,-0.294
-0.4001179,-0.3294
-0.3668934,-0.3501
-0.41101694,-0.1774
-0.38532728,-0.4356
-0.38635725,-0.3645
-0.37950987,-0.3788
-0.37578657,-0.3011
-0.36783066,0.0838
-0.3810788,-0.2129
-0.3593547,-0.3242
-0.39824232,-0.1033
-0.39502978,-0.3983
-0.3912041,-0.0167
-0.38915256,-0.1142
-0.23875329,0.0771
-0.3074981,-0.2832
-0.33815843,0.4275
-0.362333,-0.5326
-0.41327453,1.1014
-0.41421163,0.3771
-0.3984385,-0.0375
-0.3928997,-0.0579
-0.37786853,-0.1726
-0.39896175,0.3246
-0.37618366,0.2564
-0.34303474,0.8766
-0.36407316,-0.236
-0.35272276,-0.2823
-0.33486676,-0.4375
-0.34593177,-0.047
-0.38139805,0.3318
-0.39901602,0.0658
-0.4085083,0.1401
-0.37858716,-0.2244
-0.39042762,-0.0838
-0.3666461,-0.193
-0.31824154,-0.5948
-0.3091373,0.0012
-0.36403173,-0.1572
-0.39642987,-0.2103
-0.36723515,-0.3273
-0.34926927,-0.1353
-0.32458723,-0.3791
-0.33806574,-0.2345
-0.3735098,-0.3528
-0.37492022,-0.4679
-0.35707617,-0.2015
-0.33767912,0.3078
-0.35704857,-0.4167
-0.3810475,-0.0922
-0.4015367,-0.356
-0.39660022,-0.4591
-0.3888962,-0.0671
-0.41033566,0.962
-0.37714136,-0.076
-0.35040385,-0.2213
-0.3630089,-0.0764
-0.41277015,-0.2586
-0.38002494,-0.4146
-0.33926302,-0.2669
-0.36426175,-0.2785
-0.33170566,-0.2722
-0.37264603,-0.4418
-0.38059416,-0.331
-0.38140595,0.0007
-0.38508525,-0.2986
-0.37348214,-0.4098
-0.40720955,0.256
-0.38623887,-0.4854
-0.40923744,-0.4327
-0.41634673,-0.2348
-0.4103956,-0.5058
-0.40600923,-0.3694
-0.32462415,0.0011
-0.2721339,-0.5327
-0.32683253,-0.1562
-0.38307267,-0.3897
-0.39594844,-0.3133
-0.38994178,-0.4678
-0.311055,-0.2979
-0.31523246,-0.1362
-0.36688244,-0.1738
-0.34475672,-0.2967
-0.37813324,-0.4717
-0.36896902,0.1022
-0.36767647,-0.5533
-0.4066411,-0.4857
-0.37181485,0.4713
-0.4123495,-0.0212
-0.37664762,-0.2893
-0.38061604,-0.2856
-0.40982437,-0.0559
-0.38431594,0.0761
-0.24662322,-0.207
-0.15787295,-0.1634
-0.32654488,0.1457
-0.39145094,-0.2465
-0.38183758,-0.3031
-0.32419834,-0.4361
-0.39712182,-0.4045
-0.38026017,-0.4514
-0.34418455,-0.3951
-0.40343934,-0.2089
-0.3691556,-0.3484
-0.37955087,-0.3589
-0.36635786,-0.2918
-0.32571742,-0.2351
-0.3954217,-0.1134
-0.39279372,0.0322
-0.39331445,0.2339
-0.36711216,0.0197
-0.36985633,0.5982
-0.3439979,0.9859
-0.3223056,-0.2948
-0.2711503,-0.0421
-0.37008858,0.0822
-0.35892877,-0.2033
-0.34795725,-0.437
-0.34116668,0.2267
-0.36619544,-0.5205
-0.4016912,-0.5358
-0.38589838,-0.0791
-0.37537536,-0.1734
-0.40079537,-0.281
-0.38036627,-0.4137
-0.35129774,0.0627
-0.3982174,-0.2651
-0.3986973,0.2566
-0.3876664,0.0705
-0.35503936,-0.4678
-0.34007007,-0.4796
-0.34334627,-0.0757
-0.34312248,0.4056
-0.28262007,-0.5247
-0.40164295,-0.6904
-0.37469232,-0.0409
-0.3772416,-0.2115
-0.36316124,-0.6563
-0.37907887,-0.6869
-0.3945862,-0.5619
-0.38334107,-0.6568
-0.3532697,-0.1247
-0.40450165,-0.4788
-0.40760416,-0.2786
-0.41989964,-0.0042
-0.40506348,0.1662
-0.40754998,-0.6988
-0.32310596,-0.0229
-0.31811142,-0.3671
-0.33829993,-0.1939
-0.32643202,-0.325
-0.3516395,-0.0856
-0.3508967,0.0779
-0.35739374,-0.0141
-0.34638163,-0.2201
-0.39091888,0.3109
-0.37755987,-0.4896
-0.3292908,-0.6832
-0.32522073,-0.6988
-0.36776876,-0.758
-0.36674285,-0.7049
-0.37521625,-0.4832
-0.39325413,-0.727
-0.41301262,-0.3522
-0.4181924,-0.52
-0.3623144,-0.4009
-0.39395806,-0.6711
-0.32760924,-0.5137
-0.31545565,-0.5882
-0.32886356,-0.4387
-0.27987581,-0.4036
-0.3197573,-0.3446
-0.36975425,-0.3049
0.21531686,0.3143
-0.28835982,0.0114
-0.28651893,-0.0452
-0.35821488,-0.3106
-0.2909831,-0.2241
-0.353114,-0.6716
-0.35755876,-0.1424
-0.3779113,-0.5325
-0.36782575,-0.2414
-0.404094,-0.48
-0.41172573,-0.4563
-0.40517563,-0.4103
-0.39764422,0.0307
-0.41022825,-0.5323
-0.39462775,-0.4515
-0.39870468,-0.4831
-0.36737183,-0.5918
-0.4063787,-0.5722
-0.41822165,-0.2632
-0.4021403,0.7959
-0.025108218,-0.4277
-0.2921872,-0.0812
-0.3431899,-0.2241
-0.27130684,-0.2972
-0.2818079,-0.4906
-0.32181627,-0.0325
-0.3306254,0.1079
-0.36566737,-0.6012
-0.35949928,-0.5659
-0.37958163,-0.6205
-0.3729974,-0.5498
-0.3840047,0.2496
-0.39527503,-0.2646
-0.39257905,-0.0536
-0.41258746,0.521
-0.3827902,-0.3994
-0.40200585,0.923
-0.3784726,1.1105
-0.3720212,1.0071
-0.3676169,0.7126
0.16444495,1.6735
-0.031187356,1.8361
-0.10978603,0.4933
-0.13521966,-0.0316
-0.15494922,-0.3908
-0.2731505,0.0431
-0.32344687,-0.4721
-0.30123046,-0.3146
-0.34953862,-0.2741
-0.33659562,-0.5793
-0.35791647,-0.4621
-0.39008635,-0.391
-0.3468963,-0.5227
-0.37488264,-0.2623
-0.3808207,1.2473
