002882-pred,002882-true
-0.22241683,-0.1558
-0.21308729,-0.25
-0.22783428,-0.0177
-0.22287206,0.4217
-0.2284165,0.1386
-0.22462551,-0.2079
-0.2175476,-0.349
-0.22624618,-0.2836
-0.22321568,-0.246
-0.22633012,-0.34
-0.2269459,-0.2881
-0.22710048,-0.3364
-0.22076702,-0.3417
-0.21864906,-0.3437
-0.21863368,-0.2529
-0.22830223,-0.1825
-0.22227487,-0.345
-0.21747716,-0.1895
-0.21416424,-0.2112
-0.21223341,-0.039
-0.22846568,0.1361
-0.22925045,-0.2222
-0.22623031,-0.3155
-0.22941598,-0.3065
-0.22826138,-0.1449
-0.22680552,-0.2693
-0.223335,-0.2611
-0.2271754,-0.2685
-0.21922986,-0.1592
-0.23003483,-0.2615
-0.22926924,-0.2038
-0.22905172,-0.0717
-0.22133009,-0.2202
-0.22584389,-0.2795
-0.22343354,-0.2885
-0.22682413,-0.2157
-0.21154054,-0.2316
-0.22008915,-0.167
-0.20871693,0.1026
-0.19107348,-0.1641
-0.22469182,0.7759
-0.2266654,0.0793
-0.22670445,0.1772
-0.22303435,-0.1576
-0.2259889,-0.3654
-0.22342446,-0.3315
-0.2214682,-0.3139
-0.22955066,-0.2905
-0.21942514,-0.2505
-0.22699115,0.2081
-0.22673655,0.1639
-0.22487465,-0.2083
-0.2271736,-0.266
-0.22099781,-0.1036
-0.21872117,-0.1347
-0.21784288,-0.3147
-0.21660423,-0.0786
-0.22033587,-0.2365
-0.20634961,-0.1535
-0.19598804,-0.0431
-0.22510421,-0.1347
-0.22327563,-0.2595
-0.22212467,-0.3875
-0.2271297,-0.2652
-0.22713389,-0.3756
-0.22765309,-0.3572
-0.22123943,-0.2881
-0.21412939,-0.3045
-0.21945062,-0.3204
-0.21903473,-0.201
-0.22715476,-0.3793
-0.22680365,0.1083
-0.22539786,-0.2721
-0.23113985,-0.237
-0.2272028,-0.3584
-0.22389571,-0.2717
-0.22281614,-0.2693
-0.21916111,-0.2967
-0.21817319,-0.2202
-0.20956083,0.2707
-0.21826412,0.3947
-0.21984047,-0.1564
-0.22918795,0.0543
-0.22537705,0.3427
-0.2225748,-0.3384
-0.22333884,-0.0811
-0.21461797,-0.077
-0.2146619,-0.3094
-0.22043976,-0.349
-0.22911187,-0.2296
-0.22187816,-0.2963
-0.22032806,-0.3781
-0.22620237,-0.3012
-0.22607593,-0.3225
-0.22319227,-0.1122
-0.22034921,-0.3274
-0.22420482,-0.2975
-0.21531013,-0.1126
-0.22073893,-0.1789
-0.21125092,-0.1482
-0.22646415,-0.2374
-0.23031478,0.0081
-0.22787827,-0.3085
-0.22907074,0.3922
-0.22132514,-0.3171
-0.227897,-0.3482
-0.22336033,-0.3744
-0.22654054,-0.2226
-0.22649013,-0.25
-0.23201638,-0.3953
-0.22805637,-0.349
-0.23139578,-0.1924
-0.2269509,-0.3376
-0.23078968,-0.4006
-0.221462,-0.2136
-0.2269419,-0.4067
-0.22190654,-0.2365
-0.225043,-0.1645
-0.21692021,-0.0275
-0.21353962,-0.113
-0.23193376,-0.0185
-0.23119143,-0.1875
-0.23282614,0.0735
-0.2326745,-0.1294
-0.23096962,-0.2766
-0.22789402,-0.0893
-0.2314726,-0.2431
-0.22946945,-0.1191
-0.2299752,-0.138
-0.23214675,-0.3098
-0.23255633,-0.2578
-0.23352204,-0.3744
-0.23040546,-0.3388
-0.23018278,-0.1809
-0.22698785,-0.2889
-0.22559026,-0.3098
-0.22655186,-0.2484
-0.2252738,-0.2807
-0.22666293,-0.1149
-0.21094997,0.4994
-0.22814664,-0.1298
-0.23045892,-0.2971
-0.22417505,-0.2779
-0.2255342,-0.3204
-0.22955751,-0.3433
-0.2255159,-0.2443
-0.21937218,-0.223
-0.22368689,-0.318
-0.22279528,-0.3278
-0.22672349,-0.3122
-0.22864932,-0.2435
-0.22566321,-0.3135
-0.22617625,-0.3944
-0.23053698,-0.3057
-0.22927998,-0.3703
-0.21909359,-0.3458
-0.22467981,0.1246
-0.223738,-0.21
-0.2185537,-0.2353
-0.21363227,-0.1482
-0.22507352,-0.0881
-0.22439057,-0.1314
-0.22973,-0.3004
-0.22994477,0.0523
-0.22956099,-0.0496
-0.22673428,-0.1576
-0.22930421,0.0584
-0.22582002,-0.176
-0.23005351,-0.0647
-0.22669007,-0.0537
-0.22528587,-0.1073
-0.22360031,-0.1985
-0.222823,-0.2991
-0.21858859,-0.2914
-0.22633956,-0.3057
-0.2265863,0.0465
-0.22309908,-0.1032
-0.21436138,-0.142
-0.20238805,0.2025
-0.19088264,-0.0259
-0.22924414,-0.03
-0.23182976,-0.0729
-0.22779906,-0.2627
-0.2281353,0.0146
-0.22330725,-0.2901
-0.23156703,-0.2709
-0.2299928,-0.2791
-0.23049676,-0.2991
-0.22967885,-0.1891
-0.22748785,-0.1363
-0.22738323,-0.2198
-0.22184247,-0.1899
-0.21906549,-0.2214
-0.23126559,-0.2709
-0.22101231,-0.1813
-0.22184604,-0.367
-0.21724468,-0.264
-0.215906,0.0321
-0.20985186,-0.12
-0.20681396,0.1901
-0.2319315,-0.0885
-0.23426883,-0.0829
-0.222695,-0.1502
-0.23010401,-0.3625
-0.23431876,-0.385
-0.22940864,-0.3175
-0.2312667,-0.3871
-0.22900754,-0.3584
-0.2304416,-0.2018
-0.23120636,-0.2787
-0.22963907,-0.0013
-0.23520613,-0.1637
-0.23023082,-0.3527
-0.22515425,-0.2991
-0.22921178,-0.3376
-0.22817679,-0.0435
-0.22393316,-0.2811
-0.22526929,-0.1036
-0.22712861,-0.1506
-0.20953804,0.1836
-0.2282989,0.0739
-0.23284175,-0.1195
-0.23312719,0.1397
-0.22718582,-0.2955
-0.23392971,-0.3114
-0.22976539,-0.1613
-0.22993354,-0.21
-0.22386047,-0.3703
-0.21972078,0.1052
-0.23094112,-0.2991
-0.2299347,-0.2177
-0.23004943,-0.3188
-0.22332379,-0.3118
-0.2197638,-0.3229
-0.22682756,-0.327
-0.22543173,-0.3237
-0.22058454,-0.1699
-0.22566679,-0.2376
-0.20955671,-0.331
-0.21303327,-0.0758
-0.21879333,-0.2901
-0.21736589,-0.2578
-0.21685502,-0.3032
-0.22560813,-0.2959
-0.22865327,-0.2545
-0.22422095,-0.3384
-0.2215497,-0.2824
-0.22830698,-0.3229
-0.21982281,-0.302
-0.22420454,-0.3707
-0.22277375,-0.3036
-0.21670316,-0.2448
-0.23049708,-0.3274
-0.21551791,-0.2987
-0.21956033,-0.0563
-0.22201383,-0.0762
-0.21526706,-0.2427
-0.20704563,-0.3957
-0.20506667,-0.3045
-0.20461684,-0.1977
-0.2182841,-0.1277
-0.22661515,-0.1686
-0.2302391,-0.237
-0.22910982,-0.3666
-0.23250635,-0.2615
-0.23138154,-0.3233
-0.22532943,-0.3462
-0.22348951,-0.1159
-0.23080012,-0.4112
-0.2204679,-0.3151
-0.21546213,-0.1766
-0.22347012,-0.3184
-0.21678472,-0.3748
-0.22185649,-0.3323
-0.20711827,-0.2881
-0.2100754,-0.2836
-0.19098678,-0.2783
-0.17808403,-0.1478
-0.20395093,-0.3478
-0.19579132,0.1742
-0.23416075,-0.1155
-0.23093374,0.0601
-0.23259115,-0.3597
-0.23329833,-0.3335
-0.23335779,-0.3212
-0.22937453,-0.3425
-0.22622393,-0.3175
-0.23046133,-0.2592
-0.22946183,-0.3916
-0.22332335,-0.2799
-0.22429639,-0.3486
-0.20859413,-0.2946
-0.22072428,-0.2525
-0.20364645,-0.3302
-0.2134274,-0.3143
-0.20899591,-0.3036
-0.214852,-0.2881
-0.21167257,-0.2775
-0.18018237,-0.2067
-0.19924128,-0.2222
-0.22615238,-0.3437
-0.22089535,-0.3114
-0.22214271,-0.2946
-0.23036882,-0.2419
-0.22120127,-0.3151
-0.22529961,-0.3466
-0.22507316,-0.3957
-0.22913085,-0.167
-0.2232985,-0.3503
-0.2251376,-0.3535
-0.22480889,-0.3458
-0.21271431,-0.3298
-0.2094158,-0.2828
-0.223544,-0.3556
-0.21451576,-0.4039
-0.21801664,-0.0709
-0.20299794,-0.3662
-0.2133184,-0.2537
-0.19294836,-0.2374
-0.20126279,-0.2001
-0.2287953,-0.005
-0.22524375,-0.3507
-0.2311453,-0.1973
-0.22019246,-0.3989
-0.23187281,-0.3683
-0.23245053,-0.3777
-0.22748286,-0.3584
-0.23041706,-0.2885
-0.22350332,-0.3486
-0.21635479,-0.2239
-0.21565795,-0.3135
-0.20955426,-0.3286
-0.20490006,-0.2926
-0.21022569,-0.1425
-0.20093794,-0.3351
-0.2157341,0.0306
-0.20642501,0.3253
-0.19146554,-0.1187
-0.2075541,-0.277
-0.20087603,0.132
-0.22155613,-0.2627
-0.22558267,-0.0864
-0.22204144,-0.1515
-0.2258216,-0.3306
-0.22937174,-0.3769
-0.22116289,-0.3568
-0.22865446,-0.2959
-0.22473411,-0.2222
-0.22177483,-0.3196
-0.33386853,-0.3601
-0.21024802,-0.0641
-0.21461344,-0.3691
-0.22036317,-0.3707
-0.20573522,-0.2836
-0.201639,-0.201
-0.19783208,-0.0441
-0.16971406,-0.3797
-0.19148068,-0.3711
-0.19409333,-0.1925
-0.18524508,-0.2145
-0.22783831,-0.3077
-0.23152424,-0.1069
-0.23147938,0.0969
-0.22949302,-0.2292
-0.22831373,-0.4092
-0.2304213,-0.3977
-0.22889192,-0.3744
-0.22892469,-0.3965
-0.22669932,-0.1789
-0.22941403,-0.2603
-0.22600879,-0.3969
-0.21451528,-0.3237
-0.20886582,-0.228
-0.21732315,-0.1703
-0.21824846,-0.1307
-0.21893325,-0.3932
-0.2066749,-0.2746
-0.20721631,-0.282
-0.20698412,-0.2419
-0.20533295,-0.1249
-0.226317,-0.3351
-0.23036927,-0.3752
-0.22965474,-0.291
-0.23191193,-0.2402
-0.25180888,-0.2055
-0.23086396,-0.3175
-0.22979909,-0.3315
-0.23325801,-0.273
-0.22601503,-0.1842
-0.22591656,-0.3441
-0.2204814,-0.376
-0.22214466,-0.3265
-0.22705644,-0.2999
-0.22171435,0.318
-0.21527646,0.6057
-0.21814087,-0.3024
-0.21049176,-0.3621
-0.21276613,-0.2104
-0.20409523,-0.0852
-0.20122787,0.1817
-0.22516628,-0.3045
-0.2275297,-0.2922
-0.2294619,-0.0889
-0.22391886,-0.0913
-0.22456524,-0.383
-0.23131603,-0.268
-0.22876616,-0.3687
-0.21946381,-0.3642
