300174-pred,300174-true
-0.28998655,-0.6111
-0.31435987,-0.5211
-0.35941097,-0.6354
-0.3152524,-0.661
-0.30269533,-0.6689
-0.35276008,-0.5881
-0.3463899,-0.2889
-0.35114464,-0.5466
-0.306396,-0.4
-0.26707232,-0.5802
-0.3239048,-0.59
-0.33422098,-0.6834
-0.34405807,-0.4954
-0.32740188,-0.6091
-0.3261558,-0.6196
-0.3491267,-0.1423
-0.34655187,-0.6032
-0.32428157,-0.3843
-0.32026476,0.5019
-0.2745671,0.2291
-0.3179272,-0.306
-0.29706407,0.187
-0.27434388,-0.5835
-0.33340126,-0.5604
-0.29078016,-0.6084
-0.31142288,-0.3869
-0.3424842,-0.4559
-0.27958128,-0.5867
-0.24798039,0.1397
-0.30501586,0.0687
-0.32528847,-0.4106
-0.3347789,-0.6538
-0.3297458,-0.6854
-0.26332718,1.9272
-0.2945168,-0.1726
-0.3317153,-0.5322
-0.32353693,-0.6236
-0.34441602,-0.5992
-0.32030848,-0.5887
-0.35960966,1.1521
-0.30430692,-0.3921
-0.31064394,-0.6873
-0.33163208,-0.4388
-0.3317643,-0.5946
-0.34540528,-0.6893
-0.23514505,-0.6755
-0.31847787,-0.6216
-0.28593463,-0.1496
-0.24378115,-0.4592
-0.33450472,-0.2975
-0.35748312,-0.448
-0.37385666,-0.4822
-0.33551544,-0.5197
-0.2730376,-0.7195
-0.2888518,-0.6453
-0.3378431,0.2107
-0.36581787,-0.5499
-0.33043668,-0.4198
-0.36688048,-0.5105
-0.3467489,0.07
-0.34079874,-0.6591
-0.32974768,-0.4237
-0.3535567,-0.6098
-0.33962664,-0.5802
-0.32160473,-0.5578
-0.3255902,-0.7156
-0.29515672,-0.6637
-0.312859,-0.6288
-0.33752242,-0.6558
-0.3529479,-0.5361
-0.33496937,-0.7051
-0.35480446,-0.6479
-0.33918968,-0.6558
-0.33710384,-0.4198
-0.33400342,-0.6577
-0.34729055,-0.2022
-0.32547337,-0.519
-0.34512845,-0.6571
-0.3134117,-0.5729
-0.36207935,-0.2469
-0.26999238,-0.6591
-0.33941916,-0.6597
-0.33687732,-0.6071
-0.35480475,-0.6163
-0.31913775,-0.3659
-0.31160593,-0.548
-0.3391992,-0.6748
-0.3330829,-0.6407
-0.30561447,-0.5466
-0.3414364,-0.6808
-0.3458873,-0.5756
-0.34390172,-0.6748
-0.35404402,-0.4447
-0.36624485,0.0378
-0.36919352,-0.6453
-0.34382826,-0.6052
-0.35311657,-0.4329
-0.3139654,-0.5072
-0.29982162,-0.6295
-0.3489738,-0.3428
-0.29358247,-0.6788
-0.3648371,-0.6571
-0.3320951,-0.6623
-0.34369364,-0.6551
-0.30941105,-0.6886
-0.3539685,-0.5558
-0.25885513,-0.6794
-0.26879883,-0.4184
-0.24839383,-0.4086
-0.35116017,-0.2646
-0.3032192,-0.6571
-0.2940138,-0.6387
-0.26237196,-0.6012
-0.2971505,-0.5874
-0.33640313,-0.3935
-0.32773525,0.1476
-0.38229638,-0.2889
-0.32986093,-0.1233
-0.34637156,-0.6676
-0.29673952,-0.0897
-0.3344997,-0.4237
-0.34032002,-0.5696
-0.2975305,-0.5854
-0.34462923,-0.381
-0.32767394,-0.5795
-0.3498271,-0.6919
-0.32253486,-0.5532
-0.33119887,-0.2837
-0.36340377,-0.6176
-0.3804937,-0.5223
-0.36021146,-0.4651
-0.34769154,-0.6512
-0.331893,-0.6709
-0.33660936,-0.1818
-0.33217302,-0.7156
-0.27806193,-0.4027
-0.24889177,-0.2403
-0.34543648,-0.4178
-0.33096632,-0.6288
-0.3224342,-0.3777
-0.36318412,-0.6005
-0.31965896,-0.5415
-0.33487293,-0.5894
